Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,1610.03528,203.41165,1528.32373,1608.14307,-9.95367,1522.91113,1757.11218,169.72572,1559.27148,1758.57324,7.903,1558.41797,1803.07202,184.23863,1484.66553
2,0.008,1602.90039,201.92137,1528.479,1601.37451,-10.69861,1522.18152,1749.16345,169.29845,1559.38928,1750.72522,7.2954,1558.42322,1796.24048,182.70413,1484.4679
3,0.017,1596.16016,203.06497,1529.61011,1594.05225,-8.93095,1523.23181,1741.62146,169.19344,1559.79272,1743.94189,7.32099,1558.49731,1789.3988,182.52191,1484.16675
4,0.025,1587.40259,203.33839,1528.96692,1587.90576,-11.59252,1521.89624,1734.99512,168.41496,1560.02246,1736.24133,8.03158,1558.54309,1782.53308,182.56731,1484.66199
5,0.033,1581.17432,203.23509,1528.72937,1580.2345,-9.78251,1521.57068,1727.6438,169.66074,1559.7522,1729.2157,7.51819,1558.89099,1775.19409,183.26582,1485.46265
6,0.042,1573.18176,203.65279,1528.70532,1572.66211,-10.33227,1520.71021,1720.58997,168.11923,1558.95068,1721.08582,6.96362,1557.86523,1767.85303,182.13641,1484.83423
7,0.05,1567.00732,203.86435,1528.50891,1563.11694,-10.73793,1520.75769,1712.39844,167.7431,1559.28162,1714.04089,6.49763,1556.90198,1760.22803,181.63322,1484.21228
8,0.058,1558.09326,202.95709,1527.89197,1557.02271,-11.97643,1519.59265,1705.39038,167.47992,1559.29395,1705.66882,7.78065,1556.94861,1752.7699,182.17993,1484.24585
9,0.067,1552.74976,204.1429,1527.33801,1548.81836,-11.1586,1519.35266,1698.25903,166.91341,1558.48267,1697.94189,8.45689,1556.24377,1745.66003,182.12349,1483.38855
10,0.075,1545.13159,204.81416,1526.5929,1542.67029,-11.07593,1517.64294,1690.0791,168.16046,1558.13806,1689.22522,8.03666,1555.51123,1737.59009,180.82077,1483.14685
11,0.083,1536.00269,204.71164,1525.60059,1534.93286,-12.33989,1517.4082,1681.64526,166.78999,1558.22253,1683.0509,7.96568,1555.90222,1729.35046,181.30475,1482.71582
12,0.092,1529.23376,203.53796,1524.45386,1527.21887,-11.14212,1515.08496,1674.38403,167.20204,1556.77136,1675.09204,8.84513,1554.32031,1722.66113,181.44006,1482.03796
13,0.1,1520.52856,205.43498,1523.72021,1517.43567,-10.81457,1512.48376,1666.42468,167.70166,1556.06665,1666.61353,9.1644,1553.49817,1715.4873,181.82175,1481.36572
14,0.108,1512.23047,204.72159,1521.42908,1510.88647,-11.60854,1511.93347,1658.1366,167.63138,1554.81531,1659.24829,9.5667,1552.33704,1706.42358,182.2294,1480.82825
15,0.117,1504.41345,205.99243,1520.98669,1502.99475,-10.82413,1510.22424,1650.55029,168.98415,1554.84827,1651.08508,9.59091,1551.81482,1698.42603,183.21623,1479.90894
16,0.125,1495.54602,205.54202,1520.1261,1496.31689,-10.79807,1508.2627,1641.55212,169.63815,1553.12463,1643.47925,10.2793,1550.7594,1691.0614,184.26508,1479.29651
17,0.133,1487.68579,207.42496,1517.30249,1487.65515,-11.34423,1506.47083,1632.89966,169.87701,1551.11755,1635.53723,11.14187,1549.32007,1682.95776,185.07449,1477.4176
18,0.142,1478.52649,206.72993,1516.03345,1481.72278,-9.09742,1505.71448,1624.83057,171.91296,1550.64636,1628.3783,13.58483,1548.34949,1674.20776,186.84967,1477.40161
19,0.15,1471.76746,208.23863,1515.4325,1473.46912,-10.14023,1504.75293,1616.88977,173.72383,1549.71448,1621.64404,14.99847,1547.0188,1665.47583,189.08238,1476.56677
20,0.158,1459.39514,208.4037,1514.04761,1465.1001,-8.54622,1503.5448,1608.65625,174.02345,1548.46375,1613.59253,16.16238,1545.58459,1657.26611,190.11809,1474.62305
21,0.167,1453.78638,210.29358,1511.75696,1457.30786,-7.5485,1503.56433,1599.5907,177.1228,1546.64514,1606.25342,18.22064,1545.10657,1649.15051,191.93752,1473.34387
22,0.175,1446.14563,209.23367,1511.08875,1448.46069,-4.99898,1504.78748,1591.39941,178.58527,1545.44385,1598.27173,19.51975,1543.45557,1640.77783,193.54875,1472.00146
23,0.183,1436.91309,212.75774,1509.02307,1440.33728,-5.30884,1502.78284,1582.7168,179.96674,1543.797,1589.9574,21.26905,1542.2666,1631.97205,196.20068,1469.87561
24,0.192,1428.94238,211.59909,1507.55518,1434.48706,-3.70488,1502.18115,1576.02173,183.27866,1543.0011,1581.65845,22.54314,1541.61377,1624.13135,198.15669,1468.57458
25,0.2,1420.65955,213.70418,1505.66357,1425.66223,-2.71661,1501.63843,1566.01782,183.77336,1540.93921,1573.91089,23.59046,1540.45667,1614.33276,199.14929,1467.28918
26,0.208,1412.30688,212.911,1504.60059,1416.95544,-2.03217,1501.19446,1558.45264,185.0166,1539.58765,1565.7522,25.44419,1539.30176,1606.922,200.70154,1466.23047
27,0.217,1403.86243,215.98012,1503.8916,1407.92859,-1.31711,1500.21631,1551.20569,186.32964,1539.8125,1556.95264,25.99946,1538.19568,1598.69873,202.1245,1465.23926
28,0.225,1395.96545,215.84142,1502.71301,1399.37366,2.2035,1498.62097,1543.8479,187.5228,1538.74158,1549.71802,26.75099,1537.33899,1590.67896,202.49225,1464.21484
