Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-1216.11755,133.0522,1315.40356,-1226.79333,183.01096,1134.85461,-1276.93481,104.66791,1108.70898
2,0.008,-1210.02441,134.15996,1316.68652,-1220.21887,182.13205,1135.38562,-1269.56824,105.58775,1109.20544
3,0.017,-1205.82019,135.1479,1317.81433,-1216.06177,184.6143,1135.54138,-1264.69629,106.25909,1109.56775
4,0.025,-1198.53162,134.92245,1317.89111,-1208.07019,184.81647,1135.88306,-1257.91541,107.038,1110.51843
5,0.033,-1192.13965,132.65926,1318.33069,-1200.94836,183.67084,1135.73364,-1252.09045,107.91931,1109.82849
6,0.042,-1188.4043,134.68701,1318.07996,-1195.83557,185.40233,1137.32288,-1246.31848,108.71418,1109.48425
7,0.05,-1181.49402,134.01846,1317.59094,-1188.94092,185.3898,1137.03674,-1239.08313,109.55662,1109.61865
8,0.058,-1174.17773,132.29114,1317.76941,-1182.55579,186.0405,1138.18994,-1234.63293,110.05354,1109.51514
9,0.067,-1171.32397,133.67732,1317.21143,-1175.24768,184.48239,1137.70264,-1227.81885,109.49603,1109.51831
10,0.075,-1164.40466,133.83298,1316.8446,-1170.7926,187.47415,1137.56384,-1221.86536,110.67033,1108.99072
11,0.083,-1157.88867,132.68312,1316.60681,-1163.29736,186.72601,1137.4353,-1215.81824,110.57666,1108.89734
12,0.092,-1154.43665,132.64496,1315.7345,-1156.52332,183.79045,1136.49609,-1209.57861,110.22353,1107.73438
13,0.1,-1148.17432,131.8804,1315.82813,-1151.05408,184.88708,1136.3894,-1203.64673,111.32758,1107.64404
14,0.108,-1141.84631,130.94092,1315.44446,-1146.36279,186.07117,1135.98572,-1198.09546,110.77474,1107.06555
15,0.117,-1138.72095,132.49117,1314.34705,-1139.48621,185.19682,1135.4375,-1191.42261,110.34523,1105.78516
16,0.125,-1131.63062,131.55986,1312.35632,-1132.50879,182.02023,1134.43298,-1186.13171,111.04478,1105.36414
17,0.133,-1125.38696,130.50858,1311.77087,-1125.91467,181.73218,1134.25623,-1180.31921,110.01533,1104.56287
18,0.142,-1122.38586,131.07953,1311.46729,-1122.63171,183.26564,1132.80774,-1174.34448,109.34476,1103.49438
19,0.15,-1116.74231,128.75128,1310.43567,-1115.30725,181.9655,1131.31799,-1169.31152,108.92782,1102.61487
20,0.158,-1109.5271,129.06535,1309.39844,-1109.4845,179.98541,1129.90369,-1164.05725,107.98011,1101.09949
21,0.167,-1107.84888,129.36879,1308.74976,-1106.44983,181.78186,1128.89307,-1158.85901,106.6095,1100.04236
22,0.175,-1101.34851,126.1002,1306.94934,-1099.88745,179.91869,1127.92346,-1153.41968,106.40038,1099.04565
23,0.183,-1095.72693,124.2457,1306.11255,-1094.21387,178.08873,1127.57227,-1147.76038,105.18556,1097.7915
24,0.192,-1092.14502,126.80003,1304.5946,-1090.33167,179.15741,1126.7373,-1142.35999,104.20231,1096.3678
25,0.2,-1086.81653,123.6782,1303.97791,-1085.77649,177.14571,1125.29834,-1137.20447,102.48764,1095.57971
