Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-1219.08704,-251.38464,1407.2876,-1176.26733,-11.14252,1419.54321,-1349.90076,-200.93634,1411.25879,-1324.35339,-22.12062,1423.68005,-1401.7594,-204.92242,1307.66882
2,0.008,-1212.06689,-251.17932,1405.92957,-1173.68408,-11.37576,1419.5741,-1345.60852,-200.07837,1411.30469,-1319.2041,-20.98409,1422.96912,-1397.45227,-204.35991,1307.2583
3,0.017,-1210.63867,-251.56349,1406.86279,-1167.35693,-10.73038,1418.81506,-1341.06909,-198.74323,1411.56396,-1314.66211,-20.77339,1422.99622,-1392.81067,-203.2386,1307.32959
4,0.025,-1204.75476,-252.42778,1406.24902,-1161.36243,-13.24759,1418.83093,-1338.46106,-199.24969,1411.39514,-1309.59399,-20.41135,1423.39185,-1388.5116,-202.45891,1307.28882
5,0.033,-1202.14502,-251.90251,1405.88135,-1156.91479,-11.79117,1420.35913,-1334.06116,-198.57056,1411.44751,-1304.40918,-20.28848,1423.42432,-1383.54102,-201.3064,1305.83154
6,0.042,-1197.15881,-252.21935,1405.20984,-1151.74744,-13.49433,1420.23193,-1329.11096,-198.09898,1409.88293,-1299.88562,-20.49379,1422.50232,-1380.00232,-201.00276,1305.37854
7,0.05,-1194.39502,-253.22646,1405.72217,-1147.09583,-12.40243,1420.54297,-1324.48352,-197.92741,1409.74622,-1294.59949,-19.12806,1422.22363,-1375.75745,-200.50278,1305.16602
8,0.058,-1189.87109,-253.71074,1405.38354,-1142.75183,-14.42287,1419.66614,-1320.51599,-196.8237,1408.95349,-1289.71094,-19.64531,1421.78149,-1371.03491,-199.99826,1303.51672
9,0.067,-1186.23987,-253.10652,1405.02332,-1137.54199,-13.89741,1420.05127,-1317.30188,-196.84557,1408.68298,-1284.92639,-18.86959,1420.50549,-1366.71497,-199.12463,1303.23364
10,0.075,-1180.81494,-253.65073,1404.62842,-1133.02197,-14.38184,1419.79663,-1313.07935,-196.88573,1407.48047,-1280.87439,-19.25952,1420.27356,-1362.20471,-198.16672,1302.73047
