Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,1742.29822,-310.69199,1288.65027,1748.60681,-361.85382,1105.87891,1770.45801,-261.51978,1073.14441
2,0.008,1737.6554,-309.88522,1288.578,1740.5625,-361.45316,1106.25769,1761.40955,-261.49438,1073.21448
3,0.017,1731.85132,-311.08716,1291.66907,1731.60681,-360.42523,1106.27087,1748.68689,-258.04984,1072.95166
4,0.025,1724.948,-309.39386,1291.99768,1721.8042,-359.12491,1106.29407,1740.24365,-258.51324,1075.34558
5,0.033,1719.62817,-308.33618,1292.06677,1714.0542,-358.77023,1108.65283,1732.65771,-256.1604,1075.18469
6,0.042,1711.3584,-307.19971,1291.58679,1704.68848,-358.008,1107.67334,1719.84351,-255.5007,1074.3927
7,0.05,1704.65747,-306.41229,1290.83752,1693.98511,-356.73514,1106.74158,1711.37427,-252.51666,1074.67932
8,0.058,1699.49841,-304.19238,1292.52905,1686.01892,-356.36386,1107.9054,1698.12537,-251.28972,1075.40344
9,0.067,1691.67993,-304.00128,1292.12268,1679.31287,-353.43121,1109.03699,1690.84644,-250.30489,1075.80371
10,0.075,1683.901,-300.44879,1291.29602,1671.0946,-352.41953,1108.71497,1682.45154,-250.19691,1076.1676
11,0.083,1678.43127,-298.86688,1290.96997,1663.45398,-350.1572,1108.89661,1674.53967,-249.32718,1075.96155
12,0.092,1671.9248,-297.05609,1290.97083,1654.97119,-348.2944,1108.67822,1666.09277,-247.8316,1075.57129
13,0.1,1663.75916,-293.39188,1290.06335,1645.79541,-347.62805,1109.54822,1658.57434,-245.41524,1075.49231
14,0.108,1656.50977,-292.23337,1291.18298,1637.40063,-345.62814,1109.40967,1648.66394,-241.77858,1075.65283
15,0.117,1648.5741,-291.02185,1291.2959,1628.74805,-344.7735,1108.02502,1639.81506,-241.72977,1074.52527
16,0.125,1641.39441,-288.77017,1290.13953,1623.58167,-342.76575,1108.28198,1634.87329,-240.63223,1074.08435
17,0.133,1636.63892,-285.85907,1288.72314,1615.34851,-338.05432,1108.82776,1624.76563,-238.25838,1074.67517
18,0.142,1630.04834,-281.79099,1287.50293,1607.46912,-337.15485,1108.86145,1619.62427,-236.74007,1073.51099
19,0.15,1621.55701,-280.42218,1286.95801,1600.30908,-334.9975,1107.74915,1611.41687,-234.41498,1072.79333
20,0.158,1613.92737,-278.65961,1286.77332,1593.05054,-333.61179,1108.52734,1604.06323,-231.39497,1072.25659
21,0.167,1608.07507,-275.59793,1285.84631,1587.13623,-329.45593,1106.96313,1597.04858,-229.86343,1072.07996
22,0.175,1602.13147,-272.20135,1284.65186,1581.38855,-327.40109,1106.42432,1589.87329,-227.09044,1072.69165
23,0.183,1594.99133,-269.2092,1284.61243,1574.21436,-325.42352,1107.0603,1582.44983,-223.62135,1071.4165
24,0.192,1588.65381,-266.86539,1283.96997,1566.81897,-323.20914,1106.90405,1579.01807,-223.27043,1069.57666
25,0.2,1580.71655,-261.97266,1282.33276,1562.01184,-320.3222,1106.23181,1572.57617,-220.48737,1069.1665
26,0.208,1575.43494,-257.70688,1281.24524,1558.60071,-318.33798,1105.4978,1564.88733,-216.74144,1068.91272
27,0.217,1568.22974,-253.53682,1279.71692,1551.62451,-316.44238,1105.2063,1560.35449,-214.61678,1066.84045
28,0.225,1560.92822,-250.21538,1278.96838,1545.70911,-314.29117,1103.54858,1555.4967,-211.42596,1066.44287
29,0.233,1553.47449,-249.07784,1281.11572,1540.63525,-310.4707,1103.35693,1549.33984,-207.70406,1065.87549
30,0.242,1548.59961,-247.73846,1281.11365,1536.56934,-306.82062,1102.92249,1546.24023,-205.45088,1065.77966
31,0.25,1541.84387,-244.67877,1280.69128,1531.08179,-304.10309,1102.3042,1540.06763,-202.86891,1065.49536
32,0.258,1536.71826,-241.32539,1280.22827,1526.93115,-302.51157,1102.64233,1537.79895,-200.1685,1065.40881
33,0.267,1531.59192,-238.5789,1280.68994,1523.63672,-298.0072,1100.87244,1533.41736,-197.16078,1065.41199
34,0.275,1525.42065,-239.019,1279.76318,1521.51489,-296.35641,1101.07507,1528.41492,-193.67479,1065.36597
35,0.283,1520.44897,-237.22668,1279.65027,1516.22083,-294.07129,1100.43481,1526.90613,-191.58145,1066.09265
36,0.292,1515.93738,-233.86726,1281.39636,1513.74243,-291.84576,1101.78577,1521.74146,-188.8959,1065.46802
37,0.3,1511.03296,-230.89746,1280.38232,1510.4751,-289.27844,1102.32581,1519.18469,-186.89502,1065.948
38,0.308,1503.97363,-229.47777,1281.03943,1507.09998,-286.94742,1102.98474,1518.63782,-186.02399,1068.15076
39,0.317,1498.49146,-226.81386,1280.86169,1504.20496,-285.10107,1103.21191,1514.68396,-181.6673,1069.56091
40,0.325,1494.12061,-223.91093,1283.2428,1501.34338,-282.98532,1103.5614,1513.35583,-180.86494,1069.63147
41,0.333,1491.9823,-222.83751,1284.3783,1501.73389,-279.12286,1105.15759,1509.53149,-177.68263,1071.46985
42,0.342,1487.70874,-219.92558,1284.79736,1498.36462,-277.56345,1107.32947,1505.073,-172.55368,1072.21118
43,0.35,1482.50464,-218.58012,1285.90466,1497.58069,-275.58762,1107.58801,1504.96851,-172.21938,1073.70154
44,0.358,1481.71985,-217.68892,1289.12634,1495.58215,-274.08887,1108.79041,1502.80273,-169.96919,1074.50903
45,0.367,1476.95313,-213.46547,1288.17981,1495.74646,-271.56927,1109.23132,1502.45361,-167.84831,1076.52893
46,0.375,1475.51538,-212.73805,1289.38562,1494.70129,-268.42206,1110.44812,1499.23755,-163.36348,1077.5166
47,0.383,1470.83142,-209.9603,1290.13953,1492.95093,-266.62329,1111.55139,1499.3678,-162.5912,1079.12561
48,0.392,1465.65283,-209.54485,1291.25317,1492.87769,-265.35434,1111.77844,1500.32776,-162.76064,1080.39343
49,0.4,1463.3634,-209.68498,1291.55554,1493.21838,-263.13727,1112.40674,1499.77429,-160.37495,1082.51782
50,0.408,1460.71948,-208.45062,1291.50195,1491.73877,-261.02527,1112.89587,1499.19556,-157.48796,1082.8855
51,0.417,1457.98181,-207.14798,1291.69116,1492.02576,-260.11722,1113.42993,1498.72864,-155.12286,1082.99585
52,0.425,1456.46326,-206.95967,1292.16028,1492.02209,-258.57974,1114.10925,1499.25977,-153.84283,1082.99622
53,0.433,1451.3125,-205.59807,1291.90845,1490.8667,-256.50833,1114.32349,1499.01514,-152.88136,1083.32507
54,0.442,1448.90564,-204.88239,1293.62317,1490.87756,-255.23672,1114.92688,1498.09326,-151.51254,1083.72388
55,0.45,1445.35779,-202.27136,1293.32373,1490.21326,-254.0157,1115.604,1499.22974,-150.54521,1084.22583
56,0.458,1443.6532,-202.35165,1293.58057,1490.07251,-253.77528,1116.40686,1500.69775,-149.16728,1086.5708
57,0.467,1439.47974,-200.25842,1293.14819,1490.57764,-251.50018,1117.63379,1501.39734,-149.60744,1087.34595
58,0.475,1436.98999,-200.21825,1294.37085,1490.1543,-249.20631,1118.42566,1502.05725,-148.07306,1087.70532
59,0.483,1431.68323,-198.47115,1293.78308,1489.11707,-248.40947,1118.98877,1499.64636,-145.94753,1089.1062
60,0.492,1429.18127,-198.77881,1293.41699,1489.25012,-247.21898,1119.71606,1498.68677,-143.74556,1090.88818
61,0.5,1424.77307,-197.46739,1294.63586,1488.6084,-246.96869,1122.01318,1498.51648,-142.19203,1092.00549
62,0.508,1419.13818,-194.86894,1294.41223,1487.23108,-246.25793,1123.09216,1498.32678,-141.88666,1092.77087
63,0.517,1416.57776,-194.42358,1294.76636,1486.68127,-246.02284,1123.7345,1497.18274,-141.50671,1094.79883
64,0.525,1415.14331,-194.22435,1295.08606,1485.77771,-245.43341,1125.15063,1497.52075,-138.71835,1095.55542
65,0.533,1409.13989,-193.66711,1294.49329,1484.94617,-244.73753,1125.83533,1495.47961,-140.08733,1096.88708
66,0.542,1407.83289,-194.07228,1294.40295,1483.29443,-243.64728,1126.77075,1495.61511,-138.57861,1099.21667
67,0.55,1402.10327,-193.78424,1295.98462,1483.10046,-243.68417,1128.03003,1493.22754,-137.29378,1100.87451
68,0.558,1400.04248,-194.48994,1296.82996,1482.11401,-241.44594,1129.13501,1492.42627,-135.9212,1102.12036
69,0.567,1397.7677,-194.63403,1296.703,1480.45776,-240.86981,1129.96338,1492.15771,-135.43318,1102.39978
70,0.575,1392.38757,-193.61172,1297.13086,1480.04236,-240.90742,1131.95959,1489.41223,-134.97768,1104.88159
71,0.583,1388.85107,-196.22041,1296.34326,1477.87085,-239.96191,1133.38586,1488.06909,-135.43929,1105.42419
72,0.592,1386.81262,-196.39404,1296.86975,1477.14417,-240.54939,1133.94629,1485.90002,-135.286,1106.18335
73,0.6,1382.07446,-195.69038,1297.17603,1474.52759,-240.0014,1134.35193,1484.32422,-134.83846,1107.34973
74,0.608,1377.12903,-197.71538,1297.74976,1472.57556,-240.12605,1135.23657,1482.39685,-134.22598,1108.13403
75,0.617,1373.51489,-197.04416,1297.38513,1471.36353,-241.51753,1135.44189,1480.61804,-134.66199,1110.1886
76,0.625,1368.91614,-198.54245,1297.38574,1467.74304,-241.3396,1137.19177,1478.47449,-134.95407,1111.38892
77,0.633,1364.40186,-199.0556,1296.37122,1465.12305,-241.23866,1137.69836,1476.00049,-134.68948,1112.05481
78,0.642,1358.99121,-199.73506,1296.02222,1462.32568,-241.47588,1138.02222,1473.60071,-135.43764,1113.01245
79,0.65,1356.2782,-201.10901,1295.65015,1460.30603,-241.91811,1138.38391,1471.63538,-135.75156,1115.64355
80,0.658,1349.3728,-200.37843,1294.70496,1457.08289,-243.37636,1138.72754,1471.07593,-135.76247,1115.9231
81,0.667,1345.93018,-203.6326,1294.66284,1454.31909,-243.79344,1139.77246,1467.41235,-136.08052,1116.54114
82,0.675,1342.84167,-206.74889,1293.3219,1451.57678,-244.46548,1139.79907,1463.18445,-138.11011,1117.33081
83,0.683,1335.41492,-205.99808,1292.52893,1448.31152,-245.51503,1140.61462,1459.89783,-140.3125,1118.32434
84,0.692,1332.07202,-208.61613,1291.57764,1445.33423,-246.60225,1140.97437,1457.65295,-141.23811,1118.32776
85,0.7,1324.98682,-210.71251,1289.87744,1441.87793,-247.05438,1140.1095,1454.32544,-142.02768,1118.65833
86,0.708,1320.6145,-210.62926,1289.46289,1439.18542,-248.61601,1140.24524,1449.71655,-142.7123,1118.16577
87,0.717,1315.50549,-216.26727,1288.66443,1433.92358,-250.46486,1139.14978,1445.18616,-144.18137,1118.80249
88,0.725,1308.34949,-215.7547,1286.31628,1429.3219,-252.76903,1138.06445,1440.74036,-145.43169,1117.724
89,0.733,1304.10095,-218.45993,1284.95361,1424.69031,-254.37547,1137.02002,1435.70337,-147.72827,1117.11377
90,0.742,1298.4231,-220.44348,1283.65747,1420.099,-255.81812,1136.4209,1431.60498,-150.60114,1116.74329
91,0.75,1292.35132,-222.73152,1282.86865,1415.95679,-257.5773,1135.67847,1426.84302,-152.02507,1116.5376
92,0.758,1286.08569,-225.95631,1279.35132,1410.2251,-258.93671,1133.59448,1421.12,-153.27606,1114.1438
93,0.767,1279.724,-226.78133,1277.08838,1404.06934,-262.42627,1131.68005,1415.31714,-154.35416,1112.61157
94,0.775,1274.27197,-232.20728,1275.43005,1399.08606,-263.92157,1130.12463,1409.14136,-157.51175,1111.42773
95,0.783,1266.5011,-231.84018,1273.05505,1393.16675,-265.98981,1127.77893,1404.01184,-160.36981,1109.82019
96,0.792,1260.68103,-235.73807,1271.54517,1384.40833,-268.44177,1125.89453,1397.49756,-161.03987,1107.84973
97,0.8,1252.59338,-236.00351,1270.69849,1378.04089,-270.73288,1123.76782,1390.01062,-163.47835,1105.7428
98,0.808,1246.7179,-238.03836,1268.06616,1369.20276,-272.22067,1122.01208,1383.32593,-166.29178,1104.24731
99,0.817,1238.86377,-241.78897,1267.2804,1361.28003,-273.60333,1119.88684,1373.06519,-169.14929,1102.59851
100,0.825,1230.41528,-242.00385,1266.48901,1352.72607,-275.14746,1119.0686,1365.68542,-169.76266,1100.95203
101,0.833,1223.77808,-243.70721,1266.78003,1343.90332,-278.82239,1117.81287,1356.06946,-171.02222,1100.08289
