Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z,R.Ankle.x,R.Ankle.y,R.Ankle.z,R.Ankle.Medial.x,R.Ankle.Medial.y,R.Ankle.Medial.z
1,0,1091.1969,37.21521,323.57275,1198.25208,31.80385,70.03662,1155.97168,-58.07545,87.99442
2,0.008,1089.91309,36.736,323.59793,1197.89734,31.17455,70.09638,1148.69519,-55.11438,88.0117
3,0.017,1089.67749,37.0141,323.34253,1198.07056,30.97157,70.36387,1151.03552,-56.34271,89.09303
4,0.025,1089.24817,37.13313,323.07767,1197.89136,31.06035,70.14993,1152.19849,-56.02924,89.1571
5,0.033,1088.18555,37.16538,322.67184,1197.89136,31.06035,70.14993,1149.79187,-55.91973,88.92915
6,0.042,1087.01917,37.29097,322.48083,1197.89136,31.06035,70.14993,1149.79187,-55.91973,88.92915
7,0.05,1086.07117,37.01064,321.71469,1198.4303,31.48878,70.1908,1149.51587,-56.10494,88.60851
8,0.058,1085.65369,37.18923,321.59409,1198.4303,31.48878,70.1908,1148.91418,-55.81863,88.21185
9,0.067,1084.59961,38.13123,321.44394,1198.61133,31.29576,70.17348,1148.91418,-55.81863,88.21185
10,0.075,1083.08789,39.10764,321.04279,1198.99561,30.93092,70.28022,1148.55334,-55.78621,87.94096
11,0.083,1083.54028,38.73076,320.33267,1199.39441,30.38352,70.31742,1148.50989,-55.48756,87.42007
12,0.092,1081.94055,39.13301,320.20663,1199.39441,30.38352,70.31742,1148.50989,-55.48756,87.42007
13,0.1,1079.94104,38.00838,320.51819,1199.03162,30.23527,70.84467,1148.50439,-55.95942,87.14521
14,0.108,1079.91589,38.2266,320.4024,1199.19885,30.01375,70.60377,1148.63025,-55.682,87.41632
15,0.117,1079.21167,37.35297,320.00253,1199.07996,29.68709,71.23021,1148.25781,-55.25842,87.31081
16,0.125,1078.11523,37.50075,319.31958,1199.1571,29.7908,71.26139,1148.35205,-55.45104,87.22668
17,0.133,1077.31189,37.65908,319.30457,1199.07996,29.68709,71.23021,1148.35205,-55.45104,87.22668
18,0.142,1075.24524,39.15104,318.26962,1199.172,30.03606,71.03234,1148.35205,-55.45104,87.22668
19,0.15,1076.57214,39.41055,317.79385,1199.07996,29.68709,71.23021,1148.1499,-55.51775,87.21873
20,0.158,1075.06946,39.97683,316.92386,1199.07996,29.68709,71.23021,1147.74841,-55.84667,87.19231
21,0.167,1074.32605,40.148,317.15796,1199.00427,29.70579,71.31277,1147.51245,-55.85621,87.23509
22,0.175,1072.47974,40.091,316.40039,1198.85852,29.64858,71.31673,1147.13745,-56.1666,87.02219
23,0.183,1071.12793,40.09247,315.92862,1198.60876,29.45802,71.52705,1147.13745,-56.1666,87.02219
24,0.192,1070.6106,40.7589,314.98187,1198.23059,29.00985,71.65411,1146.46631,-56.90593,86.92529
25,0.2,1069.53772,40.02637,314.50586,1198.13989,28.79853,71.72523,1146.46631,-56.90593,86.92529
26,0.208,1067.6709,40.16998,314.07141,1198.16357,28.32745,72.06351,1146.81665,-56.42916,86.0522
27,0.217,1065.85559,40.03786,314.03693,1198.16357,28.32745,72.06351,1146.00427,-56.12719,85.70453
28,0.225,1064.28442,40.43487,313.76276,1198.0177,28.23333,72.13264,1145.73767,-56.1863,85.71623
