Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,199.15971,337.57349,886.37897,232.15268,285.15747,863.34167,241.8102,255.25514,816.98602,247.02711,255.77089,767.05054,224.38441,340.61212,786.1037,215.12825,311.72324,729.94702,204.76564,274.15646,697.44586
2,0.008,199.15971,337.57349,886.37897,232.05566,284.9928,863.53638,241.8102,255.25514,816.98602,247.02711,255.77089,767.05054,224.38441,340.61212,786.1037,215.90825,311.36926,730.35822,204.70686,273.88898,697.58142
3,0.017,199.15971,337.57349,886.37897,232.11734,285.58948,863.46094,241.96736,255.20346,817.04694,247.02711,255.77089,767.05054,224.62672,340.48715,786.34015,215.90825,311.36926,730.35822,204.80559,273.80325,697.29266
4,0.025,199.02922,337.30881,886.31415,232.05132,286.10541,863.96161,242.12738,255.24612,817.11194,247.02711,255.77089,767.05054,224.62672,340.48715,786.34015,215.90825,311.36926,730.35822,204.80559,273.80325,697.29266
5,0.033,199.02922,337.30881,886.31415,232.11734,285.58948,863.46094,242.28455,255.1944,817.17285,247.02711,255.77089,767.05054,224.38441,340.61212,786.1037,215.90825,311.36926,730.35822,204.80559,273.80325,697.29266
6,0.042,199.02922,337.30881,886.31415,231.77159,284.95026,863.78687,242.47968,254.72116,816.99316,247.02711,255.77089,767.05054,224.7524,340.43512,786.10852,215.90825,311.36926,730.35822,204.80559,273.80325,697.29266
7,0.05,199.02922,337.30881,886.31415,231.868,284.64819,863.43402,242.0052,254.78198,816.80627,247.02711,255.77089,767.05054,224.7524,340.43512,786.10852,215.90825,311.36926,730.35822,204.80559,273.80325,697.29266
8,0.058,198.85434,337.15088,886.17719,231.92882,284.00754,863.24243,242.0052,254.78198,816.80627,247.02711,255.77089,767.05054,224.65887,340.21643,785.7702,215.90825,311.36926,730.35822,204.41963,273.59946,697.22559
9,0.067,198.85434,337.15088,886.17719,232.31178,283.61209,863.0531,241.7254,254.75497,816.45923,246.84222,256.16043,766.84283,224.08549,340.47562,785.75964,215.12825,311.72324,729.94702,203.3387,274.30634,696.67133
10,0.075,198.78088,336.81934,885.75787,232.31178,283.61209,863.0531,241.7254,254.75497,816.45923,246.70827,255.94283,766.75006,224.08549,340.47562,785.75964,215.90825,311.36926,730.35822,204.41963,273.59946,697.22559
