Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1664.6792,376.32611,919.83765,1622.58838,351.31873,899.47931,1598.0426,340.20578,864.37012,1579.09473,328.87363,821.7832,1655.65198,382.20013,811.91272,1652.69104,372.86011,769.1073,1654.79651,353.70932,727.20453
2,0.008,1652.19189,376.64514,919.883,1609.9939,350.93021,899.50873,1585.30249,340.22391,865.55243,1566.99561,329.93689,823.16931,1644.23926,382.87827,812.47076,1638.43604,373.69983,768.98334,1641.34155,353.78311,727.64886
3,0.017,1640.4491,376.19464,920.24487,1598.12354,351.7887,898.48724,1576.25195,339.38452,866.54083,1555.26477,330.6011,823.85284,1632.18323,382.70782,812.87463,1626.17102,375.33377,769.53406,1627.15259,353.20755,726.96729
4,0.025,1632.41565,377.00116,920.06982,1586.44873,352.63202,900.25665,1563.08386,340.84662,867.79517,1542.93896,331.37305,825.38062,1619.09265,382.61426,813.26947,1613.25439,375.84467,769.64764,1615.18518,353.62341,728.27448
5,0.033,1621.50427,377.16348,920.19684,1575.0675,352.46616,901.95636,1551.90234,340.50064,867.15527,1530.47778,331.20792,826.14197,1606.25891,384.35211,814.05573,1602.08276,375.1889,770.42371,1601.15869,354.89294,729.04883
6,0.042,1609.93188,376.36469,920.29932,1564.48401,350.74341,902.59222,1540.38391,339.2948,868.16791,1519.59851,330.79001,827.35663,1594.85876,383.0986,814.0849,1588.28113,375.48276,769.72986,1588.79932,354.02405,729.13031
7,0.05,1599.03076,377.98453,921.20148,1553.24109,353.03299,902.75092,1528.19031,338.91946,870.50269,1507.85327,330.22867,829.11218,1582.04382,382.94962,813.39331,1576.91895,375.28775,769.94617,1575.58948,355.28738,727.86176
8,0.058,1586.92322,376.96539,921.03058,1541.05981,353.70795,903.9436,1517.19238,340.52567,870.78394,1495.77039,330.04782,829.14825,1568.98779,382.44662,813.73236,1564.3064,375.83408,770.17389,1562.94946,355.1106,728.05609
9,0.067,1575.90564,377.32043,921.12848,1529.60327,353.09744,903.46777,1506.75488,339.20282,870.7724,1483.60059,329.39957,829.9549,1557.50037,382.95547,815.04486,1552.28455,375.26651,771.38495,1550.10461,354.90891,730.67798
10,0.075,1565.06824,376.69107,921.32275,1518.90662,350.97226,903.68048,1495.32056,337.66843,872.26208,1472.27185,329.55078,830.94257,1545.83582,383.7995,815.04016,1539.75562,374.96271,772.95032,1537.31152,353.97321,731.17841
11,0.083,1554.74341,376.03503,922.06256,1507.96021,351.77991,904.24188,1483.24255,339.17462,872.53387,1460.87122,328.64435,831.05139,1534.17383,383.16064,815.53253,1526.31909,373.64734,771.59576,1525.44336,353.37772,730.87024
12,0.092,1544.61938,376.78647,922.33307,1498.49011,351.54187,903.60864,1471.94739,338.03381,873.25702,1450.2981,327.53363,833.19128,1523.34131,382.1012,815.66064,1515.67371,372.89374,772.23553,1513.72571,352.72873,730.51501
13,0.1,1533.698,375.02301,920.49628,1487.52478,351.06314,903.79224,1460.41833,339.31207,873.22571,1438.66724,327.30392,833.43976,1511.56677,381.98337,815.3905,1503.59412,372.63965,772.76935,1501.26855,351.71765,730.35468
14,0.108,1521.96472,374.90598,920.49011,1477.08362,349.11563,905.24121,1450.47656,337.84244,873.87518,1427.7467,326.3699,833.40125,1499.56189,381.70715,815.30664,1491.64197,374.00235,771.95251,1490.47217,352.28113,731.06042
15,0.117,1511.58936,376.59488,920.4632,1465.36414,348.50668,905.66071,1440.59351,336.45209,873.81567,1416.68945,324.23111,832.80957,1487.60034,380.63586,814.98987,1479.55396,373.25354,772.09485,1478.77222,351.38062,731.28741
16,0.125,1502.66772,374.60248,920.23993,1454.88086,348.37256,905.03705,1429.55334,336.77756,873.6814,1406.24915,325.34506,833.53003,1477.07996,380.34613,814.97406,1468.90894,372.63504,772.27765,1465.3844,351.17392,730.54755
17,0.133,1491.24768,374.92181,920.42407,1446.22168,347.88339,904.8598,1419.40369,334.65622,874.28979,1395.88867,323.92529,833.89429,1466.21948,380.30765,815.26233,1457.05847,371.62912,770.92841,1454.54468,349.68829,730.23511
18,0.142,1480.41296,373.38928,918.96283,1435.578,347.41061,904.39886,1409.01147,333.66827,873.53436,1384.82434,321.81128,833.45258,1456.01001,379.24808,814.21295,1446.72449,370.60455,772.16589,1443.27563,349.08472,730.25452
19,0.15,1469.854,374.29843,919.53748,1425.56006,346.23764,904.25812,1398.82544,333.92773,873.21625,1374.31262,322.11862,833.33484,1445.24573,378.84592,813.38568,1434.96094,369.69147,770.97858,1432.72241,347.75558,730.3822
20,0.158,1461.43323,372.83252,919.4256,1415.82556,344.1376,905.23071,1388.16223,332.7066,872.73273,1365.26697,321.0173,834.53442,1434.86133,377.05573,813.56079,1425.53015,369.79181,770.75421,1422.09949,346.12665,729.60291
21,0.167,1451.83508,371.4826,919.32593,1405.38708,344.8313,904.09955,1379.66785,331.60147,873.18469,1356.0072,319.61896,834.41272,1424.35828,375.34424,813.16821,1415.16895,368.3385,771.16034,1412.25574,346.44321,728.87714
22,0.175,1440.49573,371.11926,916.92871,1396.21594,344.3562,903.56085,1370.13391,329.31897,873.06366,1345.59778,318.27234,834.05176,1412.80774,375.91415,811.48816,1405.27332,368.28348,769.92963,1402.54285,346.22791,728.9068
23,0.183,1431.51758,371.74728,917.89398,1386.32202,343.89163,903.66718,1359.66833,329.66541,873.20313,1336.25403,317.6499,833.40955,1404.74841,375.41217,811.78882,1396.08337,366.86349,769.66968,1392.34729,345.13956,728.32556
24,0.192,1422.21289,370.59094,915.97791,1378.02576,341.24963,903.5968,1350.97339,327.27612,872.6427,1326.58423,315.99423,833.7774,1395.46753,374.50067,811.14856,1385.07495,365.43079,769.034,1383.41711,342.92719,728.60547
25,0.2,1413.03345,369.71841,916.2323,1368.13977,340.18796,903.19379,1342.74426,327.57468,872.3291,1317.37769,316.48529,833.62073,1385.81226,372.68326,811.26929,1376.39978,365.2338,769.24347,1373.33215,341.9158,728.03943
26,0.208,1403.95166,368.33154,917.85327,1359.02271,340.41718,902.78833,1333.79333,325.32117,871.7738,1308.25305,314.59787,833.30847,1377.01331,371.32291,811.5708,1366.80457,363.71939,769.41132,1364.95642,343.1333,726.78857
27,0.217,1396.92212,369.00586,917.12006,1350.57813,339.8508,902.77612,1324.10742,325.98572,871.86536,1299.94275,313.24939,833.56256,1368.33252,372.12833,810.92731,1358.57385,363.99731,768.23212,1356.13782,341.97821,727.18829
28,0.225,1387.07898,367.90219,915.88354,1342.61304,338.70737,901.68878,1315.54785,324.54562,872.07867,1291.28882,313.03137,833.17041,1359.10889,371.27945,810.34369,1349.73621,361.67014,768.02698,1346.41541,340.71863,727.70215
29,0.233,1376.55652,368.25882,916.237,1333.70166,338.36551,902.06091,1307.17957,323.59824,872.0213,1282.36304,312.4046,833.40533,1349.95435,370.69174,811.04822,1340.24609,362.37518,768.50366,1336.90283,339.72897,727.06549
30,0.242,1369.32654,368.00537,915.98651,1326.35547,338.0098,902.63354,1299.35669,322.28119,872.15308,1273.85034,312.41187,833.25659,1341.32605,370.98499,809.60797,1332.07239,362.40768,768.3653,1329.84241,340.54138,727.22321
31,0.25,1360.80188,367.5101,915.82434,1317.00818,336.6416,902.09766,1291.3429,323.83606,871.85382,1265.7074,311.25943,833.98383,1333.6676,369.60303,810.4295,1323.84961,361.57547,767.95044,1319.84924,339.79147,727.02118
32,0.258,1353.05493,367.25113,916.34564,1310.66431,337.58292,902.40387,1283.32214,323.41498,872.03394,1257.41663,311.80728,833.81311,1325.9397,369.5412,811.54108,1315.40002,361.51251,768.61823,1312.6001,339.46619,726.36951
33,0.267,1346.29907,366.48831,916.42847,1302.15369,336.23679,902.55365,1274.56531,323.4978,872.77826,1249.99438,311.28549,834.69641,1317.21179,369.79974,811.91309,1308.44336,361.39432,769.71667,1303.85657,339.85977,726.73474
34,0.275,1338.62183,365.51804,916.99048,1294.18652,336.13708,903.38947,1268.01575,323.22009,872.71167,1242.17102,311.6207,834.49225,1308.58032,368.92407,810.47919,1299.31812,360.47018,769.4054,1295.88269,340.49918,727.74658
35,0.283,1331.28003,366.83572,915.51123,1288.0238,336.3223,902.60382,1260.12231,323.43045,873.36865,1234.91479,312.75079,834.43488,1302.83765,370.50891,811.70697,1292.69031,361.60864,769.09613,1287.0686,341.87866,727.58508
36,0.292,1324.67554,364.93787,915.54266,1280.00732,335.492,903.07843,1253.00635,324.07877,872.47327,1226.29199,312.36938,834.47314,1294.6272,369.18759,811.28894,1285.14001,360.72897,769.3952,1279.20361,341.08893,727.36816
37,0.3,1319.96631,363.70071,915.85883,1274.78076,336.05368,902.43713,1246.29749,323.05096,873.51807,1220.04956,312.62747,835.01019,1288.69775,371.01614,812.44586,1279.37415,361.65329,769.61273,1272.34412,342.53192,727.39453
38,0.308,1314.31042,362.71661,915.26453,1267.27454,336.26779,903.44446,1239.30969,325.18506,873.57715,1213.03027,315.18066,834.61761,1281.56213,368.72772,811.88263,1271.46619,360.31409,769.47009,1265.66504,341.49268,728.33936
39,0.317,1307.64075,361.50162,914.57751,1261.73755,336.43546,902.48193,1232.94189,324.31284,873.26428,1205.77686,314.11533,834.87555,1277.21289,368.86298,811.82635,1265.08777,362.06641,769.88171,1259.52417,342.55438,728.52478
40,0.325,1302.32373,361.48676,914.68152,1256.05103,335.75281,902.77631,1227.64856,325.3042,873.06207,1200.87561,315.6048,835.05548,1271.38513,368.03329,812.12006,1258.65894,361.75995,770.17963,1252.85828,340.97464,727.61902
41,0.333,1297.67603,360.23593,914.677,1249.91101,335.48044,902.5979,1221.48608,323.7084,872.88892,1194.87781,316.56277,834.4873,1265.70349,369.67108,812.07416,1253.45239,362.15591,770.16772,1246.80066,341.83765,728.50922
42,0.342,1292.5144,359.4249,914.99469,1245.3905,335.48355,901.68311,1216.68298,324.91306,872.91278,1189.89136,316.23242,834.24811,1261.33704,371.09128,811.30743,1248.63159,362.1796,770.2887,1240.84045,340.66266,728.83466
43,0.35,1287.88818,359.56793,915.24255,1240.24451,334.871,902.70874,1211.98584,324.98032,873.2757,1185.24768,317.2663,833.82605,1255.92798,368.19016,811.28766,1243.55176,362.83603,770.01483,1236.28931,341.12799,729.2428
44,0.358,1282.9646,357.54758,915.81171,1235.67383,333.78903,902.8172,1207.37354,322.98343,872.92053,1180.26526,316.66754,832.86353,1253.02844,368.70514,811.91095,1239.21252,362.26666,769.97791,1233.99756,341.57816,729.5824
45,0.367,1278.74475,357.39932,916.42316,1230.65588,332.63763,902.87555,1202.55273,324.6629,872.43719,1175.27271,316.28207,832.82843,1249.83069,368.88214,812.10266,1236.7218,360.82321,769.97046,1230.14368,339.82745,728.45227
46,0.375,1274.36877,354.46121,916.66681,1227.96619,331.7197,901.49829,1198.20618,323.04541,871.33679,1172.9259,316.93472,832.23065,1245.81848,365.40005,811.6427,1234.09241,360.3573,769.76862,1227.19177,340.23569,728.39355
47,0.383,1269.05542,354.6395,916.47906,1223.35071,331.51825,902.37842,1194.96802,322.1456,871.573,1169.33801,315.28912,831.18005,1243.25378,365.48499,811.67145,1231.0022,359.54501,769.75897,1225.6156,340.76038,728.20966
48,0.392,1266.37537,352.33011,916.39087,1217.81531,330.98633,902.03345,1190.83362,321.82443,870.80249,1166.06592,315.22275,830.4812,1240.56152,364.99335,812.73932,1229.5293,359.82501,769.64374,1223.87451,339.89474,727.35712
49,0.4,1261.24841,352.36539,917.31348,1215.06824,330.07681,901.45978,1187.54529,320.19638,869.97876,1163.3595,313.44037,829.56207,1238.16357,363.04556,811.87396,1228.21375,357.08157,769.81458,1222.60864,337.59302,727.3493
50,0.408,1257.85864,350.99811,917.40027,1211.21289,328.66443,901.42108,1184.23682,320.16544,869.77563,1160.74402,311.82465,828.75214,1235.63916,362.17389,811.94006,1225.86694,355.4043,769.5918,1220.54517,337.21671,727.68188
51,0.417,1255.13403,348.76801,917.43463,1207.67212,326.96555,900.92755,1180.15698,318.07813,868.39337,1157.76221,310.53979,827.1499,1233.953,360.84735,812.73065,1224.84021,355.12607,768.52863,1220.94373,335.6647,726.8576
52,0.425,1250.65881,347.58878,917.64087,1204.57849,325.76395,899.89661,1177.74927,317.16556,867.60162,1155.17688,309.02731,826.69617,1230.98401,358.96393,811.47192,1222.61841,353.73843,769.02386,1220.63318,334.99496,726.65942
53,0.433,1245.65723,347.71234,918.52716,1200.21497,325.32974,900.33038,1174.71106,316.64819,867.42041,1152.11377,307.94632,826.12909,1228.45605,358.88092,811.5144,1221.51233,352.58459,768.93268,1219.20056,331.99664,726.33588
54,0.442,1242.34338,347.44409,919.32043,1196.56494,324.43719,899.82501,1170.92725,314.30923,866.8645,1149.172,307.4603,825.72351,1225.83447,356.46341,811.21838,1220.92163,349.14728,768.18018,1219.10071,329.97794,725.80353
55,0.45,1238.58301,346.09662,918.84534,1193.30505,323.48956,899.54547,1168.58813,311.2467,864.92358,1147.12744,305.63385,824.65747,1223.23022,355.03177,811.07233,1217.89038,348.31204,767.56989,1217.50781,329.89008,725.65356
56,0.458,1235.24902,345.23477,919.19171,1189.81738,321.3533,899.74365,1166.34741,311.0914,864.68884,1144.23608,304.42664,823.3479,1221.56213,354.27167,810.79626,1217.28882,347.95874,768.12097,1216.84546,329.52567,724.89752
57,0.467,1231.79773,343.9054,918.62146,1186.75269,319.44904,899.61182,1162.00183,310.38651,863.41656,1140.62988,303.98602,822.58453,1218.44897,351.71371,810.6377,1214.00903,346.20093,768.08923,1213.95605,327.31537,725.224
