Frame#,Time,R.Thigh.x,R.Thigh.y,R.Thigh.z,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z,R.Knee.x,R.Knee.y,R.Knee.z,R.Knee.Medial.x,R.Knee.Medial.y,R.Knee.Medial.z
1,0,19.19481,-161.6075,555.28851,194.90552,-100.34412,612.75916,214.35014,-166.28561,522.28784,238.1076,-43.79419,516.76752
2,0.008,19.34983,-161.65987,555.35217,195.15218,-100.41201,612.77679,214.39912,-166.4211,522.3194,238.1076,-43.79419,516.76752
3,0.017,19.47799,-161.55836,555.37305,195.12411,-100.30051,612.80444,214.44498,-166.74045,522.38031,238.1076,-43.79419,516.76752
4,0.025,19.34983,-161.65987,555.35217,195.07065,-100.29137,612.87634,214.3112,-166.31282,522.51971,238.1076,-43.79419,516.76752
5,0.033,19.24926,-161.39307,555.24823,194.78255,-100.21035,612.83173,214.24643,-166.37213,522.44452,237.91061,-43.48289,516.78815
6,0.042,19.19481,-161.6075,555.28851,194.78255,-100.21035,612.83173,214.27499,-166.38556,522.23792,237.8455,-43.53963,516.85669
7,0.05,19.51246,-161.52287,555.14728,195.15218,-100.41201,612.77679,214.24367,-166.49275,522.42737,237.91061,-43.48289,516.78815
8,0.058,19.52683,-161.37303,555.40576,195.12411,-100.30051,612.80444,214.47429,-166.32115,522.36932,238.0425,-43.85094,516.836
9,0.067,19.34558,-161.60599,555.16632,195.09869,-100.40289,612.84869,214.48878,-166.39972,522.48901,237.8455,-43.53963,516.85669
10,0.075,19.20045,-161.57837,555.21552,194.81061,-100.32188,612.80408,214.194,-166.59248,522.55402,237.91061,-43.48289,516.78815
11,0.083,19.34558,-161.60599,555.16632,194.90744,-100.35224,612.86169,214.23074,-166.53914,522.39618,238.1076,-43.79419,516.76752
12,0.092,19.34983,-161.65987,555.35217,195.15218,-100.41201,612.77679,214.20399,-166.43848,522.48389,237.99249,-44.25014,516.75189
