Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,1509.01367,101.12997,1306.02869,1482.36414,-121.68295,1286.85962,1664.25879,72.02019,1344.15735,1643.51843,-119.23495,1337.16248,1718.48279,58.16158,1275.61218
2,0.008,1502.54028,102.25662,1306.40259,1475.62488,-120.535,1286.8689,1658.33813,72.35652,1345.32361,1637.65161,-119.97736,1338.15125,1713.15698,57.63453,1276.67603
3,0.017,1495.92493,101.00109,1307.29846,1469.53503,-121.18388,1287.40796,1653.6438,72.93604,1345.8999,1632.20288,-120.04315,1339.3042,1706.77197,57.98814,1277.17065
4,0.025,1489.47742,101.66705,1307.79736,1462.6084,-120.11554,1288.93274,1648.33142,72.28375,1346.58972,1625.68628,-119.57922,1340.61572,1700.44653,58.34163,1278.47986
5,0.033,1484.10852,101.57655,1308.83643,1457.39001,-120.43874,1290.7699,1641.35986,74.05781,1346.86108,1619.0957,-119.19526,1341.04199,1694.06824,58.6281,1279.2373
6,0.042,1476.91626,101.54346,1308.60608,1449.80042,-120.09121,1290.6543,1634.44336,73.42989,1346.8866,1611.74988,-118.04198,1341.92944,1686.70447,59.1917,1279.64734
7,0.05,1471.68384,102.15437,1308.51331,1443.69836,-119.1671,1291.25,1627.3158,74.79913,1348.5,1605.88953,-117.55973,1342.31995,1679.9751,57.74568,1280.13721
8,0.058,1465.23743,103.09438,1309.32263,1438.28662,-118.48917,1291.46094,1620.85657,75.01531,1348.59424,1598.15234,-118.65412,1342.88513,1673.26685,58.63684,1279.5769
9,0.067,1458.18042,102.0187,1309.95825,1431.09607,-119.3886,1291.77698,1612.97607,74.20628,1348.4989,1592.40674,-117.87128,1343.76624,1667.66565,58.91122,1280.29138
10,0.075,1451.65186,102.91699,1310.177,1424.89355,-119.03499,1292.46472,1609.20728,75.32571,1348.86292,1585.75769,-116.70654,1343.47668,1660.58289,59.79684,1280.98425
11,0.083,1445.19202,104.06741,1309.99744,1417.52979,-118.27113,1293.63281,1603.47339,75.20335,1347.97485,1579.61707,-117.50704,1344.56689,1654.12219,59.74544,1280.78381
12,0.092,1438.28333,103.35585,1310.43384,1411.3667,-119.16509,1292.35327,1595.94543,75.86752,1348.80164,1572.97949,-117.27325,1343.94873,1647.27661,60.65474,1281.06848
13,0.1,1431.02258,105.42087,1310.05164,1404.81226,-118.39899,1292.73083,1588.72644,75.666,1348.11987,1566.40845,-116.72857,1343.76965,1640.37061,60.49629,1280.0791
14,0.108,1425.04065,106.86771,1309.11804,1397.30884,-116.36394,1293.25366,1581.70361,76.1971,1349.49182,1560.89221,-116.80083,1344.7793,1634.80933,61.80366,1280.91284
15,0.117,1417.20129,105.5328,1308.91492,1391.96899,-118.08159,1293.18042,1575.33264,77.41267,1349.11804,1555.30713,-115.73636,1344.90857,1627.99158,61.86913,1280.79224
16,0.125,1410.06287,107.97668,1309.02625,1384.82764,-117.16292,1292.88599,1567.96863,77.31552,1348.2998,1548.12012,-115.51132,1343.67932,1621.22876,62.4823,1280.03284
17,0.133,1404.84509,105.93906,1308.27979,1378.10596,-116.07188,1292.70557,1561.17773,78.65247,1348.78357,1541.24316,-114.85175,1344.43323,1614.2168,62.91839,1279.49585
18,0.142,1397.42651,107.07607,1308.03784,1371.98083,-116.15498,1291.5448,1554.28149,79.52868,1347.49304,1534.94604,-113.68793,1343.71484,1608.37891,63.96856,1278.95044
19,0.15,1390.99695,108.15826,1307.0343,1365.29358,-114.79762,1291.85986,1547.65491,81.02695,1346.99475,1528.28882,-113.7206,1342.32935,1600.46033,65.52342,1278.2113
20,0.158,1385.44055,108.36321,1306.82068,1359.78601,-114.6601,1290.53052,1541.4137,81.88391,1346.2865,1522.53735,-112.80105,1342.0177,1594.60864,65.98382,1277.44373
21,0.167,1377.97827,109.8258,1306.28601,1352.58167,-113.83533,1290.2583,1534.5686,82.23717,1346.03137,1515.4071,-111.80468,1340.66235,1588.36145,67.37994,1277.57495
22,0.175,1371.34167,110.25021,1305.63794,1345.65564,-112.79185,1289.97791,1527.98364,83.49664,1344.93628,1509.69885,-109.69445,1339.97058,1580.98682,67.64703,1275.80896
