Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,372.45422,-171.26782,1059.92285,385.16245,-109.52529,1075.07874,426.26715,-97.29234,1095.07886,458.36102,-80.17324,1110.38843,456.73621,-164.02388,1085.33496,512.36798,-146.01129,1078.11743,546.33234,-138.41827,1063.90479
2,0.008,372.45422,-171.26782,1059.92285,384.8811,-109.83646,1074.91736,426.26715,-97.29234,1095.07886,458.32108,-80.17488,1110.47363,456.89349,-163.78075,1085.42578,512.36798,-146.01129,1078.11743,546.36536,-138.34261,1063.9895
3,0.017,372.45422,-171.26782,1059.92285,384.966,-109.5863,1075.62097,426.14392,-97.38719,1095.18347,458.56458,-80.44505,1110.49585,456.88745,-163.59625,1085.50171,512.36798,-146.01129,1078.11743,546.77417,-139.13812,1064.09753
4,0.025,372.20874,-171.15764,1060.13696,385.85464,-110.84451,1076.33447,426.31061,-96.93151,1095.59045,458.56458,-80.44505,1110.49585,458.13638,-165.42838,1085.83691,512.26117,-145.73509,1078.24194,546.63574,-139.16167,1064.38257
5,0.033,372.02567,-171.55841,1060.60571,384.6911,-109.79372,1078.06543,426.1803,-97.50229,1095.8396,458.56458,-80.44505,1110.49585,457.62323,-164.85347,1085.83862,512.40192,-145.99583,1078.54163,546.63574,-139.16167,1064.38257
6,0.042,372.22296,-171.32622,1060.69006,384.82043,-110.2354,1077.6571,426.12805,-97.3657,1095.95947,458.81641,-80.34467,1110.59497,457.53735,-164.72177,1086.07141,512.20831,-146.5174,1078.94348,546.49915,-139.14546,1064.40759
7,0.05,372.22296,-171.32622,1060.69006,384.82043,-110.2354,1077.6571,426.12805,-97.3657,1095.95947,458.73306,-80.4438,1110.86682,457.63559,-164.84335,1086.14453,512.18964,-146.79779,1079.36548,546.60858,-138.97295,1064.53394
8,0.058,372.00317,-171.24223,1060.79272,384.82043,-110.2354,1077.6571,425.84668,-97.14959,1096.14514,458.25345,-80.94399,1111.24536,457.22672,-165.03581,1086.13269,512.18964,-146.79779,1079.36548,546.37561,-139.23999,1064.57593
9,0.067,371.83133,-171.12863,1060.91858,384.82043,-110.2354,1077.6571,425.96976,-96.8572,1096.47473,458.08228,-80.73627,1111.35059,457.7569,-165.38373,1086.21472,512.18964,-146.79779,1079.36548,546.69989,-139.36003,1064.96411
10,0.075,372.32224,-171.63513,1061.32922,384.92249,-110.53966,1078.09753,426.25058,-97.02705,1096.69275,458.11813,-80.77116,1111.49182,457.50031,-165.31279,1086.41968,512.36963,-146.65039,1079.49829,546.69989,-139.36003,1064.96411
11,0.083,372.32224,-171.63513,1061.32922,384.92249,-110.53966,1078.09753,426.08572,-96.95564,1096.59802,458.11517,-80.75408,1111.86316,458.12234,-164.66193,1085.97876,512.36963,-146.65039,1079.49829,546.69989,-139.36003,1064.96411
12,0.092,372.44577,-171.70088,1061.71497,384.56686,-110.64511,1078.16577,426.03345,-96.69402,1096.69421,458.11517,-80.75408,1111.86316,457.49615,-165.03815,1086.33154,512.36963,-146.65039,1079.49829,546.4436,-139.37917,1065.34021
13,0.1,371.62851,-170.97325,1061.63074,384.56686,-110.64511,1078.16577,425.73352,-96.47278,1096.92749,457.87173,-80.48383,1111.84094,457.49615,-165.03815,1086.33154,512.28174,-146.26756,1079.6521,546.4436,-139.37917,1065.34021
14,0.108,371.62531,-170.81,1061.78613,384.36139,-110.29925,1078.46729,425.58527,-96.70988,1097.08594,457.74377,-80.51469,1111.80737,456.89719,-165.68422,1086.75793,512.28174,-146.26756,1079.6521,546.39667,-139.50656,1065.46997
15,0.117,371.62851,-170.97325,1061.63074,384.56686,-110.64511,1078.16577,425.58527,-96.70988,1097.08594,457.87173,-80.48383,1111.84094,456.71674,-165.83788,1086.91553,512.28174,-146.26756,1079.6521,546.39667,-139.50656,1065.46997
16,0.125,371.62531,-170.81,1061.78613,384.36139,-110.29925,1078.46729,425.57172,-96.38824,1097.06421,457.51123,-79.83353,1111.97583,456.58862,-165.84714,1086.91675,512.28174,-146.26756,1079.6521,546.39667,-139.50656,1065.46997
17,0.133,371.62531,-170.81,1061.78613,384.38452,-109.35443,1078.45129,425.35782,-96.57522,1097.49658,457.62823,-80.21371,1111.81873,456.61484,-165.54494,1087.04089,510.09869,-146.2878,1080.24353,546.39667,-139.50656,1065.46997
18,0.142,371.62531,-170.81,1061.78613,384.38452,-109.35443,1078.45129,425.13367,-96.20599,1097.60046,456.98178,-79.77647,1111.9834,457.10983,-165.01367,1086.57361,510.09869,-146.2878,1080.24353,546.39667,-139.50656,1065.46997
19,0.15,371.62851,-170.97325,1061.63074,384.38452,-109.35443,1078.45129,424.92926,-96.29215,1097.51184,456.85379,-79.80733,1111.94995,457.20605,-165.17744,1086.60693,509.7449,-146.31857,1080.23157,546.39667,-139.50656,1065.46997
20,0.158,371.62531,-170.81,1061.78613,384.36139,-110.29925,1078.46729,424.83609,-96.96449,1097.68103,456.97079,-80.18752,1111.79272,457.19489,-164.91682,1086.65967,509.73468,-146.30542,1080.24146,546.39667,-139.50656,1065.46997
21,0.167,371.62531,-170.81,1061.78613,384.36139,-110.29925,1078.46729,424.63287,-97.06017,1097.59131,456.8699,-80.24797,1111.73608,457.20605,-165.17744,1086.60693,509.3522,-146.33855,1080.61609,546.39667,-139.50656,1065.46997
22,0.175,371.62531,-170.81,1061.78613,384.36139,-110.29925,1078.46729,424.63287,-97.06017,1097.59131,456.96725,-80.10361,1111.86279,456.33005,-165.55244,1087.1283,509.32877,-146.42766,1080.552,546.39667,-139.50656,1065.46997
23,0.183,371.62851,-170.97325,1061.63074,384.36139,-110.29925,1078.46729,424.63287,-97.06017,1097.59131,456.97079,-80.18752,1111.79272,456.1683,-166.01433,1087.01184,509.16452,-146.39526,1080.58057,546.24823,-139.7149,1065.45825
24,0.192,371.62851,-170.97325,1061.63074,384.36139,-110.29925,1078.46729,424.52542,-96.1691,1097.69568,456.80942,-79.80816,1111.7583,456.1683,-166.01433,1087.01184,509.16452,-146.39526,1080.58057,545.92322,-139.96814,1065.82996
25,0.2,371.62851,-170.97325,1061.63074,384.56686,-110.64511,1078.16577,424.52542,-96.1691,1097.69568,456.80942,-79.80816,1111.7583,456.6904,-165.23874,1086.74817,509.03644,-146.55843,1080.47363,545.92322,-139.96814,1065.82996
26,0.208,371.24744,-171.72855,1062.32861,384.36139,-110.29925,1078.46729,424.46307,-97.46886,1097.5813,456.91608,-80.5542,1111.71265,455.67075,-166.36331,1087.15027,509.06476,-146.87866,1080.60461,545.92322,-139.96814,1065.82996
27,0.217,371.06351,-172.02417,1062.36646,384.11148,-110.69595,1078.17249,424.69644,-97.47189,1097.30701,456.97391,-80.92612,1111.80432,455.38962,-166.62315,1087.13086,508.93555,-147.02202,1080.49988,545.92322,-139.96814,1065.82996
28,0.225,370.52695,-172.48351,1062.29883,384.36139,-110.29925,1078.46729,424.2056,-97.95238,1097.66248,456.7825,-80.38949,1111.91638,455.38962,-166.62315,1087.13086,508.86765,-147.19698,1080.63684,545.31018,-140.18855,1065.91382
29,0.233,370.52695,-172.48351,1062.29883,383.84589,-111.12955,1078.24219,424.05075,-98.12621,1098.0105,456.5708,-81.19205,1111.97815,456.12234,-165.82956,1086.85364,508.83157,-147.95287,1080.6781,545.31018,-140.18855,1065.91382
