Frame#,Time,C7.x,C7.y,C7.z,R.Shoulder.x,R.Shoulder.y,R.Shoulder.z,L.Shoulder.x,L.Shoulder.y,L.Shoulder.z
1,0,2015.51257,-77.41315,1391.75305,2011.07324,114.70956,1308.91272,1972.30017,-258.32745,1318.12537
2,0.008,2011.19482,-76.90189,1391.5575,2006.09351,114.59171,1308.40344,1966.14221,-257.18863,1317.00171
3,0.017,2007.65601,-78.03224,1391.21082,2001.67102,114.0719,1308.52625,1961.75989,-257.66626,1316.48987
4,0.025,2002.97107,-77.92683,1390.94031,1998.89709,114.66331,1307.92188,1957.63342,-257.66788,1317.22778
5,0.033,1997.39624,-77.38326,1390.57239,1994.23169,114.89353,1307.38086,1951.89929,-256.71039,1315.71289
6,0.042,1992.59363,-77.23598,1390.34668,1989.32104,114.58206,1307.40149,1946.23608,-256.86115,1316.0127
7,0.05,1989.01367,-77.88354,1390.57056,1985.38098,113.7542,1306.80469,1942.97803,-258.34122,1316.02087
8,0.058,1984.86328,-77.5817,1389.03467,1980.56531,114.81236,1306.38232,1937.87549,-257.8772,1314.44495
9,0.067,1980.02783,-77.45728,1389.15479,1976.81738,115.67005,1305.52673,1931.96338,-254.77022,1314.8241
10,0.075,1974.64783,-76.18847,1388.7356,1972.51904,115.08812,1304.72925,1928.97693,-256.65137,1314.65881
11,0.083,1970.22937,-75.28725,1388.16638,1966.64954,115.64706,1304.83215,1924.1001,-254.54643,1313.85754
12,0.092,1965.29565,-75.45891,1387.36267,1962.37048,116.76007,1303.64941,1917.87524,-254.20403,1313.04285
13,0.1,1961.02087,-75.16618,1387.22717,1959.43726,116.59699,1303.46484,1914.41016,-255.25845,1313.39185
14,0.108,1956.91516,-75.41721,1386.51294,1953.77881,117.23108,1302.97681,1909.24976,-254.52275,1312.47559
15,0.117,1952.37671,-74.20166,1386.08215,1948.6748,118.1611,1302.31824,1903.62134,-253.03729,1312.13586
16,0.125,1947.28333,-73.50603,1385.43945,1945.01196,118.62865,1302.33008,1899.89258,-253.3008,1311.68677
17,0.133,1942.84912,-72.33165,1384.70459,1940.10522,119.78688,1301.23511,1894.55518,-252.21765,1310.95972
18,0.142,1937.87048,-71.67336,1384.84412,1935.40796,120.50458,1300.43494,1889.40833,-251.30321,1310.87585
19,0.15,1933.54919,-71.31628,1383.62463,1930.0238,120.84048,1300.32788,1887.42944,-251.668,1310.12732
20,0.158,1929.27063,-70.94672,1383.47437,1925.6792,121.02824,1299.27124,1881.00122,-250.32362,1309.38184
21,0.167,1923.46423,-70.276,1381.94678,1921.37537,122.91171,1298.69995,1876.13892,-248.16847,1308.74536
22,0.175,1919.75488,-68.38448,1381.83167,1915.75,123.22937,1298.20715,1872.02368,-249.4603,1308.67065
23,0.183,1914.7771,-68.02341,1380.81055,1910.68372,124.53805,1296.59558,1867.76135,-248.05586,1307.82581
24,0.192,1909.43665,-66.18617,1380.50854,1906.28357,124.7642,1296.24353,1862.63074,-246.54839,1306.98877
25,0.2,1905.17358,-66.78756,1378.94299,1901.71008,126.84643,1296.09607,1858.56934,-245.43373,1305.14502
26,0.208,1900.7179,-65.27687,1378.72778,1896.26331,127.31166,1294.78589,1853.50562,-244.31581,1304.62207
27,0.217,1896.25415,-63.42562,1376.96606,1890.55042,128.18875,1293.94336,1848.04504,-242.87135,1304.06543
28,0.225,1890.69324,-62.75845,1377.49646,1886.08923,128.65442,1292.93176,1843.52502,-242.44833,1303.38843
29,0.233,1885.43201,-61.45341,1375.5498,1881.40271,130.37674,1292.67896,1838.32666,-241.41953,1302.52344
30,0.242,1881.60767,-59.75534,1375.07544,1876.24133,132.08171,1291.51965,1834.28369,-239.82866,1302.35718
31,0.25,1875.88989,-58.58642,1373.71008,1871.11035,133.5495,1290.76477,1830.12463,-238.99115,1301.87927
32,0.258,1871.10107,-57.27534,1374.1156,1864.65137,134.34404,1290.32068,1826.10889,-238.82727,1300.55408
33,0.267,1865.87671,-55.64864,1373.02075,1859.4707,135.70946,1289.63416,1819.33691,-236.5145,1300.76941
34,0.275,1860.45801,-53.83889,1372.61292,1854.96118,137.7937,1288.47107,1814.39087,-234.32634,1299.87915
35,0.283,1856.07507,-52.32698,1372.93359,1847.89246,138.85696,1287.5509,1811.95227,-234.92969,1299.80127
36,0.292,1850.48169,-51.38272,1372.06079,1842.49182,140.52388,1287.83679,1806.29468,-232.39046,1299.79602
37,0.3,1845.10779,-50.22364,1372.18445,1836.91223,142.43765,1287.51477,1800.52625,-231.6593,1299.35144
38,0.308,1839.14734,-47.6284,1371.9541,1832.21863,144.40585,1286.69324,1795.27673,-228.97565,1299.82629
39,0.317,1834.43408,-46.51036,1371.66968,1827.15881,145.24329,1287.81775,1789.2782,-227.17447,1299.14807
