Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,1940.95728,27.15643,1308.33435,1927.8125,-163.32951,1315.59912,2081.604,12.86294,1329.80078,2069.5752,-156.65442,1320.88525,2126.07397,-16.34981,1255.63672
2,0.008,1936.00403,26.5106,1308.19592,1920.61707,-164.50815,1314.87219,2076.48242,12.98745,1330.17639,2063.58472,-156.23975,1319.87329,2121.99219,-16.70279,1255.34338
3,0.017,1932.61816,27.38566,1309.1449,1919.83362,-165.00928,1315.39075,2072.57886,12.23331,1329.60583,2058.64648,-156.74902,1320.16492,2117.16138,-16.9523,1254.93921
4,0.025,1927.42676,27.93666,1308.01294,1912.5769,-162.44981,1314.87134,2068.4856,12.4975,1329.84937,2056.0542,-157.40677,1320.17664,2112.91675,-16.46239,1254.91406
5,0.033,1924.42419,28.37475,1307.90344,1907.29272,-164.85435,1314.05432,2064.06592,12.98095,1328.90234,2050.79736,-157.03375,1319.86694,2108.59497,-17.42086,1254.62634
6,0.042,1918.94067,28.4186,1307.03223,1903.22839,-163.61296,1312.66345,2059.80273,13.14124,1329.17542,2046.07886,-157.30208,1319.40601,2104.26636,-17.48008,1254.16028
7,0.05,1913.69946,27.91997,1306.96631,1898.18408,-163.68433,1312.33081,2055.60107,11.80615,1328.89685,2041.01904,-156.43492,1318.28052,2099.57837,-17.96197,1254.53076
8,0.058,1911.40491,28.76772,1306.24634,1896.42871,-162.78824,1312.53674,2050.41895,12.09574,1327.78845,2037.08606,-156.67873,1318.81848,2095.45532,-16.64627,1253.72278
9,0.067,1905.67017,28.20472,1306.58276,1889.92554,-162.23006,1311.84216,2045.82654,12.76849,1327.46069,2032.97437,-157.58759,1319.2085,2091.698,-16.50071,1253.87927
10,0.075,1900.81042,28.09988,1305.00452,1885.48853,-162.96262,1310.974,2041.27673,13.08591,1327.81604,2027.71802,-156.92305,1317.38025,2086.48096,-16.33334,1252.86951
11,0.083,1896.98511,29.00542,1305.24365,1880.16785,-161.92398,1310.62683,2037.12646,13.93459,1326.74414,2023.06982,-155.90755,1317.8125,2082.24951,-16.37702,1252.66833
12,0.092,1891.18372,29.49888,1304.11548,1875.61682,-161.8139,1310.57556,2032.0166,14.50494,1326.14539,2018.0863,-155.62262,1317.68213,2077.57739,-16.83315,1252.17664
13,0.1,1887.78247,30.12881,1303.86389,1871.33716,-159.87167,1309.98718,2027.07617,14.57899,1326.19128,2013.41064,-155.1515,1316.63757,2072.75439,-15.93184,1251.6875
14,0.108,1881.73352,31.00394,1303.00244,1866.61267,-161.06326,1309.83118,2022.64587,14.58406,1325.58313,2008.80969,-154.19089,1316.94128,2068.75122,-15.74146,1251.24231
15,0.117,1877.58105,30.18511,1302.88354,1861.41565,-160.86472,1309.48877,2019.00293,15.80104,1325.33337,2003.198,-154.50827,1315.57495,2063.56372,-15.29344,1250.86438
16,0.125,1872.80798,32.1157,1302.27258,1856.90857,-159.5089,1308.76538,2014.06543,15.44843,1323.84302,1999.16699,-154.02663,1315.23877,2058.9209,-14.85979,1250.44617
17,0.133,1868.91284,32.70671,1301.72449,1852.86365,-157.52818,1308.31982,2009.20593,16.57367,1323.69568,1996.1709,-153.98499,1315.36914,2054.05225,-13.72317,1249.38684
18,0.142,1862.09412,34.10482,1300.67078,1848.35083,-157.55991,1307.90991,2003.57166,16.73979,1323.24524,1991.60559,-152.62456,1314.39282,2049.58228,-12.39348,1248.86792
19,0.15,1858.95667,33.56224,1300.73071,1842.12366,-157.29036,1307.35168,1999.85815,18.65882,1322.52649,1986.6748,-151.88072,1313.86829,2045.0144,-11.5223,1247.85571
20,0.158,1853.61438,36.14248,1299.38745,1837.93909,-157.01283,1307.11414,1995.43774,18.87101,1321.10889,1981.21094,-151.52721,1312.75842,2040.1875,-11.15443,1247.33325
21,0.167,1850.88379,35.67679,1299.46375,1834.05139,-155.54959,1306.44434,1990.03931,19.88438,1320.29333,1976.42297,-149.94257,1312.20593,2035.08752,-10.77704,1246.66467
22,0.175,1844.05078,37.85494,1298.53809,1830.19434,-153.77486,1306.01343,1984.64148,20.71388,1320.59644,1971.48621,-148.84703,1311.10376,2030.08484,-9.47976,1245.49219
23,0.183,1841.08972,37.12665,1298.3335,1825.2616,-152.92279,1304.8219,1979.36096,21.07471,1319.16016,1966.89063,-148.37422,1311.0249,2026.04028,-8.06793,1244.76892
24,0.192,1834.49512,38.21947,1297.13367,1818.61511,-152.97897,1304.54382,1976.16101,22.90056,1318.59692,1962.56897,-146.74652,1309.79041,2021.08179,-7.27751,1244.24841
25,0.2,1830.04944,39.76395,1295.59473,1814.49377,-153.17972,1304.26636,1970.90369,23.72336,1316.78137,1957.91736,-145.61627,1309.12109,2015.1853,-6.27518,1243.05737
26,0.208,1824.00427,39.66933,1295.02173,1809.63745,-150.743,1303.38623,1965.24219,25.06466,1317.20422,1952.28369,-144.57246,1308.26416,2010.45251,-5.97372,1241.88062
27,0.217,1820.22046,43.37975,1294.53723,1805.62695,-149.68954,1302.76685,1960.1792,25.90404,1315.8988,1947.99207,-143.5842,1307.31885,2006.2146,-3.43088,1241.5885
28,0.225,1815.85999,41.68401,1293.92786,1800.21814,-149.70326,1302.29419,1955.66125,27.36241,1314.78235,1942.755,-142.17206,1306.27966,2000.40076,-1.68536,1240.03467
29,0.233,1810.10034,44.30188,1293.28174,1795.18884,-148.10158,1300.4043,1951.22583,28.19975,1313.79163,1938.26453,-141.3936,1305.57617,1995.29358,-1.11439,1239.32104
30,0.242,1805.12732,45.8215,1292.11877,1791.42908,-147.78528,1300.8479,1946.06323,29.22702,1313.43921,1933.18982,-139.18498,1304.38171,1990.40747,-0.35859,1238.17761
