Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,482.82745,-103.68072,1301.25671,479.52234,-52.96111,1278.64026,509.00436,-26.54804,1289.54907,537.75531,0.9224,1299.07166,558.03857,-87.0528,1305.57983,602.16992,-71.13297,1296.21704,641.03613,-61.24747,1282.18591
2,0.008,482.4733,-104.81229,1301.35376,479.52234,-52.96111,1278.64026,509.00436,-26.54804,1289.54907,538.28149,0.08056,1300.01355,558.02167,-87.13005,1305.70093,600.77094,-71.65689,1298.09521,640.9682,-61.66064,1282.27539
3,0.017,482.47571,-104.81838,1301.31787,479.69595,-52.75657,1278.79907,507.43826,-26.00184,1290.177,538.49463,0.0774,1300.31165,557.98596,-87.37764,1305.76379,601.00519,-72.21157,1298.73242,641.12189,-61.47782,1282.66077
4,0.025,482.47571,-104.81838,1301.31787,478.8317,-53.4745,1279.55676,507.78238,-26.63576,1290.47803,538.25739,0.258,1301.28345,557.98596,-87.37764,1305.76379,601.00519,-72.21157,1298.73242,641.01239,-60.65214,1283.45007
5,0.033,482.47571,-104.81838,1301.31787,478.8317,-53.4745,1279.55676,508.81345,-29.25815,1291.59644,538.24152,-0.17704,1302.1084,558.06787,-87.42796,1306.47375,600.66772,-71.98392,1298.95984,641.81598,-61.51673,1284.73206
6,0.042,482.47571,-104.81838,1301.31787,478.85931,-53.62203,1279.70264,508.81345,-29.25815,1291.59644,537.51251,-0.46858,1302.58325,558.18597,-87.2757,1306.6311,600.80121,-71.50596,1299.4375,642.4859,-61.24609,1285.1925
7,0.05,482.35129,-105.04288,1301.40466,478.73907,-54.85053,1280.04822,509.88559,-29.83424,1292.53052,537.6817,-0.96669,1303.03516,557.68781,-87.93212,1306.98792,600.80688,-71.5125,1300.00879,641.89484,-62.18919,1286.62842
8,0.058,482.35129,-105.04288,1301.40466,478.83701,-54.78214,1280.4751,510.2236,-29.55311,1293.22974,537.70111,-0.83441,1303.61218,557.81104,-88.02371,1307.26514,600.76514,-71.70851,1300.22241,641.56073,-62.75072,1286.99353
9,0.067,482.35129,-105.04288,1301.40466,478.98376,-55.26407,1280.54565,510.2236,-29.55311,1293.22974,537.89313,-0.7359,1303.75342,557.63751,-87.89142,1307.42712,600.95251,-71.57858,1300.41797,641.74884,-63.80524,1287.24121
10,0.075,482.26303,-104.95073,1301.8905,478.88541,-54.85534,1280.37146,510.2236,-29.55311,1293.22974,538.13824,-0.78267,1304.20557,557.75067,-88.06916,1307.61133,601.21588,-72.23758,1301.08276,641.81989,-63.54591,1287.44214
11,0.083,482.26303,-104.95073,1301.8905,478.88541,-54.85534,1280.37146,510.2236,-29.55311,1293.22974,538.13824,-0.78267,1304.20557,557.74054,-88.03147,1308.00024,601.11957,-72.27178,1301.37402,641.81989,-63.54591,1287.44214
12,0.092,482.17407,-104.8333,1301.55029,478.88541,-54.85534,1280.37146,510.2236,-29.55311,1293.22974,537.89313,-0.7359,1303.75342,557.74054,-88.03147,1308.00024,601.21588,-72.23758,1301.08276,641.81989,-63.54591,1287.44214
13,0.1,482.30927,-104.93145,1302.05981,478.83701,-54.78214,1280.4751,510.2236,-29.55311,1293.22974,537.70111,-0.83441,1303.61218,557.74054,-88.03147,1308.00024,601.21588,-72.23758,1301.08276,641.81989,-63.54591,1287.44214
14,0.108,482.30927,-104.93145,1302.05981,478.83701,-54.78214,1280.4751,509.88559,-29.83424,1292.53052,537.92719,-1.01458,1303.48706,557.63751,-87.89142,1307.42712,600.95251,-71.57858,1300.41797,641.71826,-63.07031,1287.31055
15,0.117,482.22031,-104.81403,1301.71973,478.33798,-54.64232,1280.56787,508.9747,-29.73433,1292.26819,537.28632,-0.28834,1302.7085,557.63751,-87.89142,1307.42712,600.76514,-71.70851,1300.22241,641.62317,-62.38486,1287.23328
16,0.125,482.41586,-104.90626,1302.07361,479.12225,-55.05871,1280.40991,508.42783,-29.04779,1291.48145,536.98016,-0.24802,1302.67773,557.53278,-87.84814,1307.3147,600.80688,-71.5125,1300.00879,641.414,-62.64688,1286.83496
17,0.133,482.2634,-104.74342,1301.77405,477.54022,-53.13641,1281.2417,507.96219,-28.12432,1291.60864,537.12,-0.19082,1302.61182,557.79382,-87.48044,1307.38757,601.02472,-71.39199,1299.73535,641.66565,-61.4435,1285.52332
18,0.142,482.2634,-104.74342,1301.77405,476.74399,-53.58674,1281.42029,507.81354,-26.98712,1291.49182,537.65771,0.23591,1302.02576,557.85236,-87.20488,1306.8468,600.80121,-71.50596,1299.4375,641.63556,-60.93147,1284.6261
19,0.15,482.08328,-105.10068,1301.51697,476.9234,-53.51588,1280.92688,508.12662,-27.55576,1291.36169,537.79572,0.62042,1301.64551,557.85236,-87.20488,1306.8468,600.66772,-71.98392,1298.95984,641.1322,-61.29041,1283.97363
20,0.158,482.20123,-104.87852,1301.51208,476.56067,-53.90149,1280.95422,508.12662,-27.55576,1291.36169,537.92139,0.38853,1301.44604,558.06708,-87.29267,1306.30481,600.66772,-71.98392,1298.95984,640.89996,-60.19672,1283.24768
21,0.167,482.09464,-105.07171,1301.79932,476.56067,-53.90149,1280.95422,508.42783,-29.04779,1291.48145,537.40802,-0.11206,1301.5144,557.92828,-87.30049,1306.30347,600.80121,-71.50596,1299.4375,640.89996,-60.19672,1283.24768
22,0.175,482.02878,-104.90182,1301.50012,476.56067,-53.90149,1280.95422,508.42783,-29.04779,1291.48145,536.74927,-0.81904,1301.91736,557.62164,-87.44645,1306.28528,600.80121,-71.50596,1299.4375,641.1322,-61.29041,1283.97363
23,0.183,482.02878,-104.90182,1301.50012,476.73746,-53.96309,1281.06543,508.42783,-29.04779,1291.48145,536.91595,-0.04638,1302.49292,557.90955,-87.49276,1306.53503,600.66772,-71.98392,1298.95984,641.1322,-61.29041,1283.97363
24,0.192,482.20123,-104.87852,1301.51208,476.68372,-54.86701,1280.83875,508.42783,-29.04779,1291.48145,537.22119,-0.92992,1302.41235,557.43201,-88.11947,1306.48901,600.66772,-71.98392,1298.95984,642.02032,-61.59084,1284.9353
25,0.2,482.26709,-105.04843,1301.8114,476.68372,-54.86701,1280.83875,508.58899,-29.52365,1292.15332,536.98016,-0.24802,1302.67773,557.43201,-88.11947,1306.48901,600.66772,-71.98392,1298.95984,641.63794,-62.43365,1286.20984
26,0.208,482.23221,-105.24038,1301.68921,476.68372,-54.86701,1280.83875,508.58899,-29.52365,1292.15332,537.45984,-0.62275,1303.41406,557.25671,-88.06576,1306.56738,600.58331,-71.62651,1299.71094,641.08722,-62.92632,1286.64819
27,0.217,482.21359,-105.19424,1301.72754,478.2294,-57.00499,1280.3103,508.58899,-29.52365,1292.15332,537.45984,-0.62275,1303.41406,557.53156,-88.00655,1306.76855,600.57782,-71.8387,1300.02673,641.23401,-63.03016,1286.80676
28,0.225,481.98694,-105.22797,1301.71045,478.19946,-56.97718,1280.59314,508.35492,-28.86468,1293.28857,537.28326,-0.94713,1303.73547,557.51575,-88.37554,1306.9834,600.51624,-72.66684,1300.51501,641.74884,-63.80524,1287.24121
29,0.233,482.21359,-105.19424,1301.72754,478.71005,-56.86909,1280.63049,508.35492,-28.86468,1293.28857,537.44055,-1.55004,1304.41028,557.59241,-89.42284,1307.79016,601.26758,-73.94519,1300.77979,641.38525,-64.41917,1287.26062
30,0.242,482.24503,-105.40239,1301.62793,479.06186,-57.43516,1280.80713,510.2236,-29.55311,1293.22974,537.93848,-1.49173,1304.58215,557.3623,-89.85889,1307.6936,601.26758,-73.94519,1300.77979,641.29742,-64.99071,1287.28064
31,0.25,482.24503,-105.40239,1301.62793,478.80319,-55.70987,1280.4281,510.2236,-29.55311,1293.22974,537.93848,-1.49173,1304.58215,557.32983,-89.7808,1308.1283,601.26758,-73.94519,1300.77979,641.80847,-65.79517,1287.38586
32,0.258,482.24503,-105.40239,1301.62793,478.80319,-55.70987,1280.4281,510.2236,-29.55311,1293.22974,538.08838,-1.66251,1304.73047,557.41852,-90.08887,1308.67871,601.26758,-73.94519,1300.77979,641.51599,-66.15028,1287.60632
33,0.267,482.24503,-105.40239,1301.62793,478.80319,-55.70987,1280.4281,510.2236,-29.55311,1293.22974,538.05023,-1.33867,1304.42822,557.34998,-89.81676,1308.3667,601.26758,-73.94519,1300.77979,641.80847,-65.79517,1287.38586
34,0.275,482.21359,-105.19424,1301.72754,478.80319,-55.70987,1280.4281,510.2236,-29.55311,1293.22974,538.18506,-1.44444,1303.98242,557.44836,-89.76627,1308.49402,601.26758,-73.94519,1300.77979,641.44495,-66.4091,1287.40552
35,0.283,482.44025,-105.16029,1301.74487,478.80319,-55.70987,1280.4281,510.2236,-29.55311,1293.22974,538.16595,-1.5777,1303.40491,557.5434,-89.45791,1307.85339,601.13416,-74.42268,1300.30249,641.51349,-65.15556,1287.10706
36,0.292,482.44025,-105.16029,1301.74487,478.61975,-56.93107,1280.2677,508.9747,-29.73433,1292.26819,538.33069,-2.47599,1304.2406,557.34045,-88.32184,1307.06165,601.45215,-73.49749,1300.23157,641.06812,-65.41102,1286.59851
37,0.3,482.44025,-105.16029,1301.74487,478.61975,-56.93107,1280.2677,508.9747,-29.73433,1292.26819,537.78113,-2.02852,1302.81079,557.51575,-88.37554,1306.9834,601.32422,-73.76308,1299.43848,641.04987,-64.79872,1285.80811
38,0.308,482.40466,-105.21711,1301.70117,477.73175,-57.42344,1281.15601,508.02661,-28.68867,1291.39697,537.78497,-1.72883,1301.7699,557.43201,-88.11947,1306.48901,600.97083,-72.85942,1298.75513,641.25647,-63.98322,1285.31299
39,0.317,482.44025,-105.16029,1301.74487,478.70499,-57.59692,1280.36279,508.1275,-28.75927,1291.25903,538.13391,-0.48387,1301.31531,557.43201,-88.11947,1306.48901,601.00519,-72.21157,1298.73242,640.9848,-63.78767,1283.42114
40,0.325,482.44025,-105.16029,1301.74487,478.87299,-57.64162,1279.91248,508.1275,-28.75927,1291.25903,538.0849,-0.63857,1301.1521,557.29022,-88.14357,1306.13281,601.00519,-72.21157,1298.73242,641.24384,-63.92618,1282.79663
41,0.333,482.44025,-105.16029,1301.74487,478.57361,-58.10976,1279.75562,508.34097,-28.44422,1290.86157,537.89038,-0.71606,1301.03149,557.85779,-87.45098,1305.84729,601.00519,-72.21157,1298.73242,641.11859,-63.55596,1282.55298
42,0.342,482.44025,-105.16029,1301.74487,478.89676,-56.10972,1279.15247,508.14932,-28.43904,1290.91101,537.89038,-0.71606,1301.03149,557.85779,-87.45098,1305.84729,601.35205,-72.80157,1298.14966,640.89789,-63.7499,1282.42993
43,0.35,482.47171,-105.36844,1301.64514,478.89676,-56.10972,1279.15247,508.1275,-28.75927,1291.25903,537.15961,-1.65942,1301.35022,557.85779,-87.45098,1305.84729,601.35205,-72.80157,1298.14966,640.89789,-63.7499,1282.42993
44,0.358,482.47171,-105.36844,1301.64514,478.58374,-56.52705,1279.51221,508.1275,-28.75927,1291.25903,537.16943,-1.50211,1301.50696,557.46503,-88.05587,1306.06934,601.00519,-72.21157,1298.73242,641.20044,-63.74723,1282.38318
45,0.367,482.47171,-105.36844,1301.64514,478.57162,-56.16265,1279.5481,508.28851,-29.23469,1291.93103,537.38397,-2.24001,1302.36682,557.17676,-88.44424,1305.91895,601.59711,-73.85299,1298.13281,641.02313,-64.12011,1282.67371
46,0.375,482.54745,-106.21634,1301.36792,478.41721,-56.29062,1279.80115,508.28851,-29.23469,1291.93103,537.46753,-2.11429,1302.57996,556.93372,-89.14304,1305.97485,601.59711,-73.85299,1298.13281,641.37518,-63.96632,1282.92139
47,0.383,482.50735,-106.58335,1301.41174,478.40161,-56.15107,1279.93909,508.28851,-29.23469,1291.93103,537.25842,-1.21008,1303.3927,557.1106,-89.55768,1306.14026,601.82159,-74.0463,1299.12549,641.20605,-64.71122,1284.02869
48,0.392,482.99051,-107.34315,1301.64087,478.41721,-56.29062,1279.80115,508.28851,-29.23469,1291.93103,537.8374,-2.36388,1303.90527,557.26587,-89.7982,1306.46851,601.37915,-74.68898,1299.13037,640.75946,-65.86518,1285.16943
49,0.4,482.99051,-107.34315,1301.64087,478.72855,-55.91138,1279.92749,509.53693,-29.05139,1292.8927,538.03015,-2.20954,1304.13281,557.25647,-90.20258,1306.57275,602.33325,-75.12289,1299.2345,641.1424,-66.04792,1285.87549
50,0.408,482.99051,-107.34315,1301.64087,478.81882,-55.8494,1280.29016,510.44977,-29.75991,1293.38586,538.18182,-2.37788,1304.27844,557.11633,-90.6812,1306.88696,602.58075,-75.99044,1298.87073,641.14557,-66.59825,1286.55615
51,0.417,483.32233,-107.6639,1301.49963,478.81882,-55.8494,1280.29016,510.44977,-29.75991,1293.38586,538.18182,-2.37788,1304.27844,556.63525,-90.10568,1307.03247,601.73407,-76.63021,1300.46423,641.22748,-65.11141,1287.92065
52,0.425,482.99051,-107.34315,1301.64087,478.81882,-55.8494,1280.29016,510.44977,-29.75991,1293.38586,538.18182,-2.37788,1304.27844,556.85522,-89.99272,1307.14197,602.71857,-76.9455,1300.77612,641.47546,-66.91409,1287.36267
