Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Front.Head.x,Front.Head.y,Front.Head.z,Rear.Head.x,Rear.Head.y,Rear.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,-90.11729,75.40936,1334.88318,37.16454,92.14548,1231.35071,-199.87341,72.52188,1253.4502,-5.34391,99.45144,1070.45776
2,0.008,-90.58369,74.83673,1335.04712,36.20185,92.22654,1231.59229,-200.01155,72.40585,1253.38818,-5.32741,99.51471,1070.70715
3,0.017,-90.83018,74.79643,1335.04785,35.807,92.95752,1232.05359,-199.97881,72.02388,1253.42285,-5.30645,100.94904,1071.58435
4,0.025,-91.40112,74.8355,1335.22241,35.5071,93.2722,1232.60547,-200.12531,71.9797,1253.24207,-5.44966,100.83823,1071.83313
5,0.033,-92.18774,75.16183,1335.47974,34.57401,93.4089,1232.9491,-200.17747,72.13531,1253.43665,-5.6176,100.69197,1072.44519
6,0.042,-92.37621,75.01973,1335.42554,34.09189,92.79179,1233.30762,-200.78467,71.85923,1253.65222,-6.13681,100.83436,1072.66528
7,0.05,-93.28085,75.03921,1335.56409,33.86305,93.0722,1233.43848,-201.00388,71.73851,1253.03003,-6.06102,101.08897,1072.75488
8,0.058,-93.75008,74.99181,1335.39307,33.68102,93.11246,1233.45801,-201.22484,71.81209,1252.78528,-5.92638,100.82367,1073.16736
9,0.067,-93.84203,75.06449,1335.34131,33.33541,92.99561,1234.09888,-201.22484,71.81209,1252.78528,-6.11355,100.94886,1073.34265
10,0.075,-94.29207,74.77629,1335.31567,33.13495,93.01775,1234.22119,-202.03951,72.16368,1252.91321,-6.11355,100.94886,1073.34265
11,0.083,-94.29207,74.77629,1335.31567,33.13495,93.01775,1234.22119,-202.19716,72.37743,1252.87854,-6.13113,100.65855,1073.70654
12,0.092,-94.63361,74.99355,1335.58301,33.23609,92.90643,1234.30774,-202.31232,72.50179,1252.66943,-6.13113,100.65855,1073.70654
13,0.1,-94.63361,74.99355,1335.58301,33.23609,92.90643,1234.30774,-202.31232,72.50179,1252.66943,-6.09319,100.82232,1073.99121
14,0.108,-94.63361,74.99355,1335.58301,33.23609,92.90643,1234.30774,-202.62917,72.25726,1252.68176,-6.13113,100.65855,1073.70654
15,0.117,-94.63361,74.99355,1335.58301,33.23609,92.90643,1234.30774,-202.31232,72.50179,1252.66943,-6.13113,100.65855,1073.70654
16,0.125,-94.2075,74.55402,1335.38953,33.23609,92.90643,1234.30774,-201.76346,71.97697,1252.32166,-6.13113,100.65855,1073.70654
17,0.133,-94.2075,74.55402,1335.38953,33.23609,92.90643,1234.30774,-201.38301,71.8012,1252.21643,-6.13113,100.65855,1073.70654
18,0.142,-94.26348,74.39297,1335.33032,33.43655,92.88428,1234.18542,-201.18422,71.6896,1252.20251,-5.57238,100.20284,1073.09863
19,0.15,-93.89799,74.90343,1335.2821,34.12452,92.26263,1233.93506,-201.16124,71.93002,1252.05542,-5.31635,99.46699,1072.94543
20,0.158,-93.62761,74.72713,1335.21606,34.2619,92.19279,1233.96375,-201.06442,71.87843,1252.19324,-5.31635,99.46699,1072.94543
21,0.167,-93.11835,74.54438,1335.46826,34.26737,90.14221,1233.3949,-200.7263,72.47423,1252.52332,-5.17394,99.25966,1072.64941
22,0.175,-91.69268,74.02641,1335.07971,34.77995,89.6829,1232.79321,-200.69362,72.09244,1252.55798,-4.90906,98.85219,1071.94043
23,0.183,-91.33923,74.01712,1334.99109,36.30958,90.24525,1232.16785,-200.04752,72.27804,1252.40771,-4.49157,98.94672,1071.4093
24,0.192,-90.96617,74.26355,1335.11963,37.14758,90.28451,1231.85059,-199.75777,72.4838,1252.52576,-4.67862,98.38658,1070.64661
25,0.2,-90.05997,74.41678,1334.81177,37.34383,89.83587,1231.88171,-199.59,72.46483,1252.44153,-4.67862,98.38658,1070.64661
26,0.208,-90.02169,74.34766,1334.68518,37.33705,89.67543,1231.70679,-199.12886,72.59457,1252.38245,-4.69264,98.50748,1070.52722
27,0.217,-89.69971,74.4628,1334.68103,37.26615,89.83562,1231.29028,-199.12886,72.59457,1252.38245,-4.37989,98.08122,1070.23218
28,0.225,-89.49745,74.77451,1334.78149,37.26615,89.83562,1231.29028,-199.12886,72.59457,1252.38245,-4.37989,98.08122,1070.23218
29,0.233,-89.23418,75.05597,1334.65466,37.50264,89.76138,1231.01453,-199.12886,72.59457,1252.38245,-4.57617,98.3797,1070.35046
30,0.242,-89.23418,75.05597,1334.65466,37.12278,90.86491,1231.07336,-198.97876,72.73648,1252.75427,-4.57617,98.3797,1070.35046
31,0.25,-89.23418,75.05597,1334.65466,37.00298,91.82372,1230.94165,-198.97876,72.73648,1252.75427,-5.03964,99.64534,1070.31287
32,0.258,-89.46535,75.24494,1334.73438,37.20817,92.23728,1231.23511,-199.06583,72.45579,1252.54724,-5.03964,99.64534,1070.31287
33,0.267,-89.68011,75.76882,1334.73206,37.20817,92.23728,1231.23511,-199.60448,72.76516,1253.2854,-5.40135,99.58538,1070.33875
34,0.275,-89.78624,75.82263,1334.71912,36.30916,92.50368,1231.24353,-199.75653,72.7134,1253.5459,-5.34391,99.45144,1070.45776
35,0.283,-90.35354,75.86582,1334.99805,35.83636,93.37026,1231.86047,-200.01155,72.40585,1253.38818,-5.56529,100.69458,1071.2926
36,0.292,-91.22822,75.40873,1335.11194,35.439,93.39774,1232.4917,-200.21019,72.51723,1253.40198,-5.30645,100.94904,1071.58435
37,0.3,-92.1483,75.804,1335.55212,34.70766,93.62296,1232.81567,-200.4846,72.78008,1253.57581,-5.84696,100.93128,1072.44397
38,0.308,-92.82887,76.51548,1335.39014,34.05177,93.28297,1233.33521,-200.65619,72.59715,1253.53235,-6.13681,100.83436,1072.66528
39,0.317,-93.66637,76.73067,1335.38989,33.68102,93.11246,1233.45801,-201.27231,72.35412,1252.92017,-6.24816,101.21419,1072.93018
40,0.325,-93.87557,76.66212,1335.42798,33.40782,93.29916,1233.89697,-201.8168,72.67431,1253.04431,-6.20653,101.10526,1073.02869
41,0.333,-94.24419,77.00258,1335.38611,33.20734,93.32128,1234.01929,-202.20982,72.95229,1253.01843,-6.11355,100.94886,1073.34265
42,0.342,-94.23229,77.05825,1335.48535,33.23609,92.90643,1234.30774,-202.48981,73.33106,1252.98767,-6.11355,100.94886,1073.34265
43,0.35,-94.23229,77.05825,1335.48535,33.23609,92.90643,1234.30774,-202.48981,73.33106,1252.98767,-6.13113,100.65855,1073.70654
44,0.358,-94.19057,76.80026,1335.48315,33.23609,92.90643,1234.30774,-202.48981,73.33106,1252.98767,-6.13113,100.65855,1073.70654
45,0.367,-94.17868,76.85593,1335.58252,33.23609,92.90643,1234.30774,-202.48515,73.64407,1252.76929,-6.04041,99.44447,1073.70496
46,0.375,-94.14404,76.43065,1335.55115,32.89267,92.16185,1233.99731,-202.48515,73.64407,1252.76929,-6.06913,98.76546,1073.7655
47,0.383,-93.92583,75.59481,1335.2948,33.58947,91.5737,1233.78015,-201.8015,73.44777,1252.82214,-5.56471,99.46838,1073.0531
48,0.392,-93.74933,75.29995,1335.42029,33.8636,90.47107,1233.72827,-201.22092,73.56251,1252.96533,-5.76852,98.48688,1072.76904
49,0.4,-93.2978,75.13443,1335.3728,34.23885,89.7944,1233.17993,-200.89941,73.23539,1252.92065,-5.82702,98.07713,1072.3678
50,0.408,-92.46645,74.6234,1335.69849,34.55527,89.30495,1232.72595,-200.74167,73.0215,1252.95532,-5.49801,97.55683,1071.83459
51,0.417,-91.1118,74.54008,1335.19067,35.58632,88.1613,1232.31885,-200.32181,73.45268,1253.37732,-5.22371,97.05579,1071.37695
52,0.425,-90.96617,74.26355,1335.11963,35.58585,87.14704,1231.93311,-199.84885,73.07858,1253.1897,-5.27582,97.07901,1070.84851
53,0.433,-90.1123,73.70528,1335.11194,36.4397,87.14953,1231.30676,-199.71835,73.11435,1253.30066,-4.90726,97.02115,1070.36511
54,0.442,-89.70887,73.78339,1334.8916,36.63319,86.99828,1231.12988,-199.16356,72.96851,1252.77808,-4.71319,96.80817,1070.07068
55,0.45,-89.38914,74.07733,1335.05835,37.14775,87.40881,1230.85071,-198.77467,73.37984,1252.44495,-4.3985,96.62816,1069.68005
56,0.458,-88.76968,74.37992,1334.68518,37.39155,87.6431,1230.82959,-198.49673,73.70298,1252.49255,-4.13798,96.48965,1069.55945
57,0.467,-88.59507,74.45885,1334.70947,37.69336,88.18682,1230.82629,-198.46213,73.39698,1252.56543,-4.13798,96.48965,1069.55945
58,0.475,-88.59507,74.45885,1334.70947,37.84232,88.1427,1230.70581,-198.52513,73.53571,1252.40063,-3.6218,97.01875,1069.60156
59,0.483,-88.31657,74.37119,1334.38135,37.97837,88.14803,1230.65271,-198.52513,73.53571,1252.40063,-3.64413,97.23163,1069.43445
60,0.492,-88.59507,74.45885,1334.70947,37.69336,88.18682,1230.82629,-198.46213,73.39698,1252.56543,-3.93359,97.56704,1069.38599
61,0.5,-88.59507,74.45885,1334.70947,37.54762,89.18481,1230.70203,-198.52513,73.53571,1252.40063,-3.93319,97.38319,1069.57031
62,0.508,-88.91518,75.07086,1334.68408,37.54762,89.18481,1230.70203,-198.46213,73.39698,1252.56543,-4.37989,98.08122,1070.23218
63,0.517,-88.91518,75.07086,1334.68408,37.70101,90.01427,1231.13293,-198.52513,73.53571,1252.40063,-4.69264,98.50748,1070.52722
64,0.525,-89.29396,75.60107,1334.76416,37.51133,90.34911,1231.5188,-199.10052,72.82973,1252.94287,-4.7157,98.82895,1070.64758
65,0.533,-89.59957,75.56891,1334.85046,37.20196,92.04311,1231.44983,-199.31937,73.21608,1253.15137,-5.34391,99.45144,1070.45776
66,0.542,-89.78624,75.82263,1334.71912,37.0597,91.73095,1231.49084,-199.65532,72.97556,1253.46545,-5.34391,99.45144,1070.45776
67,0.55,-90.54311,75.7955,1335.02686,36.23925,92.12421,1231.69128,-199.91696,73.22572,1253.31445,-5.35799,99.84164,1071.21631
68,0.558,-90.9854,75.77777,1335.21655,35.44692,92.79836,1232.56213,-200.50768,72.98197,1253.40796,-5.41266,100.09833,1071.85571
69,0.567,-92.3007,75.81522,1335.49658,34.47123,92.68752,1233.09558,-200.50768,72.98197,1253.40796,-5.57594,100.58302,1072.5437
70,0.575,-92.82887,76.51548,1335.39014,34.09189,92.79179,1233.30762,-200.60687,73.0509,1253.3092,-5.49756,99.94146,1072.45276
71,0.583,-93.39609,76.92193,1335.18237,34.09189,92.79179,1233.30762,-200.89941,73.23539,1252.92065,-5.49756,99.94146,1072.45276
72,0.592,-93.81358,76.21986,1335.36719,33.82831,92.43003,1233.67749,-201.61337,73.45291,1252.67725,-5.31635,99.46699,1072.94543
73,0.6,-93.92583,75.59481,1335.2948,33.4941,91.89861,1233.60083,-201.61337,73.45291,1252.67725,-5.31635,99.46699,1072.94543
74,0.608,-93.92583,75.59481,1335.2948,33.58947,91.5737,1233.78015,-201.61337,73.45291,1252.67725,-5.73101,98.65036,1073.05371
75,0.617,-93.92583,75.59481,1335.2948,33.49792,89.71897,1233.85925,-201.61337,73.45291,1252.67725,-5.76852,98.48688,1072.76904
76,0.625,-93.84203,75.06449,1335.34131,33.63543,89.64912,1233.88806,-201.39256,73.3795,1252.92175,-5.77279,98.28787,1072.55518
77,0.633,-93.75008,74.99181,1335.39307,33.96427,88.63567,1233.35022,-201.22092,73.56251,1252.96533,-5.85959,96.03226,1072.47778
78,0.642,-93.55347,74.50259,1335.35303,34.42439,87.36713,1232.79895,-201.02226,73.45104,1252.95154,-5.71733,95.94084,1072.32593
79,0.65,-92.66063,74.40084,1335.55933,34.35125,87.11963,1232.71472,-200.67271,73.30067,1252.82886,-5.73377,95.8772,1072.07617
80,0.658,-91.82892,73.3839,1335.44897,35.1609,86.18371,1232.56421,-200.57353,73.23176,1252.92761,-5.5686,95.44737,1071.98804
81,0.667,-91.27438,73.21249,1335.47754,35.83809,86.15195,1232.13,-200.32181,73.45268,1253.37732,-5.30574,95.23507,1071.56335
82,0.675,-90.92266,73.30299,1335.20947,35.83809,86.15195,1232.13,-200.19131,73.48846,1253.48828,-5.2207,94.85375,1070.76465
83,0.683,-90.52946,73.10815,1335.21643,36.12814,86.0537,1231.73608,-199.56256,72.86687,1252.92737,-5.2207,94.85375,1070.76465
84,0.692,-90.62288,72.94874,1335.05017,36.81068,85.69283,1231.38611,-199.16356,72.96851,1252.77808,-4.9494,94.71284,1070.65173
85,0.7,-89.85732,73.19106,1334.90088,37.14449,86.08147,1231.15271,-199.16356,72.96851,1252.77808,-4.30411,94.70373,1070.25232
86,0.708,-89.71597,73.06334,1334.93311,37.01144,86.40509,1230.82617,-199.16356,72.96851,1252.77808,-4.1662,94.90877,1070.12292
87,0.717,-89.61973,73.18627,1334.82153,37.01144,86.40509,1230.82617,-199.04178,72.87526,1252.58948,-3.76048,95.80518,1069.77759
88,0.725,-89.61973,73.18627,1334.82153,37.01144,86.40509,1230.82617,-199.04178,72.87526,1252.58948,-3.76048,95.80518,1069.77759
89,0.733,-89.61973,73.18627,1334.82153,36.90928,86.83971,1231.01392,-199.04178,72.87526,1252.58948,-3.95754,96.25034,1069.74817
90,0.742,-89.61973,73.18627,1334.82153,36.90928,86.83971,1231.01392,-199.04178,72.87526,1252.58948,-4.3112,96.49306,1069.85461
91,0.75,-89.76108,73.314,1334.78931,37.44292,87.52845,1231.16882,-199.04178,72.87526,1252.58948,-4.57102,97.10331,1070.30408
92,0.758,-89.63206,73.70794,1334.95374,37.37424,88.26852,1231.04138,-199.04178,72.87526,1252.58948,-4.23464,97.63895,1070.39575
93,0.767,-89.63206,73.70794,1334.95374,37.18091,88.41978,1231.21814,-199.10052,72.82973,1252.94287,-4.95026,98.2978,1070.67383
94,0.775,-89.79857,73.84247,1335.00635,37.3335,89.49175,1231.49744,-199.65532,72.97556,1253.46545,-4.95026,98.2978,1070.67383
95,0.783,-90.44138,74.33102,1334.96704,37.34383,89.83587,1231.88171,-199.7722,72.78403,1253.36963,-5.17705,98.49221,1070.54565
96,0.792,-90.70804,74.55551,1334.82117,36.75434,90.23058,1231.9801,-199.91954,72.70439,1253.27197,-5.14411,98.3551,1070.67566
97,0.8,-90.98309,74.48338,1335.20581,35.31866,90.13032,1231.9082,-200.50768,72.98197,1253.40796,-5.38866,98.69643,1070.84521
98,0.808,-91.40112,74.8355,1335.22241,35.20704,89.99072,1232.06677,-200.50768,72.98197,1253.40796,-5.78777,97.95617,1071.23779
99,0.817,-92.28433,75.04366,1335.35461,34.75776,89.40406,1232.42175,-200.74167,73.0215,1252.95532,-5.88182,97.94846,1071.47498
100,0.825,-93.36256,74.95667,1335.23706,34.28802,89.55271,1232.79956,-200.91328,72.83853,1252.91174,-6.02414,98.03993,1071.62683
101,0.833,-93.36256,74.95667,1335.23706,34.42556,89.48273,1232.82837,-200.89842,72.67826,1252.74231,-6.00105,97.71844,1071.50647
102,0.842,-93.62761,74.72713,1335.21606,34.09193,88.95107,1232.75159,-200.89842,72.67826,1252.74231,-6.38171,96.56458,1072.14111
103,0.85,-93.74155,74.61832,1335.13489,34.14969,88.46967,1232.85095,-201.18971,72.64743,1252.74219,-6.38171,96.56458,1072.14111
104,0.858,-93.6674,74.39377,1335.27185,34.34611,88.02124,1232.88196,-201.38841,72.75892,1252.7561,-6.04268,96.0278,1072.01855
105,0.867,-93.99933,73.59864,1335.33521,34.35125,87.11963,1232.71472,-201.05618,72.89211,1252.70764,-6.00897,95.95604,1071.84937
106,0.875,-94.05793,73.46014,1335.41077,34.34449,86.95952,1232.53992,-201.05618,72.89211,1252.70764,-5.70005,95.80543,1071.9071
107,0.883,-93.87815,72.97221,1335.41077,34.19842,86.46407,1232.37158,-200.91328,72.83853,1252.91174,-6.09315,95.38253,1071.45923
108,0.892,-92.92215,72.61084,1335.12646,34.65641,86.00526,1232.57825,-200.91328,72.83853,1252.91174,-5.83073,94.88689,1071.3999
109,0.9,-92.27451,72.41272,1335.33911,35.21885,85.84901,1232.48352,-200.68951,72.86587,1252.76062,-5.55667,94.08988,1071.28516
110,0.908,-91.73946,72.66591,1335.1499,35.58437,85.70034,1232.32983,-200.67271,73.30067,1252.82886,-5.59305,93.64077,1071.24084
111,0.917,-91.63737,72.54229,1335.11609,35.96482,85.37582,1231.73718,-200.50064,73.09673,1252.60999,-5.66398,94.24857,1070.69836
