Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z,L.Knee.x,L.Knee.y,L.Knee.z,L.Knee.Medial.x,L.Knee.Medial.y,L.Knee.Medial.z
1,0,50.98774,289.29153,530.88965,193.04866,314.70059,489.14938,216.53503,194.82704,467.0127
2,0.008,50.96306,289.43839,531.02026,193.08076,314.55099,489.24237,216.55096,194.75494,467.25055
3,0.017,50.98774,289.29153,530.88965,193.04866,314.70059,489.14938,216.55096,194.75494,467.25055
4,0.025,50.98774,289.29153,530.88965,193.08076,314.55099,489.24237,216.60254,194.66991,466.93015
5,0.033,50.98774,289.29153,530.88965,193.08076,314.55099,489.24237,216.53503,194.82704,467.0127
6,0.042,50.98774,289.29153,530.88965,193.1821,314.47131,489.29132,216.55096,194.75494,467.25055
7,0.05,50.98774,289.29153,530.88965,193.1821,314.47131,489.29132,216.61848,194.59782,467.168
8,0.058,50.98774,289.29153,530.88965,193.1821,314.47131,489.29132,216.55096,194.75494,467.25055
9,0.067,50.98774,289.29153,530.88965,193.28821,314.28293,489.26547,216.61848,194.59782,467.168
10,0.075,51.2764,289.35278,530.91016,193.44501,314.51959,489.44449,216.81239,194.80742,467.14642
11,0.083,50.98774,289.29153,530.88965,193.28821,314.28293,489.26547,216.79646,194.87952,466.90857
12,0.092,50.99106,289.28589,531.01843,193.3837,314.19556,489.40732,216.61848,194.59782,467.168
13,0.1,50.99106,289.28589,531.01843,193.1821,314.47131,489.29132,216.61848,194.59782,467.168
14,0.108,50.96638,289.43274,531.14911,193.1821,314.47131,489.29132,216.81239,194.80742,467.14642
15,0.117,50.99106,289.28589,531.01843,193.3389,314.70795,489.47031,216.81239,194.80742,467.14642
16,0.125,50.83582,289.05228,531.01031,193.29272,314.46683,489.4241,216.74489,194.96455,467.22897
17,0.133,50.83582,289.05228,531.01031,193.08076,314.55099,489.24237,216.55096,194.75494,467.25055
18,0.142,50.99106,289.28589,531.01843,193.29272,314.46683,489.4241,216.53503,194.82704,467.0127
19,0.15,50.96638,289.43274,531.14911,193.34818,314.78311,489.55414,216.53503,194.82704,467.0127
20,0.158,50.83582,289.05228,531.01031,193.31607,314.93271,489.46115,216.79646,194.87952,466.90857
21,0.167,50.83582,289.05228,531.01031,193.45946,314.44754,489.54028,216.79646,194.87952,466.90857
22,0.175,51.00501,288.98428,531.11005,193.29272,314.46683,489.4241,216.53503,194.82704,467.0127
23,0.183,51.00501,288.98428,531.11005,193.35811,314.52725,489.49136,216.79646,194.87952,466.90857
24,0.192,51.00501,288.98428,531.11005,193.61624,314.68411,489.71924,216.53503,194.82704,467.0127
25,0.2,51.00501,288.98428,531.11005,193.71176,314.59668,489.86108,216.60254,194.66991,466.93015
26,0.208,51.00501,288.98428,531.11005,193.4536,314.43985,489.63321,216.60254,194.66991,466.93015
27,0.217,51.00501,288.98428,531.11005,193.45946,314.44754,489.54028,216.53503,194.82704,467.0127
28,0.225,50.98033,289.13113,531.24066,193.51186,314.17639,489.47791,216.60254,194.66991,466.93015
29,0.233,51.00501,288.98428,531.11005,193.45946,314.44754,489.54028,216.60254,194.66991,466.93015
30,0.242,50.98033,289.13113,531.24066,193.45946,314.44754,489.54028,216.60254,194.66991,466.93015
31,0.25,50.98033,289.13113,531.24066,193.61624,314.68411,489.71924,216.72896,195.03665,466.99112
32,0.258,51.00501,288.98428,531.11005,193.51489,314.76382,489.67032,216.53503,194.82704,467.0127
33,0.267,50.98033,289.13113,531.24066,193.51489,314.76382,489.67032,216.60254,194.66991,466.93015
34,0.275,51.00501,288.98428,531.11005,193.51489,314.76382,489.67032,216.53503,194.82704,467.0127
35,0.283,50.98033,289.13113,531.24066,193.35811,314.52725,489.49136,216.53503,194.82704,467.0127
36,0.292,51.00501,288.98428,531.11005,193.15782,314.58014,489.54938,216.72896,195.03665,466.99112
37,0.3,51.00501,288.98428,531.11005,193.51489,314.76382,489.67032,216.72896,195.03665,466.99112
38,0.308,50.98033,289.13113,531.24066,193.35811,314.52725,489.49136,216.72896,195.03665,466.99112
39,0.317,50.98033,289.13113,531.24066,193.15782,314.58014,489.54938,216.58707,195.04933,466.8746
40,0.325,50.98033,289.13113,531.24066,193.31464,314.81671,489.72833,216.72896,195.03665,466.99112
41,0.333,51.00501,288.98428,531.11005,193.4828,314.91342,489.57733,216.53503,194.82704,467.0127
42,0.342,51.00501,288.98428,531.11005,193.35811,314.52725,489.49136,216.72896,195.03665,466.99112
43,0.35,50.98033,289.13113,531.24066,193.35811,314.52725,489.49136,216.32564,194.99684,466.97873
44,0.358,51.00501,288.98428,531.11005,193.12575,314.72977,489.45639,216.72896,195.03665,466.99112
45,0.367,50.98033,289.13113,531.24066,193.4536,314.43985,489.63321,216.51955,195.20648,466.95715
46,0.375,51.00501,288.98428,531.11005,193.31464,314.81671,489.72833,216.7536,194.94586,467.07944
47,0.383,51.00501,288.98428,531.11005,193.51489,314.76382,489.67032,216.53503,194.82704,467.0127
48,0.392,50.98033,289.13113,531.24066,193.45946,314.44754,489.54028,216.53503,194.82704,467.0127
49,0.4,51.00501,288.98428,531.11005,193.35811,314.52725,489.49136,216.53503,194.82704,467.0127
50,0.408,51.00501,288.98428,531.11005,193.35811,314.52725,489.49136,216.72896,195.03665,466.99112
51,0.417,50.98033,289.13113,531.24066,193.35811,314.52725,489.49136,216.79646,194.87952,466.90857
52,0.425,50.99106,289.28589,531.01843,193.35811,314.52725,489.49136,216.79646,194.87952,466.90857
53,0.433,50.99106,289.28589,531.01843,193.29272,314.46683,489.4241,216.72896,195.03665,466.99112
54,0.442,50.99106,289.28589,531.01843,193.29272,314.46683,489.4241,216.79646,194.87952,466.90857
55,0.45,50.99106,289.28589,531.01843,193.19138,314.54651,489.37518,216.72896,195.03665,466.99112
56,0.458,50.99106,289.28589,531.01843,193.19138,314.54651,489.37518,216.58707,195.04933,466.8746
57,0.467,50.99106,289.28589,531.01843,193.19138,314.54651,489.37518,217.06982,194.98918,467.03629
58,0.475,50.99106,289.28589,531.01843,193.08076,314.55099,489.24237,216.79646,194.87952,466.90857
59,0.483,50.83582,289.05228,531.01031,193.08076,314.55099,489.24237,216.72896,195.03665,466.99112
60,0.492,50.96638,289.43274,531.14911,193.08076,314.55099,489.24237,216.72896,195.03665,466.99112
