Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,175.77609,-162.34254,923.88776,171.63834,-108.31488,916.22534,209.18889,-84.56727,924.30212,244.04784,-65.05616,932.9137,253.09583,-148.82642,922.46625,294.67529,-129.66774,902.51288,324.51651,-112.46924,873.96045
2,0.008,175.92029,-161.7836,924.77167,171.63834,-108.31488,916.22534,209.08281,-85.31836,924.31921,243.31049,-63.14237,931.95728,253.27768,-148.20294,922.19592,294.67529,-129.66774,902.51288,324.51651,-112.46924,873.96045
3,0.017,175.77148,-161.06326,925.00629,171.58217,-107.87665,915.97168,208.49402,-84.25936,923.4707,243.73195,-62.96367,930.58142,253.15875,-147.74197,922.03223,294.67529,-129.66774,902.51288,324.51651,-112.46924,873.96045
4,0.025,175.93921,-160.53537,925.03235,170.89247,-106.44223,915.86566,208.3477,-83.8112,923.03308,243.1489,-62.68366,930.14368,253.15829,-147.31877,921.82166,294.81226,-129.36636,902.09875,323.92535,-112.38152,873.31488
5,0.033,175.53688,-160.50201,925.13397,171.10416,-106.59563,915.25299,208.3477,-83.8112,923.03308,243.6244,-61.6438,928.40509,253.19612,-147.36472,921.53387,294.29288,-128.27048,900.81598,323.56659,-112.41122,872.65875
6,0.042,175.7942,-160.44728,925.13306,170.89473,-106.23613,914.90192,207.66034,-82.83509,922.04022,243.95239,-60.66446,926.69617,253.19612,-147.36472,921.53387,293.62531,-128.04453,900.40356,323.15536,-112.70611,871.54352
7,0.05,175.50992,-160.02457,925.005,170.89473,-106.23613,914.90192,207.69641,-82.07881,921.19513,244.10323,-60.12381,926.09967,253.25636,-147.19556,921.62152,293.68823,-127.89277,900.20239,323.21576,-111.90903,869.91309
8,0.058,175.76729,-159.9698,925.00409,170.38222,-105.90431,915.10345,207.75903,-81.82762,920.17188,243.83916,-60.05433,925.60657,253.51738,-146.71866,921.34216,293.49359,-128.02261,899.93622,322.88174,-111.30573,869.52399
9,0.067,175.78758,-159.62189,925.28296,170.38222,-105.90431,915.10345,207.75903,-81.82762,920.17188,243.85449,-60.3199,924.47504,253.51738,-146.71866,921.34216,293.71771,-128.10918,899.82031,322.54227,-110.88195,869.14587
10,0.075,176.15417,-159.86526,925.50629,170.4106,-106.03686,914.36926,207.75903,-81.82762,920.17188,243.69041,-60.29466,924.21503,253.80022,-146.03328,921.40546,293.49359,-128.02261,899.93622,322.14932,-110.69653,868.66211
