Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-198.43622,-208.106,911.26746,-59.80359,-216.81235,887.30353,-70.67693,-172.18787,831.96997
2,0.008,-198.43622,-208.106,911.26746,-59.45871,-216.43002,887.90143,-70.5043,-173.25008,832.29059
3,0.017,-198.51933,-208.38501,911.63013,-60.14787,-216.32498,888.12646,-70.72347,-173.76839,832.29529
4,0.025,-198.48035,-208.46307,911.84094,-59.47013,-216.52792,888.32098,-69.93423,-174.62318,832.67737
5,0.033,-198.66208,-208.44162,911.91876,-59.87969,-216.72346,888.75757,-69.93423,-174.62318,832.67737
6,0.042,-198.46771,-208.76721,912.20923,-59.95232,-216.57721,888.89386,-69.84219,-175.11804,833.11554
7,0.05,-198.42526,-208.53368,912.43237,-60.07092,-216.96904,889.54309,-69.84219,-175.11804,833.11554
8,0.058,-198.60686,-208.49657,912.52026,-59.82308,-217.07973,889.9754,-69.84219,-175.11804,833.11554
9,0.067,-198.29097,-208.67564,912.54413,-59.82308,-217.07973,889.9754,-69.84219,-175.11804,833.11554
10,0.075,-198.52946,-208.37141,912.612,-59.82308,-217.07973,889.9754,-69.84219,-175.11804,833.11554
11,0.083,-198.60686,-208.49657,912.52026,-59.82308,-217.07973,889.9754,-69.76977,-175.24196,833.60004
12,0.092,-198.72203,-208.38824,912.65381,-59.74193,-216.91769,890.10809,-69.76977,-175.24196,833.60004
13,0.1,-198.46872,-208.18503,912.70886,-59.82308,-217.07973,889.9754,-69.90755,-175.16316,833.711
14,0.108,-198.60686,-208.49657,912.52026,-59.82308,-217.07973,889.9754,-69.57123,-174.78006,833.83362
15,0.117,-198.60686,-208.49657,912.52026,-60.07092,-216.96904,889.54309,-69.76977,-175.24196,833.60004
16,0.125,-198.68286,-208.29086,912.4137,-60.07092,-216.96904,889.54309,-69.74343,-174.77898,833.63391
17,0.133,-198.68286,-208.29086,912.4137,-60.21055,-216.44669,889.02954,-69.65477,-174.4444,833.00073
18,0.142,-198.42851,-208.45976,912.15314,-59.95232,-216.57721,888.89386,-70.94557,-174.25534,832.61096
19,0.15,-198.5692,-208.54277,912.11896,-59.87969,-216.72346,888.75757,-70.74554,-173.95767,832.73901
20,0.158,-198.5692,-208.54277,912.11896,-59.95232,-216.57721,888.89386,-70.94557,-174.25534,832.61096
21,0.167,-198.38748,-208.56424,912.04114,-59.87969,-216.72346,888.75757,-70.94557,-174.25534,832.61096
22,0.175,-198.66208,-208.44162,911.91876,-59.87969,-216.72346,888.75757,-70.17458,-174.42422,832.65308
23,0.183,-198.48035,-208.46307,911.84094,-59.95232,-216.57721,888.89386,-70.17458,-174.42422,832.65308
24,0.192,-198.48035,-208.46307,911.84094,-59.95232,-216.57721,888.89386,-69.93423,-174.62318,832.67737
25,0.2,-198.48035,-208.46307,911.84094,-59.87969,-216.72346,888.75757,-69.93423,-174.62318,832.67737
26,0.208,-198.48035,-208.46307,911.84094,-59.87969,-216.72346,888.75757,-69.93423,-174.62318,832.67737
27,0.217,-198.38748,-208.56424,912.04114,-59.95232,-216.57721,888.89386,-69.93423,-174.62318,832.67737
28,0.225,-198.5692,-208.54277,912.11896,-59.87969,-216.72346,888.75757,-69.93423,-174.62318,832.67737
29,0.233,-198.79527,-208.59389,912.14221,-59.6315,-216.93971,888.98895,-70.09527,-174.83377,832.82599
30,0.242,-198.38748,-208.56424,912.04114,-59.95232,-216.57721,888.89386,-69.85471,-174.742,832.87274
31,0.25,-198.38748,-208.56424,912.04114,-59.95232,-216.57721,888.89386,-70.09527,-174.83377,832.82599
32,0.258,-198.5692,-208.54277,912.11896,-59.95232,-216.57721,888.89386,-70.09527,-174.83377,832.82599
33,0.267,-198.48035,-208.46307,911.84094,-59.95232,-216.57721,888.89386,-70.09527,-174.83377,832.82599
34,0.275,-198.66208,-208.44162,911.91876,-59.95232,-216.57721,888.89386,-70.01069,-174.60866,832.28973
35,0.283,-198.48035,-208.46307,911.84094,-59.97223,-216.395,888.49426,-70.01069,-174.60866,832.28973
36,0.292,-198.74571,-208.47203,911.69714,-60.14787,-216.32498,888.12646,-70.25104,-174.40968,832.26544
37,0.3,-198.60826,-208.05589,911.38379,-60.22051,-216.17871,888.26282,-71.00873,-174.18506,831.98792
38,0.308,-198.43622,-208.106,911.26746,-60.3237,-216.41318,887.76678,-70.23772,-174.35393,832.03009
