Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1506.82983,579.12982,965.60553,1523.97424,519.36115,945.76947,1494.42578,499.44974,917.79681,1474.47192,480.01639,890.06702,1453.76086,559.39618,899.14697,1458.38159,537.40222,842.04041,1472.74805,531.33301,803.51025
2,0.008,1501.72742,579.85455,966.64368,1517.51465,519.59192,945.67303,1489.15576,499.69205,917.11316,1468.94189,479.56296,889.56085,1447.45813,557.22974,897.58972,1451.31616,537.79181,840.6076,1466.57385,532.50555,803.297
3,0.017,1495.00903,578.19324,965.45355,1511.68115,521.94427,947.47534,1483.9032,498.67941,916.30737,1463.94531,478.66589,889.40973,1440.91785,559.0412,898.42047,1448.13245,536.43414,839.94971,1462.83398,532.94458,803.07935
4,0.025,1489.89099,579.27374,964.19214,1509.70691,521.00043,946.9776,1477.28369,500.01324,916.52643,1457.91577,479.98654,889.12579,1437.60071,560.57159,897.62415,1441.32874,539.22266,839.5434,1456.91565,533.2735,802.74353
5,0.033,1484.74402,580.41412,965.48779,1502.40564,522.08374,946.57214,1472.22424,499.75635,915.40869,1453.0437,478.44373,888.88,1432.48206,559.01453,897.07263,1434.80725,539.58881,839.68213,1450.60901,533.40649,801.86395
6,0.042,1478.98291,581.90576,963.98834,1495.12036,523.17371,946.16669,1466.65344,499.75879,915.27136,1446.8772,478.5993,888.17181,1425.28528,559.32971,896.20148,1431.44043,537.53937,839.17279,1446.35583,533.79913,801.5683
7,0.05,1472.90247,580.09399,962.43732,1490.48254,519.61096,944.66144,1461.50269,500.38617,914.32465,1441.15186,480.60641,886.78186,1419.97668,559.98346,894.9303,1424.83203,540.37909,839.31836,1440.49023,533.79895,801.16388
8,0.058,1467.66614,580.55621,963.35144,1483.901,521.59058,944.6684,1455.5824,501.66086,914.42285,1435.92468,481.54239,887.09692,1416.37683,560.27069,895.16156,1418.36792,541.4751,838.41522,1435.80493,533.75848,800.68134
9,0.067,1461.77295,581.88141,962.5108,1476.76514,523.08234,944.64398,1450.7915,502.63046,913.17419,1429.68054,480.35559,886.56097,1410.14355,559.96936,894.23474,1414.62158,539.34045,836.38538,1430.94348,533.42719,799.92114
10,0.075,1455.51453,580.159,961.31329,1472.08582,519.77875,943.18323,1445.90698,502.30594,912.6416,1425.12244,480.64542,885.69635,1403.72607,559.51819,892.98944,1408.42273,540.55548,835.72595,1424.47876,534.39734,799.24225
11,0.083,1449.11877,580.58972,960.16266,1465.98303,521.34552,941.29877,1438.29382,501.87903,911.35101,1419.98047,480.79398,883.90399,1398.88916,560.70715,892.05701,1402.70483,539.25275,834.21576,1418.85425,533.4433,798.45978
12,0.092,1442.7583,581.55273,959.78314,1458.78015,522.2486,940.58673,1433.47729,502.0488,910.49451,1413.13159,481.30704,883.87701,1391.10657,560.95026,891.20355,1396.99414,540.12,833.5921,1413.28918,533.32416,797.85571
13,0.1,1436.65747,580.35516,958.20215,1455.92017,521.1488,937.552,1426.20239,502.84167,910.64996,1406.31799,481.43591,882.72192,1385.81934,560.72577,890.14001,1391.26147,539.40466,830.22577,1407.2384,534.30371,795.6167
14,0.108,1430.25488,581.52203,956.3255,1448.58838,521.90167,936.51807,1420.68945,500.98578,908.59985,1399.65637,481.63559,880.6554,1380.65576,561.90192,887.91791,1385.2334,540.81873,830.4917,1402.04846,533.66077,793.5592
15,0.117,1424.83276,582.56659,955.35956,1441.37915,522.8623,935.91718,1413.92505,503.09802,906.48596,1393.85425,481.20648,879.42743,1374.2594,561.60474,885.52319,1379.74878,539.91101,828.93994,1395.50281,534.29486,792.36414
16,0.125,1418.82397,584.59302,953.35718,1434.57336,523.66577,934.70367,1408.6759,504.04031,903.53571,1388.4718,480.45819,877.22198,1366.78259,561.92761,884.97632,1373.92542,540.72192,827.40796,1389.36511,534.30432,790.90009
17,0.133,1410.7041,583.58514,952.99597,1428.58813,522.79639,933.34503,1402.33313,503.21735,902.96973,1382.14563,482.29108,876.31268,1361.55872,562.59375,883.73737,1367.16504,542.12671,826.57031,1384.2771,537.0542,790.19244
18,0.142,1404.22046,583.4209,951.96191,1424.23096,524.74036,932.88715,1396.94336,503.52478,901.79242,1376.51379,484.22162,873.73413,1355.37,563.56421,881.44781,1360.32507,541.83148,825.82806,1377.18665,535.82367,788.24323
19,0.15,1398.25415,581.86725,948.54602,1416.97534,525.20679,931.96228,1389.35938,505.79242,901.09814,1375.17273,483.89502,874.02405,1346.61133,561.9826,879.17664,1354.21179,541.82861,822.38147,1372.15283,535.98187,786.15131
20,0.158,1392.28577,582.60199,946.63257,1410.69202,526.56287,929.01086,1381.03052,504.3093,899.51746,1362.20398,483.81918,871.82825,1341.703,562.33264,877.46008,1349.25452,541.78583,820.50995,1365.37805,537.08453,784.65588
21,0.167,1384.76831,584.63678,945.31067,1401.70825,526.43378,928.01025,1374.49268,506.79269,897.08551,1355.56848,483.59372,870.2085,1334.01196,561.96857,875.63702,1342.2019,542.62781,818.2757,1358.10681,537.57904,783.00598
22,0.175,1377.56873,586.54913,944.93652,1396.64172,525.91748,925.10718,1369.65918,506.22382,893.39966,1353.87085,486.05991,868.44397,1328.10437,562.32367,874.15088,1334.3999,542.59326,817.87524,1350.91431,537.81671,781.5545
23,0.183,1369.98645,584.93927,943.17004,1387.6814,525.3999,923.54126,1361.98975,503.98758,893.40106,1343.15906,486.1694,866.6228,1321.98169,564.22601,871.92468,1327.50269,544.07544,816.15442,1344.71094,537.52942,778.55725
24,0.192,1363.4397,586.1897,941.00781,1382.77869,525.73553,922.92877,1356.67773,505.58313,891.85876,1335.53113,484.83136,863.85522,1313.69397,564.62512,870.21826,1321.53027,543.74988,813.77478,1337.95251,537.47638,777.38818
25,0.2,1356.4436,585.68457,937.38159,1374.30151,526.49451,921.1134,1346.87439,504.66666,890.08398,1329.93982,484.20926,862.56366,1306.21838,564.83417,869.25592,1314.05164,542.80493,812.0603,1331.3302,538.1936,775.71442
26,0.208,1348.62585,586.17456,936.71075,1367.60901,526.96161,918.7027,1338.88391,505.7963,889.72357,1321.24902,485.16052,861.6485,1299.56689,565.16681,867.43994,1308.02271,542.38165,809.86401,1324.08545,537.36218,774.20782
27,0.217,1340.43616,587.08795,934.82654,1360.23474,527.58038,917.63403,1333.42554,508.022,886.12402,1317.06934,485.63779,859.50562,1292.44092,563.341,865.21796,1300.52954,542.71735,808.31738,1316.32361,538.01196,773.16064
28,0.225,1333.87463,585.44873,933.51544,1351.1803,526.92523,915.59344,1324.46252,506.20486,885.11584,1310.1333,486.12918,858.08759,1285.05713,564.80408,864.61548,1292.91675,543.76312,807.10968,1309.34363,537.75934,770.54559
29,0.233,1326.05237,586.71686,933.01404,1341.64722,526.81146,915.25201,1317.24072,508.14987,883.71814,1302.11316,486.79605,855.98657,1277.44312,564.46918,860.91309,1284.35327,545.30994,805.67542,1301.04016,538.25592,769.71594
30,0.242,1318.23853,587.63544,931.11993,1334.98792,526.82556,912.67712,1308.49829,506.92871,881.62982,1293.54907,487.58472,854.80688,1269.38391,565.5116,860.47375,1277.03674,546.03149,804.59796,1294.328,539.12061,768.51617
31,0.25,1310.49866,587.17902,928.93262,1327.77527,528.43567,912.04382,1301.83167,508.41046,881.70154,1286.20557,487.90085,853.92584,1262.17078,567.9989,860.40247,1268.80481,545.38306,802.77869,1285.26587,538.55182,767.07813
32,0.258,1303.45593,589.48199,928.3045,1319.74048,529.31012,910.90015,1292.98816,508.35904,880.90192,1277.38306,487.40433,853.4021,1254.42273,568.0274,857.23828,1262.04382,544.56812,800.50281,1278.09656,539.13159,766.31757
33,0.267,1294.46509,587.93927,926.55481,1312.48108,530.79694,909.37714,1284.63562,508.47473,879.9444,1269.20898,487.45142,852.04285,1247.01453,567.90155,856.02563,1253.53479,544.06018,800.36768,1269.47998,538.79065,764.82684
34,0.275,1287.77954,589.17499,925.83081,1303.22034,529.76453,908.7099,1277.32581,509.40463,877.25061,1262.67432,487.97708,850.4342,1238.39478,567.91498,856.42676,1245.50696,545.664,798.53644,1261.80164,539.1604,763.31354
35,0.283,1279.50647,590.20294,925.13898,1294.45508,529.21967,907.06384,1267.95105,508.01682,877.87823,1254.97302,489.27087,850.28442,1230.745,567.56775,854.65027,1237.91895,546.00641,798.15979,1253.66687,539.16632,761.71448
36,0.292,1270.85864,589.29413,924.37073,1287.34436,530.60278,907.31793,1261.15881,510.84784,876.24493,1245.10352,488.33533,849.39282,1222.13916,569.61688,854.31824,1228.92065,545.47455,796.84003,1244.83069,539.09747,761.26776
37,0.3,1263.32458,590.16266,923.57135,1277.90076,529.12134,905.73749,1251.12488,509.40247,875.20679,1238.3042,490.42999,849.08051,1213.20557,568.07385,853.99939,1221.72913,546.54395,796.72546,1236.38464,540.29028,761.47565
38,0.308,1255.10425,589.82263,923.32385,1270.24475,530.39923,905.95483,1244.26941,510.89005,875.11041,1227.57117,490.94986,849.02936,1205.92212,570.72235,853.47772,1212.54846,547.00781,796.77051,1228.70105,540.35565,761.58417
39,0.317,1246.78918,591.73004,923.27325,1262.11121,530.01288,905.58679,1236.47339,511.20389,875.4743,1217.18994,490.59171,848.15137,1196.44019,569.52667,853.04443,1203.30298,548.00629,796.62958,1219.828,540.17676,761.3689
40,0.325,1237.9281,590.78699,923.16089,1254.28784,531.06348,907.58246,1228.34546,509.92947,874.57214,1205.979,489.32553,847.82697,1188.6377,571.25494,853.48901,1195.72961,548.07861,797.33923,1212.15381,541.41333,761.2887
