Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-292.29065,380.69116,883.77448,-313.39182,447.50726,788.91309,-357.6438,389.15073,736.2663
2,0.008,-291.78394,381.02905,883.99957,-313.39182,447.50726,788.91309,-357.17795,388.76944,736.2627
3,0.017,-291.78394,381.02905,883.99957,-313.39182,447.50726,788.91309,-357.17795,388.76944,736.2627
4,0.025,-291.81824,380.93564,884.01495,-313.2662,448.05457,788.98633,-357.6438,389.15073,736.2663
5,0.033,-292.29065,380.69116,883.77448,-313.84851,447.50967,788.89771,-357.6438,389.15073,736.2663
6,0.042,-292.09076,380.70703,883.80475,-313.84851,447.50967,788.89771,-357.34964,389.68384,736.15063
7,0.05,-292.29065,380.69116,883.77448,-313.63977,447.3158,789.06836,-357.17795,388.76944,736.2627
8,0.058,-292.60211,380.79318,883.88446,-313.2662,448.05457,788.98633,-357.6438,389.15073,736.2663
9,0.067,-292.63297,381.26877,883.94171,-313.84851,447.50967,788.89771,-357.6438,389.15073,736.2663
10,0.075,-292.29529,381.11517,884.07928,-313.94516,447.87399,788.69116,-357.34964,389.68384,736.15063
11,0.083,-292.36038,381.49741,884.15192,-314.06741,448.22992,788.91968,-357.6438,389.15073,736.2663
12,0.092,-292.63297,381.26877,883.94171,-313.72287,448.05698,788.97095,-357.34964,389.68384,736.15063
13,0.1,-292.63297,381.26877,883.94171,-313.96945,448.35242,789.12732,-357.34964,389.68384,736.15063
14,0.108,-292.58246,381.32608,884.34796,-314.03317,447.91531,788.98981,-357.34964,389.68384,736.15063
15,0.117,-292.58246,381.32608,884.34796,-313.72287,448.05698,788.97095,-357.34964,389.68384,736.15063
16,0.125,-292.58246,381.32608,884.34796,-314.06741,448.22992,788.91968,-357.34964,389.68384,736.15063
17,0.133,-292.58246,381.32608,884.34796,-314.03317,447.91531,788.98981,-357.34964,389.68384,736.15063
18,0.142,-293.10226,380.89719,884.13068,-314.06741,448.22992,788.91968,-357.71863,389.66098,736.12604
19,0.15,-293.10226,380.89719,884.13068,-314.06741,448.22992,788.91968,-357.34964,389.68384,736.15063
20,0.158,-292.58246,381.32608,884.34796,-314.34698,448.48428,789.0069,-357.34964,389.68384,736.15063
21,0.167,-292.58246,381.32608,884.34796,-314.06741,448.22992,788.91968,-357.34964,389.68384,736.15063
22,0.175,-292.58246,381.32608,884.34796,-314.37766,448.08826,788.93854,-357.34964,389.68384,736.15063
23,0.183,-292.58246,381.32608,884.34796,-314.65717,448.34259,789.02576,-357.34964,389.68384,736.15063
24,0.192,-292.58246,381.32608,884.34796,-314.59091,447.86026,788.73596,-357.34964,389.68384,736.15063
25,0.2,-293.10226,380.89719,884.13068,-314.37766,448.08826,788.93854,-357.34964,389.68384,736.15063
26,0.208,-292.58246,381.32608,884.34796,-315.14603,448.51819,789.08807,-357.35776,389.84622,736.00659
27,0.217,-292.58246,381.32608,884.34796,-315.14603,448.51819,789.08807,-357.71863,389.66098,736.12604
28,0.225,-293.10226,380.89719,884.13068,-315.14603,448.51819,789.08807,-357.71863,389.66098,736.12604
29,0.233,-292.58246,381.32608,884.34796,-315.14603,448.51819,789.08807,-357.71863,389.66098,736.12604
30,0.242,-292.68933,381.25168,884.39642,-315.14603,448.51819,789.08807,-357.34964,389.68384,736.15063
31,0.25,-292.70926,381.36917,884.27679,-315.14603,448.51819,789.08807,-357.69403,389.84027,735.97113
32,0.258,-293.10226,380.89719,884.13068,-315.35928,448.29025,788.88562,-357.69403,389.84027,735.97113
33,0.267,-293.2291,380.94025,884.05951,-315.35928,448.29025,788.88562,-357.71863,389.66098,736.12604
34,0.275,-292.81769,381.3038,884.31604,-315.14603,448.51819,789.08807,-357.71863,389.66098,736.12604
35,0.283,-292.81769,381.3038,884.31604,-315.50739,448.75363,789.01099,-357.69403,389.84027,735.97113
36,0.292,-293.33752,380.87488,884.09869,-315.41208,448.07343,788.60443,-357.69403,389.84027,735.97113
37,0.3,-293.85046,381.40906,884.26227,-315.35928,448.29025,788.88562,-357.71863,389.66098,736.12604
38,0.308,-294.36362,381.89883,884.24139,-315.72064,448.52573,788.80847,-357.71863,389.66098,736.12604
39,0.317,-293.74246,381.40692,883.94617,-315.50739,448.75363,789.01099,-358.01276,389.12787,736.24164
40,0.325,-293.33752,380.87488,884.09869,-315.72064,448.52573,788.80847,-358.01276,389.12787,736.24164
41,0.333,-293.33752,380.87488,884.09869,-315.72064,448.52573,788.80847,-358.14658,389.40338,736.13678
42,0.342,-294.36362,381.89883,884.24139,-315.8457,448.3902,788.40973,-357.71863,389.66098,736.12604
43,0.35,-294.36362,381.89883,884.24139,-315.8457,448.3902,788.40973,-358.01276,389.12787,736.24164
44,0.358,-294.36362,381.89883,884.24139,-315.50739,448.75363,789.01099,-358.14658,389.40338,736.13678
45,0.367,-293.85092,381.34158,883.98535,-315.8457,448.3902,788.40973,-358.12198,389.5827,735.98193
46,0.375,-294.36362,381.89883,884.24139,-315.58084,448.56332,788.07568,-358.14658,389.40338,736.13678
47,0.383,-293.85092,381.34158,883.98535,-315.58084,448.56332,788.07568,-358.25574,389.62927,735.65491
48,0.392,-293.33752,380.87488,884.09869,-315.70654,448.01587,788.00238,-358.25574,389.62927,735.65491
49,0.4,-293.2291,380.94025,884.05951,-315.8457,448.3902,788.40973,-358.25574,389.62927,735.65491
50,0.408,-293.85092,381.34158,883.98535,-315.8457,448.3902,788.40973,-358.23111,389.80853,735.5
51,0.417,-294.36362,381.89883,884.24139,-315.8457,448.3902,788.40973,-358.23111,389.80853,735.5
52,0.425,-294.36362,381.89883,884.24139,-315.58084,448.56332,788.07568,-358.23111,389.80853,735.5
53,0.433,-293.85092,381.34158,883.98535,-315.58084,448.56332,788.07568,-358.23111,389.80853,735.5
54,0.442,-293.85092,381.34158,883.98535,-315.70654,448.01587,788.00238,-358.25574,389.62927,735.65491
55,0.45,-293.85092,381.34158,883.98535,-315.58084,448.56332,788.07568,-358.23111,389.80853,735.5
56,0.458,-294.36362,381.89883,884.24139,-315.70654,448.01587,788.00238,-358.25574,389.62927,735.65491
57,0.467,-293.74246,381.40692,883.94617,-315.70654,448.01587,788.00238,-358.25574,389.62927,735.65491
58,0.475,-293.33752,380.87488,884.09869,-315.58084,448.56332,788.07568,-358.25574,389.62927,735.65491
59,0.483,-293.2291,380.94025,884.05951,-315.58084,448.56332,788.07568,-358.23111,389.80853,735.5
60,0.492,-293.74246,381.40692,883.94617,-315.70654,448.01587,788.00238,-358.36771,389.30463,735.29785
61,0.5,-293.38147,381.71317,883.79639,-315.70654,448.01587,788.00238,-358.36771,389.30463,735.29785
62,0.508,-292.86826,381.24649,883.90973,-315.58084,448.56332,788.07568,-358.34302,389.48389,735.14288
63,0.517,-293.27304,381.7785,883.7572,-315.58084,448.56332,788.07568,-358.36771,389.30463,735.29785
64,0.525,-293.85092,381.34158,883.98535,-315.58084,448.56332,788.07568,-358.74921,389.18393,735.35803
65,0.533,-294.36362,381.89883,884.24139,-315.70654,448.01587,788.00238,-358.6167,389.40628,735.15839
66,0.542,-294.36362,381.89883,884.24139,-315.70654,448.01587,788.00238,-358.36771,389.30463,735.29785
67,0.55,-293.85092,381.34158,883.98535,-315.70654,448.01587,788.00238,-358.34302,389.48389,735.14288
68,0.558,-293.33752,380.87488,884.09869,-315.70654,448.01587,788.00238,-358.34302,389.48389,735.14288
69,0.567,-293.74246,381.40692,883.94617,-315.58084,448.56332,788.07568,-358.36771,389.30463,735.29785
70,0.575,-293.85092,381.34158,883.98535,-315.58084,448.56332,788.07568,-358.86395,388.61847,735.23083
71,0.583,-294.36362,381.89883,884.24139,-315.58084,448.56332,788.07568,-358.36771,389.30463,735.29785
72,0.592,-293.85092,381.34158,883.98535,-315.70654,448.01587,788.00238,-358.74921,389.18393,735.35803
73,0.6,-293.85092,381.34158,883.98535,-315.70654,448.01587,788.00238,-358.36771,389.30463,735.29785
74,0.608,-294.36362,381.89883,884.24139,-315.70654,448.01587,788.00238,-358.36771,389.30463,735.29785
75,0.617,-294.36362,381.89883,884.24139,-315.58084,448.56332,788.07568,-358.68387,389.39313,735.18158
76,0.625,-293.85092,381.34158,883.98535,-315.70654,448.01587,788.00238,-359.24536,388.49768,735.29095
77,0.633,-293.74246,381.40692,883.94617,-315.58084,448.56332,788.07568,-358.74921,389.18393,735.35803
78,0.642,-293.74246,381.40692,883.94617,-315.70654,448.01587,788.00238,-358.86395,388.61847,735.23083
79,0.65,-294.25519,381.96417,884.20221,-316.0043,449.02014,788.06085,-359.24536,388.49768,735.29095
80,0.658,-294.25519,381.96417,884.20221,-315.70654,448.01587,788.00238,-358.86395,388.61847,735.23083
81,0.667,-294.36362,381.89883,884.24139,-315.70654,448.01587,788.00238,-358.34302,389.48389,735.14288
82,0.675,-294.36362,381.89883,884.24139,-315.58084,448.56332,788.07568,-358.34302,389.48389,735.14288
