Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-281.37607,-175.57265,921.24982,-324.11972,-250.27937,789.00635,-333.79578,-173.25819,737.91785
2,0.008,-281.37607,-175.57265,921.24982,-324.11972,-250.27937,789.00635,-333.61142,-173.53537,738.75568
3,0.017,-281.93176,-176.74783,922.2962,-324.11972,-250.27937,789.00635,-333.79578,-173.25819,737.91785
4,0.025,-281.93176,-176.74783,922.2962,-324.11972,-250.27937,789.00635,-333.61142,-173.53537,738.75568
5,0.033,-282.57053,-176.02061,922.22827,-324.11972,-250.27937,789.00635,-333.61142,-173.53537,738.75568
6,0.042,-281.93176,-176.74783,922.2962,-324.5177,-250.1902,789.23547,-334.59097,-171.97285,737.78204
7,0.05,-281.79233,-176.98537,922.56079,-324.34006,-249.9745,789.37518,-333.79578,-173.25819,737.91785
8,0.058,-280.55893,-175.05988,921.85114,-324.5177,-250.1902,789.23547,-334.55582,-172.41649,738.85785
9,0.067,-281.83368,-176.5685,922.38135,-324.34006,-249.9745,789.37518,-333.61142,-173.53537,738.75568
10,0.075,-281.83368,-176.5685,922.38135,-324.34006,-249.9745,789.37518,-334.68024,-173.06563,739.13013
11,0.083,-281.83368,-176.5685,922.38135,-324.34006,-249.9745,789.37518,-334.68024,-173.06563,739.13013
12,0.092,-281.90619,-176.71507,922.86493,-324.34006,-249.9745,789.37518,-334.68024,-173.06563,739.13013
13,0.1,-281.90619,-176.71507,922.86493,-324.34006,-249.9745,789.37518,-334.68024,-173.06563,739.13013
14,0.108,-281.987,-176.53215,922.60797,-324.34006,-249.9745,789.37518,-334.68024,-173.06563,739.13013
15,0.117,-281.83368,-176.5685,922.38135,-324.34006,-249.9745,789.37518,-334.68024,-173.06563,739.13013
16,0.125,-281.987,-176.53215,922.60797,-324.36499,-249.72609,789.60699,-334.68024,-173.06563,739.13013
17,0.133,-282.54495,-175.98792,922.79694,-324.18829,-250.01328,789.56128,-334.68024,-173.06563,739.13013
18,0.142,-282.47241,-175.84135,922.31335,-324.36499,-249.72609,789.60699,-333.61142,-173.53537,738.75568
19,0.15,-282.62576,-175.80499,922.53998,-324.34006,-249.9745,789.37518,-333.61142,-173.53537,738.75568
20,0.158,-282.62576,-175.80499,922.53998,-324.36499,-249.72609,789.60699,-333.61142,-173.53537,738.75568
21,0.167,-282.54495,-175.98792,922.79694,-324.36499,-249.72609,789.60699,-334.68024,-173.06563,739.13013
22,0.175,-282.54495,-175.98792,922.79694,-324.36499,-249.72609,789.60699,-334.68024,-173.06563,739.13013
23,0.183,-282.62576,-175.80499,922.53998,-324.21326,-249.76486,789.79309,-334.68024,-173.06563,739.13013
24,0.192,-282.95187,-175.91229,922.68329,-324.21326,-249.76486,789.79309,-333.61142,-173.53537,738.75568
25,0.2,-282.95187,-175.91229,922.68329,-324.21326,-249.76486,789.79309,-333.61142,-173.53537,738.75568
26,0.208,-283.50909,-175.36635,922.87213,-324.21326,-249.76486,789.79309,-333.61142,-173.53537,738.75568
27,0.217,-282.87103,-176.09517,922.94025,-324.3949,-249.79747,790.13788,-333.56409,-173.9006,738.97095
28,0.225,-283.50909,-175.36635,922.87213,-324.21326,-249.76486,789.79309,-333.61142,-173.53537,738.75568
29,0.233,-282.87103,-176.09517,922.94025,-324.54681,-250.06572,790.37762,-333.61142,-173.53537,738.75568
30,0.242,-282.87103,-176.09517,922.94025,-324.54681,-250.06572,790.37762,-333.61142,-173.53537,738.75568
31,0.25,-282.87103,-176.09517,922.94025,-324.31815,-250.30255,790.57172,-333.61142,-173.53537,738.75568
32,0.258,-282.87103,-176.09517,922.94025,-324.54681,-250.06572,790.37762,-333.56409,-173.9006,738.97095
33,0.267,-283.58994,-175.18347,922.61517,-324.13644,-250.27,790.22699,-333.56409,-173.9006,738.97095
34,0.275,-283.50909,-175.36635,922.87213,-324.31815,-250.30255,790.57172,-333.56409,-173.9006,738.97095
35,0.283,-283.04578,-175.96365,923.04602,-324.31815,-250.30255,790.57172,-333.56409,-173.9006,738.97095
36,0.292,-282.87103,-176.09517,922.94025,-324.31815,-250.30255,790.57172,-332.92419,-174.17929,739.16144
37,0.3,-283.50909,-175.36635,922.87213,-324.31815,-250.30255,790.57172,-333.56409,-173.9006,738.97095
38,0.308,-283.50909,-175.36635,922.87213,-324.31815,-250.30255,790.57172,-332.92419,-174.17929,739.16144
39,0.317,-283.29718,-175.4574,922.6532,-324.31815,-250.30255,790.57172,-332.92419,-174.17929,739.16144
40,0.325,-282.65912,-176.18619,922.72125,-324.31815,-250.30255,790.57172,-332.92419,-174.17929,739.16144
41,0.333,-282.87103,-176.09517,922.94025,-324.16623,-250.03438,790.33203,-332.92419,-174.17929,739.16144
42,0.342,-283.50909,-175.36635,922.87213,-324.16623,-250.03438,790.33203,-332.92419,-174.17929,739.16144
43,0.35,-283.50909,-175.36635,922.87213,-324.16623,-250.03438,790.33203,-332.1973,-174.50017,738.82373
44,0.358,-282.87103,-176.09517,922.94025,-324.16623,-250.03438,790.33203,-332.1973,-174.50017,738.82373
45,0.367,-283.04578,-175.96365,923.04602,-324.16623,-250.03438,790.33203,-332.92419,-174.17929,739.16144
