Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-225.55318,-233.03156,884.6369,-189.90253,-263.01068,705.47113,-227.97711,-195.5892,674.2298
2,0.008,-225.67484,-232.52951,884.54797,-189.78702,-263.0632,705.35333,-227.97711,-195.5892,674.2298
3,0.017,-225.67484,-232.52951,884.54797,-189.88666,-263.15112,705.47089,-227.97711,-195.5892,674.2298
4,0.025,-225.76604,-232.21523,884.43353,-189.78702,-263.0632,705.35333,-227.97711,-195.5892,674.2298
5,0.033,-225.63243,-232.73579,884.5993,-189.93542,-262.99353,705.38751,-227.97711,-195.5892,674.2298
6,0.042,-225.71045,-232.74539,884.52881,-189.78702,-263.0632,705.35333,-227.97711,-195.5892,674.2298
7,0.05,-225.71045,-232.74539,884.52881,-189.83578,-262.90558,705.2699,-227.97711,-195.5892,674.2298
8,0.058,-225.76563,-232.52762,884.47638,-189.93542,-262.99353,705.38751,-227.82704,-195.72893,674.23059
9,0.067,-225.67361,-232.85852,884.46869,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
10,0.075,-225.84404,-232.22482,884.36304,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
11,0.083,-225.80244,-232.41446,884.5365,-189.93542,-262.99353,705.38751,-228.27847,-195.05334,674.09344
12,0.092,-225.92128,-232.2269,884.25299,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
13,0.1,-225.84404,-232.22482,884.36304,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
14,0.108,-225.80244,-232.41446,884.5365,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
15,0.117,-225.73943,-232.59103,884.31006,-189.93542,-262.99353,705.38751,-227.97711,-195.5892,674.2298
16,0.125,-225.92128,-232.2269,884.25299,-189.79007,-263.05194,705.16229,-228.27847,-195.05334,674.09344
17,0.133,-226.00406,-232.47295,884.13593,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
18,0.142,-225.88446,-232.34007,884.19281,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
19,0.15,-225.88446,-232.34007,884.19281,-189.93542,-262.99353,705.38751,-228.27847,-195.05334,674.09344
20,0.158,-225.82303,-232.35107,884.05859,-189.83578,-262.90558,705.2699,-228.27847,-195.05334,674.09344
21,0.167,-225.89941,-232.83908,884.08295,-189.73335,-262.87283,704.98712,-228.27847,-195.05334,674.09344
22,0.175,-225.70259,-232.70418,884.24988,-189.79007,-263.05194,705.16229,-228.27847,-195.05334,674.09344
