Frame#,Time,C7.x,C7.y,C7.z,R.Shoulder.x,R.Shoulder.y,R.Shoulder.z,L.Shoulder.x,L.Shoulder.y,L.Shoulder.z
1,0,-285.6868,39.81256,1086.5957,-259.29471,-182.76105,1008.35107,-202.14935,208.69254,1035.33826
2,0.008,-285.78403,39.99025,1086.84509,-259.29471,-182.76105,1008.35107,-202.2666,208.8916,1035.27136
3,0.017,-285.78403,39.99025,1086.84509,-259.44839,-182.78273,1008.40308,-202.25,208.73093,1035.17957
4,0.025,-285.6868,39.81256,1086.5957,-259.57449,-182.8533,1008.39899,-202.2666,208.8916,1035.27136
5,0.033,-285.6868,39.81256,1086.5957,-259.57449,-182.8533,1008.39899,-202.2666,208.8916,1035.27136
6,0.042,-285.87668,39.60383,1086.52454,-259.57449,-182.8533,1008.39899,-202.41905,208.69223,1034.85144
7,0.05,-285.97394,39.78149,1086.77393,-259.66394,-183.03125,1008.41675,-202.2666,208.8916,1035.27136
8,0.058,-285.78403,39.99025,1086.84509,-259.57449,-182.8533,1008.39899,-202.41905,208.69223,1034.85144
9,0.067,-285.78403,39.99025,1086.84509,-259.57449,-182.8533,1008.39899,-202.41905,208.69223,1034.85144
10,0.075,-285.69504,40.19363,1086.74561,-259.57449,-182.8533,1008.39899,-202.44704,208.77721,1034.72559
11,0.083,-285.69504,40.19363,1086.74561,-259.66394,-183.03125,1008.41675,-202.44704,208.77721,1034.72559
12,0.092,-285.69504,40.19363,1086.74561,-259.81897,-183.03613,1008.53827,-202.41905,208.69223,1034.85144
13,0.1,-285.59778,40.01594,1086.49622,-259.57449,-182.8533,1008.39899,-202.41905,208.69223,1034.85144
14,0.108,-285.59778,40.01594,1086.49622,-259.57449,-182.8533,1008.39899,-202.31522,208.80081,1034.83386
15,0.117,-285.59778,40.01594,1086.49622,-259.57449,-182.8533,1008.39899,-202.28723,208.71584,1034.95972
16,0.125,-285.59778,40.01594,1086.49622,-259.57449,-182.8533,1008.39899,-202.44704,208.77721,1034.72559
17,0.133,-285.59778,40.01594,1086.49622,-259.57449,-182.8533,1008.39899,-202.28723,208.71584,1034.95972
18,0.142,-285.69504,40.19363,1086.74561,-259.66394,-183.03125,1008.41675,-202.31522,208.80081,1034.83386
19,0.15,-285.69504,40.19363,1086.74561,-259.57449,-182.8533,1008.39899,-202.31522,208.80081,1034.83386
20,0.158,-285.59778,40.01594,1086.49622,-259.57449,-182.8533,1008.39899,-202.41905,208.69223,1034.85144
21,0.167,-285.59778,40.01594,1086.49622,-259.66394,-183.03125,1008.41675,-202.41905,208.69223,1034.85144
22,0.175,-285.59778,40.01594,1086.49622,-259.63971,-182.91243,1008.32324,-202.31522,208.80081,1034.83386
23,0.183,-285.6868,39.81256,1086.5957,-259.66394,-183.03125,1008.41675,-201.51257,208.80341,1034.89685
24,0.192,-285.59778,40.01594,1086.49622,-259.70099,-183.03664,1008.26642,-201.76642,208.56766,1035.05383
25,0.2,-285.59778,40.01594,1086.49622,-259.49344,-182.94092,1007.93927,-201.76642,208.56766,1035.05383
26,0.208,-285.6868,39.81256,1086.5957,-259.51767,-183.05974,1008.03284,-201.65349,208.50098,1035.09937
27,0.217,-285.59778,40.01594,1086.49622,-259.40924,-183.06136,1008.01135,-201.65349,208.50098,1035.09937
28,0.225,-285.59778,40.01594,1086.49622,-259.43347,-183.18019,1008.10486,-200.90086,208.62228,1034.73584
29,0.233,-285.59778,40.01594,1086.49622,-259.56168,-183.19353,1008.15253,-200.66832,208.48012,1034.70959
30,0.242,-285.59778,40.01594,1086.49622,-259.51767,-183.05974,1008.03284,-200.66832,208.48012,1034.70959
31,0.25,-285.47061,39.99082,1086.59924,-259.56168,-183.19353,1008.15253,-200.59186,208.32953,1034.55688
32,0.258,-285.59778,40.01594,1086.49622,-259.38943,-183.0464,1007.98517,-200.30492,208.68427,1034.46509
33,0.267,-285.33417,40.03332,1086.69263,-259.38943,-183.0464,1007.98517,-200.35153,208.48944,1034.69922
34,0.275,-284.96158,40.11735,1086.48572,-259.38943,-183.0464,1007.98517,-200.29816,208.69504,1034.5249
35,0.283,-284.96158,40.11735,1086.48572,-259.38943,-183.0464,1007.98517,-200.35153,208.48944,1034.69922
36,0.292,-285.02698,39.8336,1086.68164,-259.38943,-183.0464,1007.98517,-200.27502,208.33885,1034.54663
37,0.3,-284.96158,40.11735,1086.48572,-259.38943,-183.0464,1007.98517,-199.96686,208.67035,1034.51721
38,0.308,-285.00259,39.51743,1086.96521,-259.38495,-183.14929,1007.89191,-199.96686,208.67035,1034.51721
39,0.317,-285.00259,39.51743,1086.96521,-259.38495,-183.14929,1007.89191,-200.27502,208.33885,1034.54663
40,0.325,-285.00259,39.51743,1086.96521,-259.38495,-183.14929,1007.89191,-200.27502,208.33885,1034.54663
41,0.333,-285.00259,39.51743,1086.96521,-259.24072,-183.24815,1007.89893,-200.27502,208.33885,1034.54663
42,0.342,-285.00259,39.51743,1086.96521,-259.24072,-183.24815,1007.89893,-200.33257,208.18155,1034.46631
43,0.35,-285.00259,39.51743,1086.96521,-259.16895,-183.41217,1007.73047,-200.33257,208.18155,1034.46631
44,0.358,-285.00259,39.51743,1086.96521,-259.03033,-183.39835,1007.67853,-200.27502,208.33885,1034.54663
