Frame#,Time,R.Thigh.x,R.Thigh.y,R.Thigh.z,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z,R.Knee.x,R.Knee.y,R.Knee.z,R.Knee.Medial.x,R.Knee.Medial.y,R.Knee.Medial.z
1,0,167.72401,-161.2545,581.36951,233.66194,-86.65058,493.48773,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
2,0.008,167.72046,-161.36366,581.27478,233.63391,-86.8989,493.3558,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
3,0.017,167.4865,-161.37376,581.32605,233.53755,-86.85139,493.47354,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
4,0.025,167.72401,-161.2545,581.36951,233.582,-86.85222,493.66064,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
5,0.033,167.35123,-161.54358,581.46051,233.41493,-87.13103,493.79742,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
6,0.042,167.50362,-161.55278,581.41327,233.48694,-87.00894,493.70572,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
7,0.05,167.72046,-161.36366,581.27478,233.41493,-87.13103,493.79742,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
8,0.058,167.48079,-161.28975,581.40112,233.41493,-87.13103,493.79742,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
9,0.067,167.72046,-161.36366,581.27478,233.41986,-86.98021,493.55206,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
10,0.075,167.17273,-161.34071,581.43585,233.28038,-87.11234,493.48495,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
11,0.083,167.03746,-161.51051,581.57031,233.16559,-87.23584,493.38699,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
12,0.092,167.50362,-161.55278,581.41327,233.16559,-87.23584,493.38699,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
13,0.1,167.50362,-161.55278,581.41327,233.34785,-87.10232,493.64377,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
14,0.108,167.2688,-161.47649,581.54053,233.16742,-87.16719,493.69495,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
15,0.117,167.03746,-161.51051,581.57031,233.34746,-87.14108,493.63864,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
16,0.125,167.90414,-161.2115,581.07837,233.40157,-86.91713,493.71182,182.79961,-140.11308,420.15851,186.54657,-7.52405,408.17276
17,0.133,167.28741,-161.19429,581.25214,233.37544,-86.95564,493.43988,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
18,0.142,167.50362,-161.55278,581.41327,233.16559,-87.23584,493.38699,182.68661,-140.32184,420.34271,186.54657,-7.52405,408.17276
