Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,302.82816,-136.49829,1378.35205,257.88013,91.55329,1406.85364,142.52927,-119.18931,1400.92188,116.44021,43.22463,1405.30627,96.92149,-110.56441,1336.15857
2,0.008,302.82834,-136.64565,1378.14844,257.75198,91.55633,1406.8938,142.03911,-119.9057,1400.84485,116.21468,43.58942,1404.89783,96.70348,-110.37504,1335.96851
3,0.017,302.55789,-136.98074,1378.4541,257.29941,92.09512,1406.67126,142.52927,-119.18931,1400.92188,116.18472,43.38013,1404.81873,96.70348,-110.37504,1335.96851
4,0.025,302.55789,-136.98074,1378.4541,256.55341,91.88296,1406.67419,142.54886,-119.01418,1400.66064,115.91293,43.33385,1404.77856,96.70348,-110.37504,1335.96851
5,0.033,302.38574,-137.00722,1378.51147,256.44998,91.932,1406.62866,142.0587,-119.73057,1400.58374,115.91293,43.33385,1404.77856,96.4915,-109.66267,1335.85156
6,0.042,302.5311,-136.80936,1378.52649,255.72948,91.97371,1406.39197,142.0587,-119.73057,1400.58374,115.82626,42.99468,1404.48621,96.70348,-110.37504,1335.96851
7,0.05,302.5311,-136.80936,1378.52649,255.63525,92.18288,1406.36157,141.88646,-120.07763,1400.99939,115.82626,42.99468,1404.48621,96.56476,-110.22926,1335.93311
8,0.058,302.34177,-136.87091,1378.5448,255.46654,92.37308,1406.58582,141.88646,-120.07763,1400.99939,115.56912,42.90535,1404.37146,96.70348,-110.37504,1335.96851
9,0.067,302.5311,-136.80936,1378.52649,255.46654,92.37308,1406.58582,141.88646,-120.07763,1400.99939,115.56912,42.90535,1404.37146,96.67198,-110.38432,1335.93005
10,0.075,302.64828,-136.21869,1378.36511,255.16351,92.50998,1406.67725,141.88646,-120.07763,1400.99939,115.56912,42.90535,1404.37146,96.87763,-110.56947,1336.09583
11,0.083,302.64828,-136.21869,1378.36511,255.16351,92.50998,1406.67725,141.88646,-120.07763,1400.99939,115.19326,42.87,1404.39661,96.87763,-110.56947,1336.09583
12,0.092,302.64828,-136.21869,1378.36511,255.16351,92.50998,1406.67725,141.88646,-120.07763,1400.99939,115.00289,42.72192,1404.63257,96.87763,-110.56947,1336.09583
13,0.1,302.64828,-136.21869,1378.36511,255.16351,92.50998,1406.67725,141.88646,-120.07763,1400.99939,114.34364,42.30094,1405.00708,96.87763,-110.56947,1336.09583
14,0.108,302.54022,-135.80939,1378.19043,254.9738,92.33534,1406.77344,142.03911,-119.9057,1400.84485,114.34364,42.30094,1405.00708,97.08088,-111.02993,1336.25073
15,0.117,302.80307,-135.55128,1378.01965,254.9738,92.33534,1406.77344,142.03911,-119.9057,1400.84485,114.67403,42.44135,1404.61328,97.13513,-111.38367,1336.36035
16,0.125,302.63086,-135.57779,1378.0769,254.9738,92.33534,1406.77344,141.93776,-120.34927,1401.11694,114.33942,42.15276,1405.16479,97.23102,-111.70576,1336.23059
17,0.133,302.63086,-135.57779,1378.0769,254.94887,92.27594,1406.88159,141.93776,-120.34927,1401.11694,114.33942,42.15276,1405.16479,96.81423,-111.8155,1336.07751
18,0.142,302.63086,-135.57779,1378.0769,254.94887,92.27594,1406.88159,141.93776,-120.34927,1401.11694,114.33942,42.15276,1405.16479,96.71835,-111.49335,1336.20715
19,0.15,302.52924,-135.25784,1377.86328,254.68047,92.46228,1407.06128,141.76578,-120.16582,1400.94006,114.33942,42.15276,1405.16479,96.55868,-111.60361,1336.16418
20,0.158,302.25476,-135.33136,1377.75513,254.56046,92.4417,1406.80798,141.2207,-120.00085,1401.03406,114.33942,42.15276,1405.16479,96.50439,-111.24983,1336.05457
