Frame#,Time,R.Thigh.x,R.Thigh.y,R.Thigh.z,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z,R.Knee.x,R.Knee.y,R.Knee.z,R.Knee.Medial.x,R.Knee.Medial.y,R.Knee.Medial.z
1,0,250.41881,-187.99666,611.97949,340.7037,-138.28603,523.00885,298.10379,-183.34592,467.2547,313.85434,-93.80122,446.72311
2,0.008,250.14354,-188.06563,612.32001,340.83655,-138.14182,522.95795,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
3,0.017,250.41881,-187.99666,611.97949,340.7037,-138.28603,523.00885,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
4,0.025,250.41881,-187.99666,611.97949,340.7037,-138.28603,523.00885,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
5,0.033,250.41881,-187.99666,611.97949,340.7037,-138.28603,523.00885,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
6,0.042,250.41881,-187.99666,611.97949,340.83655,-138.14182,522.95795,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
7,0.05,250.41881,-187.99666,611.97949,340.7037,-138.28603,523.00885,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
8,0.058,250.41881,-187.99666,611.97949,340.66901,-138.45906,523.1507,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
9,0.067,250.41881,-187.99666,611.97949,340.83655,-138.14182,522.95795,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
10,0.075,249.93005,-187.78242,612.01617,340.66901,-138.45906,523.1507,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
11,0.083,250.41881,-187.99666,611.97949,340.66901,-138.45906,523.1507,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
12,0.092,250.41881,-187.99666,611.97949,340.7037,-138.28603,523.00885,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
13,0.1,250.14354,-188.06563,612.32001,340.66901,-138.45906,523.1507,297.91357,-183.51228,467.11469,313.85434,-93.80122,446.72311
14,0.108,249.60085,-188.01056,612.12903,340.66901,-138.45906,523.1507,297.72928,-183.565,466.9574,313.85434,-93.80122,446.72311
15,0.117,249.60085,-188.01056,612.12903,340.66901,-138.45906,523.1507,297.72928,-183.565,466.9574,313.85434,-93.80122,446.72311
16,0.125,249.65479,-187.85138,612.35669,340.49832,-138.71069,523.02441,297.72928,-183.565,466.9574,313.85434,-93.80122,446.72311
17,0.133,249.32555,-188.0795,612.46948,340.50769,-138.74367,523.11322,297.59113,-183.80293,467.16214,313.85434,-93.80122,446.72311
18,0.142,249.60085,-188.01056,612.12903,340.49832,-138.71069,523.02441,297.38315,-184.09029,466.84103,313.85434,-93.80122,446.72311
19,0.15,249.22363,-188.25932,612.3551,340.33701,-138.99527,522.98694,297.38315,-184.09029,466.84103,313.85434,-93.80122,446.72311
