Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,311.95346,-12.75651,1188.22083,304.6329,-54.51369,1161.63379,342.81335,-97.6972,1140.67834,399.20041,-129.99344,1156.94348,373.01843,-46.26281,1225.12329,425.49292,-71.79257,1223.25159,474.99582,-86.12175,1221.81689
2,0.008,311.05496,-10.87439,1191.52026,303.88574,-51.99907,1164.13354,342.52151,-96.49007,1144.32227,398.69891,-129.53542,1159.52832,372.09161,-45.42159,1229.11169,424.57437,-70.31729,1226.88757,474.23318,-83.8155,1225.92566
3,0.017,310.70844,-9.77752,1194.30823,302.60904,-52.89419,1168.8667,342.00616,-94.23785,1147.62292,398.6127,-127.1739,1164.11084,372.03452,-43.49331,1231.65857,423.32495,-69.51151,1231.24451,473.73193,-82.52005,1229.84521
4,0.025,310.79059,-8.39548,1197.06165,303.11505,-50.74101,1170.703,340.97476,-93.92389,1151.01831,398.49252,-125.1895,1166.89221,370.65479,-41.60381,1235.59119,422.68512,-67.08173,1234.2959,472.78964,-80.86516,1233.80396
5,0.033,309.16272,-7.6834,1199.99426,302.13058,-49.59161,1174.77063,340.86188,-93.29838,1153.5271,398.93448,-123.93638,1171.21033,369.71426,-40.33496,1238.52991,421.82236,-65.25182,1238.66455,472.41614,-78.29489,1237.70386
6,0.042,308.68878,-4.63604,1202.62378,303.63474,-47.30544,1175.55249,341.74115,-91.23656,1157.22021,397.6084,-123.76633,1175.27185,369.71912,-38.79263,1242.08777,421.39371,-63.75135,1241.89246,471.83243,-77.22475,1241.72925
7,0.05,307.84854,-3.20814,1205.5481,302.52933,-45.74334,1179.38599,341.60458,-88.52843,1160.20532,397.36984,-122.2328,1178.60229,369.09869,-35.62698,1245.27673,421.37854,-60.87346,1245.0697,471.4855,-74.55424,1245.17078
8,0.058,307.93289,-1.95627,1208.0885,302.64755,-43.0157,1182.7312,342.03964,-86.90345,1163.5592,397.77698,-118.78654,1182.48462,368.15213,-33.39304,1248.41418,421.26953,-59.16435,1248.85474,471.20215,-72.23611,1249.23145
9,0.067,307.39291,1.11595,1212.07959,301.52676,-42.39262,1184.6167,340.74564,-86.35725,1166.75854,397.04739,-117.99167,1185.9989,368.23776,-32.70076,1251.04578,420.01331,-57.0084,1252.34973,471.28568,-69.17445,1253.16211
10,0.075,307.34009,1.69455,1213.9292,301.07629,-40.83218,1189.14001,341.25476,-83.5376,1170.34241,397.64108,-115.97887,1189.57471,368.22885,-29.28796,1254.36194,419.91019,-53.74165,1255.40015,470.69473,-66.90203,1256.46582
11,0.083,307.83032,3.72389,1216.22913,302.51294,-38.82663,1190.49609,340.92404,-81.07095,1173.3999,397.85211,-112.68176,1192.71729,367.49506,-26.95164,1257.77661,419.86038,-51.29659,1259.07715,470.2453,-64.17603,1259.87097
12,0.092,307.35522,6.27665,1219.68872,301.18625,-37.05853,1193.66602,340.35461,-81.05775,1176.00098,397.8515,-111.49012,1195.94812,366.78326,-25.39574,1260.34863,419.31363,-49.46615,1261.97754,469.72113,-62.52456,1263.83545
13,0.1,306.45331,8.93004,1221.1875,301.24902,-34.30622,1196.89111,341.26321,-79.0687,1178.49402,397.59814,-108.55974,1199.22339,365.92142,-22.75916,1263.38159,418.73563,-46.77801,1265.66528,468.91769,-58.51762,1266.88452
14,0.108,305.83228,9.92875,1223.33081,301.37274,-33.19089,1198.92688,341.16931,-75.99209,1182.20203,398.4509,-105.6739,1202.13416,365.23071,-20.89987,1266.39539,418.54694,-44.92046,1268.13501,468.79044,-56.15103,1270.27075
15,0.117,305.05283,12.77752,1226.16663,300.44006,-31.1463,1200.11755,341.42084,-73.52677,1185.12756,397.77884,-104.88079,1205.44836,365.02338,-16.99871,1269.23633,417.6438,-40.68541,1271.38501,468.56619,-52.19194,1273.75024
16,0.125,304.98215,14.58251,1228.89502,300.27521,-28.4323,1202.18359,340.0459,-72.7831,1188.18726,398.26758,-102.15008,1208.16333,365.14954,-15.48333,1271.72095,417.56458,-38.69207,1274.31274,467.99976,-51.58101,1276.52417
17,0.133,305.16788,16.55463,1230.82092,301.41937,-26.92703,1204.33521,340.73322,-69.35472,1190.07031,399.36282,-98.42491,1211.01636,364.64124,-13.36084,1274.19849,417.56326,-36.22583,1277.11121,467.62546,-47.38148,1279.81482
18,0.142,304.37717,19.63349,1233.17651,301.00836,-23.83491,1207.49023,341.91638,-67.02882,1192.57947,399.40506,-95.65222,1213.29602,364.12152,-10.09022,1276.57483,416.96204,-32.51861,1279.96985,468.12033,-44.22233,1283.02332
19,0.15,304.9982,21.57882,1235.19739,300.1326,-21.77434,1209.27881,341.88388,-66.00732,1195.35107,399.04108,-93.20704,1216.76404,364.16809,-7.81561,1279.12964,417.10965,-30.4479,1282.36182,467.61206,-41.53933,1285.64954
20,0.158,304.59778,23.70366,1236.87158,301.13257,-20.49681,1211.86169,342.28088,-63.72536,1197.75061,398.38635,-92.7362,1219.97607,363.52609,-4.01326,1280.79138,416.74988,-26.84148,1284.62061,467.32657,-38.12647,1288.50476
21,0.167,304.06046,26.91914,1238.80115,300.39017,-17.19924,1213.80603,342.83511,-60.4241,1199.99805,398.79443,-88.88474,1220.71509,363.35635,-1.95728,1283.5918,416.15585,-24.26966,1287.51062,467.48163,-35.01451,1290.86145
22,0.175,303.72134,28.2366,1240.93384,300.53058,-14.62276,1216.53491,341.9397,-58.2044,1202.23657,398.85327,-86.02694,1224.8916,363.15689,1.41627,1285.80042,416.4603,-20.35899,1290.0968,467.63705,-31.40836,1293.5946
23,0.183,303.20984,32.43032,1242.57813,300.22943,-12.44838,1219.08081,343.01697,-55.07463,1204.53198,399.96716,-83.42884,1227.77783,363.4389,3.75307,1287.74719,416.60675,-18.37926,1292.1969,466.98978,-28.00039,1296.19446
24,0.192,303.37778,34.15632,1244.60217,300.77179,-10.28927,1219.21509,343.16223,-52.82714,1206.2373,400.83743,-79.49876,1229.53857,362.93192,6.33949,1289.78906,415.99252,-14.00785,1293.70215,467.13989,-24.14303,1298.74951
25,0.2,303.42267,36.3275,1245.25867,300.45563,-7.59054,1221.52258,342.96603,-51.29598,1208.1853,401.20453,-76.95541,1231.52454,362.67056,9.17126,1291.62683,416.29126,-12.65768,1296.51135,466.80035,-22.29146,1300.63538
26,0.208,302.74417,39.44698,1248.65125,300.75391,-5.10647,1225.37915,343.98203,-47.83339,1210.40857,400.95435,-72.48548,1234.56555,362.74252,11.97193,1293.92297,415.98831,-8.3348,1298.73914,466.89478,-16.43507,1303.07483
27,0.217,303.24396,41.44618,1249.36182,301.83716,-2.80793,1226.06885,343.61871,-45.60551,1212.0603,401.72189,-71.46957,1235.92102,361.95551,15.65773,1295.70898,415.75299,-5.55561,1300.76135,466.94086,-13.8805,1305.59753
28,0.225,302.95612,45.20779,1251.526,301.73822,-0.33164,1227.48108,344.31253,-40.85831,1214.0614,401.88437,-66.95623,1238.29736,361.74045,18.10224,1297.20166,415.66971,-1.20556,1302.92554,466.18097,-10.93055,1308.35254
29,0.233,302.89978,46.61139,1252.29761,302.34409,3.07598,1228.05908,345.05264,-38.89652,1215.84265,402.71521,-65.28739,1239.78882,361.28159,21.42094,1299.2561,415.83554,1.40087,1304.65137,466.84317,-7.09927,1310.35498
30,0.242,301.88858,49.07496,1253.77551,301.88284,5.93316,1230.93188,344.93793,-35.34513,1216.7887,402.67706,-61.93738,1242.33374,361.46582,24.70438,1301.02209,415.18878,5.24103,1306.74805,467.0477,-3.49305,1311.78247
