Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-195.37566,-243.67554,979.52771,-161.52515,-406.1395,876.80127,-182.69879,-366.36749,805.22559
2,0.008,-195.37566,-243.67554,979.52771,-161.59219,-406.47107,876.71802,-182.92845,-366.48944,804.94958
3,0.017,-195.37566,-243.67554,979.52771,-161.67955,-406.48004,876.63751,-183.34962,-366.7681,804.80994
4,0.025,-195.78227,-243.61623,979.4826,-162.18333,-406.63443,876.58026,-183.10945,-366.40912,804.85767
5,0.033,-195.47705,-243.62103,979.5885,-162.38824,-406.52985,876.52094,-183.34962,-366.7681,804.80994
6,0.042,-195.88429,-244.11037,979.41132,-162.55733,-406.44028,876.4519,-183.34962,-366.7681,804.80994
7,0.05,-195.87354,-244.14442,979.48944,-162.55733,-406.44028,876.4519,-183.34962,-366.7681,804.80994
8,0.058,-196.06635,-243.61639,979.74634,-162.55733,-406.44028,876.4519,-183.02133,-366.19458,804.70221
9,0.067,-196.05919,-243.61655,979.41058,-162.74751,-405.96295,876.61078,-183.66582,-365.89029,804.82684
10,0.075,-196.12247,-243.53169,979.26978,-163.24844,-406.01434,876.56836,-183.66582,-365.89029,804.82684
11,0.083,-196.12247,-243.53169,979.26978,-163.342,-406.18158,876.21588,-183.76636,-366.35449,804.7002
12,0.092,-196.2137,-244.05988,979.27667,-163.51569,-406.32571,875.91125,-183.62018,-366.45459,804.53894
13,0.1,-196.2137,-244.05988,979.27667,-163.94322,-406.57828,875.6983,-183.86421,-366.57309,804.54211
14,0.108,-196.3284,-243.58708,979.25293,-163.94322,-406.57828,875.6983,-183.62625,-366.43613,804.39032
15,0.117,-196.3284,-243.58708,979.25293,-163.53868,-406.27887,875.69434,-183.84901,-365.63095,804.15009
16,0.125,-196.34193,-243.96829,979.16467,-163.53868,-406.27887,875.69434,-183.42549,-366.25101,804.10181
17,0.133,-196.40109,-243.98766,979.01422,-163.36768,-406.47174,875.27148,-183.26059,-366.10779,803.82043
18,0.142,-196.31172,-244.13261,978.72705,-163.22861,-406.52399,875.19983,-183.26059,-366.10779,803.82043
19,0.15,-196.36826,-244.04738,978.81262,-163.23619,-406.52283,874.92596,-183.45255,-366.25385,803.7326
20,0.158,-196.46848,-244.42192,978.63525,-163.02448,-406.26089,874.8291,-183.45255,-366.25385,803.7326
