Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,207.52179,-109.1444,76.21716,381.88599,-131.18236,53.73001,334.07599,-104.6244,98.4549
2,0.008,207.52179,-109.1444,76.21716,382.03064,-131.27573,53.90122,334.07599,-104.6244,98.4549
3,0.017,207.52179,-109.1444,76.21716,381.90121,-131.30908,53.90859,334.07599,-104.6244,98.4549
4,0.025,207.52179,-109.1444,76.21716,382.07626,-131.20592,53.96379,333.98996,-103.64781,97.78518
5,0.033,207.52414,-109.22084,76.26064,382.03384,-131.23802,54.03789,334.07599,-104.6244,98.4549
6,0.042,207.52414,-109.22084,76.26064,382.03384,-131.23802,54.03789,334.07599,-104.6244,98.4549
7,0.05,207.52414,-109.22084,76.26064,381.90442,-131.27136,54.04527,334.07599,-104.6244,98.4549
8,0.058,207.52414,-109.22084,76.26064,382.03384,-131.23802,54.03789,334.07599,-104.6244,98.4549
9,0.067,207.52414,-109.22084,76.26064,382.07626,-131.20592,53.96379,334.07599,-104.6244,98.4549
10,0.075,207.52414,-109.22084,76.26064,381.90442,-131.27136,54.04527,334.07599,-104.6244,98.4549
11,0.083,207.52414,-109.22084,76.26064,381.983,-131.31384,53.97599,334.07599,-104.6244,98.4549
12,0.092,207.66258,-109.22503,76.05357,381.75671,-131.34317,53.90767,334.07599,-104.6244,98.4549
13,0.1,207.64818,-109.29996,76.10892,381.85358,-131.3472,53.98337,334.07599,-104.6244,98.4549
14,0.108,207.64818,-109.29996,76.10892,381.95938,-131.43962,53.94206,334.07599,-104.6244,98.4549
15,0.117,207.64818,-109.29996,76.10892,381.95938,-131.43962,53.94206,334.07599,-104.6244,98.4549
16,0.125,207.64818,-109.29996,76.10892,381.85358,-131.3472,53.98337,334.07599,-104.6244,98.4549
17,0.133,207.64818,-109.29996,76.10892,381.75671,-131.34317,53.90767,334.07599,-104.6244,98.4549
18,0.142,207.64818,-109.29996,76.10892,381.85358,-131.3472,53.98337,334.07599,-104.6244,98.4549
19,0.15,207.64818,-109.29996,76.10892,381.90121,-131.30908,53.90859,334.07599,-104.6244,98.4549
20,0.158,207.64818,-109.29996,76.10892,382.00702,-131.4015,53.86729,334.07599,-104.6244,98.4549
21,0.167,207.64818,-109.29996,76.10892,382.00702,-131.4015,53.86729,334.07599,-104.6244,98.4549
22,0.175,207.52414,-109.22084,76.26064,382.02209,-131.52829,54.04588,334.07599,-104.6244,98.4549
23,0.183,207.64818,-109.29996,76.10892,382.02209,-131.52829,54.04588,334.07599,-104.6244,98.4549
24,0.192,207.52414,-109.22084,76.26064,382.02209,-131.52829,54.04588,334.07599,-104.6244,98.4549
25,0.2,207.52414,-109.22084,76.26064,382.15152,-131.49493,54.0385,334.07599,-104.6244,98.4549
26,0.208,207.64818,-109.29996,76.10892,382.15152,-131.49493,54.0385,334.13855,-104.80093,98.54586
27,0.217,207.64818,-109.29996,76.10892,382.02209,-131.52829,54.04588,334.13855,-104.80093,98.54586
28,0.225,207.64818,-109.29996,76.10892,382.02209,-131.52829,54.04588,334.13855,-104.80093,98.54586
29,0.233,207.33791,-109.6655,76.22387,382.15152,-131.49493,54.0385,334.13855,-104.80093,98.54586
