Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,2147.71655,246.95438,1348.22058
2,0.008,2141.4707,247.05502,1347.40637
3,0.017,2135.12329,247.89096,1347.23633
4,0.025,2129.12354,248.31828,1347.56262
5,0.033,2124.79028,246.7057,1348.05261
6,0.042,2119.1438,247.10991,1348.7373
7,0.05,2112.34424,248.08977,1346.59094
8,0.058,2106.52124,248.01703,1346.85486
9,0.067,2101.23145,248.32632,1347.43689
10,0.075,2094.18921,247.62279,1346.17542
11,0.083,2089.33179,246.09438,1345.9425
12,0.092,2082.64478,246.35428,1345.74207
13,0.1,2077.71484,244.93134,1345.53333
14,0.108,2071.98901,244.11386,1345.65332
15,0.117,2065.76929,243.69287,1343.83118
16,0.125,2059.28906,242.83157,1344.49475
17,0.133,2052.88208,242.47472,1343.71472
18,0.142,2047.80249,240.76607,1342.14172
19,0.15,2041.89929,239.29907,1341.47095
20,0.158,2035.82153,239.30487,1340.95837
21,0.167,2029.40369,237.8851,1340.12195
22,0.175,2024.00037,235.86885,1339.93652
23,0.183,2017.73706,234.12111,1338.32068
24,0.192,2012.0376,232.0775,1337.35437
25,0.2,2006.35742,230.68822,1336.50842
26,0.208,2001.21179,228.43777,1335.31689
27,0.217,1994.62512,226.76082,1334.58557
28,0.225,1988.34229,225.01187,1334.06543
29,0.233,1984.08362,222.42653,1332.43726
30,0.242,1977.65649,220.95634,1331.64709
31,0.25,1972.39307,218.33107,1331.30615
32,0.258,1966.63867,214.83902,1330.5885
33,0.267,1960.34839,213.76033,1330.54736
34,0.275,1954.70471,210.90959,1331.2179
35,0.283,1948.66833,208.39256,1331.6521
36,0.292,1942.51563,207.58836,1332.71667
37,0.3,1935.01465,205.21965,1333.0437
38,0.308,1928.57263,203.10027,1335.05164
39,0.317,1922.5304,201.10349,1335.42993
40,0.325,1916.41492,199.14719,1337.51929
41,0.333,1909.60779,196.7097,1338.07104
42,0.342,1903.06323,194.54433,1340.70642
43,0.35,1897.85791,192.17015,1340.69604
44,0.358,1892.30225,189.06087,1342.43408
45,0.367,1884.78406,187.47314,1343.25537
46,0.375,1879.74158,185.05312,1344.30505
47,0.383,1873.79504,182.11766,1344.78955
48,0.392,1867.29163,180.04445,1346.69177
49,0.4,1862.74854,177.49876,1346.56396
50,0.408,1855.16467,175.62086,1347.28784
51,0.417,1850.27795,173.27443,1348.13342
52,0.425,1844.74316,169.58128,1348.6394
53,0.433,1839.1759,169.05293,1348.70398
54,0.442,1832.94446,166.64546,1349.65576
55,0.45,1827.28625,165.5145,1350.12012
56,0.458,1821.07959,162.54921,1349.59863
57,0.467,1815.42627,161.49066,1350.3385
58,0.475,1809.76965,159.07027,1350.51001
59,0.483,1804.48022,157.48256,1351.28235
60,0.492,1798.28027,156.95026,1351.7793
61,0.5,1793.63818,154.14561,1351.42188
62,0.508,1788.35681,153.81613,1352.72485
63,0.517,1782.19104,152.00874,1352.63696
64,0.525,1777.42749,151.16402,1353.08179
65,0.533,1771.86145,149.00514,1352.90002
66,0.542,1765.73376,148.56862,1353.33276
67,0.55,1761.39087,146.11295,1354.05347
68,0.558,1755.53491,145.5679,1353.10181
69,0.567,1750.5614,142.9556,1353.828
70,0.575,1744.40674,142.44395,1353.76257
71,0.583,1739.71692,140.97368,1354.45374
72,0.592,1734.47522,138.70895,1353.97778
73,0.6,1728.51477,138.6611,1354.43726
74,0.608,1723.24841,136.92186,1354.27112
75,0.617,1716.91772,135.81207,1353.7356
76,0.625,1711.12524,133.53041,1353.7124
77,0.633,1705.16907,133.20041,1353.67065
78,0.642,1699.41663,132.02083,1353.86169
79,0.65,1694.22192,130.92001,1352.84998
80,0.658,1687.9624,130.57898,1352.90552
81,0.667,1682.78369,128.77744,1353.26404
82,0.675,1676.31396,128.95569,1351.83447
83,0.683,1669.98303,129.18018,1351.9043
84,0.692,1665.64294,126.4818,1350.91199
85,0.7,1658.96594,127.02338,1351.25183
86,0.708,1652.54309,127.37035,1350.60413
87,0.717,1646.42529,125.56164,1350.59021
88,0.725,1641.25195,125.56311,1350.06506
89,0.733,1635.45728,126.2537,1348.38428
90,0.742,1627.85938,125.67474,1348.12378
91,0.75,1622.89612,125.05,1346.64441
92,0.758,1616.26843,125.42538,1345.41895
93,0.767,1610.57959,125.11463,1344.49243
94,0.775,1603.5863,125.9857,1343.67004
95,0.783,1597.59802,125.05689,1342.64038
96,0.792,1590.89856,125.95174,1341.76477
97,0.8,1584.44312,125.75132,1340.30469
98,0.808,1577.69629,126.06219,1339.20068
99,0.817,1571.75842,126.50006,1337.55554
100,0.825,1566.177,127.20963,1336.69031
101,0.833,1558.98438,128.24373,1334.77856
102,0.842,1552.6731,128.58003,1333.2345
103,0.85,1545.92041,128.21045,1332.05273
104,0.858,1539.65222,128.88609,1330.80212
105,0.867,1533.66333,129.2233,1329.41101
106,0.875,1527.22571,130.10187,1328.14758
107,0.883,1519.68604,131.28963,1326.29736
108,0.892,1513.45886,131.6333,1326.31909
109,0.9,1506.03955,132.45338,1325.45032
110,0.908,1499.48877,132.9704,1326.1228
111,0.917,1491.97668,132.9588,1326.92578
112,0.925,1484.73999,133.9409,1326.24902
113,0.933,1478.10449,133.63501,1327.35876
114,0.942,1472.11243,133.24445,1327.64929
115,0.95,1464.94641,133.02267,1327.74243
116,0.958,1458.37769,133.33815,1328.59949
117,0.967,1450.67859,133.30276,1330.56396
118,0.975,1443.87622,133.92101,1331.00439
119,0.983,1436.54126,134.85484,1331.84363
120,0.992,1428.94824,134.62425,1332.44104
121,1,1421.66724,135.14339,1333.4248
122,1.008,1414.34668,135.136,1334.00989
123,1.017,1406.79333,135.91809,1333.89075
124,1.025,1399.479,135.52112,1335.1134
125,1.033,1391.49768,135.8898,1336.54028
126,1.042,1384.45935,136.5696,1336.24548
127,1.05,1377.1189,137.69156,1336.80188
128,1.058,1369.57813,138.07394,1338.45667
129,1.067,1362.01953,138.71394,1338.40698
