Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1999.70251,216.82225,1316.48267
2,0.008,1994.8783,217.52834,1317.27905
3,0.017,1991.43982,218.47679,1318.81042
4,0.025,1982.78015,214.8727,1317.32703
5,0.033,1979.67297,216.07605,1318.26147
6,0.042,1972.57361,213.54454,1318.3783
7,0.05,1967.70544,213.60391,1319.19177
8,0.058,1963.64172,214.8913,1318.91443
9,0.067,1958.02356,213.22766,1318.3606
10,0.075,1951.42297,212.64348,1317.91992
11,0.083,1946.9585,213.00996,1316.40845
12,0.092,1938.93738,208.89006,1316.62268
13,0.1,1932.36609,211.35165,1316.09351
14,0.108,1930.86987,211.46634,1316.08203
15,0.117,1921.62524,206.6235,1316.74854
16,0.125,1918.2981,206.29181,1315.94043
17,0.133,1908.02112,203.60664,1315.07874
18,0.142,1905.91553,204.24292,1314.71887
19,0.15,1896.4303,199.98848,1312.20996
20,0.158,1893.17297,200.83664,1312.55847
21,0.167,1884.61646,198.18973,1310.84521
22,0.175,1880.77722,198.62682,1310.03943
23,0.183,1877.74634,199.02577,1310.8877
24,0.192,1870.38953,194.04297,1308.51074
25,0.2,1867.31616,196.13049,1309.59326
26,0.208,1856.67065,189.6873,1307.03369
27,0.217,1850.17297,187.23323,1305.63513
28,0.225,1846.70032,187.18416,1305.10266
29,0.233,1841.71497,186.40091,1305.4043
30,0.242,1835.53162,183.79408,1306.03467
31,0.25,1822.01636,177.28419,1306.34778
32,0.258,1822.16125,178.80806,1306.66553
33,0.267,1815.03735,174.98764,1305.48254
34,0.275,1809.72815,176.30125,1305.27649
35,0.283,1802.0885,171.83977,1306.17432
36,0.292,1800.0022,171.69618,1308.22693
37,0.3,1790.12463,167.70105,1307.93616
38,0.308,1783.56934,163.9482,1309.87939
39,0.317,1779.34985,164.44745,1313.21484
40,0.325,1771.07178,160.74431,1313.06616
41,0.333,1767.32605,158.7173,1314.9469
42,0.342,1758.63599,155.27153,1316.08435
