Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,1924.18982,366.25281,848.25873
2,0.008,1918.25256,361.82721,846.52606
3,0.017,1909.76599,361.66714,849.99719
4,0.025,1903.05664,359.52652,850.65704
5,0.033,1894.96216,357.9313,851.97894
6,0.042,1888.02075,355.56247,852.29022
7,0.05,1880.11328,353.6673,853.04163
8,0.058,1871.99939,351.55017,853.71301
9,0.067,1862.92761,349.51764,855.14404
10,0.075,1854.86658,347.5697,856.24365
11,0.083,1845.32288,345.96527,858.76068
12,0.092,1836.67407,344.96637,860.63733
13,0.1,1829.19531,343.87009,861.82452
14,0.108,1822.44983,342.95529,862.66779
15,0.117,1815.03442,342.41061,864.41229
16,0.125,1808.60681,341.14114,864.72034
17,0.133,1802.15686,339.05118,864.93127
18,0.142,1795.09558,336.92487,864.98212
19,0.15,1787.76306,334.50006,864.90302
20,0.158,1782.0061,331.05096,862.9046
21,0.167,1774.8938,328.68893,862.53387
22,0.175,1768.4668,326.64865,861.69574
23,0.183,1761.77783,326.05832,861.90485
24,0.192,1756.6842,323.09039,861.00183
25,0.2,1745.85181,319.60361,860.99707
26,0.208,1741.59436,318.59497,861.37494
27,0.217,1734.31543,316.50726,860.30695
28,0.225,1729.78613,315.79184,861.04315
29,0.233,1722.70703,313.91159,860.06085
30,0.242,1717.33936,312.21732,859.47491
31,0.25,1710.89966,309.09595,859.35889
32,0.258,1702.46948,307.87726,858.99597
33,0.267,1697.55566,305.05634,858.83411
34,0.275,1692.60925,303.43436,856.09528
35,0.283,1686.65247,302.54413,857.26892
36,0.292,1682.49365,300.10895,855.17981
37,0.3,1676.35095,298.52344,856.43738
38,0.308,1671.03552,296.64273,855.8559
39,0.317,1667.1239,293.77228,856.14911
40,0.325,1663.66077,295.04834,857.15009
41,0.333,1659.22827,293.10281,856.71216
42,0.342,1654.66272,290.4837,857.37543
43,0.35,1649.50793,289.29483,856.31213
44,0.358,1644.0946,287.79471,856.76318
