Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,2135.13965,322.88809,1016.00043
2,0.008,2128.33057,324.71222,1016.18689
3,0.017,2119.9397,323.31967,1017.71014
4,0.025,2113.56689,322.50311,1016.37469
5,0.033,2105.448,324.22711,1018.79181
6,0.042,2101.71094,323.07779,1016.30029
7,0.05,2094.41455,324.46945,1017.52838
8,0.058,2084.56616,321.50821,1017.04456
9,0.067,2078.58398,321.32001,1016.43994
10,0.075,2077.0835,325.21716,1017.12531
11,0.083,2066.61475,320.73715,1015.24506
12,0.092,2058.96924,321.82236,1014.23926
13,0.1,2054.63843,320.18954,1013.87793
14,0.108,2046.54016,318.16299,1013.38892
15,0.117,2040.84106,317.75348,1012.69934
16,0.125,2033.172,315.72247,1011.94464
17,0.133,2027.15906,315.32059,1011.1759
18,0.142,2021.84009,315.05173,1010.82611
19,0.15,2014.57666,313.38849,1009.96875
20,0.158,2007.50916,311.75977,1009.20795
21,0.167,2000.11963,310.05362,1008.80579
22,0.175,1996.92603,308.97485,1008.11676
23,0.183,1988.34351,308.71811,1007.36163
24,0.192,1983.68799,306.0144,1006.76563
25,0.2,1976.62585,304.25302,1006.04669
26,0.208,1969.08276,301.69202,1004.95874
27,0.217,1965.12903,302.25644,1004.44983
28,0.225,1958.30969,301.01627,1003.5293
29,0.233,1952.93921,297.26953,1000.83051
30,0.242,1946.89038,295.63394,1000.93756
31,0.25,1940.12634,294.55157,999.7359
32,0.258,1934.90881,291.82855,999.0072
33,0.267,1925.49316,290.23865,1000.29114
34,0.275,1921.70251,288.31842,997.95709
35,0.283,1914.53662,286.20624,999.5011
36,0.292,1909.32581,285.37967,999.64783
37,0.3,1905.77576,283.36218,999.92377
38,0.308,1894.26221,274.25345,1001.52588
39,0.317,1889.33374,276.87241,1004.32928
40,0.325,1884.32214,273.60214,1006.35101
41,0.333,1876.87805,268.65787,1009.20306
42,0.342,1872.10107,266.73618,1009.43817
43,0.35,1865.92688,266.32608,1013.95831
44,0.358,1861.65088,262.77042,1013.85175
45,0.367,1858.05688,260.86142,1014.60114
46,0.375,1849.78796,256.83585,1016.27972
47,0.383,1843.69336,256.30289,1019.32202
48,0.392,1840.76306,253.276,1020.17267
49,0.4,1835.50867,249.94611,1020.17969
50,0.408,1830.10303,248.45853,1021.3988
51,0.417,1827.89514,246.7701,1021.48285
52,0.425,1820.44067,243.97903,1022.59009
53,0.433,1818.04773,242.82228,1023.12439
54,0.442,1812.68115,241.59433,1022.94781
55,0.45,1806.84302,238.47159,1024.01001
56,0.458,1803.92859,237.75952,1024.33118
57,0.467,1800.45422,236.71991,1023.54169
58,0.475,1795.39514,234.10655,1025.15027
59,0.483,1792.1106,232.646,1025.13513
60,0.492,1787.73279,231.69571,1025.12219
