Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
115,0.95,1317.42273,-28.67023,1324.82788,1384.03992,235.03004,1309.56128,1368.2854,-149.28049,1340.64417
116,0.958,1312.1543,-27.27297,1326.43176,1377.27722,233.612,1309.66125,1360.66919,-148.53639,1342.65308
117,0.967,1304.81921,-27.37305,1328.37732,1369.80469,235.50255,1312.0321,1353.87305,-149.31281,1343.78784
118,0.975,1297.16821,-26.36526,1329.54199,1363.14722,234.87599,1312.87122,1345.10217,-148.44348,1344.8656
119,0.983,1290.37915,-26.74563,1330.34302,1355.05115,235.56413,1314.25439,1339.04285,-147.58025,1346.62891
120,0.992,1282.46008,-27.1683,1331.89441,1347.71191,234.98628,1314.95508,1332.5697,-148.2655,1346.81274
121,1,1275.74255,-26.6647,1332.43542,1340.04822,235.60555,1315.27734,1326.11292,-146.49693,1347.88782
122,1.008,1270.35901,-27.33633,1333.61108,1332.90662,235.6024,1316.81018,1317.91309,-147.28426,1348.62695
123,1.017,1262.64685,-25.72435,1334.56689,1325.37708,235.82349,1318.84802,1312.65503,-147.46651,1349.00354
124,1.025,1256.22546,-26.84051,1335.05688,1318.08691,236.78589,1318.54956,1306.98608,-147.80231,1350.6571
125,1.033,1248.82727,-27.0663,1335.38708,1308.82874,235.66991,1318.79907,1299.96716,-147.14542,1351.76062
126,1.042,1241.58643,-27.12562,1336.17871,1301.50732,236.96552,1319.89966,1294.54834,-147.64514,1352.13977
127,1.05,1235.56116,-26.90606,1337.3656,1293.5,237.09178,1321.41565,1288.00427,-148.0415,1352.36523
128,1.058,1227.78345,-28.34507,1337.07202,1286.03796,237.03166,1321.23193,1282.12048,-146.87663,1353.93774
129,1.067,1222.73425,-26.83046,1337.58203,1276.52881,236.96243,1321.98108,1275.20117,-146.49031,1352.69604
130,1.075,1216.08972,-27.16056,1338.34851,1269.29248,237.99712,1321.47266,1269.48962,-146.34332,1354.90198
131,1.083,1209.56775,-27.85317,1338.56543,1260.79895,237.26384,1323.21399,1264.34399,-147.69609,1354.60669
132,1.092,1203.21606,-28.31054,1338.61853,1253.0387,237.08185,1322.53369,1257.80786,-146.73769,1355.90942
133,1.1,1197.10901,-29.57163,1338.67175,1244.84644,237.25546,1323.49829,1253.39331,-145.48264,1356.65601
134,1.108,1190.33374,-29.7439,1338.84009,1238.22729,237.62901,1323.99207,1248.39539,-146.827,1356.84265
135,1.117,1184.26038,-28.59832,1340.34644,1230.24939,236.46973,1324.06958,1241.4502,-145.91359,1358.64697
136,1.125,1177.73706,-30.50791,1340.17102,1223.30676,237.944,1324.29114,1235.83447,-147.01546,1357.61768
137,1.133,1172.1925,-30.06272,1340.86816,1215.63867,236.14973,1324.39111,1230.66785,-147.68765,1359.26489
138,1.142,1164.8252,-30.56161,1341.22546,1209.45984,236.56981,1325.15479,1224.7113,-145.95686,1359.26367
139,1.15,1159.70898,-30.24841,1340.91992,1202.46655,236.87788,1325.85742,1219.86804,-146.79472,1359.80469
140,1.158,1154.14404,-30.79272,1341.96008,1195.06567,237.44714,1327.12012,1212.58752,-146.32094,1358.78406
141,1.167,1146.94324,-30.88321,1342.5343,1188.69995,236.35652,1327.07141,1207.23438,-146.7858,1360.97729
142,1.175,1140.62634,-30.32932,1342.53198,1181.96863,237.42519,1326.58423,1199.99731,-146.74094,1359.01123
143,1.183,1133.2605,-33.30554,1342.0144,1172.96985,235.32368,1326.86121,1194.98193,-147.27785,1360.25476
144,1.192,1128.56177,-32.26125,1341.97925,1167.40735,236.17609,1327.3031,1190.01636,-147.6259,1360.36951
145,1.2,1119.97266,-33.59165,1342.02686,1160.85022,235.92574,1327.97034,1184.19434,-147.94537,1360.72437
146,1.208,1115.1604,-31.93267,1342.39539,1152.59619,235.70322,1328.49207,1178.36926,-147.16609,1360.16858
147,1.217,1109.57568,-32.70798,1343.23303,1144.57068,235.63976,1328.03174,1172.81213,-148.2077,1359.99585
148,1.225,1103.38794,-32.39201,1341.71765,1138.69458,236.00838,1327.85413,1165.43652,-148.09729,1360.30945
149,1.233,1096.63074,-33.80565,1342.29028,1131.6781,235.16466,1326.9491,1160.07397,-148.91701,1360.11108
150,1.242,1089.3324,-33.6814,1341.47742,1124.95398,234.98564,1327.13232,1154.10217,-148.20695,1359.40271
151,1.25,1084.05273,-34.92545,1341.07581,1116.87524,233.50389,1326.41223,1147.6571,-149.31131,1359.75464
152,1.258,1076.97046,-34.97237,1341.8009,1110.92407,233.83009,1326.43542,1140.96582,-148.61333,1359.29736
153,1.267,1070.94409,-34.84964,1340.89111,1103.37195,232.43747,1326.37354,1134.35156,-150.20273,1359.20862
154,1.275,1064.25415,-34.96766,1339.89185,1098.25012,234.19762,1325.74756,1127.46643,-150.68637,1358.79602
155,1.283,1057.66895,-34.93013,1339.85706,1090.6449,232.82317,1324.47253,1120.06592,-150.00465,1357.43921
156,1.292,1049.6571,-36.20911,1338.4696,1084.56775,232.97134,1324.39478,1114.80322,-150.66037,1357.21741
157,1.3,1043.05249,-37.42555,1338.93323,1076.16089,231.39615,1323.20349,1107.29761,-151.04073,1357.31958
158,1.308,1037.24377,-37.84418,1338.27576,1070.92346,231.00839,1323.30054,1100.30725,-152.16222,1356.42285
159,1.317,1029.33459,-39.91071,1337.25745,1063.99878,230.21387,1322.47583,1093.54187,-152.83656,1355.1145
160,1.325,1023.20111,-39.18136,1337.26965,1058.25903,230.81645,1322.16345,1085.89441,-153.90356,1354.4729
161,1.333,1016.1698,-39.1548,1335.77881,1050.61768,228.62592,1321.86816,1078.97046,-154.24083,1352.90857
162,1.342,1008.26538,-40.36683,1336.46777,1045.02234,230.00459,1321.20996,1072.27026,-154.30859,1352.26514
163,1.35,1000.86597,-40.72634,1334.97241,1038.35352,226.78589,1319.6936,1064.16809,-154.8564,1352.17285
164,1.358,993.85675,-41.25062,1333.32263,1032.10754,228.06841,1319.12402,1058.15283,-156.72981,1351.13354
165,1.367,987.04559,-42.63444,1332.26648,1024.75439,225.69727,1318.17773,1048.87183,-157.51097,1349.68469
166,1.375,979.92133,-43.55374,1332.10876,1017.95245,225.17065,1317.93799,1041.97864,-158.35583,1348.59082
167,1.383,971.89606,-44.39136,1330.55493,1011.20105,225.02463,1316.81201,1034.67126,-158.58401,1347.81116
168,1.392,964.26984,-45.66879,1330.42212,1005.55847,221.90617,1316.29114,1026.828,-161.42455,1346.60583
169,1.4,957.79852,-45.23343,1329.36658,997.67871,223.06386,1316.15662,1018.85925,-161.7081,1345.93018
170,1.408,949.40442,-47.83578,1328.70593,992.22711,219.616,1314.9342,1012.47742,-163.67126,1344.32813
171,1.417,943.39093,-48.72441,1328.57275,985.70398,218.88223,1315.57495,1004.82062,-164.32111,1344.58484
172,1.425,936.50275,-49.83981,1327.4292,978.51935,217.57971,1313.60657,996.27228,-167.09319,1342.63733
173,1.433,927.97717,-51.68368,1326.5647,972.32422,216.44743,1313.21631,988.95563,-166.79785,1342.23364
174,1.442,920.19611,-51.96851,1325.9303,966.99127,216.01175,1312.30139,981.85986,-169.21501,1342.64465
175,1.45,913.65039,-53.6652,1326.2041,959.23193,213.1096,1311.95776,973.86523,-170.19218,1342.29382
176,1.458,906.45892,-55.55575,1325.86841,952.47229,211.63882,1311.55127,966.11755,-173.47942,1340.36182
177,1.467,898.39337,-57.39522,1325.27795,947.35626,210.52634,1311.34827,958.45801,-173.68419,1339.72485
178,1.475,892.6452,-59.36903,1325.96814,939.65857,207.61006,1311.45459,951.88275,-175.68936,1340.36377
179,1.483,883.62396,-60.30352,1326.26782,933.90234,206.31746,1312.38647,942.59338,-177.59778,1340.18359
180,1.492,877.03229,-61.94075,1327.33691,927.32867,206.01154,1314.35889,934.3739,-180.12437,1339.6842
181,1.5,868.38348,-62.70159,1328.45813,920.48376,202.46825,1314.93787,927.37653,-182.18933,1342.24097
182,1.508,861.63593,-65.07172,1329.87207,911.7533,201.35149,1315.80908,919.91315,-183.70741,1342.97021
183,1.517,854.41962,-66.18501,1331.95544,905.89264,201.2495,1318.52271,911.19263,-183.62442,1344.42017
184,1.525,846.8222,-68.02933,1332.31274,896.84351,199.50371,1319.62512,904.729,-186.12694,1345.06067
185,1.533,840.50812,-69.1114,1334.51282,890.35315,197.51421,1320.51599,896.00311,-187.94308,1347.15698
186,1.542,833.35229,-69.57615,1336.67285,882.09052,194.91063,1324.81433,890.37958,-188.17738,1348.26416
187,1.55,825.48804,-71.52831,1338.02185,876.995,194.53354,1324.73279,883.00739,-190.49692,1349.69495
188,1.558,816.95709,-71.87422,1338.29797,868.4278,192.67401,1325.90942,874.71887,-191.37627,1352.37415
189,1.567,810.77008,-74.20889,1340.28247,860.83887,191.91603,1328.36572,867.60748,-192.99684,1352.96472
190,1.575,802.5119,-74.83566,1341.13123,855.82172,190.39011,1328.26514,859.89105,-193.67973,1354.63452
191,1.583,795.59528,-76.62917,1342.61658,848.26086,188.35451,1330.16785,851.95526,-195.01552,1354.75964
192,1.592,787.90137,-76.60726,1342.62769,843.40601,187.08752,1330.94751,843.07458,-196.86331,1357.25525
193,1.6,780.51398,-78.16287,1343.98889,837.52393,187.32289,1332.14771,835.24023,-197.05823,1357.21106
194,1.608,772.61658,-78.54578,1344.24048,830.75555,185.58214,1332.60339,826.8595,-199.65385,1357.76123
195,1.617,765.36511,-80.07368,1344.2074,826.30066,184.15146,1333.5874,818.73389,-199.09961,1357.92383
196,1.625,757.02875,-80.35709,1345.13733,819.63513,182.68367,1332.37488,810.95044,-201.63226,1357.96545
197,1.633,750.27203,-80.94094,1344.94873,812.78503,181.33408,1333.21533,801.29987,-202.40419,1357.91516
198,1.642,741.94263,-82.27893,1344.51257,807.54578,180.41757,1334.5011,793.8175,-204.80501,1358.53479
199,1.65,734.77216,-82.16085,1345.19006,800.86084,178.80931,1335.1947,785.91864,-204.73958,1358.60315
200,1.658,727.68481,-84.17926,1345.55334,795.66364,179.51593,1334.72998,777.4101,-205.40181,1359.61951
201,1.667,720.50287,-84.01343,1344.66309,789.93713,178.41116,1335.14221,769.16473,-206.2498,1359.11975
202,1.675,714.24414,-83.79961,1344.68372,782.90222,178.42931,1335.22363,762.04254,-207.78462,1359.11401
203,1.683,706.89886,-84.4144,1346.6792,776.1344,176.72345,1335.36829,754.73157,-207.39647,1359.50208
204,1.692,700.42322,-85.77385,1345.72852,771.03345,175.55408,1334.66064,746.75647,-208.12836,1359.18909
205,1.7,693.16199,-85.01573,1345.34448,766.04065,174.00648,1334.77124,740.08588,-209.12294,1359.44153
206,1.708,687.2522,-86.64398,1345.70972,757.57104,173.13957,1335.38049,732.78455,-208.81618,1361.09961
207,1.717,679.98145,-86.14569,1346.35754,752.85028,173.99074,1335.50037,724.61859,-209.61719,1360.85583
208,1.725,673.15918,-86.97242,1346.01929,747.12189,172.02745,1335.06799,718.56396,-210.83809,1361.19763
209,1.733,666.93689,-87.89954,1345.90845,741.65375,172.65791,1335.43188,711.31769,-211.12823,1361.48315
210,1.742,660.66754,-87.30164,1347.36633,733.44446,171.35513,1336.16003,705.05756,-211.70642,1361.54932
211,1.75,653.63214,-87.86334,1346.83215,728.52356,172.49904,1335.53223,698.42993,-210.72688,1361.13806
212,1.758,647.22424,-87.43652,1346.95679,722.57452,171.6808,1335.25427,690.42163,-211.97758,1361.57971
213,1.767,640.94714,-88.41486,1347.29456,717.42493,171.94243,1334.95374,684.08093,-212.65283,1361.93127
214,1.775,633.28613,-89.37307,1347.47156,709.54596,169.94321,1335.70764,676.99725,-212.36623,1362.55664
215,1.783,627.81946,-88.90505,1347.38916,703.80859,170.79881,1334.7395,669.78876,-213.3783,1363.15369
216,1.792,620.1734,-90.05145,1346.71509,698.48511,169.07304,1334.57605,663.14856,-212.61522,1362.71021
217,1.8,614.00891,-89.06874,1346.36877,693.36072,170.31938,1334.90649,655.15271,-212.23798,1362.58008
218,1.808,606.81653,-89.69035,1346.84607,684.823,168.87234,1334.16626,648.27667,-213.16504,1362.78247
219,1.817,600.0675,-90.4627,1346.38623,679.4118,167.49113,1334.1095,641.4129,-212.27438,1361.95203
220,1.825,593.30682,-90.06953,1345.69153,673.29163,168.25325,1333.99109,634.11139,-212.91289,1361.39758
221,1.833,586.6377,-90.386,1345.65479,665.49207,167.31709,1333.01563,626.79437,-213.55426,1360.97302
222,1.842,579.98499,-89.65771,1345.02832,660.56061,167.76039,1331.73962,620.44019,-212.69005,1360.78845
223,1.85,572.05402,-89.55135,1344.54248,653.93274,167.04076,1330.63354,613.49402,-213.71242,1361.06055
224,1.858,565.83099,-89.59573,1344.14331,647.28009,167.21413,1330.11255,606.05634,-213.63649,1360.40076
225,1.867,558.56812,-89.53716,1344.24988,639.57532,166.95517,1330.39343,599.2937,-213.31163,1359.36865
226,1.875,551.33936,-89.66161,1343.43311,634.55048,168.33502,1330.15161,592.73584,-213.40048,1358.80249
227,1.883,545.23291,-88.46223,1342.81885,625.92517,168.08121,1328.69373,584.71918,-212.74463,1358.42773
228,1.892,537.82428,-89.21312,1341.80688,620.63409,167.05333,1329.03516,578.138,-211.60683,1358.12634
229,1.9,530.92957,-87.83743,1340.57019,613.16254,167.88506,1326.96045,571.78217,-211.44016,1357.22827
230,1.908,523.46631,-89.39295,1340.22034,606.67548,167.28958,1325.89172,564.04468,-211.89464,1356.95862
231,1.917,516.87695,-88.75755,1338.95923,600.55688,169.28479,1325.13489,557.16083,-211.62267,1356.61743
232,1.925,509.60324,-88.45112,1338.57593,592.50671,168.08023,1323.927,550.27386,-211.46782,1355.77771
233,1.933,502.62442,-87.95151,1337.698,586.31317,170.38155,1324.49536,543.01984,-210.11333,1354.22668
234,1.942,495.94247,-87.18478,1336.60645,580.20856,170.75496,1323.23169,535.37616,-209.83015,1354.01282
235,1.95,488.72714,-86.83108,1335.8158,571.87061,171.52986,1322.36255,529.81763,-209.67068,1353.0647
236,1.958,481.67371,-84.87337,1335.04504,565.03345,173.00217,1320.13513,522.96851,-208.55281,1352.24243
237,1.967,474.61319,-84.57478,1333.60046,557.79999,172.18246,1319.71973,514.76532,-208.76056,1349.61841
238,1.975,467.74564,-83.40555,1332.46716,551.30872,174.22977,1318.0094,508.78485,-207.20256,1349.16174
