Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,2148.20679,61.50658,1360.35828
2,0.008,2143.82837,61.23803,1360.39172
3,0.017,2138.95215,62.48804,1360.71533
4,0.025,2134.61694,62.52503,1360.64014
5,0.033,2129.96289,61.23079,1360.58923
6,0.042,2124.71899,62.97955,1360.84143
7,0.05,2119.97192,63.58949,1360.40942
8,0.058,2115.12158,62.21886,1359.81677
9,0.067,2109.94385,60.94304,1360.02014
10,0.075,2105.02954,61.66654,1359.53687
11,0.083,2099.62158,61.32976,1358.82654
12,0.092,2094.16846,61.21258,1358.26733
13,0.1,2089.09399,61.31686,1358.57751
14,0.108,2084.14209,59.94064,1357.974
15,0.117,2077.62988,59.20535,1357.27869
16,0.125,2072.25562,57.94913,1356.78088
17,0.133,2066.63623,57.44413,1355.94617
18,0.142,2060.7915,55.69395,1355.38062
19,0.15,2054.62378,54.97564,1354.23352
20,0.158,2049.81201,53.37458,1353.44543
21,0.167,2044.20398,53.11294,1352.03992
22,0.175,2038.61914,50.3768,1351.44153
23,0.183,2032.91003,49.56746,1350.63562
24,0.192,2026.58533,47.41864,1349.34729
25,0.2,2021.14941,46.25842,1348.73804
26,0.208,2015.41138,44.09962,1346.80383
27,0.217,2009.24646,41.13819,1346.01001
28,0.225,2003.3667,40.20994,1344.63916
29,0.233,1997.823,38.03207,1343.22681
30,0.242,1991.95728,35.17062,1342.8501
31,0.25,1986.09729,33.02217,1341.9104
32,0.258,1979.39453,30.25437,1340.92554
33,0.267,1973.1532,28.11917,1341.27917
34,0.275,1967.36438,25.12426,1341.58508
35,0.283,1961.45471,23.79581,1343.00317
36,0.292,1954.82996,21.89932,1343.52734
37,0.3,1949.48572,20.03522,1344.72205
38,0.308,1943.18152,17.34391,1345.70947
39,0.317,1937.03247,15.60965,1347.672
40,0.325,1931.70435,13.28534,1348.34436
41,0.333,1924.87305,11.74368,1350.11011
42,0.342,1919.16455,9.0494,1351.14026
43,0.35,1913.02625,6.75102,1352.67249
44,0.358,1907.28284,4.35367,1354.08411
45,0.367,1900.81311,2.24474,1355.23547
46,0.375,1894.4967,-0.34747,1355.41492
47,0.383,1888.51526,-2.86514,1356.61353
48,0.392,1881.55664,-6.00064,1357.10815
49,0.4,1875.0896,-7.37563,1357.99744
50,0.408,1869.1864,-9.90753,1358.52087
51,0.417,1862.71826,-12.38839,1358.58362
52,0.425,1855.76416,-13.70003,1360.04138
53,0.433,1850.24072,-17.23011,1359.63611
54,0.442,1843.22485,-18.54437,1360.51953
55,0.45,1837.11951,-20.23595,1360.40283
56,0.458,1831.05725,-22.40732,1360.75671
57,0.467,1824.97571,-24.99786,1361.49402
58,0.475,1819.005,-27.14451,1361.36743
59,0.483,1812.64429,-27.62329,1361.64514
