Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
163,1.35,1050.16931,270.1344,1011.46021
164,1.358,1043.41479,270.09521,1011.56293
165,1.367,1035.60193,267.96115,1009.74652
166,1.375,1029.86243,267.99805,1009.04022
167,1.383,1021.99701,267.29788,1007.96417
168,1.392,1014.56702,264.22958,1006.40997
169,1.4,1009.43726,265.05505,1006.51929
170,1.408,1002.28186,262.38937,1005.76465
171,1.417,996.38538,261.8205,1004.68146
172,1.425,988.05353,260.87497,1004.95819
173,1.433,981.21838,258.21371,1003.42108
174,1.442,974.95184,258.28781,1003.76294
175,1.45,968.28876,257.27286,1002.87427
176,1.458,961.21069,256.94061,1003.0141
177,1.467,955.80444,255.09647,1003.5954
178,1.475,948.29089,253.5448,1004.31531
179,1.483,941.0144,253.52795,1004.01276
180,1.492,936.37054,251.48294,1005.64563
181,1.5,928.97644,250.04413,1006.23419
182,1.508,922.77966,247.76691,1007.48016
183,1.517,915.60419,246.05473,1009.67334
184,1.525,909.59772,244.308,1011.31537
185,1.533,904.12909,243.82921,1014.46863
186,1.542,898.21478,241.66817,1016.05597
187,1.55,892.59814,241.86337,1018.65442
188,1.558,886.0755,239.66307,1019.20087
189,1.567,881.61108,239.42464,1021.6391
190,1.575,875.44659,237.53166,1023.40424
191,1.583,871.52771,236.19604,1024.32336
192,1.592,865.85474,234.60283,1024.93152
193,1.6,861.17072,233.97386,1025.62354
194,1.608,854.75031,232.09972,1026.8053
195,1.617,849.80585,232.73999,1027.64282
196,1.625,844.73694,230.8013,1027.16235
197,1.633,840.19952,230.38953,1028.27197
198,1.642,834.12268,228.99303,1028.02405
199,1.65,829.70239,228.62939,1028.32007
200,1.658,824.25128,227.2007,1027.99011
201,1.667,820.14929,226.41768,1028.39734
202,1.675,814.58636,224.81396,1028.95142
203,1.683,811.73669,222.77609,1029.12756
204,1.692,806.52014,221.39487,1029.47852
205,1.7,802.66699,221.4129,1030.04285
206,1.708,797.27997,219.08162,1030.03125
207,1.717,793.00317,219.0403,1030.02112
208,1.725,788.43427,217.14989,1030.51917
209,1.733,784.1413,217.50711,1031.05334
210,1.742,779.58826,217.22025,1031.27075
211,1.75,774.35193,216.03612,1031.65967
212,1.758,770.25372,215.54401,1031.75854
213,1.767,764.66235,214.25331,1031.99976
214,1.775,760.69525,213.42641,1032.43408
215,1.783,755.66736,212.09933,1032.18689
216,1.792,751.39771,211.68246,1032.20947
217,1.8,746.29614,210.7066,1032.12268
218,1.808,741.79279,211.82292,1031.93994
219,1.817,736.80695,210.93169,1032.02185
220,1.825,732.16937,210.033,1032.05786
221,1.833,726.17859,211.12366,1031.54834
222,1.842,721.45319,209.35515,1031.54236
223,1.85,717.20496,209.55533,1031.27673
224,1.858,712.13861,209.46021,1031.36328
225,1.867,707.92303,209.50804,1031.33142
226,1.875,702.51404,209.12962,1030.37244
227,1.883,696.89703,209.40338,1030.52075
228,1.892,691.20917,208.64275,1029.14307
229,1.9,684.92841,208.81827,1029.74622
230,1.908,680.18903,209.86911,1029.27466
231,1.917,673.73492,208.9771,1028.84094
232,1.925,669.03223,211.02019,1029.10583
233,1.933,663.27148,209.83812,1027.65308
234,1.942,656.94391,211.48349,1026.85352
235,1.95,650.18011,210.55426,1025.40381
236,1.958,645.09924,211.54912,1025.31763
237,1.967,638.93756,211.15207,1023.87958
238,1.975,632.93207,213.12605,1023.35223
239,1.983,626.271,213.82835,1023.00897
240,1.992,620.76788,214.15804,1021.74341
241,2,612.29919,214.65221,1019.47266
242,2.008,606.3949,215.82993,1018.97327
243,2.017,598.57245,216.7487,1017.75415
244,2.025,592.29962,218.17213,1016.67273
245,2.033,583.95734,218.22791,1014.81464
246,2.042,577.36426,219.61722,1014.41376
247,2.05,569.48267,220.47868,1013.08997
248,2.058,561.60602,221.88356,1012.33081
249,2.067,553.37036,223.79729,1010.20215
250,2.075,544.88385,224.04823,1009.74744
251,2.083,536.73395,225.97386,1008.77802
252,2.092,527.67023,226.45251,1008.16272
253,2.1,518.66833,226.66603,1008.2243
254,2.108,509.99573,228.31361,1008.60797
255,2.117,501.00464,229.89726,1008.52698
256,2.125,490.83423,230.08884,1007.99011
257,2.133,481.22513,231.31982,1008.90973
258,2.142,474.33035,232.53314,1009.82202
259,2.15,464.46292,233.70802,1010.02466
260,2.158,454.63214,234.24997,1010.8186
261,2.167,446.50992,235.57588,1011.69629
262,2.175,436.62811,237.88478,1012.87476
263,2.183,427.02643,237.5295,1013.48291
264,2.192,418.32166,238.74506,1014.09436
265,2.2,409.73892,240.98018,1015.05017
266,2.208,399.96964,242.49677,1015.31543
267,2.217,390.16745,243.32526,1015.08716
268,2.225,381.35712,245.1199,1016.31323
269,2.233,372.13065,246.01323,1017.06903
270,2.242,361.97412,246.81177,1018.10681
271,2.25,352.21066,246.57387,1018.02966
272,2.258,342.95505,248.80403,1017.91699
273,2.267,333.24899,250.81981,1018.24359
274,2.275,323.25919,251.59396,1018.29907
275,2.283,312.92041,252.92119,1018.20813
276,2.292,303.40805,254.15898,1018.47644
277,2.3,293.78607,255.07153,1018.29504
278,2.308,284.46048,255.53853,1019.51343
279,2.317,274.44815,256.79617,1018.79712
280,2.325,263.00504,258.96719,1019.67615
281,2.333,253.96672,258.60458,1019.84882
282,2.342,244.46608,259.32034,1019.69489
283,2.35,234.42278,259.26019,1019.06622
284,2.358,226.64107,259.84775,1019.38434
285,2.367,216.99742,261.12112,1020.11072
286,2.375,208.36102,261.56873,1019.40625
287,2.383,200.39967,262.26511,1019.29236
288,2.392,190.93842,261.01535,1019.34131
289,2.4,182.73642,263.21582,1019.8623
290,2.408,175.1888,262.14929,1019.76202
291,2.417,165.64563,263.29211,1018.28119
292,2.425,158.40163,262.30121,1018.56195
293,2.433,149.89087,262.5997,1018.3396
294,2.442,141.47847,263.0148,1018.27612
295,2.45,133.21912,261.88025,1017.46753
296,2.458,126.03369,262.15817,1017.01074
297,2.467,117.75893,262.24988,1017.24323
298,2.475,109.37466,262.4725,1016.47412
299,2.483,101.99328,262.81299,1015.51416
300,2.492,94.59776,261.97021,1014.60864
301,2.5,87.81642,261.2576,1014.34113
302,2.508,79.87618,260.85995,1014.09912
303,2.517,72.37524,259.42026,1013.49213
304,2.525,65.5536,258.9447,1013.07269
305,2.533,58.39083,258.37585,1011.76965
306,2.542,50.6558,257.58057,1010.25012
307,2.55,44.25048,256.82736,1009.59729
308,2.558,35.93046,255.9921,1009.81342
309,2.567,30.72778,254.73056,1008.2453
310,2.575,22.72791,254.1758,1007.53015
311,2.583,16.16682,253.51247,1007.31171
312,2.592,8.90956,251.31538,1006.42743
313,2.6,1.63788,251.4973,1006.43481
314,2.608,-4.11982,249.95242,1006.44574
315,2.617,-10.25072,248.72511,1005.48468
316,2.625,-17.5846,247.43819,1004.61713
317,2.633,-23.35777,246.40388,1003.81775
318,2.642,-30.87026,246.16437,1003.7077
319,2.65,-35.87136,245.75305,1004.14636
320,2.658,-42.70713,242.8071,1004.69287
321,2.667,-49.68209,242.15195,1005.98688
322,2.675,-55.44615,239.60327,1006.13885
323,2.683,-61.58303,238.5787,1007.27557
324,2.692,-68.04588,236.92398,1008.61847
325,2.7,-74.83213,234.91846,1010.10529
326,2.708,-80.83486,233.65637,1011.38727
327,2.717,-86.11252,233.69513,1013.25287
328,2.725,-91.86922,230.62753,1015.62476
329,2.733,-96.68665,229.58875,1016.78302
330,2.742,-102.98785,228.9446,1018.49792
331,2.75,-108.63187,228.3506,1019.77472
332,2.758,-113.64166,227.46654,1020.51349
333,2.767,-119.60621,225.97327,1020.43347
334,2.775,-125.79251,225.10016,1021.06964
335,2.783,-131.44963,226.17842,1022.26147
336,2.792,-137.12505,223.11243,1022.49884
337,2.8,-142.722,221.99724,1022.29272
338,2.808,-147.53928,222.36128,1022.80609
339,2.817,-152.8006,222.95969,1023.77582
340,2.825,-157.98079,222.33295,1023.77179
341,2.833,-162.76384,222.11211,1024.24377
342,2.842,-167.93167,220.4521,1024.31079
343,2.85,-171.84958,219.10979,1024.44458
344,2.858,-175.86644,218.63274,1024.60767
345,2.867,-181.03304,218.11462,1024.27576
346,2.875,-185.50426,218.28918,1024.49817
347,2.883,-190.98119,216.37529,1024.58118
348,2.892,-194.92055,216.79547,1024.99744
349,2.9,-200.05095,216.98122,1025.53857
350,2.908,-204.26888,216.28175,1025.40552
351,2.917,-207.87227,215.66609,1025.6283
352,2.925,-212.91299,214.46278,1026.10913
353,2.933,-217.1489,215.36844,1025.94897
354,2.942,-222.65659,215.75604,1025.5614
355,2.95,-226.85982,214.43813,1026.26733
356,2.958,-232.69533,214.33565,1025.94507
357,2.967,-236.67072,214.31776,1026.23572
358,2.975,-240.20973,213.37119,1025.68298
359,2.983,-245.52135,213.96448,1026.36609
360,2.992,-249.37755,214.36794,1026.46582
361,3,-254.61826,214.00475,1025.14404
362,3.008,-260.16425,213.76068,1024.44092
363,3.017,-265.20175,213.0061,1024.55176
364,3.025,-267.77606,213.49887,1024.38025
365,3.033,-274.82101,214.65739,1024.46216
366,3.042,-279.04422,215.55353,1024.76074
367,3.05,-284.76627,214.33336,1023.76025
368,3.058,-290.09311,215.97777,1023.14923
369,3.067,-296.22403,215.41397,1022.43469
370,3.075,-301.09229,215.4348,1022.00073
371,3.083,-306.14169,216.27225,1021.42883
372,3.092,-311.78116,217.35255,1020.85406
373,3.1,-316.38446,218.2589,1020.72076
374,3.108,-322.76129,217.31882,1018.85712
375,3.117,-328.57733,219.63199,1017.6629
376,3.125,-334.56882,220.01582,1017.22278
377,3.133,-340.19,219.53404,1015.77557
378,3.142,-346.08566,220.57144,1014.7467
379,3.15,-352.88641,221.24545,1012.96588
380,3.158,-358.39575,221.55122,1012.85364
381,3.167,-366.47202,224.92473,1011.75232
382,3.175,-371.71506,225.04538,1010.31305
383,3.183,-378.73999,227.01077,1007.98639
384,3.192,-384.543,227.51587,1006.41815
385,3.2,-392.30637,228.72668,1005.05035
386,3.208,-398.89297,229.16786,1004.24457
387,3.217,-407.14874,230.21881,1003.75012
388,3.225,-413.72784,232.03516,1002.69019
389,3.233,-422.36053,233.43312,1001.85095
390,3.242,-429.73328,234.26289,1002.36554
391,3.25,-438.20023,235.02925,1002.19739
392,3.258,-446.37195,235.64122,1002.81842
393,3.267,-454.30679,236.93668,1003.42999
394,3.275,-461.05682,237.51686,1003.70129
395,3.283,-469.66211,238.43893,1004.02386
396,3.292,-476.5098,239.15829,1004.62024
397,3.3,-484.95438,241.31255,1006.66534
398,3.308,-491.44449,241.90649,1006.90369
399,3.317,-499.91147,244.51518,1007.81171
400,3.325,-506.41177,244.07178,1008.16089
401,3.333,-514.89874,245.72115,1008.74652
402,3.342,-522.34381,247.26654,1009.48596
403,3.35,-530.3183,248.39622,1009.41412
404,3.358,-538.73956,249.62621,1010.62988
405,3.367,-547.27582,251.06648,1011.08459
406,3.375,-556.13812,252.6476,1011.75
407,3.383,-564.03656,254.60643,1012.8053
408,3.392,-572.66278,254.93593,1012.64301
409,3.4,-580.77771,256.7305,1012.29871
410,3.408,-589.51245,259.03244,1012.6369
411,3.417,-598.78229,260.48672,1012.5827
412,3.425,-607.71021,261.23102,1011.69586
413,3.433,-616.85999,262.67938,1013.0354
414,3.442,-626.53754,264.21533,1013.17627
415,3.45,-634.84802,264.64304,1013.14777
416,3.458,-641.2561,265.37067,1013.62915
417,3.467,-649.38971,265.04657,1014.26593
418,3.475,-656.02332,267.37057,1013.87909
419,3.483,-669.02777,268.3627,1013.32727
420,3.492,-677.76764,269.50089,1014.04852
421,3.5,-686.4173,270.30667,1013.87305
422,3.508,-695.33057,271.13782,1013.90082
423,3.517,-703.87512,271.34305,1013.65784
424,3.525,-712.59332,272.10324,1013.61444
425,3.533,-719.60938,272.16739,1013.85327
426,3.542,-728.13092,273.56696,1013.33264
427,3.55,-734.07916,273.50833,1013.52332
428,3.558,-741.78992,273.70584,1013.50531
429,3.567,-750.84949,274.69748,1012.19598
430,3.575,-758.58154,275.01263,1011.802
431,3.583,-766.58539,275.14926,1011.31952
432,3.592,-773.85785,275.95163,1011.45288
433,3.6,-781.87616,276.7081,1010.69098
434,3.608,-788.61029,276.25204,1010.38019
435,3.617,-795.81207,275.95691,1009.45349
436,3.625,-804.49603,275.35144,1008.67822
437,3.633,-811.99908,275.31937,1008.65942
438,3.642,-819.08759,275.22916,1007.68097
439,3.65,-827.14789,274.36722,1007.72766
440,3.658,-834.08533,273.60913,1006.65314
441,3.667,-840.92133,273.22095,1005.61768
442,3.675,-847.89996,272.09641,1004.76886
443,3.683,-854.51172,272.25473,1005.09778
444,3.692,-861.49805,272.08035,1004.06738
445,3.7,-867.88373,272.2225,1002.65985
446,3.708,-873.35706,269.29614,1001.64178
447,3.717,-879.79907,269.27884,1001.3316
448,3.725,-886.70007,269.30463,1000.59863
449,3.733,-892.24695,267.28024,999.78961
450,3.742,-899.13342,266.44809,998.80212
451,3.75,-905.96637,266.32968,998.19464
452,3.758,-911.94135,265.80685,998.39612
453,3.767,-918.93298,264.42645,998.50623
454,3.775,-925.82001,263.65463,999.22992
455,3.783,-932.53723,262.19977,999.44177
456,3.792,-936.92139,260.26031,999.57501
457,3.8,-943.85474,259.70538,1001.18207
458,3.808,-950.6734,257.6517,1003.45758
459,3.817,-957.52557,257.29999,1004.33435
460,3.825,-964.54297,256.112,1005.62994
461,3.833,-970.0213,254.13779,1007.10242
462,3.842,-975.1676,254.18782,1009.12689
