Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,2091.81641,161.11972,1534.39319,1918.56592,147.69072,1360.03271
2,0.008,2087.22559,158.32349,1534.38306,1914.50317,143.85806,1360.11096
3,0.017,2081.448,157.43503,1533.50159,1908.42236,145.63211,1359.52295
4,0.025,2076.91455,157.36623,1534.53552,1901.94702,145.45499,1360.42505
5,0.033,2071.21924,157.58339,1534.73328,1898.34753,142.02869,1359.80493
6,0.042,2064.96094,157.20981,1533.64465,1891.12964,144.60332,1358.79138
7,0.05,2060.2644,154.78748,1532.93884,1886.25964,142.02209,1359.28564
8,0.058,2054.07275,156.24332,1533.55811,1880.59436,141.50301,1358.74792
9,0.067,2048.95898,155.30481,1533.13086,1876.77209,138.08879,1359.1698
10,0.075,2043.66882,154.06918,1532.16638,1870.8562,137.58514,1357.15515
11,0.083,2038.86401,152.21844,1531.66406,1865.41748,138.59669,1356.51526
12,0.092,2033.10547,151.62817,1531.13599,1858.1272,137.51257,1357.88245
13,0.1,2027.78809,151.35832,1531.81311,1853.46765,135.49556,1356.57971
14,0.108,2022.0144,150.89363,1530.48352,1849.39783,130.67189,1356.99609
15,0.117,2016.71289,149.83864,1529.68103,1843.03796,131.47954,1355.5647
16,0.125,2011.74377,147.91469,1530.245,1834.96448,132.40218,1356.67944
17,0.133,2005.17126,148.28658,1528.84216,1830.03406,129.85139,1356.45496
18,0.142,2000.78088,145.86169,1528.43091,1825.60803,127.14024,1355.12427
19,0.15,1993.78259,145.53477,1527.68958,1820.24377,126.38229,1353.54272
20,0.158,1988.98999,142.87064,1526.85754,1814.94006,125.82881,1353.1134
21,0.167,1983.9115,141.65141,1525.82654,1810.94385,119.39011,1352.74487
22,0.175,1977.17078,140.35573,1525.052,1801.4613,123.40716,1351.7113
23,0.183,1972.61743,138.76634,1524.07397,1796.52441,119.03492,1351.14514
24,0.192,1965.89978,137.03783,1523.44604,1790.69373,119.45875,1350.81238
25,0.2,1961.0332,136.2619,1522.48328,1786.86536,113.87482,1350.77832
26,0.208,1955.24744,133.97696,1521.82373,1779.90674,115.79356,1348.9425
27,0.217,1950.11304,133.66614,1520.70105,1775.54407,110.48582,1348.4458
28,0.225,1945.14661,130.05772,1519.28394,1766.27466,113.43033,1348.61755
29,0.233,1938.88074,128.27924,1518.3252,1761.71863,107.649,1347.6886
30,0.242,1932.37842,126.30048,1517.80334,1755.62817,109.19883,1347.36047
31,0.25,1927.78687,123.81608,1516.89539,1750.13232,104.38337,1347.38831
32,0.258,1921.74707,121.82519,1517.34619,1745.92493,103.78814,1346.7489
33,0.267,1915.29846,120.51073,1517.49939,1737.48914,100.82783,1346.46143
34,0.275,1910.28186,116.65856,1517.4552,1732.52661,96.9335,1347.68848
35,0.283,1904.40588,115.66454,1518.91052,1724.30786,98.75939,1350.75671
36,0.292,1897.87488,112.88367,1519.67883,1721.07446,91.17825,1351.29041
37,0.3,1892.20349,110.29969,1520.49622,1711.47302,93.4439,1352.41504
38,0.308,1885.6073,108.79929,1521.62036,1707.97119,87.81496,1352.01636
39,0.317,1879.33411,105.66086,1522.23523,1698.98608,90.20805,1355.13391
40,0.325,1872.82043,104.95525,1523.82275,1695.49268,84.45926,1356.89124
41,0.333,1867.6167,101.25262,1525.97766,1687.81592,80.87015,1357.65625
42,0.342,1861.59082,99.69523,1526.77197,1683.07129,81.2134,1359.53699
43,0.35,1854.99817,98.16951,1529.5863,1677.67847,77.3891,1361.66785
44,0.358,1850.00415,94.7093,1530.47607,1673.3324,72.38393,1362.12964
45,0.367,1843.62976,92.9538,1531.78552,1664.55664,74.36068,1364.07788
46,0.375,1837.68262,90.75571,1532.87378,1660.26379,70.39005,1364.41345
47,0.383,1831.39099,90.02737,1534.15137,1655.27588,65.59982,1367.96777
48,0.392,1826.49121,87.49322,1533.91113,1646.92993,66.63873,1368.08984
49,0.4,1821.28723,84.40614,1535.06726,1641.82288,64.45316,1367.9209
50,0.408,1815.00183,82.25594,1534.91455,1633.95605,63.50511,1370.35095
51,0.417,1808.66858,80.56683,1534.89417,1628.33228,60.20609,1370.80652
52,0.425,1803.36353,78.84715,1534.66443,1623.4624,56.82427,1370.88965
53,0.433,1798.04651,76.41208,1534.35034,1618.62549,51.05196,1369.35498
54,0.442,1792.61157,75.08392,1535.31689,1607.10852,58.67286,1372.96765
55,0.45,1786.0437,73.50893,1534.65564,1602.53491,53.16049,1372.99402
56,0.458,1781.15479,70.72195,1534.60571,1598.98474,51.70425,1372.45618
57,0.467,1774.66309,69.62825,1534.57544,1590.4657,50.51354,1373.9231
58,0.475,1768.72058,69.41663,1534.74365,1586.05188,48.54161,1373.81763
59,0.483,1763.42151,66.99577,1534.58203,1577.75488,47.77729,1373.27844
60,0.492,1757.62146,66.1936,1534.70483,1575.04297,47.06611,1372.96863
61,0.5,1751.21741,63.89516,1535.31714,1570.15955,40.86346,1373.7865
62,0.508,1745.17041,61.7915,1534.78027,1563.80042,40.15025,1374.15833
63,0.517,1740.2146,60.54895,1534.57983,1557.84497,38.83666,1375.41028
64,0.525,1732.92468,60.96268,1535.07776,1551.21399,42.64521,1375.27344
65,0.533,1728.43115,59.4478,1535.99048,1546.78174,37.26839,1375.13159
66,0.542,1723.77856,57.61059,1535.53699,1539.26013,40.00991,1373.526
67,0.55,1716.1886,56.55429,1537.00427,1537.70752,32.32667,1374.81055
68,0.558,1710.20581,56.37633,1536.78674,1530.26575,35.97402,1374.86035
69,0.567,1705.84534,53.93796,1536.54749,1524.34167,36.30547,1374.35095
70,0.575,1699.73865,53.51194,1537.25879,1515.76685,35.3294,1373.28638
71,0.583,1693.04834,52.68976,1537.24792,1513.49463,33.93887,1373.9519
72,0.592,1687.98975,50.61387,1536.79138,1504.56677,33.1062,1372.62292
73,0.6,1682.58484,49.55999,1536.71936,1501.99255,31.70885,1373.93188
74,0.608,1676.26904,48.8243,1537.46875,1493.52209,30.52036,1374.06384
75,0.617,1671.40625,48.31558,1537.04126,1485.31042,32.82597,1373.21204
76,0.625,1665.6731,47.4141,1536.70728,1481.70142,29.3512,1374.56348
77,0.633,1659.83887,46.5292,1535.50024,1474.86292,31.04953,1374.38721
78,0.642,1655.72388,45.32016,1537.41003,1469.88013,26.54649,1372.74805
79,0.65,1649.29468,45.11494,1536.92993,1462.57312,28.49711,1373.58911
80,0.658,1642.31531,44.46333,1535.7074,1455.1084,29.63879,1373.07898
81,0.667,1636.38391,44.21514,1535.15918,1450.37256,25.74705,1373.00305
82,0.675,1630.29553,42.98851,1534.06299,1445.26196,28.29503,1372.87537
83,0.683,1625.34631,43.02462,1533.42761,1440.05103,24.26555,1372.48621
84,0.692,1619.5658,42.65158,1533.3269,1433.34766,26.46882,1371.52222
85,0.7,1611.9718,40.51834,1533.45422,1426.6499,29.07672,1370.72754
86,0.708,1607.55444,41.3907,1531.99377,1422.04541,24.27129,1370.13159
87,0.717,1601.43848,40.86505,1530.76331,1415.19604,26.29885,1370.13049
88,0.725,1595.43152,40.10894,1529.91479,1407.40686,25.617,1370.36316
89,0.733,1589.04639,40.9595,1529.85474,1403.54846,24.32591,1369.89038
90,0.742,1582.66895,40.96365,1528.74194,1395.64868,23.89049,1369.5658
91,0.75,1576.44666,40.67068,1527.69812,1389.35413,26.22314,1368.16663
92,0.758,1570.21069,40.56008,1526.59033,1384.72925,27.12399,1367.84753
93,0.767,1564.92798,40.40504,1525.31042,1377.97693,23.95998,1366.4071
94,0.775,1558.5957,41.09654,1524.53149,1371.28528,25.74641,1366.15308
95,0.783,1552.45825,40.56801,1523.61072,1361.37219,24.63365,1364.24487
96,0.792,1545.93567,40.70779,1522.60327,1357.91467,25.25628,1363.3844
97,0.8,1539.32214,41.49197,1521.93079,1354.08862,26.94823,1363.33862
98,0.808,1533.25732,41.59711,1520.85388,1345.15735,25.02721,1361.5625
99,0.817,1526.57544,41.60943,1519.82898,1338.99463,27.09476,1361.03308
100,0.825,1520.77039,41.29799,1519.49976,1334.25,29.01918,1360.25195
101,0.833,1514.68652,42.83469,1517.73108,1327.2832,25.74063,1358.92871
102,0.842,1508.28101,43.11933,1517.6366,1319.56982,27.60796,1357.76453
103,0.85,1501.74438,44.38034,1516.87781,1313.44006,30.18801,1357.26453
104,0.858,1495.54712,45.501,1515.90662,1308.53833,28.85434,1356.53931
105,0.867,1489.68323,45.92815,1515.30823,1302.38477,28.53627,1355.22217
106,0.875,1483.13062,45.88651,1513.79163,1295.11194,27.84101,1353.66028
107,0.883,1477.02234,46.63625,1513.51086,1288.21277,28.516,1354.26062
108,0.892,1470.55469,48.72192,1513.77673,1281.24036,31.40333,1353.32312
109,0.9,1463.1123,49.49962,1512.89587,1275.15881,32.43016,1354.38513
110,0.908,1456.03577,50.55389,1512.4646,1267.82043,32.53274,1353.66846
111,0.917,1450.18896,51.23025,1514.16162,1260.75671,34.82696,1355.52112
112,0.925,1443.35925,51.25366,1513.67334,1252.09766,34.96186,1358.08374
113,0.933,1436.03613,52.96518,1514.57764,1247.1665,35.50533,1357.46069
114,0.942,1429.2771,52.72381,1514.80115,1238.28174,36.56909,1358.96179
115,0.95,1422.47583,53.02039,1516.99426,1232.25537,35.85519,1359.15234
116,0.958,1415.44324,53.68285,1516.7373,1224.74402,35.31641,1359.38696
117,0.967,1409.15576,54.16745,1518.28992,1217.88574,35.06015,1362.30811
118,0.975,1401.98315,54.58318,1519.3429,1212.32263,37.27576,1362.19421
119,0.983,1394.60498,55.36783,1520.06323,1203.52905,36.33527,1363.08948
120,0.992,1388.83313,55.31565,1520.36475,1199.2406,39.47194,1365.34912
121,1,1381.52307,55.60384,1523.15149,1190.12805,38.22323,1367.11438
122,1.008,1374.61694,55.64897,1522.62292,1184.14771,37.72395,1367.99341
123,1.017,1368.07056,56.00338,1524.05298,1177.63501,38.65665,1368.3429
124,1.025,1361.66736,55.67653,1524.69482,1171.31384,36.97094,1368.7522
125,1.033,1354.47827,56.09607,1525.10657,1164.96155,39.36588,1371.71582
126,1.042,1348.07825,56.17998,1525.65613,1156.33984,39.30313,1371.33081
127,1.05,1341.56262,56.08512,1525.08655,1149.24316,39.45759,1372.23682
128,1.058,1334.37317,55.51968,1526.63171,1142.66638,40.32879,1374.38843
129,1.067,1327.99207,56.61291,1526.83105,1134.16089,40.16554,1372.89783
130,1.075,1320.82446,55.38149,1526.68933,1126.76355,40.60147,1375.31946
131,1.083,1313.74304,55.29902,1526.25903,1121.2605,38.76891,1374.66614
132,1.092,1307.36206,55.4767,1527.28625,1114.92297,37.232,1375.02087
133,1.1,1300.32642,55.24532,1527.82825,1107.77319,37.69148,1375.49158
134,1.108,1293.29785,55.1216,1528.21545,1100.19885,38.08302,1376.17053
135,1.117,1286.27087,55.36848,1529.69543,1094.92603,37.25928,1376.10046
136,1.125,1279.80188,54.02092,1529.34766,1088.51379,37.75048,1375.93372
137,1.133,1272.99707,54.43402,1530.07385,1083.02026,36.69486,1376.95728
138,1.142,1266.36975,54.57651,1530.73401,1076.52258,36.56383,1376.92407
139,1.15,1259.26648,55.62091,1530.6908,1068.46069,36.9719,1376.52344
140,1.158,1253.50684,54.78725,1531.52905,1062.57019,34.83229,1376.19434
141,1.167,1246.86658,54.10313,1532.60474,1058.00098,35.26958,1375.77527
142,1.175,1238.81897,54.37261,1532.08276,1050.52368,34.097,1376.69617
143,1.183,1232.97986,54.2914,1531.95288,1044.67004,37.07869,1377.22424
144,1.192,1226.25891,53.80993,1532.18433,1036.69116,32.71128,1375.57104
145,1.2,1220.54578,53.54107,1533.0752,1030.75208,34.2868,1374.63403
146,1.208,1214.00574,52.89219,1533.18018,1024.72083,32.1853,1374.97339
147,1.217,1206.65613,53.16656,1532.88989,1018.91907,33.86796,1375.42749
148,1.225,1200.07935,51.88498,1533.37732,1011.51147,33.03875,1375.09009
149,1.233,1193.73206,51.7666,1533.0708,1005.32391,32.91639,1375.8606
150,1.242,1186.47571,51.12713,1532.84912,998.12024,31.81398,1375.422
151,1.25,1180.21484,50.61426,1532.66602,991.58014,32.59737,1374.44763
152,1.258,1172.50024,51.29081,1532.16565,985.68024,30.96184,1374.94275
153,1.267,1166.26453,50.37215,1531.90845,977.38934,30.47166,1374.04919
154,1.275,1159.85278,49.70456,1531.672,971.26489,31.01698,1373.51526
155,1.283,1153.7229,49.08257,1530.94507,966.05695,29.88453,1373.9425
156,1.292,1147.01807,48.1949,1530.14417,959.95154,30.42369,1373.41199
157,1.3,1138.9928,48.09922,1529.74243,950.90479,30.10081,1371.66858
158,1.308,1133.06592,47.34034,1529.75635,944.46558,30.43058,1371.04895
159,1.317,1126.21436,47.02812,1529.61475,938.05566,27.49723,1371.10181
160,1.325,1119.39722,46.2582,1528.61731,930.31952,27.88386,1370.75183
161,1.333,1112.16272,45.08318,1526.82483,923.66339,27.74826,1370.4248
162,1.342,1105.70532,44.08732,1525.64795,917.4458,28.27168,1369.53284
163,1.35,1100.02686,42.17931,1524.94299,911.97162,26.92161,1368.87146
164,1.358,1092.29004,42.35158,1524.56494,902.77594,24.97899,1367.29968
165,1.367,1084.89624,40.523,1523.70007,896.93518,26.64017,1366.95276
166,1.375,1078.18237,41.33997,1522.99414,888.00806,24.00169,1365.77295
167,1.383,1071.82605,39.54021,1521.54541,881.6004,22.94492,1365.58862
168,1.392,1064.28479,37.86327,1520.95239,876.12811,21.82094,1365.22266
169,1.4,1056.71692,37.27529,1520.23694,867.18091,20.32452,1364.39148
170,1.408,1051.16028,33.80825,1518.65454,860.96741,20.67821,1363.93762
171,1.417,1042.47717,34.67697,1518.47815,854.96649,19.0444,1363.24719
172,1.425,1036.1521,32.56386,1517.69739,846.31134,17.76404,1362.59448
173,1.433,1029.85254,31.61405,1517.33008,839.15118,16.09704,1360.57947
174,1.442,1021.11212,30.42831,1516.72021,831.86707,16.5482,1360.94653
175,1.45,1015.19312,27.10292,1516.45984,825.41089,13.47697,1361.14587
