Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
132,1.092,1209.38672,261.19437,969.13629
133,1.1,1199.75085,261.76312,969.49805
134,1.108,1190.64941,261.82816,969.96826
135,1.117,1182.68054,261.01987,970.36761
136,1.125,1173.29626,260.57379,970.61621
137,1.133,1164.05994,259.66928,972.53906
138,1.142,1154.7334,259.76627,972.11829
139,1.15,1145.5636,259.30124,972.91272
140,1.158,1136.24634,259.49789,973.22845
141,1.167,1127.80151,259.09036,975.00098
142,1.175,1119.39465,258.63547,974.42426
143,1.183,1110.82202,257.35669,975.92303
144,1.192,1102.25317,255.95111,975.22272
145,1.2,1094.59717,257.53647,977.05499
146,1.208,1086.34705,255.6937,976.29132
147,1.217,1077.95886,256.9903,977.43274
148,1.225,1069.57251,254.72887,977.2829
149,1.233,1063.63452,255.72339,977.75433
150,1.242,1054.02258,254.53792,977.80664
151,1.25,1048.0719,252.88194,977.99591
152,1.258,1039.54993,252.11105,977.8147
153,1.267,1033.3656,252.08247,978.3869
154,1.275,1024.63318,250.57094,977.52429
155,1.283,1017.26111,250.58354,976.97571
156,1.292,1009.44348,248.30861,976.96082
157,1.3,1001.73785,248.71832,976.33252
158,1.308,994.7074,248.00562,977.7854
159,1.317,986.17645,246.31108,977.50671
160,1.325,980.82849,244.69705,976.8457
161,1.333,973.16333,243.61517,976.00421
162,1.342,965.92108,241.60359,976.63947
163,1.35,959.51129,242.73689,976.10126
164,1.358,950.90674,240.36531,974.84143
165,1.367,943.9046,240.15274,973.82245
166,1.375,938.19196,239.70421,974.14465
167,1.383,931.0365,236.97185,974.04144
168,1.392,924.83972,237.00029,972.93488
169,1.4,916.85425,235.69089,972.15582
170,1.408,910.15503,234.84264,970.84955
171,1.417,903.276,235.57886,971.08191
172,1.425,895.1828,233.47559,971.53821
173,1.433,889.22247,231.48465,970.07086
174,1.442,883.01379,231.28622,971.2821
175,1.45,875.8338,228.99335,970.34863
176,1.458,868.89783,227.88737,970.20459
177,1.467,862.91125,226.40936,969.62628
178,1.475,856.16675,224.61632,969.39636
179,1.483,850.77136,224.88933,969.68805
180,1.492,843.849,223.85201,969.42627
181,1.5,836.86761,221.92891,970.05542
182,1.508,830.23633,221.74982,970.78973
183,1.517,823.95459,218.89349,971.72906
184,1.525,819.22736,218.31351,973.62292
185,1.533,812.17346,216.35545,975.24896
186,1.542,807.55945,216.00905,976.73376
187,1.55,801.02856,215.40431,977.828
188,1.558,794.84058,214.93298,979.39099
189,1.567,790.74207,212.57268,980.11603
190,1.575,785.94507,212.83081,979.84863
191,1.583,779.6969,212.8181,981.57593
192,1.592,774.65985,212.55144,982.56409
193,1.6,769.69318,210.52521,981.96631
194,1.608,764.18048,211.1161,982.48242
195,1.617,759.28705,209.16263,982.37805
196,1.625,754.50659,208.9781,982.06891
197,1.633,749.77911,207.76381,982.76129
198,1.642,744.78912,206.97372,983.00397
199,1.65,739.72876,206.36678,982.78662
200,1.658,736.1239,205.24666,982.94879
201,1.667,731.53412,206.45503,983.33356
202,1.675,727.11462,205.05499,982.21686
203,1.683,722.76678,204.31012,981.81708
204,1.692,717.89069,202.86061,981.3241
205,1.7,714.68494,203.24626,981.03662
206,1.708,709.60358,204.25098,980.81769
207,1.717,705.28528,202.95988,979.36438
208,1.725,701.36731,201.77113,979.49969
209,1.733,695.80634,202.79791,978.83838
210,1.742,692.96594,202.23254,978.15179
211,1.75,688.27203,202.46118,978.32941
212,1.758,683.1181,201.93289,977.04187
213,1.767,679.71765,200.48232,976.32446
214,1.775,674.94635,200.88281,976.85876
215,1.783,670.59723,200.48711,975.94092
216,1.792,666.76434,201.10219,975.90619
217,1.8,660.80322,200.28098,975.37177
218,1.808,657.21307,199.97656,973.44836
219,1.817,653.10675,199.31195,973.93817
220,1.825,648.64618,199.2263,972.90753
221,1.833,643.96002,199.85504,971.78754
222,1.842,639.05853,200.09175,971.24652
223,1.85,634.50757,200.76668,970.52698
224,1.858,629.72693,199.03436,970.15924
225,1.867,625.51532,201.24229,969.14294
226,1.875,620.6217,199.89166,967.50464
227,1.883,615.2298,200.62273,966.77734
228,1.892,609.98474,200.51036,965.56219
229,1.9,604.62848,200.90926,965.41449
230,1.908,599.8938,200.10555,964.94379
231,1.917,594.07422,200.8118,964.20129
232,1.925,589.9303,201.77646,963.59717
233,1.933,583.87457,202.5463,963.12628
234,1.942,578.42908,202.65881,962.0578
235,1.95,572.05042,203.0769,961.75677
236,1.958,565.41614,203.35088,961.11481
237,1.967,559.29602,204.57433,959.73346
238,1.975,553.68994,205.1087,959.03375
239,1.983,545.92822,205.22433,957.11407
240,1.992,539.07916,206.91287,956.12854
241,2,533.47791,207.87344,955.74548
242,2.008,525.99628,207.7886,955.31134
243,2.017,519.24176,209.35199,954.21515
244,2.025,511.63455,210.7234,953.07269
245,2.033,504.93094,211.13707,951.6615
246,2.042,495.73474,212.57248,950.54791
247,2.05,488.73236,213.09673,948.89258
248,2.058,480.26257,214.81256,947.20197
249,2.067,473.69592,215.60023,946.61273
250,2.075,464.69312,217.25963,945.16876
251,2.083,456.72006,218.58812,944.61536
252,2.092,446.85913,219.17818,944.66351
253,2.1,437.83881,220.78426,944.30273
254,2.108,428.56696,221.80424,944.74292
255,2.117,419.36078,222.17256,945.43304
256,2.125,410.30731,223.23372,945.94763
257,2.133,401.12766,224.09698,946.97852
258,2.142,391.2984,224.8318,947.28577
259,2.15,381.74585,226.25529,948.11993
260,2.158,372.79959,228.20619,950.20825
261,2.167,362.94836,229.252,951.03967
262,2.175,353.89035,229.97563,952.5791
263,2.183,343.96896,230.81372,953.24982
264,2.192,334.39761,231.10086,954.81146
265,2.2,325.10892,232.98576,956.27875
266,2.208,315.66541,233.0475,956.24255
267,2.217,305.68152,234.87721,958.93219
268,2.225,295.93811,235.7989,959.3786
269,2.233,286.14508,235.89212,959.7207
270,2.242,276.54663,237.74634,960.87787
271,2.25,265.81339,238.01114,961.70947
272,2.258,256.02817,239.22337,962.92627
273,2.267,246.91245,239.96831,962.79047
274,2.275,236.63017,240.80466,963.91528
275,2.283,226.6712,241.02234,964.42004
276,2.292,216.35132,241.45169,964.92194
277,2.3,206.63354,242.45695,965.78137
278,2.308,196.08427,242.36096,966.22778
279,2.317,186.37199,242.2879,967.28156
280,2.325,175.97168,242.26962,968.31653
281,2.333,166.82722,242.1693,968.87854
282,2.342,158.05684,244.25034,969.72754
283,2.35,148.43999,243.01582,970.63104
284,2.358,138.5652,243.43539,971.81824
285,2.367,129.51944,242.30482,972.57245
286,2.375,120.30959,242.19109,972.27795
287,2.383,111.09404,243.0983,973.55981
288,2.392,102.56371,242.13667,974.01251
289,2.4,93.73582,241.89723,974.95038
290,2.408,84.77743,242.59772,975.71283
291,2.417,76.33857,242.83218,975.27289
292,2.425,67.88182,240.96385,975.75543
293,2.433,59.45378,241.09125,975.91071
294,2.442,51.13951,240.38458,976.66235
295,2.45,42.56306,241.12505,977.89972
296,2.458,34.69457,240.55023,977.80841
297,2.467,26.76383,239.54024,977.401
298,2.475,17.90686,238.70534,977.15143
299,2.483,10.50289,238.07486,977.26685
300,2.492,2.14634,238.64003,977.21515
301,2.5,-4.7495,237.77182,977.0437
302,2.508,-12.76608,237.50624,977.28534
303,2.517,-20.47002,234.55807,977.00153
304,2.525,-27.67958,234.00681,976.73181
305,2.533,-35.59975,234.92418,976.28534
306,2.542,-41.87914,233.91275,975.98615
307,2.55,-48.99549,232.36839,975.61884
308,2.558,-56.23922,231.25284,974.80811
309,2.567,-63.72446,231.10948,974.41748
310,2.575,-69.55022,229.63606,974.04376
311,2.583,-77.2288,229.00999,973.07953
312,2.592,-84.2991,227.55043,972.71185
313,2.6,-91.48524,226.22189,972.82947
314,2.608,-97.98213,225.81213,972.53174
315,2.617,-104.58735,224.74878,971.87024
316,2.625,-110.2689,223.37601,971.29974
317,2.633,-116.24189,222.80679,970.79962
318,2.642,-123.56718,221.92578,969.81244
319,2.65,-129.85921,220.05437,969.45764
320,2.658,-137.07709,220.16582,969.60468
321,2.667,-142.51308,219.60023,969.62451
322,2.675,-149.26103,217.90964,969.53998
323,2.683,-154.9715,216.05058,970.49438
324,2.692,-160.75281,214.76656,971.20184
325,2.7,-166.55624,213.06586,971.34711
326,2.708,-172.58061,211.94052,972.10211
327,2.717,-177.42294,211.42946,972.33008
328,2.725,-183.63464,210.75734,973.48004
329,2.733,-189.01801,210.45306,974.56555
330,2.742,-194.18172,208.24075,975.00934
331,2.75,-199.14903,208.12488,975.44202
332,2.758,-204.85881,207.86946,975.93262
333,2.767,-209.51485,208.92134,975.33905
334,2.775,-214.90025,206.62413,975.56158
335,2.783,-220.5215,206.6667,975.53674
336,2.792,-225.43996,206.08313,975.15363
337,2.8,-230.79521,204.3114,975.0874
338,2.808,-236.70825,203.56802,974.71387
339,2.817,-239.77132,203.71413,974.97125
340,2.825,-244.70914,202.99937,974.69788
341,2.833,-249.46733,201.91605,974.38312
342,2.842,-254.91888,201.97008,974.1308
343,2.85,-259.00592,201.56731,973.88782
344,2.858,-262.40439,202.04021,973.10431
345,2.867,-267.647,200.09985,972.45459
346,2.875,-272.46222,201.46291,972.44714
347,2.883,-276.63425,200.32437,972.27527
348,2.892,-280.75797,201.53419,972.12268
349,2.9,-285.49564,200.34804,971.74133
350,2.908,-289.07471,202.23332,971.3949
351,2.917,-293.76602,200.06494,971.06006
352,2.925,-297.4826,200.86609,971.00714
353,2.933,-302.8241,200.04077,970.2522
354,2.942,-306.23267,200.93799,969.38104
355,2.95,-311.53186,200.19463,969.36621
356,2.958,-314.85519,201.10921,969.19165
357,2.967,-319.86298,200.8842,968.2771
358,2.975,-323.65283,201.74593,967.94586
359,2.983,-328.80417,201.27635,967.44733
360,2.992,-333.72589,201.62968,967.04248
361,3,-337.40607,201.64911,966.05774
362,3.008,-342.68997,201.97739,965.40582
363,3.017,-347.33615,202.71507,964.44751
364,3.025,-352.40442,203.73515,964.11353
365,3.033,-356.87286,203.15788,963.22449
366,3.042,-361.54865,203.61252,963.09003
367,3.05,-366.39984,204.62083,962.1496
368,3.058,-371.40298,204.5146,961.45734
369,3.067,-376.05685,204.98599,960.66882
370,3.075,-381.87439,205.82051,959.66254
371,3.083,-387.70248,206.75635,958.95544
372,3.092,-392.48505,207.12146,958.44971
373,3.1,-397.96866,208.54535,956.65686
374,3.108,-403.30722,208.98793,956.79059
375,3.117,-409.3154,209.89348,954.5329
376,3.125,-415.12964,210.54755,953.23352
377,3.133,-420.94589,211.44887,953.25244
378,3.142,-427.1376,213.36935,951.82593
379,3.15,-433.22275,213.98682,950.86029
380,3.158,-439.33932,214.57408,948.87689
381,3.167,-445.23584,216.16374,947.79639
382,3.175,-452.21402,217.29831,946.25641
383,3.183,-459.60168,218.72551,945.08447
384,3.192,-466.11136,220.41417,944.25574
385,3.2,-471.99673,220.91176,942.47125
386,3.208,-481.14569,222.36412,941.38165
387,3.217,-486.77161,223.44142,940.32764
388,3.225,-495.40222,225.11624,939.89136
389,3.233,-502.40408,226.60454,939.6427
390,3.242,-510.784,227.25418,939.99841
391,3.25,-519.4989,228.07858,940.25922
392,3.258,-526.83929,229.11874,940.82306
393,3.267,-535.18805,230.69226,941.03271
394,3.275,-542.74683,231.39461,941.72937
395,3.283,-550.61121,232.72466,942.28564
396,3.292,-558.21027,233.61441,943.51489
397,3.3,-566.46112,235.3701,944.30566
398,3.308,-573.6806,235.64029,945.87036
399,3.317,-582.63794,238.23593,947.17255
400,3.325,-589.33563,238.92827,948.01917
401,3.333,-598.25476,241.22112,949.26044
402,3.342,-605.68469,242.36588,949.87616
403,3.35,-613.84363,243.67442,950.46973
404,3.358,-622.08307,244.8755,951.20624
405,3.367,-631.70544,246.60646,952.84747
406,3.375,-639.75726,246.84276,953.61084
407,3.383,-648.94659,248.77986,954.23419
408,3.392,-656.44476,250.02692,954.94836
409,3.4,-665.69556,251.16661,955.12396
410,3.408,-675.1557,252.29327,955.19104
411,3.417,-683.32678,253.17677,955.81897
412,3.425,-691.9895,253.9731,955.33936
413,3.433,-701.08044,254.03242,955.95477
414,3.442,-709.95941,254.50349,955.71924
415,3.45,-719.48993,254.94901,956.74036
416,3.458,-728.20679,255.66307,956.4151
417,3.467,-737.98651,255.37225,957.65887
418,3.475,-745.49811,254.32771,958.30389
419,3.483,-755.68951,255.71564,958.26654
420,3.492,-763.67493,255.06117,959.0191
421,3.5,-772.94073,256.56152,960.03613
422,3.508,-780.36444,256.08121,960.18109
423,3.517,-788.64105,256.85907,960.18585
424,3.525,-798.901,257.29175,960.70447
425,3.533,-805.82629,257.13959,961.02686
426,3.542,-813.25159,257.72141,961.38086
427,3.55,-820.79895,257.17819,960.87244
428,3.558,-829.77539,258.30112,961.56995
429,3.567,-837.96741,258.72546,961.33691
430,3.575,-844.36609,257.32938,961.36816
431,3.583,-853.44928,257.16589,960.91089
432,3.592,-861.61798,256.82498,961.54156
433,3.6,-868.98431,257.01672,960.41028
434,3.608,-876.66467,255.96622,960.2724
435,3.617,-884.12292,256.52658,960.34283
436,3.625,-891.75287,255.76344,960.45343
437,3.633,-899.34711,255.43422,959.55798
438,3.642,-906.36163,255.13986,959.96417
439,3.65,-914.54712,252.93192,959.86896
440,3.658,-920.78064,253.50478,959.3266
441,3.667,-928.9707,253.37386,958.8009
442,3.675,-934.8219,252.5683,958.87439
443,3.683,-942.7334,251.37267,957.38971
444,3.692,-949.30432,250.74956,957.63342
445,3.7,-956.95862,250.13567,957.09387
446,3.708,-963.3786,248.89056,956.96582
447,3.717,-970.23547,248.43056,956.82245
448,3.725,-976.99097,248.18861,956.38135
449,3.733,-983.22681,247.2005,956.49268
450,3.742,-990.07599,246.39491,956.21344
451,3.75,-996.35382,246.21173,955.38983
452,3.758,-1003.53564,245.71355,955.6524
453,3.767,-1011.16492,244.45865,955.76898
454,3.775,-1016.06415,243.37192,956.43414
455,3.783,-1022.08588,242.74529,956.11664
456,3.792,-1028.7085,241.12886,957.03528
457,3.8,-1035.38611,240.66644,958.34308
458,3.808,-1041.57007,239.57224,958.37347
459,3.817,-1048.41284,238.37224,959.21509
460,3.825,-1053.9718,238.50192,960.78705
461,3.833,-1058.6543,237.93565,961.67633
462,3.842,-1064.52295,236.7455,962.0816
