Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,2007.07495,383.85568,899.7384
2,0.008,1999.59473,381.67441,899.62494
3,0.017,1991.81104,381.54468,900.50909
4,0.025,1985.11194,381.31155,902.20734
5,0.033,1975.06519,378.18561,902.29486
6,0.042,1970.84668,378.63602,901.79559
7,0.05,1960.99426,376.44669,901.84778
8,0.058,1956.39258,377.40488,902.92859
9,0.067,1949.2915,375.93698,904.03394
10,0.075,1940.69702,375.03058,903.87946
11,0.083,1935.30786,373.40918,903.89362
12,0.092,1926.86963,371.95813,903.34937
13,0.1,1918.29443,368.27597,903.10156
14,0.108,1912.15918,368.49057,902.56384
15,0.117,1909.77405,363.51047,900.07098
16,0.125,1902.99963,362.40735,898.33508
17,0.133,1893.06311,363.96109,899.03973
18,0.142,1885.43494,363.25772,898.68524
19,0.15,1878.87817,360.76038,899.36157
20,0.158,1871.96155,360.23203,898.50043
21,0.167,1863.32959,356.19153,897.74902
22,0.175,1859.74341,356.13974,898.21588
23,0.183,1849.97839,353.07962,897.09631
24,0.192,1846.97522,353.28928,896.97559
25,0.2,1838.6803,350.20895,895.60535
26,0.208,1834.55029,349.50311,895.95837
27,0.217,1824.75671,346.16074,895.16296
28,0.225,1819.95129,345.4057,894.3465
29,0.233,1811.59277,342.52017,894.19952
30,0.242,1805.85657,340.68167,893.44653
31,0.25,1799.61755,338.94559,893.08521
32,0.258,1794.68225,336.71048,892.39728
33,0.267,1788.28723,335.76825,893.25201
34,0.275,1783.47192,333.53894,891.91956
35,0.283,1777.39404,331.83981,892.62732
36,0.292,1771.91833,330.31119,892.16888
37,0.3,1765.9043,328.11383,895.23303
38,0.308,1760.65271,326.10678,896.72687
39,0.317,1754.61963,324.30869,895.83868
40,0.325,1750.96899,322.91864,894.58356
41,0.333,1745.43665,319.20288,895.53308
42,0.342,1738.79492,319.24295,899.1814
43,0.35,1735.0625,317.13327,901.07355
44,0.358,1732.06128,315.95279,901.24237
45,0.367,1726.53235,315.07608,901.21814
46,0.375,1721.57153,312.63763,901.07495
47,0.383,1718.46741,311.091,901.0415
48,0.392,1711.00745,309.6593,901.36755
49,0.4,1710.63599,309.64398,901.92615
50,0.408,1706.71021,307.50302,902.16351
51,0.417,1701.61035,305.58887,902.46289
52,0.425,1698.0426,304.77319,903.05426
53,0.433,1693.53845,302.76685,902.58417
54,0.442,1690.1532,301.40848,901.89594
55,0.45,1683.97449,300.69418,901.96051
56,0.458,1678.85071,297.5787,901.21838
57,0.467,1679.20056,298.14404,900.82074
58,0.475,1675.27222,296.21326,900.65033
59,0.483,1665.75659,293.6514,900.02081
