Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,1947.72083,334.82239,899.68018
2,0.008,1942.08069,329.58316,899.16083
3,0.017,1931.8158,331.86566,900.22174
4,0.025,1926.43176,326.47186,899.03827
5,0.033,1917.25061,327.12393,899.50549
6,0.042,1910.17615,324.33392,900.77496
7,0.05,1903.84021,325.40247,902.08429
8,0.058,1897.23547,322.42319,903.52783
9,0.067,1890.88525,323.14377,902.52759
10,0.075,1881.55261,320.40112,904.95551
11,0.083,1872.49243,321.23227,905.28925
12,0.092,1866.396,317.99542,905.29688
13,0.1,1859.29761,319.48041,905.328
14,0.108,1852.10669,316.54227,905.12457
15,0.117,1847.8667,313.37659,904.96014
16,0.125,1842.10815,310.44751,903.76373
17,0.133,1832.89807,310.53,905.24213
18,0.142,1824.64014,308.86176,905.39734
19,0.15,1819.61316,307.90652,905.06494
20,0.158,1811.4425,306.28683,904.98151
21,0.167,1806.03442,304.24805,905.35144
22,0.175,1798.36462,304.2229,905.453
23,0.183,1793.11975,300.09091,904.1817
24,0.192,1785.30383,298.55692,904.52582
25,0.2,1779.34985,296.15033,903.54169
26,0.208,1771.67529,295.98074,902.99347
27,0.217,1766.21143,292.30991,902.54065
28,0.225,1760.65234,293.74472,901.72961
29,0.233,1754.61841,288.62827,901.95874
30,0.242,1749.51843,288.03445,900.99261
31,0.25,1742.57336,285.1691,900.99365
32,0.258,1736.72839,282.65967,899.99902
33,0.267,1730.69238,281.68408,899.45715
34,0.275,1723.45264,279.8096,898.84052
35,0.283,1717.77417,276.52756,898.69287
36,0.292,1711.14685,276.48807,898.28943
37,0.3,1705.69031,271.7403,898.05792
38,0.308,1701.00403,271.00223,899.70392
39,0.317,1697.29614,269.40292,899.61499
40,0.325,1691.67676,269.7934,900.55994
41,0.333,1686.61633,266.13818,900.04584
42,0.342,1680.13599,266.71872,899.58844
43,0.35,1677.9624,261.37778,899.7525
44,0.358,1672.92261,262.48758,899.71552
45,0.367,1668.27454,259.76651,899.53046
46,0.375,1662.17053,258.33578,900.9613
47,0.383,1658.90662,257.40097,901.46478
48,0.392,1653.65466,255.80376,901.13007
49,0.4,1649.7677,255.62071,901.43463
50,0.408,1646.00537,253.87009,900.25562
51,0.417,1640.84827,251.81673,901.05542
52,0.425,1638.09937,250.43892,899.65881
53,0.433,1634.44775,247.83701,898.43445
54,0.442,1630.02539,247.4014,899.58459
55,0.45,1625.2467,247.93504,898.08978
56,0.458,1621.70142,246.13046,898.42767
57,0.467,1617.14966,244.86272,897.11707
58,0.475,1614.08826,243.79794,897.80499
59,0.483,1610.61206,243.70821,896.62604
60,0.492,1607.28357,242.59135,895.12726
61,0.5,1602.39307,243.27936,894.90179
62,0.508,1600.78467,239.95329,894.84821
63,0.517,1598.19604,237.52618,893.28998
64,0.525,1594.54883,237.84703,893.03094
65,0.533,1592.54529,237.43079,893.0451
66,0.542,1588.55322,236.08827,891.9494
67,0.55,1585.03906,234.81412,890.86542
68,0.558,1581.14111,235.23065,889.48163
69,0.567,1579.61926,235.3331,888.56256
70,0.575,1575.59595,234.18217,887.89825
71,0.583,1572.12073,233.77388,887.39563
72,0.592,1569.44763,233.09836,886.67755
73,0.6,1566.27307,233.7751,886.91663
74,0.608,1561.71582,233.16864,886.17725
75,0.617,1560.33142,232.2428,885.91718
76,0.625,1556.56824,230.50778,884.7431
77,0.633,1552.18005,232.4386,883.87488
78,0.642,1549.24524,230.95111,884.20691
79,0.65,1545.67468,231.13953,883.98358
80,0.658,1540.5813,231.10347,882.88416
81,0.667,1539.13147,230.54745,882.98804
82,0.675,1533.84753,232.9223,882.42938
83,0.683,1530.11499,229.24931,881.42841
84,0.692,1524.9198,230.54749,881.27338
85,0.7,1521.64661,230.80087,880.99854
86,0.708,1515.94006,229.41953,878.99841
87,0.717,1512.46289,229.0515,878.7016
88,0.725,1508.19958,230.02245,878.26764
89,0.733,1502.99744,229.24829,878.27863
90,0.742,1497.27783,227.14288,876.67603
91,0.75,1492.24951,227.94514,877.25153
92,0.758,1485.99011,227.13405,875.49341
93,0.767,1481.47034,227.97614,875.40222
94,0.775,1474.87476,227.78177,873.76874
95,0.783,1468.87061,227.39832,874.02826
96,0.792,1462.40784,227.77411,872.89551
97,0.8,1456.11084,228.06406,871.05408
98,0.808,1449.04663,227.80685,870.3573
99,0.817,1443.82654,227.39821,870.71735
100,0.825,1435.948,226.98265,868.88983
101,0.833,1429.20447,226.86386,867.65918
102,0.842,1421.61548,227.37134,866.54065
103,0.85,1412.63843,227.43396,866.18213
104,0.858,1405.23743,226.79907,865.50153
105,0.867,1397.50806,226.98598,865.31226
106,0.875,1388.66943,227.55548,864.90106
107,0.883,1381.38074,226.58885,864.07813
108,0.892,1372.96973,227.07405,864.7691
109,0.9,1365.00049,225.80869,863.37262
110,0.908,1356.33545,226.2222,863.96936
111,0.917,1347.50208,225.86378,863.25726
112,0.925,1337.66516,226.73405,863.38458
113,0.933,1328.73706,227.68495,863.62817
114,0.942,1319.89355,227.28679,864.03644
115,0.95,1310.00854,226.49454,864.13141
116,0.958,1301.03479,226.4308,865.67358
117,0.967,1292.81458,226.87329,866.87225
118,0.975,1283.10754,227.13199,868.30182
119,0.983,1274.11694,226.92776,870.22766
120,0.992,1264.78491,226.32388,871.07605
121,1,1255.10864,226.0249,872.75049
122,1.008,1245.04663,227.07539,874.50586
123,1.017,1235.86499,228.00284,875.88593
124,1.025,1227.25183,227.06239,877.77167
125,1.033,1217.33069,227.21333,878.52094
