Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-232.88213,-232.23441,803.97797,-203.80872,-277.35898,673.1579,-256.89432,-229.46834,639.51105
2,0.008,-233.11337,-232.25136,804.02051,-203.80872,-277.35898,673.1579,-256.89432,-229.46834,639.51105
3,0.017,-233.22021,-232.22844,804.07166,-203.80872,-277.35898,673.1579,-256.89432,-229.46834,639.51105
4,0.025,-233.11337,-232.25136,804.02051,-203.5507,-277.48196,673.01227,-256.89432,-229.46834,639.51105
5,0.033,-232.99294,-232.16069,804.08203,-203.5507,-277.48196,673.01227,-256.66992,-229.68834,639.45117
6,0.042,-233.11337,-232.25136,804.02051,-203.80872,-277.35898,673.1579,-256.89432,-229.46834,639.51105
7,0.05,-232.87628,-232.31525,804.31696,-203.5507,-277.48196,673.01227,-256.89432,-229.46834,639.51105
8,0.058,-232.69359,-232.11855,804.29004,-203.80872,-277.35898,673.1579,-256.66992,-229.68834,639.45117
9,0.067,-232.7569,-232.13776,804.11072,-203.82813,-277.38904,673.44836,-256.66992,-229.68834,639.45117
10,0.075,-232.55237,-232.18747,804.11664,-203.5507,-277.48196,673.01227,-256.66992,-229.68834,639.45117
11,0.083,-232.69359,-232.11855,804.29004,-203.5507,-277.48196,673.01227,-256.36765,-229.80635,639.29749
12,0.092,-232.42717,-232.09082,804.24939,-203.82813,-277.38904,673.44836,-256.66992,-229.68834,639.45117
13,0.1,-232.20396,-232.02394,804.26007,-203.5507,-277.48196,673.01227,-256.66992,-229.68834,639.45117
14,0.108,-232.32915,-232.12062,804.12732,-203.57014,-277.51208,673.3028,-256.66992,-229.68834,639.45117
15,0.117,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.66992,-229.68834,639.45117
16,0.125,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.36765,-229.80635,639.29749
17,0.133,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.61298,-231.09355,639.36261
18,0.142,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.50476,-230.44371,639.42816
19,0.15,-232.0087,-232.09305,804.31403,-203.02722,-277.46484,672.9151,-256.36765,-229.80635,639.29749
20,0.158,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.36765,-229.80635,639.29749
21,0.167,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.36765,-229.80635,639.29749
22,0.175,-232.29514,-232.28822,804.12225,-203.5507,-277.48196,673.01227,-256.36765,-229.80635,639.29749
23,0.183,-232.1339,-232.18971,804.18134,-203.02722,-277.46484,672.9151,-256.36765,-229.80635,639.29749
24,0.192,-232.0087,-232.09305,804.31403,-203.5507,-277.48196,673.01227,-256.61298,-231.09355,639.36261
25,0.2,-232.1339,-232.18971,804.18134,-203.02722,-277.46484,672.9151,-256.61298,-231.09355,639.36261
26,0.208,-232.29514,-232.28822,804.12225,-203.5507,-277.48196,673.01227,-256.61298,-231.09355,639.36261
27,0.217,-232.29514,-232.28822,804.12225,-203.5507,-277.48196,673.01227,-256.50476,-230.44371,639.42816
