Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,1716.49524,82.69272,1455.38708,1695.31824,-167.38992,1438.45203,1870.45337,55.84966,1486.18896,1862.15088,-163.27443,1475.12683,1926.92358,56.89508,1402.32935
2,0.008,1710.72791,84.48279,1454.97168,1691.13281,-165.24872,1438.23511,1865.70117,56.724,1486.32739,1856.38354,-162.46037,1475.34668,1921.89893,56.75564,1402.55408
3,0.017,1704.93127,86.0326,1454.90881,1685.48206,-163.77998,1438.16516,1859.90649,58.68009,1484.62231,1849.07947,-162.54015,1475.11792,1915.32935,57.7136,1402.10388
4,0.025,1698.59058,86.8246,1454.27222,1680.30762,-162.4071,1437.05627,1854.69629,59.79453,1484.32434,1845.02051,-160.38625,1474.82739,1909.71265,58.96775,1400.93457
5,0.033,1693.56543,89.02008,1453.24426,1674.48425,-161.3208,1437.15906,1847.75793,59.97774,1484.27112,1839.58447,-159.05194,1473.78796,1903.56409,60.31612,1401.40552
6,0.042,1687.36047,90.58461,1452.68018,1667.69189,-160.59293,1436.7915,1843.55884,62.16177,1483.78931,1833.26489,-158.15952,1474.07471,1897.85315,61.76935,1400.36707
7,0.05,1681.70044,91.04202,1451.95776,1661.88049,-160.09438,1436.90698,1836.45288,63.84979,1483.00146,1826.98767,-156.12238,1473.39575,1891.94739,62.85094,1399.8374
8,0.058,1674.43823,92.86249,1452.06738,1656.47229,-158.55086,1436.89441,1829.49622,64.58934,1482.08813,1821.92969,-155.22528,1473.18066,1885.90027,64.46259,1399.60437
9,0.067,1669.02588,93.46324,1449.46069,1649.45544,-157.43736,1435.17065,1823.46021,65.73737,1480.9823,1816.14856,-153.74052,1472.38257,1879.85864,65.14829,1398.66724
10,0.075,1662.59094,97.12478,1448.55774,1644.74707,-154.61153,1434.47632,1816.2854,68.5595,1480.57654,1810.24854,-151.05663,1471.20105,1873.59033,67.62505,1397.79834
11,0.083,1657.06921,99.12876,1447.89014,1638.21887,-152.35414,1434.0415,1809.58911,70.53023,1479.66724,1805.03467,-149.2715,1471.11633,1867.49158,69.52345,1397.77686
