Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,1729.84717,394.72021,1482.38281
2,0.008,1722.47974,393.82227,1482.08508
3,0.017,1715.3855,393.37729,1481.13904
4,0.025,1708.4801,393.40005,1480.82764
5,0.033,1701.82275,393.64996,1480.60291
6,0.042,1693.92322,394.41165,1480.10608
7,0.05,1686.40991,393.55481,1479.66138
8,0.058,1679.3894,393.70349,1478.9209
9,0.067,1671.81519,393.51343,1477.70642
10,0.075,1664.83337,393.54996,1477.40833
11,0.083,1657.34229,392.23312,1475.74683
12,0.092,1650.677,393.06262,1475.46423
13,0.1,1641.60889,392.4382,1473.64465
14,0.108,1634.57886,392.7532,1472.55811
15,0.117,1627.24207,393.61551,1471.4491
16,0.125,1620.43359,394.04672,1470.15466
17,0.133,1612.57373,393.61179,1468.15271
18,0.142,1605.75061,393.21674,1467.48328
19,0.15,1596.82324,393.21246,1466.03003
20,0.158,1588.99121,393.46075,1465.46619
21,0.167,1581.05334,394.30872,1463.61731
22,0.175,1573.92297,394.74423,1462.57568
23,0.183,1565.70996,395.51898,1459.95093
24,0.192,1557.25085,395.07986,1460.33252
25,0.2,1548.96423,395.09964,1458.50745
26,0.208,1541.50208,396.68506,1457.14197
27,0.217,1534.14758,397.74551,1456.17944
28,0.225,1525.21228,398.22025,1454.3064
29,0.233,1516.87,398.7984,1454.76855
30,0.242,1508.85449,400.55331,1453.70215
31,0.25,1501.63245,401.2085,1452.84875
32,0.258,1492.71533,402.44437,1451.98145
33,0.267,1484.8302,403.23837,1450.50598
34,0.275,1475.32544,405.01425,1451.34814
35,0.283,1465.48157,405.77264,1448.72217
36,0.292,1457.59546,407.34793,1448.88672
37,0.3,1450.08386,409.26346,1448.31506
38,0.308,1440.59351,411.32617,1448.8009
39,0.317,1429.71936,412.6106,1448.35852
40,0.325,1421.91687,414.60269,1449.54224
41,0.333,1413.74438,415.31409,1450.43384
42,0.342,1403.66174,415.8537,1450.49805
43,0.35,1394.76648,418.41034,1451.48279
44,0.358,1385.96387,419.93823,1451.46191
45,0.367,1377.56836,421.20627,1452.95544
46,0.375,1368.85986,422.39417,1453.86658
47,0.383,1359.60522,424.12982,1455.20752
48,0.392,1350.85291,425.30804,1455.98987
49,0.4,1342.15601,427.40881,1456.85754
50,0.408,1333.97632,428.27853,1457.94019
51,0.417,1324.56421,429.19659,1459.32141
52,0.425,1316.12793,429.60165,1460.07837
53,0.433,1308.27527,431.12711,1461.35657
54,0.442,1299.88281,432.13113,1461.7428
55,0.45,1291.09106,432.95929,1462.776
56,0.458,1284.03857,433.44748,1463.84912
57,0.467,1274.80017,433.28104,1465.04407
58,0.475,1265.86829,435.18106,1466.17944
59,0.483,1258.49792,435.59052,1467.73364
60,0.492,1250.11462,435.86646,1468.17419
61,0.5,1243.06055,437.18576,1468.50073
62,0.508,1233.92261,437.75104,1470.05396
63,0.517,1226.4397,438.26221,1470.91248
64,0.525,1218.22876,438.84399,1472.15466
65,0.533,1211.02356,439.26318,1473.19373
66,0.542,1202.75793,440.75,1474.47595
67,0.55,1194.63416,441.06757,1474.72253
68,0.558,1186.47534,441.87701,1475.96326
69,0.567,1179.45923,442.37662,1476.21997
70,0.575,1171.40002,442.66254,1477.11426
71,0.583,1163.95471,443.91678,1477.59644
72,0.592,1155.80286,443.74518,1478.16895
73,0.6,1148.27771,445.10663,1479.04736
74,0.608,1141.13025,445.70749,1477.7688
75,0.617,1132.48596,446.27383,1478.50598
76,0.625,1125.44543,446.37375,1478.49658
77,0.633,1117.64331,446.5842,1478.29199
78,0.642,1109.57605,446.01178,1477.85547
79,0.65,1102.34265,447.34961,1478.29431
80,0.658,1093.94556,447.76712,1477.68335
81,0.667,1086.56836,449.0845,1476.8623
82,0.675,1078.11047,448.89288,1475.99609
83,0.683,1070.45654,448.44409,1475.06042
84,0.692,1062.2478,448.85416,1474.56677
85,0.7,1054.7688,449.04718,1473.43506
86,0.708,1045.54688,449.44525,1473.20215
87,0.717,1039.02734,449.77911,1471.72009
88,0.725,1030.88647,448.84631,1471.07263
89,0.733,1022.88068,449.06213,1469.99817
90,0.742,1015.36432,449.21561,1468.54492
91,0.75,1007.0719,448.57846,1466.1698
92,0.758,998.78406,448.62234,1465.96814
93,0.767,991.7417,448.23642,1465.81079
94,0.775,983.19556,448.62183,1464.31555
95,0.783,975.76508,447.35226,1463.49622
96,0.792,967.43524,448.6803,1461.81079
97,0.8,959.83014,447.19998,1461.24536
98,0.808,950.71545,446.3179,1459.64185
99,0.817,943.66333,445.70306,1459.08777
100,0.825,933.71625,444.7637,1459.25049
101,0.833,926.40332,444.51886,1458.9729
102,0.842,918.6424,444.67068,1457.6394
103,0.85,909.99353,444.10272,1456.65295
104,0.858,901.98749,442.64175,1455.82275
105,0.867,892.45508,442.92499,1455.55652
106,0.875,883.65082,440.93546,1455.82092
107,0.883,875.44415,441.14633,1454.77014
108,0.892,867.57855,439.96881,1453.32019
109,0.9,857.78125,438.5657,1452.08411
110,0.908,849.31659,436.99362,1452.09216
111,0.917,840.14166,436.76447,1453.92639
112,0.925,831.12061,435.27423,1454.03992
113,0.933,821.6424,434.35541,1453.85254
114,0.942,813.34894,432.86234,1454.5116
115,0.95,804.82538,431.92474,1455.11035
116,0.958,795.37634,431.63696,1454.45898
117,0.967,786.4458,430.66327,1455.89026
118,0.975,777.4715,431.00482,1456.95386
119,0.983,769.12268,430.59549,1458.53296
120,0.992,759.68732,430.3569,1458.29919
121,1,752.27051,429.23529,1459.31934
