Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,1758.14343,457.14426,1402.96924
2,0.008,1752.29016,456.09863,1402.49634
3,0.017,1744.99622,456.29004,1403.01099
4,0.025,1737.46216,456.13068,1401.67395
5,0.033,1729.96484,454.90717,1401.17737
6,0.042,1723.65149,454.73672,1400.48645
7,0.05,1715.95984,455.44507,1400.12231
8,0.058,1709.27356,454.45892,1399.78076
9,0.067,1702.77222,454.75143,1398.15759
10,0.075,1694.53601,453.86057,1397.22852
11,0.083,1687.06812,454.66656,1395.93726
12,0.092,1679.57532,454.22458,1395.37
13,0.1,1672.24817,454.90396,1394.14624
14,0.108,1664.47351,454.60266,1392.26709
15,0.117,1657.19763,454.19583,1391.73108
16,0.125,1649.36401,454.36316,1390.01538
17,0.133,1641.27954,454.04776,1389.22888
18,0.142,1633.95776,454.83923,1387.50195
19,0.15,1626.55237,454.60269,1386.81287
20,0.158,1619.35291,455.52502,1384.38904
21,0.167,1610.7323,454.98935,1383.21484
22,0.175,1602.45374,455.5296,1381.75916
23,0.183,1595.02539,455.93539,1380.67517
24,0.192,1586.44531,456.67041,1379.08972
25,0.2,1579.33618,457.44702,1377.62268
26,0.208,1571.31836,457.62415,1376.29309
27,0.217,1562.677,457.07971,1374.7334
28,0.225,1554.87036,457.96204,1374.37634
29,0.233,1546.74121,459.5947,1373.15759
30,0.242,1538.81726,460.43723,1371.66479
31,0.25,1529.56055,460.69891,1370.51184
32,0.258,1521.02979,461.54706,1369.31665
33,0.267,1512.24634,462.89423,1368.49524
34,0.275,1504.42224,463.35669,1367.32434
35,0.283,1495.47253,465.2739,1367.16528
36,0.292,1486.00623,466.59641,1366.35278
37,0.3,1477.75159,466.81927,1365.17432
38,0.308,1468.48987,468.62109,1365.21802
39,0.317,1460.03198,469.02484,1364.9259
40,0.325,1451.24683,471.33139,1365.16724
41,0.333,1440.53125,471.94992,1364.90222
42,0.342,1432.06152,473.63858,1365.93494
43,0.35,1423.86523,474.36755,1366.95239
44,0.358,1414.25574,475.59442,1367.52136
45,0.367,1405.61926,477.19431,1368.43677
46,0.375,1396.4259,477.39581,1368.88293
47,0.383,1387.68042,479.68646,1370.24048
48,0.392,1378.61389,480.41351,1371.52783
49,0.4,1369.19714,481.8306,1372.53125
50,0.408,1360.59961,483.52673,1373.32129
51,0.417,1352.6554,484.72537,1373.83154
52,0.425,1343.06738,485.56293,1375.1012
53,0.433,1335.51343,486.58163,1375.46204
54,0.442,1327.44214,487.45612,1376.56689
55,0.45,1318.68909,488.66,1377.57141
56,0.458,1309.89929,488.45685,1378.78601
57,0.467,1301.57422,490.00293,1379.83887
58,0.475,1293.93054,490.56824,1380.51965
59,0.483,1285.34485,491.48773,1382.00696
60,0.492,1277.82837,493.09967,1382.73682
61,0.5,1269.55188,493.89273,1383.13379
62,0.508,1261.26904,493.78989,1385.29871
63,0.517,1253.64832,494.76141,1385.92737
64,0.525,1246.79236,495.64319,1386.77112
65,0.533,1237.65112,496.31924,1388.62061
66,0.542,1231.04004,497.01175,1389.28857
67,0.55,1223.03015,497.22354,1389.95398
68,0.558,1215.25623,497.12454,1390.58618
69,0.567,1206.85547,498.74612,1391.19165
70,0.575,1199.58252,499.31192,1391.22278
71,0.583,1191.28589,500.56958,1392.50757
72,0.592,1183.85547,500.14713,1393.31714
73,0.6,1176.00439,500.30862,1392.87268
74,0.608,1168.5365,501.03983,1392.92688
75,0.617,1161.11218,500.73434,1393.09863
76,0.625,1153.1333,501.98141,1393.40479
77,0.633,1144.27612,502.94193,1393.005
78,0.642,1136.92212,503.82928,1392.9364
79,0.65,1129.06995,503.42996,1392.3938
80,0.658,1121.03577,505.11166,1391.56396
81,0.667,1113.03088,503.86688,1391.34192
82,0.675,1105.22754,504.36618,1390.65955
83,0.683,1097.70618,504.68658,1389.57263
84,0.692,1089.58899,504.21991,1389.76196
85,0.7,1081.52905,505.5289,1388.73645
86,0.708,1073.84583,505.85345,1387.37903
87,0.717,1065.76489,505.99728,1387.06201
88,0.725,1058.40808,506.45261,1385.32568
89,0.733,1050.24133,505.86835,1384.35364
90,0.742,1042.01038,504.58939,1383.52954
91,0.75,1034.32263,504.32831,1382.23584
92,0.758,1025.75696,505.06738,1381.23792
93,0.767,1018.18036,505.23624,1379.8584
94,0.775,1009.5506,504.92905,1379.05371
95,0.783,1001.5144,504.24039,1378.29663
96,0.792,994.26904,503.862,1377.19702
97,0.8,986.05396,504.30365,1376.01331
98,0.808,977.69409,502.87268,1375.11084
99,0.817,969.19513,503.41476,1374.05884
100,0.825,959.92767,502.18481,1373.47803
101,0.833,951.48755,502.22028,1373.05286
102,0.842,942.79163,501.9483,1372.26758
103,0.85,933.05646,502.40884,1371.84924
