Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,1578.48181,630.36462,993.16058
2,0.008,1572.5238,628.75177,994.00153
3,0.017,1566.66882,629.81165,993.34619
4,0.025,1560.69507,629.39801,992.47528
5,0.033,1554.06824,628.65784,992.44464
6,0.042,1548.44519,629.69684,992.26294
7,0.05,1542.56274,628.36487,990.44189
8,0.058,1537.77759,629.39014,990.32104
9,0.067,1530.31628,630.02008,988.71539
10,0.075,1524.09668,629.63416,987.86023
11,0.083,1517.05737,630.87592,987.0929
12,0.092,1509.57056,630.20996,984.99133
13,0.1,1504.04736,631.07483,984.11401
14,0.108,1497.94751,631.24286,983.38293
15,0.117,1491.25964,630.85706,981.93536
16,0.125,1485.10876,631.72394,980.41742
17,0.133,1477.99902,630.91724,978.69611
18,0.142,1470.63733,630.50769,977.20532
19,0.15,1464.51978,632.66095,974.76715
20,0.158,1456.36938,632.41785,973.67725
21,0.167,1448.89661,633.08154,972.33716
22,0.175,1442.82983,632.82611,969.95313
23,0.183,1434.03284,633.45148,969.23517
24,0.192,1427.37915,633.44196,967.05463
25,0.2,1419.58557,633.28424,965.23767
26,0.208,1412.12292,633.04791,963.92841
27,0.217,1404.90515,633.64618,962.62134
28,0.225,1396.66394,634.49274,960.47223
29,0.233,1388.53076,634.4964,959.39917
30,0.242,1380.28845,635.48401,958.08453
31,0.25,1372.6416,636.38269,956.89032
32,0.258,1364.93335,636.19183,954.91638
33,0.267,1356.60034,636.06866,953.94312
34,0.275,1347.94263,637.12384,952.52283
35,0.283,1339.88745,637.32721,951.82648
36,0.292,1330.88293,639.11926,950.36609
37,0.3,1322.60144,639.99988,950.35413
38,0.308,1315.08899,639.19861,948.60126
39,0.317,1305.84082,638.93365,947.70673
40,0.325,1298.19116,639.19958,947.46582
41,0.333,1288.51221,640.31006,946.9809
42,0.342,1280.31372,640.04852,947.03082
43,0.35,1271.31299,641.91388,947.39136
44,0.358,1262.69214,642.09247,947.7168
45,0.367,1254.32898,641.9671,947.8587
46,0.375,1244.44507,643.16919,947.41602
47,0.383,1236.49292,643.11029,947.86658
48,0.392,1227.36353,643.00818,948.58905
49,0.4,1217.28381,644.39832,950.77716
50,0.408,1209.08386,644.11908,951.47321
51,0.417,1200.00903,643.98315,951.88818
52,0.425,1191.03735,644.79474,952.44061
53,0.433,1181.34375,644.73456,953.74432
54,0.442,1172.32947,644.73932,954.99518
55,0.45,1163.86768,645.21124,955.78119
56,0.458,1154.12634,646.39801,957.58978
57,0.467,1145.05249,645.94385,957.58478
58,0.475,1135.79431,646.33203,958.60541
59,0.483,1126.74963,647.61267,960.19202
60,0.492,1116.26099,649.30322,962.05206
61,0.5,1107.68359,648.39221,962.7149
62,0.508,1099.69373,648.46796,963.77496
63,0.517,1089.797,649.90082,964.80426
64,0.525,1081.51306,648.89929,966.18689
65,0.533,1072.427,649.21411,966.77936
66,0.542,1062.6156,650.83966,968.03595
67,0.55,1054.86255,649.56213,968.60706
68,0.558,1044.81287,649.35052,969.61615
69,0.567,1037.12805,649.22791,970.51611
70,0.575,1027.15222,650.16095,971.17334
71,0.583,1018.11859,651.22235,972.86841
72,0.592,1009.771,650.21289,972.31079
73,0.6,1000.7923,651.83307,972.80298
74,0.608,991.39966,650.80341,973.63202
75,0.617,982.9762,651.20459,974.59625
76,0.625,974.31256,651.62469,974.86395
77,0.633,965.19336,651.98273,975.1908
78,0.642,956.5152,651.97498,975.26227
79,0.65,946.38635,651.76575,975.1861
80,0.658,937.53772,652.20728,975.22119
81,0.667,929.19379,651.24078,975.27362
82,0.675,919.56989,652.26483,974.85138
83,0.683,910.92902,651.98657,974.66394
84,0.692,901.11981,651.54572,974.66901
85,0.7,892.57635,651.86121,974.1748
86,0.708,883.07532,652.64178,974.14648
87,0.717,874.57916,652.69885,974.28369
88,0.725,865.11273,652.90082,973.36688
89,0.733,855.59357,653.00995,972.85852
90,0.742,847.34198,652.51288,971.74854
91,0.75,838.44598,651.62958,971.36383
92,0.758,829.44537,653.55847,971.36084
93,0.767,819.83746,653.04047,970.87152
94,0.775,809.89081,653.48657,970.35809
95,0.783,802.08875,653.49451,969.27325
96,0.792,792.79706,652.95856,968.70599
97,0.8,783.15643,653.39832,968.43433
98,0.808,774.75568,653.96686,968.51569
99,0.817,765.80518,653.33105,968.03387
100,0.825,756.63245,653.73645,967.67963
101,0.833,747.64813,654.68951,967.4505
102,0.842,738.83527,654.63055,966.55835
103,0.85,730.05487,654.13129,967.43536
104,0.858,721.01538,654.73376,967.53949
105,0.867,712.1015,655.1731,967.216
