Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1675.23877,418.42422,1715.11487,1539.47656,377.47638,1650.14075
2,0.008,1667.55701,418.57654,1714.50696,1534.26489,376.82697,1650.40247
3,0.017,1659.68787,419.54932,1713.66138,1528.10913,375.64752,1649.32141
4,0.025,1652.74915,417.94101,1712.55078,1520.34766,376.86755,1649.61133
5,0.033,1646.42896,418.58844,1712.10645,1512.12317,377.51236,1647.9425
6,0.042,1639.21033,418.74054,1712.12817,1504.53845,379.02173,1650.01843
7,0.05,1632.01624,417.91403,1711.31519,1495.63794,380.15335,1648.09375
8,0.058,1625.02405,418.69104,1710.7074,1489.74268,378.2558,1647.29712
9,0.067,1617.33411,418.76859,1709.97107,1482.67957,377.84888,1645.71045
10,0.075,1609.09949,418.45868,1709.77087,1475.08105,377.21048,1644.53503
11,0.083,1602.02454,420.73608,1707.18066,1466.96948,378.61566,1643.22375
12,0.092,1595.00256,420.07285,1705.65527,1460.68579,381.63403,1644.62695
13,0.1,1586.91516,421.19455,1705.45935,1451.75757,380.52332,1642.17896
14,0.108,1580.8551,421.91714,1703.82764,1445.00977,382.83456,1641.72583
15,0.117,1571.80212,420.65833,1703.36511,1437.08545,384.48679,1641.13293
16,0.125,1565.81384,421.58411,1701.92859,1433.10645,380.08719,1638.18079
17,0.133,1559.03735,422.45789,1699.58826,1425.55432,381.96759,1638.84656
18,0.142,1550.30591,420.79733,1699.34204,1417.69067,382.55441,1637.36475
19,0.15,1543.64917,421.99203,1698.59131,1409.45508,382.61804,1636.28931
20,0.158,1534.73962,421.42535,1697.70813,1402.65137,385.79364,1635.42603
21,0.167,1527.12549,424.98502,1694.85889,1392.84375,383.84616,1633.44727
22,0.175,1518.45752,425.94806,1693.83386,1385.31531,385.88443,1632.36877
23,0.183,1511.6394,424.58936,1693.87488,1378.19983,388.09262,1630.60791
24,0.192,1503.85205,425.64856,1691.97412,1370.29785,387.30539,1629.5885
25,0.2,1495.50305,427.18787,1689.63513,1362.00928,389.17987,1628.30591
26,0.208,1488.4873,425.83862,1689.28198,1354.70947,390.89752,1627.12549
27,0.217,1479.38525,428.55377,1687.44031,1346.78101,390.40939,1625.50989
28,0.225,1470.9021,431.41315,1687.19373,1338.54028,392.46503,1624.15967
29,0.233,1463.35071,430.20343,1686.94763,1331.11304,393.24457,1623.18884
30,0.242,1455.5365,431.6825,1685.98315,1321.69519,392.51636,1623.17896
31,0.25,1446.45862,432.38449,1684.29517,1310.36548,398.35846,1622.89136
32,0.258,1437.99902,436.1593,1683.78979,1302.61658,399.35828,1621.80884
33,0.267,1428.87,436.52994,1682.61267,1293.67664,399.46451,1621.8114
34,0.275,1421.70996,437.73398,1682.44568,1287.2052,401.37799,1620.85669
35,0.283,1413.10522,437.46933,1682.85156,1279.64685,403.13895,1619.42456
36,0.292,1403.51038,441.15741,1682.40552,1268.98596,404.80157,1618.25073
37,0.3,1394.92004,442.01297,1682.06152,1259.57153,408.56741,1620.28796
38,0.308,1386.46985,443.54297,1682.07666,1251.03784,408.25638,1619.73901
39,0.317,1377.7262,445.61584,1683.24927,1243.38403,409.87073,1620.50061
40,0.325,1368.47266,448.78787,1682.13477,1235.77979,411.52472,1620.5481
41,0.333,1360.93945,449.02353,1683.72363,1224.8761,412.05499,1620.73584
42,0.342,1352.22729,449.3819,1684.07397,1216.48694,416.9657,1623.01855
43,0.35,1342.97229,454.26288,1684.46643,1207.71375,417.76703,1622.35938
44,0.358,1333.68958,454.91995,1685.53882,1199.37927,416.37576,1623.20984
45,0.367,1326.03235,455.39902,1687.09583,1192.14502,419.59393,1625.11829
46,0.375,1317.15125,458.74939,1687.29431,1182.15735,423.13901,1626.93542
47,0.383,1306.93176,460.60083,1688.1897,1170.68835,422.7894,1625.38281
48,0.392,1300.099,460.45197,1689.14136,1164.24536,424.89133,1628.01306
49,0.4,1291.30127,461.99826,1690.22473,1155.9375,425.38226,1629.20044
50,0.408,1282.32495,463.73203,1691.50171,1148.60913,426.65143,1628.45789
51,0.417,1273.1792,465.77747,1692.00586,1139.05042,429.7561,1632.43555
52,0.425,1265.39734,467.44318,1693.32312,1130.02185,428.06732,1631.1344
53,0.433,1257.14075,466.26941,1693.88562,1121.28784,432.17099,1632.25562
54,0.442,1247.83008,469.18512,1695.28015,1113.32336,433.11612,1633.9917
55,0.45,1239.89807,472.14767,1695.37671,1104.6582,432.35373,1634.67566
56,0.458,1231.37219,471.7189,1697.20313,1098.63965,434.54733,1634.67737
57,0.467,1224.35156,472.74622,1697.33704,1087.77869,434.59567,1636.56128
58,0.475,1215.16162,473.63599,1698.01904,1081.17151,437.00089,1638.85364
59,0.483,1207.18091,475.34131,1699.10547,1071.44849,436.04752,1638.21729
60,0.492,1198.38989,475.83173,1699.37756,1062.5968,438.97668,1639.84607
61,0.5,1190.96155,475.76312,1701.84253,1053.77161,437.43994,1641.22266
62,0.508,1181.06726,478.65829,1701.36938,1046.2146,438.6087,1640.78528
63,0.517,1173.70911,478.56314,1702.33557,1038.94482,437.75818,1641.75818
64,0.525,1164.74878,480.20923,1703.58496,1031.20093,440.73901,1644.03918
65,0.533,1157.28809,480.4949,1704.25317,1021.60345,439.1965,1643.14258
66,0.542,1148.58276,480.62332,1705.52686,1015.77069,440.45087,1643.67493
67,0.55,1142.10901,480.08286,1706.07202,1006.4425,438.77609,1645.08386
68,0.558,1133.00317,481.62607,1706.00732,1000.50928,440.99896,1645.34265
69,0.567,1124.3446,484.67252,1706.48596,990.85858,439.87509,1646.21814
70,0.575,1116.96887,484.77115,1707.58838,982.12866,442.55014,1646.42041
71,0.583,1108.50879,484.62399,1708.09521,975.32483,444.2225,1646.5752
72,0.592,1101.69702,485.18115,1709.12866,968.07709,443.28915,1648.24646
73,0.6,1092.86511,486.34933,1708.49255,958.59821,441.92664,1648.20178
74,0.608,1084.01001,486.12247,1707.99219,951.47803,442.9664,1646.15723
75,0.617,1078.14478,487.85153,1709.34375,943.5296,443.35919,1646.91272
76,0.625,1068.88586,488.55853,1706.90015,934.17462,444.23065,1647.0376
77,0.633,1060.67883,488.09985,1708.20007,928.11273,441.4364,1647.8938
78,0.642,1052.6062,489.87042,1707.80334,919.72217,445.74384,1646.70825
79,0.65,1045.03638,490.22229,1707.89783,911.16498,444.28995,1645.74084
80,0.658,1037.11633,489.69876,1707.42761,904.1189,445.80948,1646.51331
81,0.667,1030.55322,489.51053,1707.71399,896.63031,444.98016,1644.85168
82,0.675,1020.55981,491.03549,1706.47253,888.2843,445.59525,1644.23999
83,0.683,1013.44678,490.92853,1706.25513,880.17065,444.11786,1644.99939
84,0.692,1005.69055,490.48724,1705.17065,873.91278,445.29874,1643.53015
85,0.7,997.53192,491.05447,1704.32092,865.06702,443.07495,1643.72168
86,0.708,990.83417,490.58405,1702.86987,857.04889,445.02835,1642.70642
87,0.717,981.71149,491.31204,1702.75256,850.80963,444.03998,1641.67444
88,0.725,973.63788,490.9364,1701.28784,841.88,441.94312,1640.5166
89,0.733,966.86017,490.94232,1699.69507,833.00543,445.25089,1639.67334
90,0.742,957.27661,489.71252,1699.31702,826.35211,444.47437,1639.57947
91,0.75,951.53192,489.72745,1699.21021,818.41211,445.57034,1638.23181
92,0.758,942.47467,488.82419,1697.07068,809.73975,443.23004,1636.37671
93,0.767,934.68524,489.00363,1696.48901,801.40808,441.40002,1634.68604
94,0.775,926.67212,487.9758,1695.46985,795.677,442.33344,1634.5199
95,0.783,917.83551,487.18704,1694.44336,787.01642,440.62952,1634.9668
96,0.792,911.29419,486.29108,1694.26147,778.49335,438.6857,1632.53149
97,0.8,903.25677,485.5014,1693.03333,770.38861,440.58432,1633.53711
98,0.808,894.80334,485.7692,1692.27942,762.74908,439.27988,1632.54407
99,0.817,886.69708,483.87442,1692.0022,754.95795,436.88675,1630.62769
100,0.825,879.05542,482.90814,1690.85889,746.52484,436.21548,1630.57043
101,0.833,870.87341,481.46866,1690.43481,739.43982,435.9346,1629.23633
102,0.842,862.41315,481.28439,1690.07715,730.8407,434.07452,1629.72644
103,0.85,854.33844,479.93253,1689.59229,722.78613,432.17807,1629.11169
104,0.858,846.52179,478.59668,1688.74121,715.27466,433.5101,1628.62024
105,0.867,838.9364,477.96921,1688.41675,706.8421,432.21289,1628.32544
106,0.875,830.81573,476.58331,1687.57104,698.00043,429.24667,1627.88196
107,0.883,822.89014,475.32217,1687.11365,688.64111,428.31888,1628.31726
108,0.892,814.57831,473.89618,1686.64832,680.95862,427.69223,1628.6405
109,0.9,805.91107,473.25894,1687.35583,673.56226,428.36069,1627.38208
110,0.908,797.07874,472.35107,1687.16272,664.79938,426.34479,1628.34558
111,0.917,788.98779,471.01816,1686.93018,655.91809,424.28976,1629.30347
112,0.925,780.14716,469.59546,1687.75793,647.88684,424.96768,1629.64502
113,0.933,772.53931,469.07169,1688.62683,639.79608,424.65152,1628.90332
