Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,1508.0387,587.42389,963.98846
2,0.008,1502.10107,589.67297,963.86102
3,0.017,1496.96021,589.36395,963.71948
4,0.025,1489.80322,589.37976,962.8689
5,0.033,1484.33728,590.3642,962.13098
6,0.042,1479.38733,590.48602,961.4118
7,0.05,1472.69873,590.20013,960.72693
8,0.058,1465.56018,589.34088,960.93652
9,0.067,1459.23633,590.82312,957.47992
10,0.075,1452.09204,590.74524,956.31915
11,0.083,1446.59192,590.49945,955.73065
12,0.092,1441.92578,591.48309,954.74854
13,0.1,1435.10278,593.36163,953.92316
14,0.108,1427.22656,592.27191,951.80298
15,0.117,1420.61194,592.6167,951.03906
16,0.125,1414.37146,594.91376,947.34668
17,0.133,1408.04529,592.78442,946.52985
18,0.142,1401.073,593.65796,944.95758
19,0.15,1393.49194,595.39972,943.8999
20,0.158,1386.62622,593.5105,941.57263
21,0.167,1378.78625,596.02631,939.03162
22,0.175,1372.698,596.65759,937.81439
23,0.183,1364.11572,595.63025,936.74988
24,0.192,1356.60864,597.05261,935.88159
25,0.2,1348.98572,596.50604,932.20331
26,0.208,1341.43164,596.93823,929.93475
27,0.217,1333.42224,598.89673,928.48956
28,0.225,1325.28296,598.02307,927.68756
29,0.233,1317.33813,600.39386,926.65784
30,0.242,1309.75085,601.74152,925.2688
31,0.25,1301.28931,600.31702,924.23663
32,0.258,1293.17664,601.48492,922.698
33,0.267,1284.43628,602.98059,921.05573
34,0.275,1276.0415,603.92542,919.08051
35,0.283,1267.63379,605.62549,918.68304
36,0.292,1259.29651,604.28918,916.51678
37,0.3,1251.15759,605.43652,916.33002
38,0.308,1243.35681,605.59741,915.84442
39,0.317,1233.88245,605.97491,915.00592
40,0.325,1225.32056,607.8103,914.98486
41,0.333,1216.3739,608.37122,915.0047
42,0.342,1207.79846,610.2912,914.6864
43,0.35,1198.55933,608.57257,914.53741
44,0.358,1189.64514,610.86694,914.34607
45,0.367,1181.13818,610.34979,913.76947
46,0.375,1172.97913,611.06934,914.88507
47,0.383,1163.13513,610.22986,916.19263
48,0.392,1155.57349,611.5014,916.53809
49,0.4,1145.84424,610.92505,917.65588
50,0.408,1136.41992,613.31683,917.67505
51,0.417,1127.41687,611.5871,919.19708
52,0.425,1118.58179,613.58734,919.95557
53,0.433,1110.41504,612.01563,920.92578
54,0.442,1100.66333,612.35345,923.19275
55,0.45,1092.38171,611.32782,923.75977
56,0.458,1083.19604,610.26166,924.47516
57,0.467,1074.28992,610.83575,926.95825
58,0.475,1064.12512,610.41931,927.3125
59,0.483,1054.85486,612.99573,928.29657
60,0.492,1045.19202,611.56445,929.79828
61,0.5,1037.20349,612.96021,930.40369
62,0.508,1027.85291,611.55334,932.01215
63,0.517,1019.03558,611.48907,933.95233
64,0.525,1010.12146,611.49371,934.59851
65,0.533,1000.85443,610.84839,936.31036
66,0.542,992.34003,613.55096,937.5824
67,0.55,982.91852,612.62463,937.8457
68,0.558,974.70483,611.72327,938.15332
69,0.567,965.67224,612.24011,941.16064
70,0.575,956.33862,611.25885,942.10602
71,0.583,947.84174,612.79761,942.09399
72,0.592,937.98041,610.51208,942.85956
73,0.6,929.51532,613.69568,944.88196
74,0.608,920.33502,612.51361,944.72144
75,0.617,912.37555,611.11853,944.06653
76,0.625,903.38269,612.8913,945.45996
77,0.633,893.24969,611.58215,947.56537
78,0.642,884.60162,611.67035,947.47913
79,0.65,875.82526,610.62976,946.98505
80,0.658,867.71484,608.85156,946.16992
81,0.667,859.16254,609.44623,947.18402
82,0.675,849.49884,611.77411,949.06409
83,0.683,839.06873,611.25665,949.49963
84,0.692,830.76312,611.24756,948.2572
85,0.7,822.01697,609.11115,947.93433
86,0.708,814.3913,609.61462,948.74213
87,0.717,803.99152,609.69666,947.65466
88,0.725,795.63525,608.01251,947.42108
89,0.733,785.73676,610.17639,948.25873
90,0.742,777.31067,609.91199,947.87158
91,0.75,767.27612,609.86481,946.98468
92,0.758,758.77808,610.31378,947.05524
93,0.767,750.34595,609.12604,946.09955
94,0.775,740.86353,607.22748,944.89075
95,0.783,731.39111,609.74133,945.10724
96,0.792,723.84229,608.90863,943.41077
97,0.8,714.05896,609.69794,943.69409
98,0.808,703.97864,611.08167,943.44061
99,0.817,695.63153,609.96252,943.27246
100,0.825,686.54309,610.11493,943.56622
101,0.833,677.80219,610.08765,942.40784
102,0.842,668.41907,611.26776,944.02502
103,0.85,659.47723,610.73657,943.04431
104,0.858,651.36871,610.23456,942.2381
105,0.867,641.86639,612.91278,942.40692
106,0.875,634.09827,610.59735,941.48413
107,0.883,626.06073,610.20569,939.73846
108,0.892,616.92664,610.95947,939.9151
109,0.9,608.08545,612.2641,941.48907
110,0.908,598.51141,611.43994,942.43671
111,0.917,589.86078,611.15601,940.31189
112,0.925,579.29443,612.70087,941.38654
113,0.933,571.79706,611.20337,941.43994
114,0.942,565.2193,611.31671,940.85175
115,0.95,556.43567,612.57861,941.39032
116,0.958,547.69745,613.48694,942.87421
117,0.967,540.0257,614.07318,943.45062
118,0.975,532.89453,613.49921,943.72266
119,0.983,524.94965,613.16541,944.13226
120,0.992,517.85596,612.29657,945.85706
121,1,509.3743,612.08405,947.10809
122,1.008,501.6723,614.32507,947.84137
123,1.017,493.37277,612.80542,948.83282
124,1.025,485.94727,614.44958,949.20624
125,1.033,478.90259,613.29895,950.30292
126,1.042,473.73535,614.14056,951.70355
127,1.05,466.08252,614.28259,952.81622
128,1.058,458.8082,616.10852,952.8576
129,1.067,451.55588,615.58136,952.44708
130,1.075,446.03635,616.02362,952.76086
131,1.083,438.44006,615.58069,953.9118
132,1.092,431.19312,615.14819,955.42389
133,1.1,426.13077,616.22418,955.61389
134,1.108,418.87042,617.08173,954.78387
135,1.117,410.88211,617.85529,956.46667
136,1.125,404.82907,618.80347,957.04175
137,1.133,397.70471,617.59808,956.82886
138,1.142,391.90192,618.04547,956.99506
139,1.15,384.00757,618.8396,956.86713
140,1.158,377.44254,620.23431,957.22412
141,1.167,371.26462,620.53687,957.29242
142,1.175,364.44403,620.60425,957.05536
143,1.183,359.36298,620.68695,957.01715
144,1.192,352.75336,621.37836,958.03625
145,1.2,346.67938,621.16241,957.18591
146,1.208,340.11771,623.3858,957.9256
147,1.217,332.86084,623.0036,957.44525
148,1.225,326.91757,623.73779,957.4848
149,1.233,320.95569,625.15497,957.34894
150,1.242,314.91949,625.48346,955.87408
151,1.25,307.84036,626.23199,956.10797
152,1.258,301.93118,626.76617,955.39124
153,1.267,295.71808,627.22742,954.19452
154,1.275,287.90189,628.36304,953.80865
155,1.283,280.70282,627.15521,952.44556
156,1.292,273.30148,630.48315,952.49945
157,1.3,267.17484,629.867,951.19977
158,1.308,259.8096,630.68884,949.77173
159,1.317,253.51392,630.82733,948.57349
160,1.325,245.9958,631.83868,948.3299
161,1.333,239.28755,631.93732,947.10254
162,1.342,232.14017,633.54047,944.46002
163,1.35,225.37767,633.69604,943.27509
164,1.358,217.42804,633.55286,943.11786
165,1.367,209.59164,635.21216,941.64154
166,1.375,202.23442,635.32562,940.55481
167,1.383,194.92572,634.69476,940.30219
168,1.392,187.17517,637.78406,937.44861
169,1.4,179.88724,637.11499,937.05847
170,1.408,172.27066,637.26703,934.45612
171,1.417,164.14456,639.37402,933.13281
172,1.425,155.04025,639.19476,932.50385
173,1.433,148.43068,639.69513,931.25879
