Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z,L.Knee.x,L.Knee.y,L.Knee.z,L.Knee.Medial.x,L.Knee.Medial.y,L.Knee.Medial.z
1,0,359.62805,185.36682,678.95386,363.1376,175.93613,527.22461,367.41672,52.1095,512.75763
2,0.008,360.16,185.29015,678.94159,363.20291,175.98633,527.16858,367.41672,52.1095,512.75763
3,0.017,360.16,185.29015,678.94159,363.2739,176.02681,527.1217,367.61505,51.74659,512.63812
4,0.025,360.29929,185.13667,678.92535,363.21506,176.04913,527.47247,367.41672,52.1095,512.75763
5,0.033,360.57144,185.1071,679.02686,363.42453,175.84956,527.08508,367.87146,51.41922,512.65344
6,0.042,361.23346,185.32869,678.81909,363.73166,175.81967,527.27899,367.87146,51.41922,512.65344
7,0.05,361.5405,184.875,678.79132,363.84839,175.76563,527.32086,367.87146,51.41922,512.65344
8,0.058,361.77106,184.50528,678.83813,363.98746,175.52512,526.98071,368.06656,51.15393,512.5343
9,0.067,362.33292,184.97568,678.77319,363.98746,175.52512,526.98071,368.06656,51.15393,512.5343
10,0.075,362.27542,185.03641,678.71796,364.10794,175.35086,526.98279,368.06656,51.15393,512.5343
11,0.083,362.66757,184.99281,678.58771,364.1907,175.41678,526.83765,368.06656,51.15393,512.5343
12,0.092,362.66757,184.99281,678.58771,364.25647,175.35185,526.89532,368.06656,51.15393,512.5343
13,0.1,362.96844,185.00816,678.55664,364.10794,175.35086,526.98279,368.06656,51.15393,512.5343
14,0.108,362.88095,185.02197,678.55951,364.2605,175.49727,527.33801,368.06656,51.15393,512.5343
15,0.117,362.96844,185.00816,678.55664,364.03464,175.52643,527.38062,367.64987,50.96347,512.51117
16,0.125,362.66757,184.99281,678.58771,363.96887,175.59135,527.323,367.64987,50.96347,512.51117
17,0.133,362.58664,184.92804,678.74164,363.96887,175.59135,527.323,367.64987,50.96347,512.51117
18,0.142,362.30637,185.07985,678.66364,363.96887,175.59135,527.323,367.64987,50.96347,512.51117
19,0.15,362.27542,185.03641,678.71796,364.04358,175.30988,527.0296,367.64987,50.96347,512.51117
20,0.158,361.68408,184.59773,678.92963,363.84839,175.76563,527.32086,367.45474,51.22879,512.63037
21,0.167,361.62314,184.64642,679.05164,363.76465,175.78105,527.45325,367.64987,50.96347,512.51117
