Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,245.50441,272.4848,1027.61475,212.88603,238.32822,991.99841,247.65289,187.13707,987.73608,298.92831,159.10524,957.21564,313.7757,228.90118,1037.24146,357.2977,198.61624,1009.73102,380.91391,170.07533,976.58765
2,0.008,244.93289,274.58273,1022.24445,211.48706,236.5157,990.02686,246.99123,187.77394,982.35913,298.38632,160.45694,952.82239,315.66766,230.82112,1033.28943,357.90268,199.88846,1002.71619,382.38739,172.10785,970.04181
3,0.017,245.9196,275.05975,1018.21448,213.74731,238.90904,984.42999,247.09302,188.17921,978.28021,298.21091,161.45935,946.74976,316.21719,231.29256,1027.72571,358.78497,202.16481,996.82001,382.69107,174.91516,964.10052
4,0.025,246.93593,276.81461,1013.84241,213.42802,241.37088,979.67358,248.18025,188.56439,972.89471,298.41904,161.80345,941.16382,316.54315,232.82671,1021.70532,358.88525,202.01303,992.02673,382.9812,176.24158,957.56226
5,0.033,247.09262,277.83136,1008.84857,210.75682,239.10341,974.0022,248.32808,191.50011,968.80499,299.46909,165.02446,936.1037,316.95102,234.26282,1015.78613,359.18811,203.91083,986.05988,383.72879,177.25237,951.25049
6,0.042,247.44109,278.50348,1003.70551,213.79599,241.59863,970.45483,249.01204,191.8427,963.07764,300.41895,166.21228,929.77301,317.80545,237.08705,1011.32513,360.01486,206.94038,979.1355,383.07651,179.6049,945.51837
7,0.05,248.36723,280.87479,999.95477,214.19914,243.38498,966.63251,249.32785,193.47401,958.12024,299.99292,166.79242,924.8396,318.59192,236.82155,1004.77344,360.41742,207.95493,973.37701,383.92331,182.27539,939.47437
8,0.058,248.27957,283.05478,994.91071,215.72832,246.90242,960.20398,249.08981,194.47157,953.10364,300.11798,169.58488,919.93079,319.33914,240.71242,999.86542,360.72787,209.72241,967.43048,384.44592,185.08153,933.31354
9,0.067,249.46019,284.83139,989.91431,214.41534,246.3642,957.7793,248.42815,196.74786,949.10223,301.9137,172.73776,913.38672,319.44589,241.90677,994.50702,361.79413,213.05093,961.28491,384.5611,186.98795,927.44653
10,0.075,249.27747,285.11346,985.37396,215.62834,247.1852,952.09601,250.91188,199.74327,942.98492,301.83011,174.41689,909.50885,320.0918,243.68718,988.73883,362.27737,215.52954,955.87982,384.3913,189.61064,921.63776
11,0.083,249.96652,287.49557,980.89081,216.81345,251.19833,947.66949,251.06659,201.36577,938.59283,302.57214,177.32832,902.69537,321.83228,247.51015,984.03986,362.7861,218.07787,949.90527,384.52954,193.19728,914.90314
12,0.092,248.97606,288.45776,976.26837,217.45453,251.3746,943.38892,251.93713,201.99849,933.85205,302.50562,179.82535,897.33124,322.17068,248.66443,977.97766,362.97174,221.5959,944.62274,385.06433,194.8918,909.69977
13,0.1,248.83838,290.56949,970.9165,215.09721,251.85477,938.04926,252.35439,205.1843,930.45288,302.17319,181.45387,893.06244,321.8566,250.88498,973.60425,362.86337,222.306,938.78149,385.6615,197.48705,903.6366
14,0.108,248.43797,292.6864,965.82806,215.10197,250.94792,933.80096,252.73688,206.67458,923.98804,301.24011,182.2699,887.10626,322.56693,254.46172,967.29706,363.50702,227.48003,933.20355,386.24994,200.92726,897.63116
15,0.117,248.87393,295.65808,960.52087,214.97687,254.90376,930.17657,251.31555,209.08881,920.60712,301.57721,184.44574,883.22278,323.366,256.6918,961.75604,362.92987,229.32072,926.42798,385.77023,204.6107,891.12653
16,0.125,247.957,295.78879,956.33411,217.81175,260.71878,924.9552,252.17427,209.65102,916.01678,302.15088,188.26625,877.83905,323.68713,260.46799,956.06494,363.54004,231.58855,920.72217,385.62717,208.1407,884.66461
17,0.133,249.77805,300.71567,951.47516,215.48257,261.43054,920.3764,252.86395,213.05939,910.96332,302.72784,188.67053,873.0423,323.38379,262.0506,949.48627,364.12451,235.45975,914.36279,385.68622,209.81665,878.17249
18,0.142,249.20651,301.673,946.56207,215.51181,263.858,916.96906,252.69789,215.95705,905.83215,302.20203,193.0437,868.15118,323.67413,265.95831,944.33325,363.11322,237.77632,907.6153,385.22787,213.31343,872.28278
19,0.15,249.32692,304.29874,941.30206,217.68591,266.31686,912.34222,252.6644,218.8833,901.77643,303.46463,197.19237,861.52179,324.25467,267.86737,937.64319,363.72778,242.709,902.08966,384.49506,217.23701,864.85986
20,0.158,248.27495,307.27658,937.37537,216.0168,268.51498,907.87982,253.70097,220.82019,896.75446,300.60101,197.41681,856.56061,324.16733,272.38007,931.80957,363.51434,245.07726,895.02002,383.51981,219.89952,858.67499
21,0.167,248.53641,308.27945,931.31757,215.55942,270.29517,903.96289,252.92653,222.49196,892.8042,299.93106,199.89093,852.07904,324.8775,274.24066,926.80695,363.63016,249.24968,888.7381,383.97141,223.60686,852.42627
22,0.175,248.65321,312.09808,927.27679,216.26845,274.3851,899.54913,252.22302,226.10667,887.81451,301.18646,203.53857,847.09113,324.20984,278.43582,922.1001,363.10757,251.75957,883.96802,383.21112,226.83424,846.68646
23,0.183,249.36005,314.97104,922.98108,215.5806,275.58157,894.99237,253.8141,228.17834,883.61584,299.8045,207.98988,841.44098,324.17139,280.66678,916.31146,362.91373,254.22781,879.13342,383.58722,232.49211,840.711
24,0.192,248.75504,317.5047,918.01257,215.32675,276.97598,890.99731,254.66631,233.06126,878.62769,300.33121,209.2296,836.09351,323.92664,285.12521,911.43567,362.61118,260.15811,872.98895,382.97812,235.12016,835.5993
25,0.2,248.6599,319.76663,913.99689,216.3569,278.65369,887.54785,253.77113,234.70425,874.43677,300.82111,213.76036,830.99719,324.26776,288.0683,906.11993,362.56848,262.12476,866.49695,382.13086,239.20493,829.56165
26,0.208,248.35995,323.24469,909.98993,215.69637,283.66415,882.7196,253.44023,236.49637,869.17987,299.01822,216.50679,825.85516,324.07196,291.29645,900.95801,362.81268,267.9826,861.29028,383.15689,242.67355,824.11975
27,0.217,249.04033,326.57272,905.47894,215.0123,285.77933,878.46729,252.24419,240.2254,864.56586,300.54868,221.52945,821.12097,323.45224,294.31573,896.76923,362.29214,271.20703,857.43304,381.2811,247.15736,818.33649
28,0.225,247.24977,328.51913,901.65479,215.62532,289.25546,874.7594,253.52634,244.59361,859.14063,299.61548,225.14056,817.20831,323.9765,298.30051,891.59937,362.44843,274.41467,851.90302,381.56519,251.51857,813.29779
29,0.233,247.29919,332.68192,896.78442,215.70998,291.9415,869.92816,253.61552,245.86717,856.36865,300.61679,227.00168,811.5473,323.98151,302.51443,887.18134,362.362,280.18698,846.54163,381.42471,256.21201,808.98065
30,0.242,246.84941,336.51587,894.39807,215.91818,295.32001,866.74127,253.36752,250.02226,851.67413,299.16855,232.58305,807.29102,323.15857,306.37781,882.85675,362.65515,285.12906,842.48273,381.51971,260.51657,803.11029
31,0.25,246.49446,338.73972,889.59882,213.81824,296.93033,863.50598,252.18541,254.50111,846.91821,300.43372,236.98918,802.86884,323.7962,309.03024,878.17908,360.53262,288.20135,837.30688,380.16122,265.27936,798.37115
32,0.258,245.8838,342.60846,886.6001,214.89655,301.11169,860.30359,254.28148,257.45944,843.39722,300.99536,240.70688,798.21063,323.83179,314.23163,874.82019,361.81085,293.48141,832.63611,381.38647,270.98511,793.77356
33,0.267,246.1243,345.35855,883.10474,215.41452,302.80255,856.28479,253.01552,261.8562,838.54797,299.38058,244.75674,794.32373,323.6955,317.83353,870.68359,360.93027,297.64011,828.34143,380.66931,275.71817,789.48358
34,0.275,245.2617,346.5759,879.81146,213.24527,307.0546,853.16028,252.60303,265.50192,833.26117,300.28998,249.92761,788.48712,323.19147,321.99597,866.33234,359.63113,302.22321,823.43799,380.3688,281.34393,784.66528
35,0.283,245.79817,351.49219,876.93359,214.23235,310.96179,849.44452,254.01759,268.03931,831.44189,301.11029,254.99538,783.72931,322.08679,326.47107,863.08215,360.60126,307.84335,820.88214,379.39816,286.19922,780.72717
36,0.292,244.69562,354.61569,873.80322,213.41731,314.08365,846.92151,253.54881,273.26096,826.11786,298.02451,261.41748,780.29645,322.95029,331.34009,859.59546,360.33466,311.44992,816.45288,379.64917,292.06708,775.83734
37,0.3,243.7989,359.57797,871.45599,212.00253,318.28635,842.69342,254.00148,277.4845,823.38763,299.35916,264.65109,775.53864,322.29416,336.02167,855.49438,359.84741,317.63535,813.06006,379.67072,298.72058,772.48157
38,0.308,244.87581,363.13278,868.32343,213.032,320.9827,840.74774,254.63971,279.9794,820.30316,299.03595,270.49564,772.20776,321.89163,340.35239,851.20435,360.4357,323.31171,809.55322,380.2218,303.9108,768.56848
39,0.317,243.97557,366.11462,865.76904,213.41998,325.8252,836.38458,254.44093,285.22897,816.64276,299.66092,276.11981,768.83374,321.04077,345.83609,848.54279,359.98431,328.4371,805.80609,379.01538,310.49765,765.00824
40,0.325,243.32835,370.65411,863.69635,213.506,329.92566,834.25311,254.75388,291.03851,813.52441,301.32281,281.13226,764.98572,321.84641,349.94397,845.96625,359.69376,334.97726,802.14856,379.81961,317.85355,761.31915
41,0.333,242.79527,373.82355,860.4552,212.96971,332.47104,832.13483,255.89052,296.09448,810.91119,300.3309,287.56415,762.36731,320.32803,356.20212,843.39954,359.2019,341.103,799.42566,379.26907,324.85934,757.90942
42,0.342,242.27531,379.11203,858.91626,212.14432,338.45013,829.94702,256.39355,299.81,807.77869,301.75,292.2464,759.80688,320.78967,359.93192,840.78168,357.95233,347.4003,796.80402,377.32288,330.53171,756.20282
43,0.35,241.72377,383.99112,857.46063,212.69095,342.4043,828.48352,257.14981,304.08362,805.24957,299.63156,297.94495,756.96661,320.35498,366.4035,838.65063,358.8371,353.41367,794.09204,378.00336,337.9465,752.25403
44,0.358,241.60054,387.21445,854.60547,212.71404,344.57712,827.49109,255.99001,309.28656,803.73462,301.04437,304.01157,755.24683,320.40863,371.86588,836.80286,357.62924,358.77829,791.6106,377.46191,344.8093,750.55396
45,0.367,241.10616,394.72528,853.89471,212.7739,351.67737,824.69373,256.25308,315.06989,802.16925,301.87781,308.99948,752.83002,320.51227,377.96347,835.11493,357.69077,364.53204,789.85077,378.20663,350.83636,747.14703
46,0.375,241.33954,398.0238,852.43896,213.58333,355.99765,823.20239,256.43521,320.3898,799.05261,300.3544,314.50369,750.41241,319.94559,383.3129,831.92694,356.45209,371.48285,786.87811,376.32498,357.10461,745.19324
47,0.383,238.20428,402.9119,851.51166,212.57848,360.66959,822.30743,257.36951,326.1124,798.10516,302.35162,322.15594,749.49866,318.84814,389.78998,830.75696,355.99603,379.44293,785.38159,376.41095,364.16818,743.2699
48,0.392,239.82593,408.92068,849.32086,211.48026,364.94278,820.23785,257.46207,331.11652,796.47839,301.32626,329.01831,747.59705,318.76981,395.21317,829.37115,355.74695,386.69318,784.23596,376.2211,372.64249,741.36841
49,0.4,240.25076,412.45306,848.19293,213.34341,369.64075,819.96515,257.21121,336.50879,795.38489,301.75494,334.47522,744.67804,318.14496,402.49863,828.93256,354.94669,391.78278,781.97418,375.66364,380.69513,740.00531
50,0.408,239.28917,418.54126,848.79437,212.12115,373.76965,818.3869,257.79114,341.71292,793.3559,302.77304,341.33176,743.30322,318.46127,407.44174,827.90576,355.65817,399.69098,781.71869,375.33063,386.48734,738.25635
51,0.417,238.75882,422.48981,846.75238,212.87489,380.29745,817.60565,257.89542,346.93573,791.39777,303.01233,348.87234,741.80951,317.81348,413.86752,825.73352,355.4267,405.61026,780.07062,374.01904,395.04211,737.34717
52,0.425,238.5723,428.24759,847.31244,212.4599,384.60422,816.97552,258.09705,352.69528,790.06598,303.02435,355.49402,740.98383,318.08154,420.19904,825.81525,353.38702,414.3089,778.51361,374.74683,402.88531,735.28961
53,0.433,237.21758,433.52078,846.01184,213.52238,391.00775,815.05194,259.96756,359.90915,789.28772,303.05304,362.06467,739.96069,316.63327,426.73389,824.49207,353.94608,422.24973,778.26587,374.55811,409.6279,734.79535
54,0.442,236.35863,440.49606,846.76123,213.67577,397.522,815.0921,259.34521,366.55081,788.19299,303.89005,368.96329,739.57141,316.4873,433.98929,824.54993,353.32031,429.62634,777.85089,372.68454,419.49756,734.53033
55,0.45,235.91631,445.69888,845.58075,213.91566,398.65933,815.07458,258.73941,372.16943,787.79889,303.59485,376.85831,738.36786,314.18884,440.95819,822.95404,352.22787,435.99915,777.26465,373.76303,426.02023,733.29126
56,0.458,234.73238,450.52869,845.43713,212.13875,405.72308,814.38037,259.37479,378.21616,787.47174,302.50568,382.29486,738.1709,315.0983,448.14243,823.11975,351.71133,444.41757,775.98175,373.09775,435.34637,733.76715
57,0.467,235.38438,454.80606,845.37164,212.65755,410.5076,815.34735,260.41895,384.10172,787.49701,302.86261,390.4888,738.33716,313.86801,454.58829,822.56232,351.53024,451.95325,776.39233,370.95203,442.93359,732.89392
58,0.475,234.45729,461.11258,845.65259,211.66611,415.27777,815.33905,260.8757,390.49118,788.04749,303.9538,396.21561,738.26178,312.95721,461.91885,823.55292,349.47668,458.27872,775.96472,370.34735,451.71649,733.70178
