Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,52.34063,-69.23781,33.12174,234.81807,-133.72986,47.18215,179.52866,-72.42475,62.72022
2,0.008,52.21217,-69.25448,33.03615,234.81807,-133.72986,47.18215,179.52866,-72.42475,62.72022
3,0.017,52.43761,-69.33137,33.07358,234.81807,-133.72986,47.18215,178.74622,-73.48949,62.22919
4,0.025,52.34063,-69.23781,33.12174,234.78972,-133.85793,47.09559,178.66573,-73.54135,62.39927
5,0.033,52.06182,-69.21655,32.92076,234.81807,-133.72986,47.18215,178.74622,-73.48949,62.22919
6,0.042,52.06182,-69.21655,32.92076,234.66339,-133.77466,47.08646,178.66573,-73.54135,62.39927
7,0.05,52.02338,-69.2155,32.78575,234.66339,-133.77466,47.08646,178.46138,-73.73989,62.39148
8,0.058,52.06182,-69.21655,32.92076,234.66339,-133.77466,47.08646,178.56178,-73.68386,62.33772
9,0.067,52.06182,-69.21655,32.92076,234.66339,-133.77466,47.08646,178.56532,-73.59737,62.45303
10,0.075,52.06182,-69.21655,32.92076,234.78525,-133.49245,47.25357,178.74622,-73.48949,62.22919
11,0.083,52.06182,-69.21655,32.92076,234.78972,-133.85793,47.09559,178.74622,-73.48949,62.22919
12,0.092,52.30216,-69.23677,32.98672,234.78972,-133.85793,47.09559,178.74622,-73.48949,62.22919
13,0.1,52.02338,-69.2155,32.78575,234.69173,-133.64658,47.17302,178.66573,-73.54135,62.39927
14,0.108,52.21217,-69.25448,33.03615,234.7569,-133.62053,47.16702,178.74622,-73.48949,62.22919
15,0.117,52.06182,-69.21655,32.92076,234.69173,-133.64658,47.17302,178.74622,-73.48949,62.22919
16,0.125,52.29234,-69.29597,32.95298,234.62883,-133.96748,47.06201,178.66573,-73.54135,62.39927
17,0.133,52.21217,-69.25448,33.03615,234.78972,-133.85793,47.09559,178.74622,-73.48949,62.22919
18,0.142,52.06182,-69.21655,32.92076,234.66339,-133.77466,47.08646,178.94734,-73.44856,62.26699
19,0.15,52.06182,-69.21655,32.92076,234.69173,-133.64658,47.17302,178.94734,-73.44856,62.26699
20,0.158,52.19026,-69.19989,33.00636,234.81807,-133.72986,47.18215,178.74622,-73.48949,62.22919
21,0.167,52.56609,-69.31468,33.15916,234.81807,-133.72986,47.18215,178.74622,-73.48949,62.22919
22,0.175,52.43761,-69.33137,33.07358,234.87975,-133.81186,47.08264,178.74622,-73.48949,62.22919
23,0.183,52.07619,-69.13349,32.65563,234.81807,-133.72986,47.18215,178.74622,-73.48949,62.22919
24,0.192,52.19026,-69.19989,33.00636,234.87975,-133.81186,47.08264,178.74622,-73.48949,62.22919
25,0.2,52.05291,-69.23782,32.75434,234.87975,-133.81186,47.08264,178.74622,-73.48949,62.22919
26,0.208,52.05291,-69.23782,32.75434,234.94142,-133.89395,46.98311,178.74622,-73.48949,62.22919
27,0.217,52.0673,-69.15476,32.4892,235.03494,-133.73985,47.06365,178.74622,-73.48949,62.22919
28,0.225,52.0673,-69.15476,32.4892,234.86137,-133.88914,46.85676,178.74622,-73.48949,62.22919
29,0.233,52.0673,-69.15476,32.4892,234.9549,-133.73506,46.9373,178.74622,-73.48949,62.22919
30,0.242,52.01448,-69.23677,32.61933,234.86137,-133.88914,46.85676,178.74622,-73.48949,62.22919
31,0.25,52.0673,-69.15476,32.4892,234.83304,-134.01717,46.77021,178.74622,-73.48949,62.22919
32,0.258,52.09285,-69.28712,32.47233,234.86137,-133.88914,46.85676,178.64581,-73.54549,62.28295
33,0.267,52.09285,-69.28712,32.47233,234.83304,-134.01717,46.77021,178.74622,-73.48949,62.22919
34,0.275,52.09285,-69.28712,32.47233,234.70047,-133.9987,46.8232,178.66573,-73.54135,62.39927
35,0.283,52.09285,-69.28712,32.47233,234.83304,-134.01717,46.77021,178.74622,-73.48949,62.22919
36,0.292,52.09285,-69.28712,32.47233,234.83304,-134.01717,46.77021,178.74622,-73.48949,62.22919
37,0.3,52.09285,-69.28712,32.47233,234.86137,-133.88914,46.85676,178.66573,-73.54135,62.39927
38,0.308,52.04535,-69.1685,32.372,234.83304,-134.01717,46.77021,178.56178,-73.68386,62.33772
39,0.317,52.09285,-69.28712,32.47233,234.61028,-133.75011,46.77212,178.66573,-73.54135,62.39927
