Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-173.23857,-26.91479,956.99585,-206.40936,163.59901,993.04865,-312.98669,-39.00723,981.01147,-350.77258,148.1192,993.6958,-358.82849,-47.38285,903.89935
2,0.008,-173.43825,-27.10979,957.22565,-206.73256,164.16986,992.54865,-312.98669,-39.00723,981.01147,-350.69235,148.04391,993.85846,-358.65128,-47.56683,904.1554
3,0.017,-173.43825,-27.10979,957.22565,-206.86026,163.40596,993.11511,-313.04153,-38.87287,981.10114,-350.77258,148.1192,993.6958,-358.65128,-47.56683,904.1554
4,0.025,-173.55719,-27.17294,957.44525,-206.54326,163.65109,993.24005,-312.92123,-39.37103,981.01434,-350.77258,148.1192,993.6958,-358.82849,-47.38285,903.89935
5,0.033,-173.43825,-27.10979,957.22565,-206.86026,163.40596,993.11511,-312.98669,-39.00723,981.01147,-350.77258,148.1192,993.6958,-358.82849,-47.38285,903.89935
6,0.042,-173.55719,-27.17294,957.44525,-206.86026,163.40596,993.11511,-313.04153,-38.87287,981.10114,-350.69235,148.04391,993.85846,-358.82849,-47.38285,903.89935
7,0.05,-173.63318,-27.35424,957.86035,-206.76286,163.07115,992.93494,-313.04153,-38.87287,981.10114,-350.85294,148.19443,993.53314,-358.82849,-47.38285,903.89935
8,0.058,-173.55719,-27.17294,957.44525,-206.86026,163.40596,993.11511,-312.89352,-39.20063,981.21014,-351.24567,147.91098,993.57813,-358.82849,-47.38285,903.89935
9,0.067,-173.61174,-27.36363,957.64301,-207.03168,163.4174,993.19855,-313.04153,-38.87287,981.10114,-351.24567,147.91098,993.57813,-358.82849,-47.38285,903.89935
10,0.075,-173.61174,-27.36363,957.64301,-206.84566,163.19008,993.15497,-313.07224,-39.27354,980.92957,-351.24567,147.91098,993.57813,-358.82849,-47.38285,903.89935
