Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z,L.Knee.x,L.Knee.y,L.Knee.z,L.Knee.Medial.x,L.Knee.Medial.y,L.Knee.Medial.z
1,0,-1549.69592,142.02129,662.086,-1511.35876,125.44873,515.80225,-1512.20203,2.44004,513.73047
2,0.008,-1543.10632,142.09338,663.22192,-1504,125.77393,517.43335,-1505.9906,2.67131,514.97107
3,0.017,-1537.64478,142.98866,664.5946,-1497.32959,124.49781,518.59583,-1499.6344,1.77576,515.93988
4,0.025,-1531.28491,143.09209,665.87012,-1489.42371,123.31146,519.29553,-1492.2489,1.53851,516.37482
5,0.033,-1526.07214,141.59996,665.4093,-1483.99463,122.53742,520.44391,-1485.70862,0.50809,517.67596
6,0.042,-1520.92944,142.29445,667.23761,-1477.14844,121.62508,521.04199,-1477.21521,-0.24176,517.03516
7,0.05,-1516.71606,142.03877,667.5885,-1470.14307,121.09988,522.00549,-1466.73254,0.41157,518.27252
8,0.058,-1510.96899,142.26364,667.54608,-1464.92322,121.57594,523.06451,-1462.33057,1.22913,520.67798
9,0.067,-1507.31555,142.98331,666.81555,-1458.65308,121.03494,523.32373,-1458.11072,1.06112,520.7265
10,0.075,-1501.76563,141.93123,667.28979,-1451.7832,119.97469,524.68207,-1451.47998,2.68092,521.76721
11,0.083,-1498.4585,142.87277,666.86151,-1447.2207,119.57702,524.93292,-1442.57751,-0.18003,524.55603
12,0.092,-1492.53918,141.27077,666.57001,-1441.4751,119.31945,525.61066,-1439.08252,1.4275,522.83862
13,0.1,-1489.5564,141.65353,666.35754,-1436.4115,119.6314,525.74371,-1429.80945,-1.25675,525.12781
14,0.108,-1482.84521,141.99831,666.21643,-1430.79846,119.64161,526.11115,-1425.08691,0.44143,525.41608
15,0.117,-1480.1488,142.00615,666.36584,-1424.17578,118.51052,526.49078,-1416.67969,0.37812,525.48254
16,0.125,-1476.46423,142.32846,665.35608,-1419.85596,118.40929,525.93304,-1415.36145,0.67364,525.93536
17,0.133,-1471.8634,142.8837,664.8114,-1413.55298,118.38625,526.93933,-1408.32288,1.02173,526.14722
18,0.142,-1467.11963,143.71017,664.49713,-1408.99744,118.28294,526.32446,-1402.58789,-0.01445,526.0835
19,0.15,-1461.5625,142.37115,663.66132,-1404.05688,115.88007,526.52789,-1396.92737,-0.05514,526.40619
20,0.158,-1458.58862,142.46358,662.18384,-1400.71033,117.70772,525.89056,-1393.84094,0.3225,526.11682
21,0.167,-1451.72388,142.84023,661.79578,-1394.04272,116.86928,526.02588,-1388.52136,0.67719,525.48218
22,0.175,-1449.02429,143.94815,662.50293,-1391.46716,117.90986,526.09918,-1380.24597,-0.22823,526.23645
23,0.183,-1445.90137,143.81644,660.87933,-1385.73889,116.77082,525.45813,-1379.57947,0.02701,524.51288
24,0.192,-1440.94531,144.13927,660.19086,-1382.15393,117.91996,524.7489,-1375.14807,0.21667,523.42834
25,0.2,-1435.42529,145.12433,659.8288,-1377.0199,117.82655,524.19086,-1371.09961,0.93478,522.62903
26,0.208,-1430.68799,143.50768,657.67828,-1373.26306,117.74773,521.36011,-1366.32166,0.56802,523.44098
27,0.217,-1426.98438,145.22017,657.46313,-1366.8551,117.22571,521.54938,-1360.93616,1.13524,521.79657
28,0.225,-1420.65967,146.12793,656.78467,-1363.36621,117.77905,520.88263,-1354.64233,0.01102,521.23187
29,0.233,-1417.27026,145.66365,656.24402,-1358.56262,116.6399,519.80109,-1350.02734,1.65394,519.96625
30,0.242,-1411.63281,144.94409,654.41241,-1353.99243,116.98358,518.45251,-1345.43359,1.41324,520.51331
31,0.25,-1407.00049,146.90283,653.49402,-1347.97168,116.68948,517.89197,-1341.33411,1.49136,520.30304
32,0.258,-1401.30652,144.79413,651.52057,-1344.62219,117.83729,517.15131,-1333.63562,0.5426,518.78693
33,0.267,-1397.3678,147.12338,651.41583,-1337.86768,117.55188,516.63904,-1328.14001,0.20828,517.92877
34,0.275,-1392.89099,145.37392,649.64716,-1332.10828,117.90466,514.38556,-1323.00769,0.59282,517.64703
35,0.283,-1387.65027,146.22247,647.46405,-1327.61121,117.43221,512.58612,-1317.29407,0.61404,516.14832
36,0.292,-1380.34375,145.52946,646.53333,-1320.57361,117.46911,512.41998,-1312.02686,0.7542,514.84491
37,0.3,-1372.047,144.82428,646.90674,-1314.52673,118.19502,510.89182,-1305.21179,0.96741,512.09387
38,0.308,-1367.9165,143.20743,645.09143,-1309.1366,117.62608,509.6377,-1302.32214,1.32062,513.21014
39,0.317,-1359.8053,145.04713,645.52509,-1301.32751,117.24151,509.73792,-1294.8291,2.21203,512.07129
40,0.325,-1352.93335,143.79549,646.82349,-1293.29553,118.10217,511.13559,-1288.56409,0.76607,513.16504
41,0.333,-1345.87866,143.37354,647.49792,-1286.22278,118.41828,511.58536,-1283.23157,1.69261,512.95758
42,0.342,-1338.21179,144.51788,647.73694,-1279.94067,119.92536,511.51813,-1276.87634,3.19897,513.86121
43,0.35,-1332.05286,146.02069,648.38202,-1274.39636,120.617,511.47479,-1271.77026,4.35407,513.57733
44,0.358,-1324.80115,146.09724,648.55939,-1269.80408,122.23022,510.39777,-1266.1825,6.79011,512.70758
45,0.367,-1320.62292,149.41132,649.05371,-1266.92004,123.19522,510.29837,-1263.39026,8.50155,512.82721
46,0.375,-1317.72705,151.84402,648.64063,-1260.95581,122.77006,509.47357,-1257.4491,10.40649,512.69281
47,0.383,-1314.37708,151.60748,646.92834,-1258.76807,124.2858,507.01019,-1253.72632,10.82107,512.94873
