Frame#,Time,R.Thigh.x,R.Thigh.y,R.Thigh.z,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z,R.Knee.x,R.Knee.y,R.Knee.z,R.Knee.Medial.x,R.Knee.Medial.y,R.Knee.Medial.z
1,0,-1631.73376,-182.30836,630.10822,-1554.70129,-94.06811,557.97845,-1607.98328,-150.65842,499.34213,-1613.42773,-40.10201,503.28885
2,0.008,-1628.75378,-181.68225,629.8335,-1553.04663,-93.55434,557.72266,-1606.11401,-150.36208,499.17719,-1612.36279,-39.69392,502.91153
3,0.017,-1625.78491,-181.07968,629.47083,-1551.54395,-92.56942,556.36987,-1606.33801,-150.37758,498.84244,-1609.68298,-39.54083,502.23346
4,0.025,-1622.93848,-181.08229,629.38898,-1548.65601,-93.24632,556.33838,-1604.00745,-150.50323,498.74707,-1611.30017,-38.05938,502.27362
5,0.033,-1620.34302,-181.03091,629.79346,-1547.28149,-91.3437,554.84015,-1597.19897,-148.98254,498.92859,-1610.75549,-36.59908,502.47046
6,0.042,-1617.10986,-180.30482,629.78735,-1544.52332,-91.79743,554.14313,-1599.75598,-149.63246,498.0578,-1607.44373,-35.77593,500.45712
7,0.05,-1614.48267,-180.0786,629.72675,-1542.57397,-90.44218,553.8783,-1598.68274,-149.6678,498.09906,-1606.64819,-35.46059,500.58115
8,0.058,-1609.2688,-179.73187,627.58734,-1541.14917,-89.53448,552.92065,-1594.52063,-148.60014,496.26721,-1604.73547,-36.12789,499.81314
9,0.067,-1607.64294,-179.98003,627.82581,-1538.43152,-89.57471,552.78412,-1592.9198,-148.4189,495.82874,-1603.24585,-35.59655,498.83615
10,0.075,-1604.92297,-180.54921,626.47998,-1536.16675,-89.82254,552.4176,-1590.9635,-148.85918,495.73108,-1601.22522,-35.57128,498.47464
11,0.083,-1602.03455,-180.37021,626.51953,-1534.8999,-89.47649,552.16486,-1589.96948,-149.04648,495.73245,-1600.18494,-35.70787,498.34143
12,0.092,-1599.32532,-179.92978,627.17639,-1532.11865,-88.73074,550.95972,-1587.10913,-148.6434,494.7038,-1597.67615,-35.97536,498.2229
13,0.1,-1596.97986,-180.26245,627.07306,-1529.50061,-89.92977,550.32141,-1584.88611,-148.49675,494.08365,-1596.28137,-33.80231,498.44659
14,0.108,-1592.19617,-179.32983,626.05383,-1526.44299,-88.39494,548.97327,-1582.28467,-147.34886,493.85278,-1593.10901,-35.99035,497.12701
15,0.117,-1589.91833,-179.55635,626.07495,-1524.45776,-89.02983,548.1059,-1580.6239,-148.26384,493.5274,-1589.71777,-38.58892,497.12689
16,0.125,-1587.91125,-179.68675,626.11475,-1522.25269,-88.95968,547.72607,-1579.43176,-148.34799,493.49741,-1587.95361,-37.26152,496.9205
17,0.133,-1584.44934,-178.88583,626.27087,-1519.75854,-88.46331,546.70337,-1575.6969,-147.9883,493.60211,-1584.39063,-38.34755,496.28702
18,0.142,-1581.36743,-179.2066,626.11041,-1517.22864,-89.00655,545.31982,-1573.16235,-147.36627,493.11972,-1582.61353,-38.06761,496.14175
