Frame#,Time,L.Forearm.x,L.Forearm.y,L.Forearm.z,L.Ulna.x,L.Ulna.y,L.Ulna.z,L.Radius.x,L.Radius.y,L.Radius.z
1,0,151.05467,127.17068,1058.09436,220.12392,164.34589,1032.87744,239.4868,86.04586,1065.66016
2,0.008,151.09183,128.1412,1056.96619,219.59004,164.63701,1032.05981,239.95769,86.85519,1065.38416
3,0.017,150.70189,129.1366,1056.68127,219.90103,165.58878,1031.04956,239.73058,87.76505,1064.87915
4,0.025,150.61702,131.64674,1056.25183,219.36443,166.30502,1030.79883,239.81023,89.90619,1064.52551
5,0.033,150.9413,132.64337,1056.28821,220.04057,166.86781,1030.38904,239.17409,90.92426,1064.33374
6,0.042,150.85405,134.15497,1055.79932,219.75066,169.65471,1029.2312,238.49484,92.27855,1063.85254
7,0.05,150.97517,135.0921,1055.34778,219.72972,169.71844,1027.80127,238.17131,92.65305,1063.82422
8,0.058,151.08264,137.06192,1054.8999,219.93164,171.67944,1027.94519,237.92662,93.63403,1063.6427
9,0.067,150.68791,138.08369,1054.51111,220.01617,171.82378,1027.18079,237.70082,93.9619,1063.45337
10,0.075,150.40175,139.83507,1053.703,219.70763,172.20935,1026.65173,237.32407,94.43631,1063.12476
11,0.083,149.75954,141.05199,1052.51868,220.64575,173.68555,1024.58655,236.07588,96.7992,1062.74805
12,0.092,149.77739,141.92369,1052.14807,219.64445,176.13152,1024.19165,235.64709,98.12491,1062.15698
13,0.1,148.95078,143.49765,1050.87366,218.91212,176.33333,1023.20953,235.30864,99.88857,1061.43298
14,0.108,149.03133,145.82568,1050.12952,219.60765,176.9005,1023.01776,234.77916,100.43841,1060.89917
15,0.117,148.09097,146.99025,1048.46216,219.24275,178.0219,1020.91644,234.59088,101.54982,1060.12329
16,0.125,147.97729,148.24974,1048.20667,219.80742,178.88937,1019.88342,233.53082,103.48492,1059.59985
17,0.133,148.26483,150.12515,1046.01294,219.31079,181.22699,1018.72528,233.18726,104.15788,1059.00037
18,0.142,147.70505,151.46143,1044.5,220.41196,182.72142,1016.80615,232.25388,105.32207,1058.70203
19,0.15,147.33928,153.05789,1043.53381,220.16252,183.26149,1015.84137,230.97894,106.68748,1057.83167
20,0.158,146.52762,155.82047,1042.25195,218.48047,184.80595,1014.25439,229.51437,107.75687,1057.0614
21,0.167,146.24573,157.33493,1041.66418,218.2887,185.32635,1012.6355,229.70525,110.44838,1056.46155
22,0.175,145.49464,159.76134,1039.5437,219.34798,186.41354,1012.75525,228.51801,111.76442,1055.5415
23,0.183,145.18108,161.51782,1038.39844,218.907,189.77249,1010.49823,228.24107,113.44654,1054.87256
24,0.192,145.24884,162.46712,1036.96484,218.75356,191.1759,1008.56073,227.67149,115.57636,1053.13916
25,0.2,145.17812,164.5023,1035.25842,217.49023,189.97548,1006.46582,226.51839,116.55824,1052.58386
26,0.208,144.45073,165.39638,1033.43982,217.02155,191.47801,1005.29553,226.43639,117.4605,1051.82288
27,0.217,143.24472,167.02104,1031.36975,216.26671,190.9104,1002.38672,224.83296,119.1412,1050.53564
28,0.225,142.963,169.34354,1029.77759,216.04445,192.61687,1000.56738,223.45682,119.65516,1048.57324
29,0.233,142.10733,170.50415,1028.31116,216.08556,194.06418,998.24487,222.56673,120.8381,1047.70776
30,0.242,141.13213,173.17276,1025.89685,215.17902,195.08824,996.90192,220.62611,123.13029,1046.8064
31,0.25,141.14333,174.88104,1023.81317,214.62344,195.90059,994.76154,219.24951,123.27166,1045.21057
32,0.258,139.65007,175.66382,1021.83942,214.27998,196.49915,992.88959,218.38168,124.45095,1042.58423
33,0.267,138.1266,177.2775,1019.33575,213.76593,197.32153,990.13489,216.62672,125.3502,1041.32068
34,0.275,137.81172,180.03146,1017.57745,213.01163,199.27995,987.98114,215.10887,127.02879,1040.21509
35,0.283,136.401,181.02911,1015.2431,211.18587,199.56633,985.79822,213.5824,129.33855,1038.2832
36,0.292,136.07312,184.54161,1012.19531,209.86163,201.05681,982.86359,211.44714,130.23987,1035.90588
37,0.3,134.3436,185.18303,1009.65179,210.11929,200.4859,980.27594,209.71286,130.73196,1035.26367
38,0.308,133.38853,186.60468,1006.21924,209.08098,201.60353,976.36401,208.02596,133.59515,1032.61609
39,0.317,132.37146,187.32928,1004.15381,207.44141,202.07532,974.76526,205.93733,135.04759,1030.69861
40,0.325,130.79785,191.68481,1001.52972,205.8595,203.69469,971.99426,204.11111,134.61281,1028.32874
41,0.333,129.0679,191.89354,998.53754,205.62347,204.44962,968.81982,201.95445,135.98714,1025.80115
42,0.342,128.36099,194.40979,995.7605,204.73868,205.63684,965.41602,200.73068,138.14407,1022.41449
43,0.35,126.23658,195.2251,992.78363,203.48422,204.67496,963.27747,198.81163,139.25955,1021.28088
44,0.358,124.6898,196.73257,989.91656,200.92075,206.09438,959.09344,197.04099,141.63734,1018.66766
45,0.367,123.83372,198.425,987.45123,200.45601,207.29503,956.58063,195.22174,142.4744,1015.43634
46,0.375,122.25455,200.8148,984.5213,198.95844,207.92018,953.70093,193.29994,143.31805,1013.28235
47,0.383,121.08585,202.08434,981.29932,197.9855,208.23067,950.91003,190.6067,144.26509,1011.49969
48,0.392,119.25314,203.53331,978.37274,196.68907,209.70134,949.13477,189.68076,144.95355,1007.72278
49,0.4,117.99883,204.45961,975.44073,195.13521,209.70193,945.4953,187.05956,146.256,1005.27429
