Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-995.14111,-245.76007,1266.05725,-1023.17627,-289.43155,1074.81909,-1072.25464,-214.23752,1065.16272
2,0.008,-991.51117,-245.88055,1265.9292,-1019.87537,-289.05566,1074.65369,-1069.63232,-214.53653,1064.79016
3,0.017,-988.63904,-245.64763,1266.09277,-1016.32928,-289.85187,1074.71057,-1067.88452,-214.78502,1064.97144
4,0.025,-985.83362,-246.37485,1265.49976,-1012.26239,-288.30814,1074.63818,-1065.31116,-215.18227,1064.36011
5,0.033,-982.77332,-245.44231,1264.53882,-1009.99463,-289.06601,1074.03625,-1062.14636,-215.48895,1063.65308
6,0.042,-980.15948,-244.36391,1264.54932,-1007.31146,-288.47556,1073.10229,-1059.17456,-215.21074,1063.34595
7,0.05,-977.28131,-244.33986,1264.50293,-1004.28064,-288.71967,1072.68311,-1057.59119,-215.07726,1063.38574
8,0.058,-973.71857,-244.1436,1264.30676,-1001.26178,-288.98218,1072.27148,-1054.31238,-215.73221,1062.93787
9,0.067,-971.80945,-245.1543,1264.41516,-997.51031,-287.31088,1072.22607,-1052.0022,-216.09512,1062.93494
10,0.075,-968.5614,-244.9519,1263.24072,-994.58661,-287.59558,1072.19641,-1050.11072,-216.29927,1062.58704
11,0.083,-965.6319,-243.52194,1263.27087,-993.521,-287.96323,1071.97876,-1047.03418,-214.75012,1062.77222
12,0.092,-961.52917,-243.35616,1262.08081,-990.28833,-287.47333,1071.84412,-1044.64075,-214.65862,1062.18652
13,0.1,-958.77753,-243.27899,1262.01294,-986.82355,-285.13864,1071.40137,-1041.47388,-214.32736,1061.39099
14,0.108,-956.11584,-240.93112,1261.52551,-985.05127,-284.85422,1070.99744,-1038.98181,-212.8739,1061.54224
15,0.117,-953.27588,-240.37195,1260.85474,-982.92059,-284.75317,1070.58167,-1035.90686,-212.39021,1060.24719
16,0.125,-950.36487,-241.12434,1260.6322,-980.07281,-285.05844,1070.14124,-1032.54883,-211.38045,1060.32251
17,0.133,-947.47791,-240.936,1260.81982,-978.40363,-283.80414,1070.1239,-1030.97961,-210.84503,1060.43115
18,0.142,-943.21674,-239.47093,1260.32202,-975.40851,-283.10223,1069.88672,-1026.84009,-210.22993,1060.62585
19,0.15,-941.38257,-239.32573,1259.66418,-972.50482,-283.1225,1069.83167,-1025.1864,-208.8797,1060.14001
20,0.158,-938.64209,-238.5193,1259.19946,-970.63605,-283.02127,1069.1958,-1022.04102,-208.03743,1059.44519
21,0.167,-936.07013,-237.56146,1258.99402,-968.09174,-281.58408,1068.12939,-1019.50836,-206.72812,1059.84644
22,0.175,-934.38678,-237.00206,1259.63257,-965.71973,-280.65082,1068.87354,-1016.435,-206.40387,1059.26721
23,0.183,-931.3147,-236.48311,1259.13013,-962.96051,-280.24139,1068.57031,-1014.44348,-205.5482,1059.58508
24,0.192,-929.11896,-236.24619,1258.73071,-961.04468,-279.36404,1068.27307,-1011.32275,-204.87863,1058.91357
25,0.2,-926.32861,-234.87527,1258.92822,-958.34888,-277.90912,1068.1239,-1008.55188,-204.23975,1059.17798
26,0.208,-923.32257,-234.18887,1259.33264,-955.01038,-276.91953,1068.35413,-1006.71918,-204.29391,1059.34595
27,0.217,-922.04132,-232.01988,1259.04797,-951.87262,-276.4306,1068.34766,-1003.95227,-204.01797,1058.66675
28,0.225,-918.58258,-231.26154,1259.00806,-948.85547,-275.69388,1068.38953,-1001.82727,-203.02272,1060.0166
29,0.233,-915.08441,-230.24855,1259.22937,-946.60986,-273.97125,1068.39478,-999.1532,-202.10225,1059.45959
30,0.242,-912.87946,-228.241,1258.83655,-943.6571,-273.19339,1068.3252,-996.3551,-201.76619,1060.20251
31,0.25,-910.18945,-228.3607,1258.95764,-941.14587,-272.42627,1067.64087,-993.34631,-200.26288,1059.58716
32,0.258,-907.8432,-226.58701,1258.46143,-937.91742,-271.12848,1067.52576,-990.82477,-199.82472,1059.94263
33,0.267,-904.01202,-225.45461,1258.92188,-934.53125,-269.63028,1067.67944,-987.45258,-198.42459,1058.95911
34,0.275,-901.32184,-224.76996,1259.34937,-931.4845,-269.67932,1068.26868,-984.44257,-197.7153,1059.05652
35,0.283,-898.39026,-223.36996,1259.41772,-928.71716,-268.65421,1069.53796,-981.37799,-195.74283,1059.04163
36,0.292,-895.66113,-221.85428,1259.09521,-926.31934,-265.96399,1069.66321,-978.26477,-194.63466,1059.41541
37,0.3,-894.15564,-220.72063,1259.20422,-924.05914,-265.33527,1070.06299,-974.67157,-192.53584,1059.4624
38,0.308,-890.65918,-219.73982,1260.6759,-921.16003,-264.2308,1070.2804,-972.28717,-191.4101,1059.71484
39,0.317,-888.78003,-217.30797,1259.84143,-919.91956,-264.76279,1070.54785,-969.17371,-189.3974,1060.18091
40,0.325,-885.19244,-215.86156,1260.60034,-917.5766,-262.23819,1070.76685,-965.62109,-188.02707,1060.47119
41,0.333,-882.38129,-215.51012,1260.17517,-914.78564,-261.4989,1071.1377,-964.39117,-186.88216,1060.17773
42,0.342,-880.43616,-215.05267,1261.09985,-912.9364,-260.18393,1071.60181,-960.1015,-185.17627,1060.64453
43,0.35,-877.62115,-214.18185,1261.98962,-910.65521,-258.99704,1071.98621,-957.11023,-183.79695,1061.36951
44,0.358,-875.03241,-212.67134,1262.05261,-908.67389,-258.96744,1072.60693,-954.90796,-183.17424,1062.00513
45,0.367,-871.4353,-211.08632,1262.27441,-905.41309,-258.18881,1073.36145,-952.76166,-181.82236,1061.99255
46,0.375,-869.63086,-210.04642,1262.17175,-902.62109,-256.66629,1073.78516,-949.07367,-180.43106,1062.79382
47,0.383,-868.12006,-209.0302,1263.05347,-900.65088,-255.545,1074.31067,-947.92743,-180.62108,1063.37988
48,0.392,-864.5849,-206.96483,1264.57104,-898.67987,-254.68889,1074.96985,-943.427,-178.18159,1063.50977
49,0.4,-861.19733,-205.66772,1264.59229,-895.28912,-253.23927,1075.12634,-942.13074,-177.94739,1063.75269
50,0.408,-859.69324,-205.47038,1265.91028,-892.37335,-251.26067,1075.96631,-938.57068,-176.10779,1063.86462
51,0.417,-857.81122,-204.22578,1265.85742,-889.70648,-251.38817,1077.03809,-937.4978,-176.07411,1064.37073
52,0.425,-855.6684,-202.39233,1267.0791,-887.47296,-251.19069,1077.95276,-934.60205,-175.62589,1066.14661
53,0.433,-853.79565,-201.42226,1266.9281,-885.25714,-249.42392,1078.54102,-932.10071,-174.31618,1066.52966
54,0.442,-851.37396,-200.28455,1266.92139,-882.10303,-247.83945,1078.63049,-930.01416,-172.9547,1067.22034
55,0.45,-848.09229,-198.2249,1267.53052,-880.20111,-247.25047,1079.80762,-927.34601,-172.58946,1067.67139
56,0.458,-846.22968,-197.36374,1268.30273,-877.46985,-246.77557,1078.9635,-926.76538,-171.81392,1068.23779
57,0.467,-844.37103,-195.71373,1268.75,-875.57953,-245.08603,1079.92456,-922.51355,-169.56931,1068.67114
58,0.475,-842.44769,-195.27693,1269.63623,-873.05682,-243.75977,1080.07532,-921.20801,-169.24959,1068.88977
59,0.483,-840.05011,-192.98039,1269.80762,-871.87122,-243.05766,1080.40881,-917.97076,-167.72778,1068.83618
60,0.492,-837.54749,-192.37584,1269.62842,-868.98956,-241.44685,1080.79785,-916.79602,-165.87616,1068.30237
61,0.5,-835.62085,-191.86346,1269.41626,-867.09479,-239.81892,1080.94922,-913.82324,-163.00267,1068.37866
62,0.508,-833.31464,-190.47481,1269.72729,-865.10419,-238.43858,1081.72253,-912.8374,-161.44325,1068.94751
63,0.517,-830.72711,-189.09731,1269.41504,-863.14459,-237.53058,1081.82935,-909.30145,-159.63211,1069.01221
64,0.525,-829.61938,-188.71086,1269.71228,-862.0354,-236.29683,1081.76038,-907.70923,-159.05618,1069.30615
65,0.533,-827.36304,-187.95874,1270.31079,-859.94318,-234.22594,1081.77893,-904.42389,-156.89952,1068.85315
66,0.542,-824.21545,-186.08955,1270.104,-857.89514,-233.45966,1082.06836,-902.83679,-155.39856,1069.46484
67,0.55,-822.24768,-186.22063,1269.97339,-856.24481,-232.23586,1082.44067,-899.08459,-154.35231,1069.83154
68,0.558,-820.00006,-185.28307,1270.73645,-854.44977,-230.89847,1082.32483,-896.84631,-152.50929,1069.9729
69,0.567,-817.98547,-184.03716,1271.56763,-852.76331,-229.38026,1082.43738,-894.42377,-150.29485,1070.1228
70,0.575,-815.59698,-184.11922,1272.24414,-850.95868,-227.69337,1083.19482,-892.79358,-149.07298,1070.28748
71,0.583,-812.70477,-182.20494,1272.38,-849.93353,-227.07895,1083.47961,-889.47968,-147.46169,1070.86084
72,0.592,-809.60858,-182.39464,1272.56873,-847.65131,-227.14911,1083.49341,-887.76843,-146.28136,1071.28296
73,0.6,-807.22772,-182.30188,1272.17883,-847.28046,-226.89194,1084.27734,-886.20959,-146.14729,1072.35718
74,0.608,-805.31927,-181.27611,1273.27734,-845.43384,-225.80823,1084.00623,-884.24341,-145.88843,1072.06714
75,0.617,-802.22797,-180.15637,1273.29297,-842.09424,-224.84239,1085.36157,-881.49469,-145.80522,1073.38025
76,0.625,-799.83905,-180.61349,1273.51978,-840.17438,-224.77121,1085.32153,-879.83044,-145.35899,1073.31995
77,0.633,-798.82709,-180.07527,1273.31836,-837.86487,-225.3195,1085.23401,-876.9837,-144.77573,1073.76978
78,0.642,-794.82843,-179.63307,1274.99695,-835.24078,-224.47462,1085.55713,-875.9989,-144.87991,1074.22791
79,0.65,-793.89117,-179.27058,1275.5354,-830.77844,-224.12973,1086.07581,-873.5874,-144.25859,1074.31409
80,0.658,-790.56403,-178.86263,1275.47046,-828.11029,-224.19986,1086.02295,-870.79474,-145.24315,1073.495
81,0.667,-787.74927,-178.26469,1274.72778,-824.77856,-224.09384,1086.38318,-869.19098,-145.66237,1073.86914
82,0.675,-785.42865,-178.30309,1274.81274,-822.26575,-223.3588,1085.79871,-867.29034,-146.48262,1074.84521
83,0.683,-783.03674,-178.89453,1274.71594,-818.68774,-223.25235,1085.77063,-865.42383,-146.46935,1074.96558
84,0.692,-780.46552,-177.41606,1274.71338,-815.71881,-224.39348,1085.63477,-862.47186,-146.97305,1075.56287
85,0.7,-776.59363,-177.32114,1274.81604,-813.2121,-223.95999,1086.0365,-860.41998,-147.83568,1075.37134
86,0.708,-774.13513,-177.37227,1274.12854,-810.47278,-224.41675,1086.13965,-856.2569,-146.85654,1075.46277
87,0.717,-770.41766,-178.11861,1273.98413,-807.66388,-224.62544,1086.07532,-854.74548,-147.24887,1075.01965
88,0.725,-768.23657,-177.67563,1274.32629,-805.01202,-223.75945,1086.2533,-852.61841,-146.98752,1075.19702
89,0.733,-765.15631,-177.74992,1274.43274,-802.76556,-223.74088,1086.10193,-848.0719,-147.66872,1075.32849
90,0.742,-762.10406,-177.45778,1274.55518,-800.62018,-223.64275,1086.61658,-847.00256,-147.09851,1076.47229
91,0.75,-759.25305,-178.15796,1274.83423,-798.32874,-223.84789,1086.56885,-844.38794,-147.12602,1076.31287
