Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z,L.Knee.x,L.Knee.y,L.Knee.z,L.Knee.Medial.x,L.Knee.Medial.y,L.Knee.Medial.z
1,0,133.99684,281.0697,556.0531,280.97968,266.67932,528.64746,281.35623,134.87415,517.63983
2,0.008,134.13399,281.02692,556.06122,281.13205,266.62253,528.66675,281.1543,134.66196,517.67487
3,0.017,134.05406,280.99435,556.10944,281.21457,266.5903,528.55865,281.35623,134.87415,517.63983
4,0.025,133.98102,280.80432,556.15619,280.9693,266.65756,528.41248,281.35623,134.87415,517.63983
5,0.033,133.9238,280.87967,556.09985,280.97278,266.58887,528.4762,281.35623,134.87415,517.63983
6,0.042,133.9238,280.87967,556.09985,280.8768,266.83932,528.38141,281.35623,134.87415,517.63983
7,0.05,133.9238,280.87967,556.09985,280.6929,266.73993,528.47083,281.35623,134.87415,517.63983
8,0.058,133.25749,280.99808,555.97821,280.33331,266.96747,528.52344,281.1543,134.66196,517.67487
9,0.067,133.31552,281.01364,556.14038,279.92734,267.18259,528.2243,280.94482,134.90492,517.7406
10,0.075,133.1732,280.74289,555.56274,279.73392,267.23624,528.35992,280.74286,134.69273,517.77557
11,0.083,132.87024,280.85031,555.76282,279.59714,267.39706,528.42615,280.78351,134.79884,517.92889
12,0.092,132.51259,280.90738,555.54584,279.47849,267.22632,528.21075,280.78351,134.79884,517.92889
13,0.1,132.53731,281.00922,555.41968,279.47849,267.22632,528.21075,280.78351,134.79884,517.92889
14,0.108,132.53731,281.00922,555.41968,279.47849,267.22632,528.21075,280.78351,134.79884,517.92889
15,0.117,132.48007,281.08548,555.36255,279.47849,267.22632,528.21075,280.78351,134.79884,517.92889
16,0.125,132.48007,281.08548,555.36255,279.52789,267.57489,528.35992,280.66287,135.13896,517.84729
17,0.133,132.36523,281.15353,555.32623,279.40924,267.40414,528.14453,280.78351,134.79884,517.92889
18,0.142,132.36523,281.15353,555.32623,279.40924,267.40414,528.14453,280.66287,135.13896,517.84729
19,0.15,132.43358,281.19571,555.65393,279.52789,267.57489,528.35992,280.66287,135.13896,517.84729
20,0.158,132.61891,281.50595,555.73718,279.59714,267.39706,528.42615,280.66287,135.13896,517.84729
21,0.167,132.70238,281.34167,555.89606,279.59714,267.39706,528.42615,280.66287,135.13896,517.84729
22,0.175,132.5742,281.19257,556.06561,279.59714,267.39706,528.42615,280.78351,134.79884,517.92889
23,0.183,132.65042,281.20108,556.21295,279.59714,267.39706,528.42615,280.98547,135.01105,517.89386
24,0.192,133.01785,281.11359,556.27338,279.59714,267.39706,528.42615,280.98547,135.01105,517.89386
25,0.2,132.89212,280.86975,556.38159,279.59714,267.39706,528.42615,280.78351,134.79884,517.92889
26,0.208,133.09888,281.26468,556.52942,279.76273,267.36633,528.5354,280.98547,135.01105,517.89386
27,0.217,133.3941,281.25943,556.45782,280.0867,267.46326,528.44794,280.98547,135.01105,517.89386
