Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,-115.61907,-193.03137,704.6579,-110.58331,-117.99604,699.79895,-84.25352,-94.8123,666.8031,-62.11961,-71.29639,632.20453,-20.65829,-167.05702,655.84869,6.30181,-147.09627,634.12189,35.16831,-138.57027,613.14905
2,0.008,-116.46094,-193.20853,702.80701,-113.34179,-123.72222,692.57861,-85.98756,-96.05866,665.1355,-63.53834,-70.76138,628.11981,-21.40325,-167.09338,654.2702,6.00733,-148.10541,632.1908,34.66449,-139.43781,611.96307
3,0.017,-117.94174,-193.96994,699.0484,-113.37626,-121.34358,692.08075,-86.72965,-95.0415,660.70752,-64.20492,-73.15101,626.31128,-22.33943,-167.15155,651.18964,6.40153,-148.89651,630.72864,34.60926,-140.76489,610.8421
4,0.025,-117.93884,-194.95793,696.86542,-114.1914,-124.11149,687.58282,-87.54566,-95.95988,658.90894,-64.26748,-75.4621,619.97693,-23.17407,-167.66304,649.51538,5.64975,-149.5869,629.73456,34.78117,-141.259,610.73615
5,0.033,-119.31544,-194.49509,693.25446,-115.55826,-123.44929,684.75983,-88.43715,-98.18428,653.75281,-63.69601,-77.83895,616.32819,-24.39022,-168.03059,647.85278,4.77106,-150.04213,628.13019,34.89809,-142.00443,609.73389
6,0.042,-121.20869,-195.39864,691.48596,-118.29525,-128.07359,680.89905,-90.88673,-97.96508,652.15057,-63.66887,-78.24433,613.20062,-26.31333,-168.81921,645.38757,4.24407,-150.9933,627.11615,34.91605,-141.91812,608.38654
7,0.05,-121.80346,-196.3938,688.3537,-120.94328,-128.67491,675.5799,-91.17498,-99.61707,650.49127,-62.85693,-77.6134,610.03339,-26.77945,-169.68527,643.34827,4.18182,-151.37149,625.48462,34.46296,-142.1075,607.97144
8,0.058,-122.58033,-196.59622,686.09955,-120.62854,-126.92741,675.2619,-92.75109,-101.2634,648.19281,-62.95494,-77.43304,609.67419,-28.57198,-170.05754,642.27032,3.45942,-151.61908,624.69037,34.33294,-142.233,606.81866
9,0.067,-122.75483,-196.37477,684.00305,-120.40029,-125.99545,675.12231,-92.76959,-100.34151,647.69415,-62.58632,-77.10399,608.32092,-29.1376,-170.51031,641.81732,2.99986,-153.32828,623.70764,34.27471,-142.59042,606.70844
10,0.075,-122.75483,-196.37477,684.00305,-120.40029,-125.99545,675.12231,-92.76959,-100.34151,647.69415,-62.93395,-78.43971,607.38483,-28.4927,-172.45279,641.49286,3.21392,-153.61253,623.85657,34.07446,-143.01733,606.52051
11,0.083,-122.55558,-196.55113,684.28394,-119.66933,-125.7833,675.41486,-91.36706,-101.47775,648.38025,-60.4978,-73.81193,608.24548,-28.14405,-173.3488,642.19885,3.14227,-153.84122,624.51471,34.27259,-142.51901,606.50775
12,0.092,-121.99171,-197.2283,686.755,-120.94328,-128.67491,675.5799,-90.56776,-101.72738,649.05261,-60.40791,-73.78431,609.11194,-27.37352,-173.48434,642.81976,3.26134,-153.79614,624.73798,33.21983,-143.40404,607.01978
13,0.1,-121.75105,-197.40904,689.50195,-118.29525,-128.07359,680.89905,-88.30211,-101.96091,650.27295,-60.61747,-72.0545,609.58282,-25.33438,-173.34792,643.91248,3.75644,-153.52933,625.45038,33.08515,-142.11131,607.45654
14,0.108,-120.9179,-197.98093,691.17914,-115.4882,-126.32825,683.93988,-87.63422,-101.71516,653.77533,-61.62953,-79.10813,611.1618,-24.79121,-173.07878,645.30109,4.69185,-152.59215,626.4436,33.06948,-142.23544,607.84039
15,0.117,-119.14163,-197.01062,694.02496,-114.1914,-124.11149,687.58282,-85.02909,-100.88101,657.78705,-59.81148,-81.85523,614.87885,-23.11481,-172.89688,647.23834,4.50546,-152.24248,626.86633,33.54205,-141.01343,608.6377
16,0.125,-117.21599,-198.76949,696.26031,-109.9329,-124.87917,690.85468,-83.52844,-101.38148,659.48627,-58.991,-83.78546,614.59625,-21.54486,-172.96001,648.00757,5.30817,-151.83499,627.85333,33.68166,-140.36357,608.86401
17,0.133,-116.00478,-199.47675,698.23126,-109.10995,-126.99628,692.62762,-81.39192,-101.34702,662.60522,-58.13391,-85.84747,616.39575,-20.85479,-172.57141,649.05975,6.11606,-151.94333,628.57977,33.35612,-140.66229,609.49445
18,0.142,-115.53508,-200.22672,700.4635,-105.75035,-126.38332,696.97119,-79.43873,-100.78596,664.26959,-55.67741,-85.22102,619.26422,-18.71216,-174.86224,650.39288,6.47289,-152.25194,629.7749,33.51354,-140.42981,610.02838
19,0.15,-114.48142,-201.18332,702.117,-103.84508,-125.78365,697.28625,-77.55996,-100.16917,665.01392,-54.74548,-87.78903,620.36884,-17.62379,-176.32265,651.27167,7.34625,-153.11348,630.71613,33.952,-140.94939,610.1524
20,0.158,-113.54659,-201.04515,703.62878,-102.5881,-128.79153,699.56714,-73.84782,-102.8535,666.66809,-53.62954,-87.59908,620.80554,-17.40878,-175.82324,652.31433,7.85332,-153.94728,631.03448,34.98431,-142.22128,610.69397
21,0.167,-111.52536,-200.49886,704.2818,-102.87811,-130.78069,699.85327,-73.61687,-104.76186,668.87451,-51.75512,-88.12621,622.07086,-16.55147,-176.56458,653.66583,7.91508,-154.66582,631.26147,34.75454,-141.90431,611.01532
22,0.175,-111.43759,-201.60263,705.15509,-101.31237,-131.12558,702.10565,-72.20277,-104.20932,670.61395,-49.29046,-93.39362,623.63885,-16.58076,-177.24162,654.60565,8.16111,-155.17485,631.74158,34.58075,-142.838,611.2309
23,0.183,-110.74021,-201.69437,707.64807,-100.58678,-128.3793,702.42902,-72.20277,-104.20932,670.61395,-48.59046,-90.01746,625.22083,-16.10291,-177.80554,655.15399,9.02432,-155.71289,632.91736,34.60768,-143.22997,611.52557
24,0.192,-111.07016,-201.62103,708.81555,-100.6679,-127.79765,702.92902,-72.82835,-105.66693,670.6355,-48.59046,-90.01746,625.22083,-15.53233,-177.57257,656.08636,8.3952,-155.65715,632.86957,34.37573,-143.50951,611.62604
25,0.2,-111.12375,-202.6601,707.953,-103.31361,-127.33009,703.01349,-73.04072,-105.52162,670.44684,-48.90255,-89.13963,625.76605,-16.38598,-176.81281,656.15143,8.32441,-155.05438,633.63263,34.3708,-144.75157,612.24542
26,0.208,-112.42497,-200.17393,709.51971,-102.95511,-125.29882,703.89191,-74.99451,-105.97696,670.53839,-50.5655,-86.72558,626.79254,-16.55823,-176.20905,656.54541,8.26753,-155.3309,634.07391,34.01086,-143.79848,612.00891
27,0.217,-113.3757,-199.55258,710.37787,-103.40077,-123.21524,703.58185,-76.93613,-104.63581,670.77197,-52.79053,-85.95191,631.33875,-17.39302,-175.80721,657.03259,7.61803,-155.08772,633.84595,33.71684,-143.5386,612.41333
28,0.225,-114.4197,-197.1436,710.15686,-105.13466,-123.71093,703.35297,-78.48088,-101.60611,670.75385,-53.10773,-80.99756,631.89386,-18.11699,-174.02602,657.29388,7.04177,-153.42326,633.09656,33.27047,-143.96312,611.44897
29,0.233,-115.3581,-195.62547,709.32904,-108.34145,-124.97673,700.31403,-80.36572,-100.62792,670.57819,-55.45651,-77.3195,631.56726,-19.44001,-171.57983,656.90863,6.23153,-152.84856,633.10211,33.17177,-143.47078,610.69647
30,0.242,-115.40448,-194.96574,708.78839,-109.2326,-124.93978,699.88147,-81.75378,-95.41522,671.18811,-56.70493,-74.42392,633.37891,-19.71377,-168.6781,656.14563,6.15162,-150.90242,632.64954,32.56389,-142.25226,610.61279
31,0.25,-115.65227,-192.58646,706.75421,-111.87264,-121.67786,698.51031,-84.40815,-94.87471,669.89703,-60.62658,-70.02345,632.36523,-22.06335,-167.5553,655.50293,5.25846,-149.26613,631.87268,32.42646,-141.01802,609.76154
32,0.258,-116.23456,-192.19876,704.91071,-113.55941,-120.80884,697.95465,-86.48138,-93.48077,667.91718,-61.24081,-70.57026,628.37402,-22.71453,-165.95525,654.47858,4.81719,-148.45544,631.14636,32.93218,-140.74011,609.44373
33,0.267,-117.27946,-190.31505,703.17908,-114.32954,-117.93802,694.59314,-89.20927,-91.59369,666.03741,-64.80502,-70.19903,626.49591,-24.74193,-161.73264,652.18542,4.19648,-146.41072,630.45435,33.1136,-140.45445,609.60107
34,0.275,-118.73314,-189.50623,701.45313,-117.90211,-117.99681,692.74164,-91.2204,-92.05106,662.55652,-66.19821,-66.93309,622.28589,-25.64416,-160.8493,651.24377,3.55284,-145.17514,630.07568,33.23861,-139.33051,610.03687
35,0.283,-119.56528,-188.35988,699.59741,-119.38176,-118.76263,689.93042,-93.72983,-88.80087,658.7561,-70.63188,-74.11343,616.13635,-26.75111,-160.10031,650.31726,2.97167,-143.78905,629.75464,33.35085,-138.17599,610.19458
36,0.292,-119.43366,-187.05327,698.25464,-119.90626,-118.38528,687.26648,-95.58371,-90.0099,654.05188,-74.21086,-77.82271,609.87915,-27.83458,-157.78909,649.33948,2.37494,-142.75166,629.48633,34.08171,-137.08647,610.73517
37,0.3,-119.53864,-187.13443,696.87238,-122.0365,-122.43799,681.68976,-97.62486,-90.98971,652.75214,-73.66273,-73.8567,607.84607,-27.468,-156.0898,648.27808,2.26886,-142.50917,628.995,33.98979,-136.33612,610.76428
38,0.308,-119.73351,-187.75555,695.78845,-121.98,-117.48009,681.52185,-97.38976,-91.06026,651.0509,-73.13028,-71.55685,607.55408,-27.79228,-158.63017,647.8512,2.27444,-142.65831,628.74805,33.88809,-135.39618,610.85101
39,0.317,-119.73233,-188.92503,694.80548,-119.3466,-117.02306,682.19049,-95.84613,-92.19908,651.7818,-73.32095,-73.11648,607.5755,-26.77085,-160.35503,647.68579,2.86508,-143.80136,628.50977,34.35232,-136.29755,610.73694
40,0.325,-119.47111,-189.14796,694.35614,-119.3466,-117.02306,682.19049,-93.74438,-92.029,652.73914,-72.13963,-73.07633,609.43384,-26.2112,-162.30304,647.33344,4.21947,-145.43547,628.01508,35.04887,-136.44876,610.54297
41,0.333,-119.3676,-191.50801,693.49072,-119.7747,-126.45892,681.28503,-93.13216,-96.60123,652.51563,-68.89716,-72.36126,610.07996,-24.95899,-165.00562,647.13831,4.57144,-146.52158,627.99408,35.27614,-137.86217,610.73444
42,0.342,-118.43409,-194.86732,693.54572,-116.80945,-129.65794,680.52087,-91.56836,-96.71154,652.83905,-68.39328,-78.13889,609.8847,-23.98826,-166.4082,647.05719,5.86878,-148.52499,628.16913,36.1806,-139.36574,610.58118
43,0.35,-117.40135,-195.36389,693.30035,-115.4882,-126.32825,683.93988,-88.53535,-97.71432,654.41559,-63.99871,-79.23887,611.20325,-22.68187,-166.98405,647.05444,6.63275,-149.98322,628.28479,36.37221,-139.63818,610.53058
44,0.358,-116.49694,-198.52692,695.38446,-112.43774,-126.07819,687.18524,-86.01094,-101.87801,655.19098,-62.95115,-78.7892,614.8053,-21.30252,-171.88876,647.14087,7.13846,-151.48253,627.72961,37.0741,-141.03427,609.99365
45,0.367,-115.74549,-200.0625,694.97247,-110.41747,-125.97436,687.6626,-84.01507,-102.34899,657.16101,-61.10658,-79.32701,615.88391,-19.2196,-173.92856,646.85162,7.90119,-154.08669,627.3775,37.32748,-142.37538,610.32349
46,0.375,-114.85793,-202.88228,693.68732,-109.27995,-129.81168,686.77014,-82.19526,-106.77169,658.60217,-59.40805,-88.25155,614.0849,-18.18415,-176.90778,646.99396,8.59642,-156.49626,627.16034,37.776,-144.67989,610.89478
47,0.383,-114.60329,-203.60501,694.72656,-105.45924,-130.75259,691.39282,-79.23618,-107.62862,658.90143,-56.8106,-85.2783,618.42249,-17.66293,-178.1555,646.87244,9.98893,-158.31772,627.69879,37.44334,-145.63847,610.23737
48,0.392,-113.62316,-204.94164,696.74213,-105.60224,-133.50821,692.03638,-78.56224,-107.82043,660.20569,-54.74548,-87.78903,620.36884,-16.93357,-180.75092,647.94696,9.73885,-158.58319,628.15515,37.03682,-145.91502,609.07452
49,0.4,-112.4987,-205.88385,698.46735,-105.77478,-134.71245,691.96967,-76.301,-109.74545,660.74634,-53.56223,-87.36575,620.12128,-16.08486,-182.51236,648.58698,9.70719,-159.53793,628.60596,36.66993,-148.05786,608.90503
50,0.408,-113.56747,-206.07841,699.2832,-104.7384,-131.34439,692.96497,-75.72968,-110.39839,661.42413,-53.8896,-88.72299,620.93701,-16.2837,-183.43344,649.43152,10.15288,-160.57655,629.56616,36.54608,-148.66844,608.85266
51,0.417,-113.48666,-205.49255,700.27863,-103.79436,-131.21098,694.06061,-74.82629,-110.83933,662.93835,-49.37691,-91.78125,621.79999,-16.51056,-183.62271,650.52277,9.92003,-160.77219,629.75018,36.29965,-148.91365,608.71204
52,0.425,-113.09164,-205.35664,702.12695,-103.47639,-132.12173,695.44952,-75.38794,-110.78907,664.13818,-48.59076,-92.15518,622.38544,-17.00858,-184.14735,651.51776,9.11646,-161.67877,630.12659,35.90037,-150.77264,609.18268
53,0.433,-114.45979,-202.40746,703.57672,-103.12579,-130.72098,696.9455,-75.38794,-110.78907,664.13818,-48.59076,-92.15518,622.38544,-17.30708,-183.81339,652.71649,9.04287,-162.04002,630.77191,35.443,-152.48305,609.73547
54,0.442,-114.53611,-202.20045,704.87134,-103.29242,-129.26764,697.23822,-75.25616,-107.28934,664.80005,-48.59076,-92.15518,622.38544,-18.26433,-182.67,653.47742,8.77085,-161.83646,631.25507,35.30922,-153.4084,610.2522
55,0.45,-114.79694,-201.97897,705.31903,-104.74573,-128.21159,697.4632,-76.46602,-106.30894,664.55511,-49.37691,-91.78125,621.79999,-19.50223,-180.73074,654.62335,7.66217,-161.80856,631.26917,34.69865,-154.06392,610.52515
56,0.458,-114.38349,-202.00835,705.8902,-106.17305,-126.99295,697.79987,-77.52032,-106.10756,664.01892,-52.43652,-89.41025,620.13336,-19.86217,-180.16966,654.66278,7.48561,-160.67455,631.26489,34.55513,-153.79431,610.07312
