Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,159.2157,-72.41197,43.19603,369.99371,-109.57455,46.2901,312.64288,-60.18489,58.84962
2,0.008,159.13966,-72.3653,42.97712,370.14163,-109.4973,46.22748,312.65817,-59.82845,59.16565
3,0.017,159.31783,-72.10523,42.88821,369.9761,-109.61162,46.05944,312.82416,-59.77123,59.04921
4,0.025,159.2283,-72.41356,43.12268,370.02548,-109.73808,46.3555,312.54343,-59.8929,58.85173
5,0.033,159.51151,-72.41928,43.08202,370.15811,-109.49745,46.43417,312.3739,-59.85773,58.69521
6,0.042,159.57411,-72.25357,43.00383,370.31888,-109.57522,46.37231,312.4014,-60.09975,58.9315
7,0.05,159.48567,-72.40544,43.16622,370.03198,-109.4655,46.19372,312.06393,-60.14177,58.54548
8,0.058,159.33444,-72.52288,43.09885,370.36639,-109.6756,45.96733,312.48871,-59.79313,59.00916
9,0.067,159.13991,-72.56542,43.28506,369.85052,-109.49243,46.08684,312.54343,-59.8929,58.85173
10,0.075,159.67647,-72.14694,43.00396,369.85474,-109.38762,46.04889,312.3208,-60.27436,58.81038
11,0.083,159.15338,-72.21042,42.83167,370.15811,-109.49745,46.43417,312.71292,-59.92822,59.00822
12,0.092,159.57411,-72.25357,43.00383,370.31888,-109.57522,46.37231,312.77563,-60.18867,59.01369
13,0.1,159.42287,-72.37102,42.93645,369.87122,-109.38772,46.25558,312.48871,-59.79313,59.00916
14,0.108,159.15338,-72.21042,42.83167,370.4328,-109.79391,46.39252,312.71292,-59.92822,59.00822
15,0.117,159.43658,-72.21614,42.791,370.15811,-109.49745,46.43417,312.71292,-59.92822,59.00822
16,0.125,159.34816,-72.36797,42.95339,370.31888,-109.57522,46.37231,312.4014,-60.09975,58.9315
17,0.133,159.43658,-72.21614,42.791,369.87122,-109.38772,46.25558,312.12909,-59.98811,58.63779
18,0.142,159.42287,-72.37102,42.93645,370.19247,-109.51826,46.2538,312.3739,-59.85773,58.69521
19,0.15,159.43658,-72.21614,42.791,369.48935,-109.34356,46.16158,312.48514,-59.70075,58.73619
20,0.158,159.31783,-72.10523,42.88821,370.04288,-109.13673,46.36038,312.11639,-60.0358,58.66155
