Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,304.31699,-174.13013,56.15769,530.90973,-127.5959,50.14949,466.91061,-109.77131,74.60963
2,0.008,304.31699,-174.13013,56.15769,531.034,-127.65032,50.18375,467.08301,-109.89148,74.58182
3,0.017,304.2536,-173.85861,56.49123,530.8606,-127.51678,50.11065,467.08301,-109.89148,74.58182
4,0.025,304.59332,-173.7841,56.5463,530.92828,-127.6684,50.10615,467.27899,-109.80636,74.69428
5,0.033,304.95825,-173.8096,56.88308,530.95068,-127.56137,50.03431,467.40344,-109.82798,74.82874
6,0.042,305.17889,-173.90961,56.86965,531.00793,-127.70504,50.12433,467.55685,-110.1184,75.11676
7,0.05,305.37509,-174.0363,56.97999,530.88306,-127.40974,50.03881,467.55841,-110.41213,75.42727
8,0.058,305.56601,-174.48584,57.17637,530.87848,-127.35213,49.97046,467.43649,-110.72424,75.69906
9,0.067,305.7428,-175.23338,58.13486,530.87543,-127.49342,49.98148,467.35052,-110.78433,75.73643
10,0.075,305.64328,-175.99196,58.74805,530.95874,-127.58235,50.13093,467.59134,-111.00476,75.85663
11,0.083,305.70398,-175.63293,58.88296,530.93567,-127.49577,50.06046,467.6091,-111.12588,76.0841
12,0.092,306.25177,-175.1012,59.32985,530.97443,-127.417,50.05421,467.72214,-111.98813,76.62112
13,0.1,306.74243,-175.19228,60.00379,531.00055,-127.36228,50.11364,467.82266,-112.12373,76.67403
14,0.108,306.30048,-176.15706,60.62211,530.97443,-127.417,50.05421,467.76291,-112.2718,76.93958
15,0.117,306.11496,-176.44504,61.24509,530.98505,-127.19205,50.10049,467.72397,-112.43565,77.23128
16,0.125,306.20572,-176.71809,61.63181,530.98206,-127.33333,50.11153,467.7142,-112.53721,77.30174
17,0.133,306.29947,-176.7505,61.75811,530.92224,-127.31827,50.1695,467.78751,-112.73798,77.37229
18,0.142,306.46747,-176.65356,61.73503,531.07581,-127.43024,50.16647,467.99997,-112.82916,77.4289
19,0.15,306.94998,-177.27583,61.88541,530.94415,-127.81052,50.37976,468.0416,-113.10028,77.74278
20,0.158,306.94998,-177.27583,61.88541,531.16266,-128.01244,50.4929,468.54865,-113.22079,77.83704
21,0.167,307.11792,-178.32797,62.86502,531.02753,-127.89956,50.52924,468.54865,-113.22079,77.83704
22,0.175,306.69897,-178.68762,63.28661,531.23944,-128.06004,50.25489,468.55917,-113.1556,78.00851
23,0.183,307.38571,-179.08388,63.92979,531.21564,-128.11961,50.37978,468.48145,-113.33986,78.18405
24,0.192,307.60599,-179.17555,64.15308,531.35077,-128.23244,50.34344,468.50211,-113.42626,78.24564
25,0.2,307.61774,-179.17776,63.94419,531.38513,-128.31242,50.21328,468.63791,-113.38277,78.26538
26,0.208,307.60599,-179.17555,64.15308,531.44366,-128.33156,50.16564,468.63791,-113.38277,78.26538
27,0.217,307.51505,-179.14105,64.32934,531.35077,-128.23244,50.34344,468.58737,-113.40052,78.32999
28,0.225,307.51505,-179.14105,64.32934,531.40924,-128.25157,50.2958,468.58737,-113.40052,78.32999
29,0.233,307.51505,-179.14105,64.32934,531.44366,-128.33156,50.16564,468.59549,-113.76624,78.50353
30,0.242,307.58505,-179.17189,64.52272,531.46094,-128.30585,50.0664,468.80353,-113.49052,78.43933
31,0.25,307.67435,-179.39819,64.53488,531.46094,-128.30585,50.0664,468.65555,-113.56369,78.62509
32,0.258,307.58246,-179.36375,64.7272,531.46094,-128.30585,50.0664,468.83853,-113.74205,78.58411
33,0.267,307.65335,-179.3949,64.90448,531.64716,-128.43785,50.15082,468.75998,-114.06646,78.70795
34,0.275,307.71716,-179.51898,65.30419,531.69983,-128.44472,50.27649,468.91431,-114.27391,78.79242
35,0.283,308.24185,-178.9113,65.19692,531.44366,-128.33156,50.16564,469.07193,-114.13377,78.86378
36,0.292,307.71716,-179.51898,65.30419,531.54205,-128.38696,50.22878,469.07193,-114.13377,78.86378
37,0.3,307.71283,-179.82997,65.62563,531.69598,-128.42426,50.21368,468.96167,-114.69549,79.12
38,0.308,307.68585,-179.70523,66.23664,531.95709,-128.5323,50.38703,469.40015,-114.90446,79.00087
39,0.317,308.12732,-180.98488,66.20911,531.94104,-128.6553,50.32111,469.41498,-114.94131,79.36623
40,0.325,308.34747,-182.02362,66.72312,531.67358,-128.53133,50.28555,469.31989,-115.1758,79.50513
41,0.333,308.31406,-181.38377,67.12433,531.8064,-128.59326,50.25471,469.31989,-115.1758,79.50513
42,0.342,308.30081,-181.2099,67.37416,532.04779,-128.79813,50.39438,469.47321,-115.41138,79.66163
