Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
185,1.533,264.05923,159.76611,910.51898
186,1.542,260.29147,160.54147,910.36676
187,1.55,257.30664,159.67374,910.58331
188,1.558,253.203,159.62851,910.1203
189,1.567,249.19397,159.86028,910.27679
190,1.575,245.01123,157.86789,909.48926
191,1.583,241.93996,158.9957,908.95496
192,1.592,238.26279,158.21829,908.92877
193,1.6,234.78375,157.58939,908.64728
194,1.608,230.45639,158.4238,907.82672
195,1.617,228.67284,158.09917,906.79535
196,1.625,224.24979,158.68829,906.08472
197,1.633,221.67606,157.99843,905.76746
198,1.642,218.34312,157.19836,905.17493
199,1.65,214.99634,158.41925,904.30292
200,1.658,212.8344,157.69341,902.64606
201,1.667,209.33736,158.90285,901.62775
202,1.675,205.15331,158.16145,901.17322
203,1.683,202.44023,158.02444,900.22937
204,1.692,198.89481,158.8288,899.17999
205,1.7,195.54448,158.21957,897.36902
206,1.708,191.90085,158.72295,897.15887
207,1.717,188.92691,158.63609,896.10999
208,1.725,185.81612,159.28612,895.44885
209,1.733,181.2088,159.32426,893.82025
210,1.742,178.03287,158.89134,892.40057
211,1.75,174.63698,159.53409,892.08386
212,1.758,169.9917,159.12636,891.28882
213,1.767,166.06059,159.65573,890.46161
214,1.775,162.26411,161.12747,889.45636
215,1.783,157.96344,160.43358,888.23535
216,1.792,153.1091,161.29433,887.72388
217,1.8,148.39073,161.24564,887.14514
218,1.808,143.88741,161.09566,885.83344
219,1.817,137.86443,160.92458,884.54675
220,1.825,133.50415,161.62393,884.51654
221,1.833,128.20319,162.03403,883.46179
222,1.842,123.15643,163.26984,882.63165
223,1.85,117.38545,163.23521,882.05023
224,1.858,111.86416,164.08733,880.83875
225,1.867,106.17842,164.05417,880.39404
226,1.875,99.90466,164.89708,879.46893
227,1.883,92.62578,164.7977,878.75128
228,1.892,86.66726,166.48987,876.92596
229,1.9,80.01301,166.43042,875.75433
230,1.908,72.8787,166.97121,874.36462
231,1.917,65.21027,167.32353,873.29553
232,1.925,58.49846,168.37341,872.91229
233,1.933,50.19426,171.11716,871.40723
234,1.942,43.31229,170.82228,870.39905
235,1.95,34.60711,171.23947,869.13623
236,1.958,27.40071,172.50917,868.93311
237,1.967,19.27568,173.79152,867.85236
238,1.975,10.07035,175.0593,867.00549
239,1.983,2.07205,175.18886,866.40088
240,1.992,-6.06741,175.67613,865.66547
241,2,-14.60979,176.79846,865.54041
242,2.008,-24.54704,178.12717,865.58063
243,2.017,-32.50704,179.05151,865.43225
244,2.025,-41.0119,180.03185,865.93024
245,2.033,-50.43013,180.33182,866.72937
246,2.042,-59.51658,180.91179,867.58197
247,2.05,-68.64698,183.46327,868.71637
248,2.058,-77.35155,183.87842,869.81842
249,2.067,-86.87446,185.62654,871.63898
250,2.075,-96.98719,186.58867,872.61755
251,2.083,-106.18866,187.8537,874.2774
252,2.092,-116.14578,189.3148,876.68439
253,2.1,-124.89852,189.30986,877.33026
254,2.108,-134.59967,189.98793,878.70612
255,2.117,-144.91296,191.28864,879.80273
256,2.125,-154.62212,192.78072,881.12946
257,2.133,-163.96954,193.17857,882.19446
258,2.142,-173.62172,192.93306,883.14386
259,2.15,-182.77267,194.38135,884.63477
260,2.158,-193.44154,195.42342,885.0083
261,2.167,-203.49765,196.5589,885.88696
262,2.175,-212.69084,196.79686,887.04956
263,2.183,-222.06996,197.33327,888.3645
264,2.192,-232.40973,198.31909,889.28735
265,2.2,-241.52206,198.56287,889.6684
266,2.208,-251.17476,198.51392,890.6123
267,2.217,-260.91321,198.22171,891.88611
268,2.225,-270.37976,198.01456,892.49323
269,2.233,-279.94855,198.67119,893.06934
270,2.242,-288.59109,198.67775,893.51129
271,2.25,-298.59348,198.37367,894.35205
272,2.258,-307.7392,199.47354,895.49054
273,2.267,-316.14532,199.3448,896.85382
274,2.275,-324.90997,198.55043,897.10486
275,2.283,-334.32813,198.44437,897.66956
276,2.292,-343.08154,198.25301,899.12518
277,2.3,-352.11707,198.31909,899.23065
278,2.308,-360.03061,198.21521,900.13782
279,2.317,-370.09674,196.68587,901.50421
280,2.325,-377.75467,196.89235,901.42084
281,2.333,-386.08224,197.11671,902.38995
282,2.342,-394.69211,196.24115,902.16187
283,2.35,-402.25253,196.08025,902.82275
284,2.358,-409.89444,194.55249,903.7854
285,2.367,-417.74332,193.67358,903.91827
286,2.375,-425.81137,193.45955,904.17017
287,2.383,-433.12381,192.37311,904.51007
288,2.392,-442.08743,191.16695,904.42163
289,2.4,-449.36636,190.6656,904.66974
290,2.408,-456.10519,190.03174,905.01971
291,2.417,-463.72711,188.94357,904.78534
292,2.425,-471.3515,188.69958,904.9071
293,2.433,-478.00623,187.8589,904.18329
294,2.442,-485.00861,185.82736,904.35626
295,2.45,-491.68036,185.67734,904.72327
296,2.458,-499.62677,186.10985,903.82739
297,2.467,-505.78806,185.02643,903.62396
298,2.475,-512.33472,183.40454,903.34814
299,2.483,-518.93927,183.16946,902.9126
300,2.492,-525.19922,182.04079,902.8465
301,2.5,-531.6416,179.84042,902.47205
302,2.508,-538.1192,179.48209,901.57263
303,2.517,-544.58496,178.89713,901.20892
304,2.525,-550.38568,177.10452,900.31873
305,2.533,-556.42114,176.75313,900.10693
306,2.542,-562.59741,175.79707,899.41022
307,2.55,-568.80627,175.1169,899.04907
308,2.558,-573.30811,174.11037,898.54706
309,2.567,-578.3418,173.0108,898.31146
310,2.575,-584.24713,172.34969,897.88678
311,2.583,-589.76721,171.56755,898.15131
312,2.592,-594.7652,171.32838,898.04218
313,2.6,-600.05811,171.14479,898.34143
314,2.608,-603.77789,169.76819,898.81091
315,2.617,-608.61835,169.78925,898.87207
316,2.625,-613.2962,168.93289,899.13385
317,2.633,-618.03558,167.53813,899.63776
318,2.642,-621.57971,167.89513,900.42285
319,2.65,-626.81628,167.73528,901.16522
320,2.658,-631.24463,167.80795,901.41418
321,2.667,-633.73999,167.7428,902.16217
322,2.675,-638.44116,167.53459,901.61481
323,2.683,-643.41711,167.63388,901.23724
324,2.692,-647.36395,166.62163,900.91962
325,2.7,-651.06024,167.02344,901.33075
326,2.708,-655.80463,166.75378,901.21832
327,2.717,-658.55597,166.17459,900.72473
328,2.725,-662.78107,166.33804,900.16608
329,2.733,-665.65857,165.97731,899.75262
330,2.742,-670.29279,166.83476,899.35785
331,2.75,-674.97205,166.16145,898.15063
332,2.758,-677.4436,165.68219,898.08978
333,2.767,-681.26306,165.48741,897.02545
334,2.775,-684.74011,165.77377,896.81061
335,2.783,-688.3894,165.59462,896.31873
336,2.792,-691.74744,165.17143,895.85663
337,2.8,-695.72528,165.27301,895.34277
338,2.808,-698.9173,165.49867,894.3006
339,2.817,-702.83459,165.81693,894.05695
340,2.825,-706.6731,165.97795,894.01923
341,2.833,-709.99438,165.56149,893.07135
342,2.842,-710.16565,165.38091,891.71777
343,2.85,-716.19055,166.02179,891.98407
344,2.858,-719.53351,165.06816,891.79852
345,2.867,-726.10693,165.20148,891.74524
346,2.875,-731.37762,166.29938,891.34479
347,2.883,-736.78485,164.72786,891.5578
348,2.892,-737.59033,164.62479,888.3999
349,2.9,-741.69543,164.5699,888.40991
350,2.908,-746.53857,165.03267,887.80121
351,2.917,-751.58936,165.87006,886.43616
352,2.925,-756.11578,165.84029,886.21539
353,2.933,-759.31622,165.01016,886.74847
354,2.942,-764.74524,165.44557,884.88123
355,2.95,-769.93756,165.69922,884.28534
356,2.958,-774.57953,165.79904,883.73315
357,2.967,-778.75983,165.78165,882.70471
358,2.975,-784.61957,165.94533,882.90619
359,2.983,-790.78143,165.98846,882.08496
360,2.992,-794.28864,166.01077,880.57043
361,3,-801.95453,166.50955,879.48022
362,3.008,-806.40417,166.34619,879.39734
363,3.017,-811.47943,166.33495,879.24664
364,3.025,-818.28375,167.23906,878.53015
365,3.033,-823.03217,167.73737,878.49664
366,3.042,-829.80804,167.82408,878.0824
367,3.05,-836.18494,168.30794,877.9198
368,3.058,-842.74347,168.93871,876.19916
369,3.067,-849.43176,169.45499,875.66956
370,3.075,-855.88135,170.74875,874.50952
371,3.083,-862.69269,171.51591,874.24121
372,3.092,-869.1723,172.77582,872.57257
373,3.1,-876.00342,172.4861,872.33856
374,3.108,-883.90369,174.53929,871.09583
375,3.117,-891.01978,175.17996,870.96002
376,3.125,-899.38586,176.35936,870.24213
377,3.133,-906.89081,177.16563,869.29321
378,3.142,-915.64459,179.5197,869.74866
379,3.15,-922.94391,179.61148,868.73499
380,3.158,-930.33124,180.0318,867.7226
381,3.167,-938.38751,181.8544,867.8222
382,3.175,-947.93774,183.93907,867.75867
383,3.183,-954.91833,183.90108,867.45209
384,3.192,-963.75085,185.40326,867.1626
385,3.2,-973.49622,187.90007,868.06622
386,3.208,-980.87091,188.01454,868.88739
387,3.217,-989.7453,188.47824,869.77545
388,3.225,-997.91815,190.4221,870.98584
389,3.233,-1006.77515,192.10052,872.65662
390,3.242,-1015.22162,192.73602,873.78149
391,3.25,-1023.92078,193.57944,875.21906
392,3.258,-1033.17615,195.36127,876.57135
393,3.267,-1042.57996,196.21135,877.76306
394,3.275,-1051.68945,197.53384,879.39844
395,3.283,-1061.14453,198.5145,881.35645
396,3.292,-1068.35046,199.48856,882.30859
397,3.3,-1077.53528,201.23184,883.61438
398,3.308,-1086.36926,202.55714,885.23291
399,3.317,-1095.11401,203.95517,885.91022
400,3.325,-1103.89697,204.51144,887.04816
401,3.333,-1113.44055,205.24724,888.41656
402,3.342,-1121.94751,207.53386,888.88611
403,3.35,-1131.28125,207.97612,890.19409
404,3.358,-1140.39746,208.94102,890.47974
405,3.367,-1148.82349,210.25507,891.11877
406,3.375,-1158.26563,210.68239,891.7395
407,3.383,-1166.6958,211.13808,893.12885
408,3.392,-1175.2605,211.60831,892.9632
409,3.4,-1183.77795,212.77921,893.29767
410,3.408,-1191.91626,213.45667,893.52606
411,3.417,-1201.35889,213.41208,894.87402
412,3.425,-1209.38757,213.33372,895.58081
413,3.433,-1218.08594,213.79936,895.58466
414,3.442,-1225.52856,214.50143,895.69019
415,3.45,-1233.86853,214.06523,897.0238
416,3.458,-1242.80054,214.6041,897.49359
417,3.467,-1250.3501,215.12788,897.74548
418,3.475,-1257.99048,215.53842,898.41626
419,3.483,-1266.27344,215.41548,899.07135
420,3.492,-1273.45691,215.4865,899.96893
421,3.5,-1280.3136,215.09814,900.31464
422,3.508,-1287.92529,215.51056,900.29034
423,3.517,-1295.13477,215.67297,901.24707
424,3.525,-1301.99463,215.11465,901.20923
425,3.533,-1309.50928,214.70387,901.62482
426,3.542,-1316.55017,214.7699,902.36133
427,3.55,-1322.56238,213.9968,902.43665
428,3.558,-1329.27344,213.24382,902.34808
429,3.567,-1335.35547,213.35785,902.51434
430,3.575,-1342.28101,213.45767,902.63983
431,3.583,-1348.9917,212.99254,901.93658
432,3.592,-1353.98706,212.08711,901.7406
433,3.6,-1360.38452,212.07988,901.81866
434,3.608,-1366.22339,211.7012,901.89447
435,3.617,-1372.17444,210.68607,902.18451
436,3.625,-1377.53662,210.28448,902.18915
437,3.633,-1383.45825,209.86104,901.69617
438,3.642,-1388.33276,209.42348,901.58356
439,3.65,-1393.32971,208.2562,901.23029
440,3.658,-1398.5282,208.14941,901.22205
441,3.667,-1403.5863,207.51274,900.57245
442,3.675,-1408.18005,206.84503,899.80402
443,3.683,-1412.02173,206.27005,899.36511
444,3.692,-1417.39136,206.10539,898.86285
445,3.7,-1422.58032,205.25009,898.27301
446,3.708,-1425.49158,204.09351,897.31158
447,3.717,-1430.32104,204.71725,897.10669
448,3.725,-1434.81213,203.66005,896.32135
449,3.733,-1438.64514,202.46225,895.0896
450,3.742,-1442.99683,202.51414,894.48608
451,3.75,-1446.69177,202.23003,893.90955
452,3.758,-1450.89246,201.9308,892.98193
453,3.767,-1454.40063,201.31265,893.27185
454,3.775,-1456.87073,200.46368,892.04272
455,3.783,-1461.03381,200.11737,891.62341
456,3.792,-1463.79126,199.4726,891.685
457,3.8,-1467.3645,199.84546,891.39166
458,3.808,-1470.05945,199.47014,891.20764
459,3.817,-1473.06348,198.97363,891.4563
460,3.825,-1475.78052,198.4631,891.20227
461,3.833,-1478.07556,198.64714,891.06323
462,3.842,-1481.854,198.26102,891.23578
463,3.85,-1484.65881,197.11459,891.2713
