Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1520.69861,-19.59501,1334.89941,1556.85071,250.43155,1330.90173,1586.5354,-134.12166,1350.52917
2,0.008,1515.26587,-21.1688,1334.849,1549.61499,250.39474,1330.6239,1579.53662,-133.3167,1350.78833
3,0.017,1509.93323,-20.71095,1334.70105,1541.43811,247.70306,1331.01135,1575.17224,-136.18961,1350.01733
4,0.025,1504.7168,-22.30338,1334.14136,1534.42175,247.46526,1329.88281,1568.29907,-135.19318,1350.21436
5,0.033,1496.54614,-21.94289,1333.30823,1529.38831,245.49509,1329.0116,1564.21411,-137.15132,1348.44385
6,0.042,1491.19116,-24.50686,1332.07739,1522.5188,245.74559,1328.74707,1557.4801,-136.16292,1349.41504
7,0.05,1484.05371,-25.28165,1333.23767,1516.71631,243.60039,1328.57605,1552.81372,-138.42035,1350.00769
8,0.058,1478.25488,-26.22121,1332.901,1510.55896,243.06786,1328.08765,1546.3313,-138.68845,1349.01819
9,0.067,1472.4917,-27.56159,1331.91614,1503.23584,242.32469,1328.07776,1541.05408,-141.29327,1348.46069
10,0.075,1466.1394,-28.38362,1330.51099,1496.35571,241.05699,1328.1709,1533.53723,-141.5204,1347.31274
11,0.083,1459.90662,-29.56466,1330.90283,1491.30554,239.24179,1326.75024,1528.48035,-143.34077,1346.40503
12,0.092,1454.29004,-30.96128,1330.59863,1484.15649,238.41609,1327.06641,1521.40222,-142.52573,1345.78125
13,0.1,1448.47449,-31.65522,1329.7312,1476.78052,236.01698,1326.48035,1515.5343,-146.21152,1344.48962
14,0.108,1441.1593,-34.78819,1328.73511,1471.95825,234.64383,1326.52075,1508.47046,-145.66396,1345.2439
15,0.117,1434.49084,-35.99082,1328.89563,1465.96033,234.26419,1325.79053,1503.47498,-149.11542,1342.63062
16,0.125,1428.85962,-36.90838,1327.96704,1460.48816,232.58531,1325.1604,1495.41931,-148.67776,1343.01111
17,0.133,1422.3241,-38.83686,1327.14795,1454.42212,230.27612,1324.64075,1490.39368,-152.44075,1341.81396
18,0.142,1416.28674,-39.46606,1327.40857,1447.89001,230.34,1324.36902,1482.54272,-151.80469,1341.2915
19,0.15,1410.79944,-41.58018,1325.94324,1443.12891,228.41275,1322.99048,1478.22559,-154.72449,1340.45105
20,0.158,1404.16431,-42.48097,1325.34998,1437.58911,225.83052,1323.42188,1468.776,-156.52887,1339.67957
21,0.167,1398.61792,-44.5899,1325.35242,1431.97571,223.17244,1322.30603,1464.06653,-159.59473,1339.55457
22,0.175,1391.15063,-48.21928,1324.90491,1426.09924,223.27832,1322.36279,1456.56763,-159.26588,1337.90735
23,0.183,1385.01282,-48.99289,1324.73523,1421.40015,220.22598,1321.54773,1450.49194,-163.08606,1337.46777
24,0.192,1379.66833,-51.02788,1324.63269,1416.0199,218.2312,1320.16455,1444.91052,-164.97543,1336.68823
25,0.2,1373.2052,-52.11681,1325.11902,1409.91895,215.90123,1321.29675,1437.21509,-167.12346,1336.8949
26,0.208,1366.08179,-55.09909,1325.63464,1405.24048,213.19189,1321.92883,1430.74231,-170.31744,1337.10132
27,0.217,1359.90845,-56.97424,1325.02856,1399.34753,211.88429,1321.17334,1423.71265,-171.70917,1336.84521
28,0.225,1354.22046,-57.76699,1325.90808,1393.6897,210.38568,1321.7533,1418.94519,-174.66272,1338.22034
29,0.233,1347.74109,-60.03171,1327.82361,1386.96228,207.75797,1324.01343,1411.27087,-174.3887,1339.83826
30,0.242,1341.49939,-63.02492,1328.84424,1382.13306,206.17419,1324.74805,1406.22864,-178.1678,1339.86304
31,0.25,1335.12854,-63.7745,1331.53638,1374.37939,203.81084,1326.6676,1398.03149,-180.26796,1342.44958
32,0.258,1328.86462,-66.69758,1332.6554,1368.27502,201.65485,1326.96729,1392.70349,-181.76041,1343.4679
33,0.267,1323.89246,-67.81013,1334.48059,1361.73022,199.98721,1329.08838,1388.56262,-184.65227,1344.35669
34,0.275,1315.698,-71.05585,1335.92969,1356.11646,197.31845,1330.49707,1380.67493,-184.6877,1346.98804
35,0.283,1310.75525,-72.20539,1337.47424,1348.98608,196.72935,1332.0658,1374.34509,-188.039,1349.12085
36,0.292,1303.58569,-73.55771,1339.71924,1343.98389,194.17317,1333.6123,1368.12219,-188.41187,1350.28784
37,0.3,1297.92822,-76.29206,1340.54724,1337.65479,192.33592,1335.66138,1361.96265,-191.32045,1352.02612
38,0.308,1291.84692,-76.51561,1342.73535,1331.44397,190.22598,1336.495,1354.75781,-192.00398,1353.1377
39,0.317,1285.11511,-79.48424,1343.1908,1327.17017,189.09439,1336.89453,1348.7312,-194.35945,1353.24768
40,0.325,1278.67102,-79.76419,1344.22791,1320.27771,187.98347,1338.44971,1340.46094,-196.44286,1354.04053
41,0.333,1271.33142,-81.80083,1344.3689,1314.87964,185.29514,1339.18408,1334.74609,-198.71069,1354.48157
42,0.342,1265.13281,-82.9025,1344.48486,1310.98853,183.31525,1339.02478,1327.4624,-200.02457,1356.1991
43,0.35,1255.63086,-84.16859,1344.81177,1304.84131,182.21193,1339.09436,1318.99548,-200.07404,1356.38672
44,0.358,1251.60522,-86.13727,1345.5144,1300.94043,181.02698,1341.42322,1312.81433,-202.94153,1356.10571
45,0.367,1245.58215,-87.826,1345.32861,1295.45288,180.1046,1340.97388,1304.4668,-204.75375,1356.40698
46,0.375,1237.91541,-87.91956,1345.57544,1290.53357,177.77942,1340.94702,1298.13574,-205.15211,1355.72339
47,0.383,1232.79993,-89.1449,1345.12415,1284.0835,176.55867,1340.8855,1290.36877,-207.13252,1356.39404
48,0.392,1225.84497,-89.95657,1344.96179,1279.39978,175.52792,1341.9834,1283.08276,-208.84373,1356.01904
49,0.4,1221.03333,-90.15421,1345.19153,1274.38611,174.24799,1341.10693,1276.43237,-209.98997,1356.15283
50,0.408,1214.01062,-91.74849,1344.59314,1268.64807,173.02988,1341.68445,1270.49927,-210.53621,1356.51233
51,0.417,1208.32935,-92.16934,1346.03381,1263.59229,171.55846,1342.00427,1262.26563,-212.74298,1355.65393
52,0.425,1201.51526,-93.155,1345.9574,1257.81885,170.76503,1341.80493,1255.83386,-213.39003,1356.3894
53,0.433,1196.27966,-93.6209,1345.29395,1252.22742,169.79303,1343.02795,1249.849,-215.14165,1355.56665
54,0.442,1188.76184,-96.04252,1345.34741,1249.02051,168.92268,1341.54333,1243.4165,-214.52831,1356.89612
55,0.45,1183.58679,-95.40463,1345.26538,1242.02588,167.02869,1342.86011,1236.46777,-217.14313,1357.7616
56,0.458,1177.53076,-95.77068,1345.6593,1238.57068,166.92601,1342.49316,1229.14258,-216.52786,1356.42236
57,0.467,1170.26599,-96.44609,1345.63879,1232.05261,164.8974,1342.76001,1222.24744,-218.49721,1356.96301
58,0.475,1164.84131,-97.48917,1346.99976,1227.68201,165.02364,1342.90283,1216.32654,-219.61325,1357.20569
59,0.483,1159.34778,-98.27525,1346.47058,1222.68579,162.88162,1342.31848,1209.96899,-219.99825,1357.36377
60,0.492,1153.59253,-99.50842,1346.28076,1216.86938,162.90367,1341.77075,1203.71631,-220.80202,1356.58521
61,0.5,1147.18262,-100.30476,1345.60754,1211.20313,162.10612,1342.32861,1196.21033,-221.75743,1357.39978
62,0.508,1141.35193,-101.46465,1345.75439,1206.04541,160.843,1341.3689,1190.3562,-222.37177,1357.88367
