Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,1584.6532,307.67844,1026.9364
2,0.008,1576.89099,305.66196,1026.20288
3,0.017,1571.09363,306.94324,1025.80713
4,0.025,1563.11987,305.83029,1026.05237
5,0.033,1555.46143,304.78302,1026.24451
6,0.042,1548.94934,304.85013,1025.38074
7,0.05,1543.50513,302.97537,1025.18713
8,0.058,1537.7146,303.91049,1025.44336
9,0.067,1527.86365,301.41757,1025.05029
10,0.075,1522.2356,301.88879,1024.0127
11,0.083,1516.05725,299.04016,1023.62457
12,0.092,1510.13733,299.22314,1022.68195
13,0.1,1503.72681,296.77588,1022.31775
14,0.108,1496.14551,295.58673,1021.15143
15,0.117,1489.26709,293.53171,1020.79065
16,0.125,1483.37598,292.07858,1020.30548
17,0.133,1478.38062,290.99704,1020.22546
18,0.142,1470.55286,288.78674,1019.72516
19,0.15,1464.44299,287.61673,1019.53485
20,0.158,1458.54797,284.88013,1019.39514
21,0.167,1453.24377,283.88062,1018.93036
22,0.175,1447.67932,281.15921,1018.60791
23,0.183,1442.19067,280.89401,1017.85229
24,0.192,1434.3634,278.09299,1017.17926
25,0.2,1428.50977,275.71866,1018.0791
26,0.208,1423.73328,274.55981,1017.82788
27,0.217,1417.99426,270.59644,1017.2926
28,0.225,1413.46521,269.30453,1018.2981
29,0.233,1406.30957,267.18909,1018.12476
30,0.242,1399.49841,263.59814,1019.82007
31,0.25,1394.72461,262.78262,1021.64063
32,0.258,1389.14795,259.30649,1023.07465
33,0.267,1385.08655,258.28702,1024.64453
34,0.275,1379.55957,255.22496,1026.16382
35,0.283,1374.83728,253.91699,1029.08057
36,0.292,1370.23889,251.04504,1031.17896
37,0.3,1364.41028,249.78427,1031.93372
38,0.308,1360.48242,247.2934,1033.50549
39,0.317,1355.6936,245.76222,1034.78137
40,0.325,1349.48364,244.47124,1035.5885
41,0.333,1344.96399,241.52454,1036.73621
42,0.342,1340.021,241.56966,1037.34741
43,0.35,1333.36414,237.79172,1036.76599
44,0.358,1329.33997,238.08344,1037.08936
45,0.367,1324.36572,235.82922,1037.14722
46,0.375,1319.50574,234.7729,1037.34009
47,0.383,1314.48584,233.1842,1037.25891
48,0.392,1309.77954,231.85168,1037.28113
49,0.4,1305.27039,232.04326,1038.06909
50,0.408,1300.51038,229.58502,1037.8645
51,0.417,1296.98108,228.71425,1037.74121
52,0.425,1291.02881,225.56033,1037.94714
53,0.433,1288.04199,225.57098,1038.78369
54,0.442,1283.44592,225.45587,1040.01453
55,0.45,1278.98328,223.21536,1040.11365
56,0.458,1274.56885,223.61446,1040.62366
57,0.467,1269.40356,220.61665,1039.90479
58,0.475,1265.32861,220.79378,1039.93323
59,0.483,1262.34399,220.77046,1039.71887
60,0.492,1257.50146,217.98134,1040.76343
61,0.5,1253.35559,218.82393,1040.43311
62,0.508,1249.2998,217.39923,1040.48328
63,0.517,1244.31055,216.22722,1039.73535
64,0.525,1240.93799,215.59767,1040.1322
65,0.533,1235.44141,213.66309,1039.80518
66,0.542,1230.70764,214.02815,1039.93774
67,0.55,1228.5531,214.24721,1039.49109
68,0.558,1221.58215,212.09351,1040.06958
69,0.567,1217.32153,212.77036,1039.09253
70,0.575,1213.34851,211.5394,1039.56274
71,0.583,1209.62012,210.81912,1039.10815
72,0.592,1204.52832,211.83084,1038.63013
73,0.6,1199.0144,210.69432,1038.29126
74,0.608,1191.72107,210.57722,1037.93506
75,0.617,1190.06616,210.76848,1038.13782
76,0.625,1182.84985,208.55176,1037.19116
77,0.633,1178.60352,209.22221,1036.90259
78,0.642,1171.53149,209.40031,1036.82202
79,0.65,1163.3656,209.12921,1035.71094
80,0.658,1161.16687,210.02652,1035.20789
81,0.667,1154.72522,210.03189,1035.05371
82,0.675,1146.44543,210.06549,1034.16638
83,0.683,1143.14063,211.9342,1033.4519
84,0.692,1136.40869,211.55994,1033.03284
85,0.7,1129.91626,211.91272,1031.68604
86,0.708,1125.12158,213.66702,1031.26892
87,0.717,1116.42993,212.66919,1029.27454
88,0.725,1109.85339,214.32228,1027.90906
89,0.733,1104.34058,213.83913,1025.78198
90,0.742,1095.73376,214.67361,1025.1925
91,0.75,1090.64917,216.79042,1023.16339
92,0.758,1080.1925,215.17393,1022.75433
93,0.767,1075.05176,217.17502,1021.79242
94,0.775,1068.40674,217.84506,1021.31812
95,0.783,1059.5647,218.77719,1019.82928
96,0.792,1054.24414,220.5762,1018.94415
97,0.8,1044.66736,219.43471,1017.17554
98,0.808,1037.4375,222.69119,1016.48212
99,0.817,1028.7146,221.25217,1015.83105
100,0.825,1020.94336,223.37282,1016.99451
101,0.833,1011.89917,223.07036,1016.63489
102,0.842,1002.45789,223.30342,1017.0387
103,0.85,993.90735,224.39558,1017.54657
104,0.858,986.0144,225.08937,1018.48761
105,0.867,977.58667,225.98137,1018.0788
106,0.875,968.77142,227.59625,1020.84717
107,0.883,960.58044,227.6582,1021.13947
108,0.892,952.13184,228.13637,1021.78748
