Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
108,0.892,982.10022,-107.37586,1350.57996
109,0.9,975.97778,-105.78874,1350.85083
110,0.908,969.25604,-104.58898,1352.22571
111,0.917,962.59491,-102.52574,1352.90869
112,0.925,955.51086,-101.35913,1353.0769
113,0.933,948.41931,-100.57041,1353.34973
114,0.942,942.09393,-99.88033,1354.15369
115,0.95,936.3819,-97.88167,1355.21667
116,0.958,930.17188,-97.46998,1356.24072
117,0.967,922.88184,-96.2972,1356.85974
118,0.975,915.96423,-94.66557,1356.85767
119,0.983,909.16589,-91.90233,1357.2749
120,0.992,903.10797,-92.28505,1357.77795
121,1,897.91595,-91.38434,1358.48328
122,1.008,891.50031,-89.84678,1359.36072
123,1.017,884.13568,-88.25294,1360.12769
124,1.025,879.55438,-89.72008,1359.82471
125,1.033,872.30725,-86.68665,1359.92822
126,1.042,866.6604,-86.89239,1360.92981
127,1.05,860.80554,-85.80047,1362.07568
128,1.058,855.01764,-84.1013,1362.47632
129,1.067,848.2182,-83.67237,1363.01025
130,1.075,842.95471,-82.41333,1364.36511
131,1.083,837.70813,-83.39256,1362.70325
132,1.092,830.26453,-80.85722,1363.44153
133,1.1,825.27972,-81.98295,1363.56165
134,1.108,819.73346,-81.62992,1363.28259
135,1.117,813.31451,-79.9748,1363.23279
136,1.125,807.57159,-79.82565,1363.04724
137,1.133,800.77521,-79.07989,1364.18787
138,1.142,795.50989,-79.49921,1364.13354
139,1.15,788.40796,-78.3717,1363.93982
140,1.158,784.22015,-79.22422,1362.85596
141,1.167,777.42072,-78.02471,1363.82373
142,1.175,770.99579,-79.80377,1363.21021
143,1.183,765.12695,-79.16521,1362.80835
144,1.192,759.23987,-79.37889,1362.53857
145,1.2,753.73572,-78.88934,1362.85974
146,1.208,746.32422,-80.5778,1361.65625
147,1.217,739.34979,-79.94502,1361.0083
148,1.225,733.54224,-81.04111,1361.20105
149,1.233,726.25488,-81.99525,1360.72693
150,1.242,719.88464,-82.95557,1359.63098
151,1.25,715.73438,-84.53798,1359.30481
152,1.258,708.33148,-82.48197,1358.43323
153,1.267,703.37042,-84.87291,1357.7561
154,1.275,694.80042,-86.30584,1356.58582
155,1.283,688.70593,-87.73026,1355.81836
156,1.292,681.5,-88.205,1354.5481
157,1.3,676.46826,-90.76371,1354.14294
158,1.308,669.4845,-90.76953,1352.69446
159,1.317,663.49738,-92.13635,1352.17407
160,1.325,656.60767,-94.28536,1351.37073
161,1.333,649.70203,-97.51187,1349.36365
162,1.342,643.90295,-99.01561,1349.88306
163,1.35,636.96783,-99.61089,1347.66223
164,1.358,631.24774,-100.89436,1346.9574
165,1.367,623.53052,-103.76643,1345.51965
166,1.375,618.3797,-105.80305,1345.08618
167,1.383,612.03668,-106.92581,1344.8114
168,1.392,604.82025,-108.75471,1345.28125
169,1.4,597.43353,-109.8154,1345.39929
170,1.408,591.43158,-111.30692,1346.54871
171,1.417,583.86493,-111.73812,1347.86584
172,1.425,578.24268,-113.49797,1347.65369
173,1.433,572.41577,-116.26716,1349.04456
174,1.442,565.66614,-116.65957,1349.48889
175,1.45,559.01166,-117.01197,1350.84033
176,1.458,552.30133,-119.06905,1351.69812
177,1.467,545.73767,-120.92484,1352.08875
178,1.475,538.69904,-120.86424,1352.71887
179,1.483,533.03522,-122.79953,1353.39172
180,1.492,525.65833,-125.93234,1353.59021
181,1.5,516.54388,-126.0994,1354.01672
182,1.508,510.47916,-127.46993,1354.30347
183,1.517,504.17764,-128.81224,1354.4469
184,1.525,497.99551,-131.52176,1354.84802
185,1.533,489.07709,-133.83815,1355.58337
186,1.542,482.10892,-135.49089,1356.51672
187,1.55,474.61325,-135.89558,1355.71619
188,1.558,468.69821,-139.21561,1356.39783
189,1.567,460.13422,-139.8748,1357.08838
190,1.575,453.67679,-141.36279,1358.02039
191,1.583,446.42349,-140.31021,1357.32764
192,1.592,439.85846,-141.74658,1356.73206
193,1.6,433.53421,-144.40099,1357.474
194,1.608,427.4104,-145.34906,1358.47302
195,1.617,419.45566,-145.32835,1358.92126
196,1.625,413.43216,-147.72649,1359.46594
197,1.633,406.10431,-147.02435,1358.92139
198,1.642,400.2659,-147.72551,1358.61389
199,1.65,393.92526,-149.5067,1360.30835
200,1.658,388.92554,-149.95425,1360.6864
201,1.667,380.6286,-150.48842,1361.22424
202,1.675,374.43103,-151.0101,1360.70874
203,1.683,367.10074,-150.39465,1360.15759
204,1.692,361.20535,-152.18256,1360.22961
205,1.7,354.02905,-151.37096,1359.8988
206,1.708,347.96539,-152.24808,1360.58765
207,1.717,340.69055,-153.27516,1360.42285
208,1.725,334.20541,-153.95065,1359.88721
209,1.733,327.50891,-154.20815,1359.68335
210,1.742,320.71854,-154.23434,1360.20215
211,1.75,314.19312,-154.71698,1359.75696
212,1.758,307.95816,-154.46455,1359.7334
213,1.767,301.67368,-154.65858,1359.47717
214,1.775,294.94431,-153.60046,1359.37659
215,1.783,288.91971,-154.54523,1358.54443
216,1.792,281.26862,-154.20468,1358.27197
217,1.8,275.02402,-154.20882,1358.0083
218,1.808,268.34213,-154.01839,1356.98352
219,1.817,262.06775,-153.56268,1355.96069
220,1.825,254.82376,-153.13426,1356.01379
221,1.833,248.24709,-153.30446,1355.41064
222,1.842,242.52904,-152.4454,1354.13428
223,1.85,235.14314,-150.21716,1352.89551
224,1.858,228.66327,-149.73553,1351.80359
225,1.867,222.51401,-149.12187,1351.19189
226,1.875,217.4362,-149.2429,1350.80835
227,1.883,210.20119,-146.0023,1348.81836
228,1.892,203.49304,-147.46251,1347.78662
229,1.9,197.9843,-144.93419,1346.47131
230,1.908,191.54372,-144.46652,1345.42163
231,1.917,185.41406,-142.35576,1343.58716
232,1.925,177.80199,-141.89572,1342.25439
233,1.933,172.05826,-140.64473,1340.30127
234,1.942,164.92007,-138.94681,1339.75562
235,1.95,159.73824,-138.40604,1338.56787
236,1.958,152.41544,-135.52573,1337.16443
237,1.967,145.37593,-134.8736,1335.81873
238,1.975,138.51636,-132.84019,1335.00159
239,1.983,131.99239,-131.63779,1334.48633
240,1.992,123.63113,-130.1131,1335.10266
241,2,117.15327,-129.1418,1335.84302
242,2.008,109.30816,-127.88913,1335.32532
243,2.017,102.95644,-125.47707,1337.10156
244,2.025,94.36362,-124.79008,1337.63403
245,2.033,87.28328,-125.8504,1337.37463
246,2.042,79.35274,-122.48688,1339.58545
247,2.05,73.05806,-123.40493,1339.77197
248,2.058,66.33739,-120.48095,1341.07947
249,2.067,58.38633,-121.34703,1342.16931
250,2.075,51.37841,-120.32375,1341.80273
251,2.083,44.88196,-118.89857,1342.98779
252,2.092,37.88892,-116.7018,1343.5011
253,2.1,30.78193,-114.98613,1343.58081
254,2.108,23.59887,-115.03032,1344.1947
255,2.117,16.97306,-113.90451,1344.5332
256,2.125,10.30251,-112.97694,1344.92725
257,2.133,4.01394,-112.15287,1345.61829
258,2.142,-2.35982,-108.81534,1346.55286
259,2.15,-9.50152,-108.76331,1347.04724
260,2.158,-16.27225,-106.16009,1347.05957
261,2.167,-22.06918,-107.35664,1348.00195
262,2.175,-29.438,-105.34057,1347.49585
263,2.183,-36.11541,-103.87915,1348.58862
264,2.192,-41.03421,-103.49975,1348.91553
265,2.2,-48.6444,-102.45433,1350.11389
266,2.208,-53.58642,-102.01571,1349.41284
267,2.217,-59.73221,-100.32549,1350.88281
268,2.225,-67.01066,-98.97462,1351.57642
269,2.233,-71.77129,-97.28936,1351.66504
270,2.242,-78.82666,-96.03463,1352.06799
271,2.25,-84.32362,-95.24303,1352.83887
272,2.258,-91.62713,-95.0828,1352.91931
273,2.267,-95.91766,-94.13213,1352.43433
274,2.275,-102.8026,-93.43046,1353.87292
275,2.283,-108.58031,-93.15464,1353.79785
276,2.292,-115.27856,-91.97355,1354.34509
277,2.3,-120.94389,-92.26449,1354.17224
278,2.308,-127.58317,-90.76631,1354.00586
279,2.317,-133.21318,-89.7337,1353.59131
280,2.325,-139.94044,-87.89318,1353.86353
281,2.333,-146.99188,-89.55645,1354.10999
282,2.342,-153.65422,-88.91579,1352.74646
283,2.35,-158.99988,-88.60401,1353.57947
284,2.358,-166.21353,-88.47687,1353.11316
285,2.367,-172.20946,-87.45067,1352.22815
286,2.375,-179.53139,-89.05764,1351.29053
287,2.383,-185.71112,-88.36504,1352.02283
288,2.392,-192.85469,-87.79737,1350.73254
289,2.4,-200.04498,-87.6777,1349.96704
290,2.408,-207.13673,-87.46608,1350.16943
291,2.417,-213.35504,-89.39706,1350.34229
292,2.425,-220.20193,-89.22463,1350.60327
293,2.433,-226.49367,-89.39379,1349.08521
294,2.442,-234.66371,-91.17233,1348.00696
295,2.45,-240.38751,-90.29015,1348.06091
296,2.458,-247.31929,-91.1414,1346.66846
297,2.467,-254.69312,-94.02385,1345.54541
298,2.475,-261.4274,-93.48872,1345.04468
299,2.483,-266.27054,-92.6805,1344.58508
300,2.492,-275.27332,-96.10471,1342.36841
301,2.5,-281.82333,-99.63848,1341.8186
302,2.508,-288.8988,-101.58997,1341.08984
303,2.517,-296.04544,-99.55247,1339.14429
304,2.525,-302.83713,-102.11759,1338.84802
305,2.533,-309.87906,-106.3602,1336.93042
306,2.542,-315.84134,-105.24921,1336.13269
307,2.55,-323.73788,-107.45357,1336.07263
308,2.558,-330.41003,-109.71866,1335.85791
309,2.567,-336.16077,-111.91415,1335.70374
310,2.575,-344.17456,-114.71752,1335.69775
311,2.583,-351.01373,-115.65701,1336.47302
312,2.592,-356.91605,-115.37843,1337.005
313,2.6,-364.1019,-117.81113,1337.62073
314,2.608,-371.15173,-121.56377,1337.9541
315,2.617,-377.25568,-121.62607,1339.07764
316,2.625,-385.17148,-120.40178,1340.2168
317,2.633,-391.7431,-124.81107,1341.08362
318,2.642,-398.43661,-124.98216,1341.85181
319,2.65,-405.39157,-124.62143,1342.64307
320,2.658,-412.95944,-126.59009,1343.0625
321,2.667,-419.92407,-129.24954,1343.04822
322,2.675,-427.315,-132.5898,1342.95081
323,2.683,-432.8075,-130.06682,1344.25342
324,2.692,-441.4649,-133.77493,1344.37
325,2.7,-448.77631,-136.16092,1344.1228
326,2.708,-455.82413,-136.32242,1344.88843
327,2.717,-461.79401,-137.86256,1346.17432
328,2.725,-469.94077,-140.28261,1345.42493
329,2.733,-476.48117,-141.56525,1345.62598
330,2.742,-483.35278,-142.57635,1346.73132
331,2.75,-489.30472,-142.92776,1347.24353
332,2.758,-497.24173,-145.31413,1347.9248
333,2.767,-503.82803,-145.86307,1348.97791
334,2.775,-510.06192,-146.69511,1349.32947
335,2.783,-517.25946,-149.15404,1349.13306
336,2.792,-522.4696,-147.06229,1349.30115
337,2.8,-528.82855,-150.59276,1349.94348
338,2.808,-533.21021,-149.37437,1349.49512
339,2.817,-541.49664,-151.37334,1348.901
340,2.825,-546.90948,-149.12431,1350.32129
341,2.833,-553.90601,-152.3576,1351.2616
342,2.842,-560.46399,-152.68741,1351.46228
343,2.85,-566.98303,-152.00082,1352.47339
344,2.858,-571.30731,-149.96031,1353.06299
345,2.867,-579.34296,-152.60603,1352.33032
346,2.875,-585.20972,-155.69939,1351.4635
347,2.883,-591.52484,-153.34726,1350.75073
348,2.892,-597.62659,-153.58746,1351.63562
349,2.9,-604.26843,-154.22287,1351.45483
350,2.908,-609.07056,-151.82455,1351.7915
351,2.917,-616.37592,-154.42905,1350.21021
352,2.925,-621.90991,-151.58752,1349.34155
353,2.933,-629.77252,-154.31725,1350.04492
354,2.942,-634.66864,-152.04828,1350.63379
355,2.95,-641.99127,-155.30331,1349.48059
356,2.958,-647.36682,-152.81679,1349.20789
357,2.967,-653.32452,-150.38167,1347.41833
358,2.975,-660.6618,-153.05734,1347.36401
359,2.983,-665.59039,-150.71524,1347.47888
360,2.992,-672.32416,-151.72354,1346.84558
361,3,-678.41327,-150.58386,1346.04529
362,3.008,-683.86829,-149.46658,1345.60864
363,3.017,-691.17542,-150.90057,1344.99353
364,3.025,-696.93573,-148.58781,1344.61755
365,3.033,-703.099,-149.20053,1342.64001
366,3.042,-709.6825,-148.48582,1341.94275
367,3.05,-714.98279,-145.18262,1341.65674
368,3.058,-722.11017,-147.14525,1340.12256
369,3.067,-728.51123,-146.25192,1339.28503
370,3.075,-733.44415,-143.16083,1337.11511
371,3.083,-738.86676,-140.68994,1337.58398
372,3.092,-745.66858,-140.37921,1335.76257
373,3.1,-752.25903,-140.82394,1334.03284
374,3.108,-757.66095,-137.27512,1333.45166
375,3.117,-764.89423,-138.28622,1331.38025
376,3.125,-769.80078,-132.82631,1330.81384
377,3.133,-776.99237,-133.80872,1329.46729
378,3.142,-782.42242,-130.88907,1328.56714
379,3.15,-789.48828,-128.33817,1327.24976
380,3.158,-797.28986,-130.67529,1327.09448
381,3.167,-802.84271,-128.3008,1327.92871
382,3.175,-809.14587,-123.78087,1328.60815
383,3.183,-816.88904,-126.12262,1328.36865
384,3.192,-823.39038,-123.20871,1329.4646
385,3.2,-829.52313,-120.56215,1330.81738
386,3.208,-837.27649,-117.58675,1329.19202
387,3.217,-844.36865,-117.81056,1329.7771
388,3.225,-852.5799,-119.6031,1331.60974
389,3.233,-859.5705,-119.67905,1332.11243
390,3.242,-866.16382,-116.46294,1332.56079
391,3.25,-871.17029,-112.72909,1333.04834
392,3.258,-879.72198,-115.28107,1334.79578
393,3.267,-884.47711,-112.87958,1333.52405
394,3.275,-890.60522,-109.78828,1333.94409
395,3.283,-897.07849,-105.96208,1334.56104
396,3.292,-902.2052,-102.59609,1335.74902
397,3.3,-908.95587,-103.4208,1335.92151
398,3.308,-915.73541,-103.08603,1337.15967
399,3.317,-920.23395,-100.6159,1337.09253
400,3.325,-927.55389,-101.2058,1335.77673
401,3.333,-933.47968,-100.61401,1337.61658
402,3.342,-938.25293,-94.03393,1337.46497
403,3.35,-944.71539,-95.5442,1339.07983
404,3.358,-951.55225,-94.90965,1339.06482
405,3.367,-956.71228,-95.29076,1339.69763
406,3.375,-962.75024,-93.68852,1340.36096
407,3.383,-968.82953,-90.22125,1341.86511
408,3.392,-973.34314,-87.46124,1342.30627
409,3.4,-978.42596,-86.83472,1342.70264
410,3.408,-985.74719,-87.92873,1343.1521
411,3.417,-989.8172,-85.66207,1342.64258
412,3.425,-994.53851,-84.02403,1344.16882
413,3.433,-999.5105,-80.59331,1345.47314
414,3.442,-1006.15375,-81.66333,1345.67957
415,3.45,-1011.55267,-79.43976,1345.68298
416,3.458,-1014.56885,-80.17413,1345.87903
417,3.467,-1021.5293,-80.1184,1346.46753
418,3.475,-1026.62244,-78.66425,1346.08728
419,3.483,-1033.02454,-78.36038,1346.88782
420,3.492,-1036.22058,-73.52824,1346.15161
421,3.5,-1041.6781,-75.0024,1346.22229
422,3.508,-1048.51794,-74.79179,1346.4823
423,3.517,-1053.21899,-73.29225,1345.70508
424,3.525,-1057.02332,-72.27579,1346.07544
425,3.533,-1063.5481,-69.79064,1346.74829
426,3.542,-1069.1825,-70.59135,1346.66455
427,3.55,-1075.09814,-72.48158,1346.20313
428,3.558,-1080.85034,-72.09902,1345.69812
429,3.567,-1086.99438,-69.49889,1345.98584
430,3.575,-1091.35498,-71.12968,1345.7428
431,3.583,-1097.44177,-72.03355,1345.46692
432,3.592,-1104.13269,-71.65897,1346.25696
433,3.6,-1108.96863,-69.43407,1346.64417
434,3.608,-1115.15796,-71.85537,1344.2561
435,3.617,-1120.69739,-71.68969,1343.99426
436,3.625,-1125.79382,-72.02795,1342.89612
437,3.633,-1133.24353,-72.55746,1342.69458
438,3.642,-1138.12085,-74.71348,1341.77722
439,3.65,-1144.37756,-73.81474,1341.30798
440,3.658,-1150.56116,-76.03249,1341.3446
441,3.667,-1155.97656,-75.23897,1340.88379
442,3.675,-1161.83777,-76.10592,1338.63696
443,3.683,-1167.6217,-79.32744,1337.67993
444,3.692,-1172.36877,-79.50562,1337.62891
445,3.7,-1178.59595,-81.30705,1336.83496
446,3.708,-1184.68323,-81.9315,1335.22668
447,3.717,-1189.17932,-83.78408,1334.86829
448,3.725,-1196.49561,-84.04002,1333.14648
449,3.733,-1201.98035,-86.3278,1332.51477
450,3.742,-1208.04163,-87.02967,1332.0011
451,3.75,-1214.47571,-87.95923,1331.72083
452,3.758,-1219.49438,-90.57845,1331.85278
453,3.767,-1224.23645,-93.29334,1332.77893
454,3.775,-1231.26672,-92.18821,1332.1272
455,3.783,-1237.12195,-92.42226,1332.94934
456,3.792,-1241.38989,-95.97722,1335.11609
457,3.8,-1248.42578,-94.92142,1334.46973
458,3.808,-1253.50806,-94.06655,1334.8877
459,3.817,-1258.13586,-97.33266,1336.79956
460,3.825,-1263.21631,-96.48729,1337.22119
461,3.833,-1271.3689,-97.99129,1336.354
462,3.842,-1276.00891,-99.55534,1338.65222
463,3.85,-1281.14514,-101.45138,1338.3551
