Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1487.66321,41.37542,1625.86755,1379.15051,27.53795,1508.4635
2,0.008,1479.146,40.64949,1625.85828,1374.36316,27.3445,1508.51147
3,0.017,1472.54443,39.31801,1625.28638,1367.43408,28.64821,1507.40991
4,0.025,1467.72083,37.64499,1625.37537,1362.98096,24.98932,1506.1488
5,0.033,1460.76709,37.89959,1624.46704,1355.28662,25.83509,1509.23108
6,0.042,1454.58618,35.01131,1623.70972,1351.43213,22.01466,1507.84998
7,0.05,1448.64075,34.08934,1623.80847,1342.25024,20.73074,1506.27051
8,0.058,1441.08521,33.44854,1623.59253,1336.91553,20.6975,1505.00623
9,0.067,1436.70483,32.38564,1624.11292,1330.71191,18.1168,1504.12024
10,0.075,1430.59875,30.96994,1623.22632,1323.51172,19.62885,1504.00305
11,0.083,1425.40259,28.89189,1621.95178,1318.51233,14.84826,1503.85168
12,0.092,1418.89087,28.16771,1622.53894,1311.5824,16.86971,1505.48755
13,0.1,1413.68872,25.54235,1621.72742,1306.97461,12.23529,1502.94946
14,0.108,1404.87732,25.07858,1620.72852,1300.14368,13.92685,1503.32483
15,0.117,1398.63586,25.17205,1620.20862,1294.65063,11.22471,1501.94409
16,0.125,1394.08765,23.36761,1619.4812,1288.79419,10.59816,1501.27332
17,0.133,1386.76331,21.56842,1619.15149,1284.6377,6.78092,1500.0426
18,0.142,1383.90442,20.07339,1619.60156,1276.72583,7.40791,1500.98901
19,0.15,1377.61145,18.0185,1619.49475,1269.51367,8.82732,1501.89221
20,0.158,1371.84778,17.16797,1618.24585,1264.30408,3.50483,1499.95544
21,0.167,1365.43848,14.13753,1617.03979,1257.9281,1.33341,1499.83948
22,0.175,1356.96985,12.76594,1616.19495,1253.53442,0.82978,1499.57886
23,0.183,1352.45374,10.94219,1617.37097,1247.61768,-0.94553,1497.85901
24,0.192,1346.85376,9.19954,1616.71484,1241.90552,-2.20867,1498.72217
25,0.2,1340.92297,6.93332,1616.37659,1236.13501,-3.74078,1500.95251
26,0.208,1335.34436,6.733,1617.06055,1230.23425,-6.77566,1499.39722
27,0.217,1327.86157,2.89576,1618.83362,1223.40222,-8.86511,1501.0697
28,0.225,1321.94397,1.35623,1618.44165,1217.39612,-10.2353,1502.48987
29,0.233,1316.1803,-1.56037,1620.01367,1212.12109,-12.47319,1504.27917
30,0.242,1311.76147,-3.73679,1621.70898,1205.1958,-14.72744,1505.59998
31,0.25,1305.71643,-4.91686,1623.51868,1200.29248,-15.84458,1507.04016
32,0.258,1298.16309,-8.34882,1624.11072,1195.82507,-18.33392,1505.61499
33,0.267,1292.99829,-9.86976,1625.32446,1188.78247,-19.85002,1508.98267
34,0.275,1287.02686,-11.86477,1627.05591,1183.18604,-19.06081,1510.83997
35,0.283,1281.71838,-14.87259,1628.05237,1177.63806,-26.9192,1512.91516
36,0.292,1274.93188,-15.13627,1629.51135,1171.30859,-25.05223,1514.48132
37,0.3,1267.25549,-17.63944,1630.50183,1165.64844,-29.09316,1514.56641
38,0.308,1262.24023,-19.51922,1632.39941,1157.56763,-30.90324,1515.20959
39,0.317,1258.07422,-22.3014,1632.50549,1154.59424,-39.86584,1515.27246
40,0.325,1251.57678,-22.69205,1633.68945,1149.45374,-37.8732,1516.57642
41,0.333,1247.24426,-24.89377,1634.90247,1139.46436,-37.93127,1518.72009
42,0.342,1240.2489,-25.05046,1634.68933,1134.35022,-38.55206,1520.07849
43,0.35,1237.34314,-27.43043,1637.59302,1130.0603,-40.22025,1520.49463
44,0.358,1230.50024,-27.61898,1636.80994,1124.37561,-43.48815,1519.26294
45,0.367,1224.93909,-29.89713,1636.3053,1119.20752,-47.57824,1518.86133
46,0.375,1217.83472,-30.3716,1636.45837,1112.28601,-43.44524,1518.46423
47,0.383,1214.40088,-32.36302,1638.74902,1106.68103,-47.85897,1523.22607
48,0.392,1207.91138,-32.54047,1637.9198,1100.63684,-46.88181,1522.02039
49,0.4,1202.12866,-33.89333,1638.44592,1094.77039,-50.86153,1523.20972
50,0.408,1196.4978,-35.15115,1639.60071,1089.14038,-51.89273,1524.64917
51,0.417,1189.4989,-35.12727,1638.64648,1081.63062,-49.1037,1523.88293
52,0.425,1185.37512,-37.77605,1638.18701,1077.21692,-53.34755,1524.02637
53,0.433,1178.32471,-37.7221,1637.19385,1070.77539,-50.68003,1522.34778
54,0.442,1171.15735,-39.25249,1638.4458,1065.48792,-55.07597,1522.62476
55,0.45,1165.63281,-40.59715,1637.73474,1059.43713,-54.71471,1522.11536
56,0.458,1159.88074,-40.3687,1638.4967,1054.64929,-58.65258,1521.07544
57,0.467,1152.0481,-42.23615,1638.30872,1044.62976,-54.80568,1521.09509
58,0.475,1147.10901,-43.02081,1638.04456,1038.43237,-55.43663,1522.85352
59,0.483,1140.49475,-42.14897,1637.96265,1032.46875,-55.26031,1522.30139
60,0.492,1133.05188,-42.72984,1638.13123,1026.77588,-55.54159,1523.45862
