Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,1405.76831,223.76892,874.92163
2,0.008,1397.59851,224.12762,873.75476
3,0.017,1393.71936,221.07574,873.47437
4,0.025,1386.66138,222.85712,875.37262
5,0.033,1377.46973,221.75304,876.05859
6,0.042,1372.30945,221.51685,878.07281
7,0.05,1364.90149,218.37854,877.2641
8,0.058,1356.94116,214.90778,876.05334
9,0.067,1350.43555,216.55652,876.01727
10,0.075,1343.98083,213.20355,874.80908
11,0.083,1338.68896,212.33896,874.38379
12,0.092,1331.72827,210.14551,874.74677
13,0.1,1323.38342,209.69662,873.06641
14,0.108,1318.50854,208.83173,872.35278
15,0.117,1313.31653,208.61891,872.81769
16,0.125,1304.27539,207.51305,873.10486
17,0.133,1300.28101,204.2692,871.08972
18,0.142,1293.94775,206.28687,873.55475
19,0.15,1285.82544,200.1581,869.93872
20,0.158,1279.19287,198.44495,871.54822
21,0.167,1273.67175,198.32372,870.46588
22,0.175,1267.74976,196.26057,871.83972
23,0.183,1260.57764,196.58826,870.36072
24,0.192,1254.97363,191.63004,869.42145
25,0.2,1248.78625,192.0434,869.03204
26,0.208,1244.93262,188.49669,868.82361
27,0.217,1238.33252,188.76877,867.75018
28,0.225,1234.74609,186.08496,867.79077
29,0.233,1228.66467,187.4903,867.46844
30,0.242,1224.30176,183.92496,867.47321
31,0.25,1218.72595,182.79781,869.56519
32,0.258,1213.35657,180.36487,869.18799
33,0.267,1207.95007,178.2542,868.8429
34,0.275,1203.07373,177.71843,870.96356
35,0.283,1198.85425,176.27591,871.00885
36,0.292,1193.16003,175.21193,871.20905
37,0.3,1188.40283,176.09251,873.38959
38,0.308,1184.47388,172.28908,873.27655
39,0.317,1180.95471,172.77162,873.33795
40,0.325,1174.18164,169.57173,874.15479
41,0.333,1169.745,169.48659,873.81268
42,0.342,1164.12646,168.66585,873.18744
43,0.35,1160.26416,166.45261,872.96808
44,0.358,1155.91772,167.64534,872.79401
45,0.367,1151.8092,165.31213,873.40765
46,0.375,1147.17737,165.75305,872.54529
47,0.383,1143.49377,165.4072,872.70306
48,0.392,1137.8739,163.93965,870.43781
49,0.4,1134.03552,163.95847,870.56482
50,0.408,1128.77063,162.02261,869.62555
51,0.417,1125.93933,162.93925,870.51721
52,0.425,1122.34631,163.24614,870.16388
53,0.433,1118.31775,163.37491,869.35419
54,0.442,1113.4126,161.07401,868.09326
55,0.45,1111.18445,161.38893,868.36646
56,0.458,1106.71143,162.04701,866.50616
57,0.467,1103.10742,159.13203,866.00232
58,0.475,1099.59802,159.55789,865.75616
59,0.483,1096.82275,160.43347,864.66199
60,0.492,1091.45068,158.60625,863.23987
61,0.5,1087.00842,158.91403,863.23291
62,0.508,1085.46204,159.87117,862.14948
63,0.517,1082.01233,160.21614,862.05505
64,0.525,1076.78723,158.57948,861.63452
65,0.533,1072.85889,159.1864,860.87341
66,0.542,1069.32471,159.82343,859.97491
67,0.55,1065.59265,158.8291,858.47498
68,0.558,1060.91736,158.37183,857.75629
69,0.567,1056.2605,159.132,856.91302
70,0.575,1052.5376,158.42088,857.58606
71,0.583,1050.00891,157.66483,854.29968
72,0.592,1044.48022,159.1907,854.12891
73,0.6,1040.92664,159.20853,853.38885
74,0.608,1035.69104,158.0746,853.12219
75,0.617,1030.66504,158.20816,851.99121
76,0.625,1026.50342,159.38774,851.75696
77,0.633,1020.90234,159.62109,850.70563
78,0.642,1016.41711,158.60796,849.60992
